	SRR1795409_accepted_hits	SRR1795410_accepted_hits	SRR1795425_accepted_hits	SRR1795426_accepted_hits
ENSG00000125533	0	0	1	0
ENSG00000125534	56	37	449	306
ENSG00000125538	7	4	0	0
ENSG00000125551	0	0	0	0
ENSG00000125571	0	0	0	0
ENSG00000125611	38	54	138	80
ENSG00000125618	0	2	0	0
ENSG00000125629	59	76	65	34
ENSG00000125630	1518	1828	706	438
ENSG00000125633	443	511	231	115
ENSG00000125637	14	19	6	0
ENSG00000125648	221	239	44	19
ENSG00000125650	1	2	0	0
ENSG00000125651	694	746	1172	667
ENSG00000125652	87	83	162	95
ENSG00000125656	295	317	818	525
ENSG00000125657	6	9	57	21
ENSG00000125675	2	0	1	0
ENSG00000125676	3562	4324	1707	1028
ENSG00000125686	718	875	658	350
ENSG00000125691	6019	6754	5332	3090
ENSG00000125695	0	0	0	0
ENSG00000125703	344	414	265	110
ENSG00000125726	7	5	14	11
ENSG00000125730	11	5	1	3
ENSG00000125731	23	28	25	16
ENSG00000125733	160	183	226	124
ENSG00000125734	137	138	170	86
ENSG00000125735	0	0	0	0
ENSG00000125740	2	3	5	5
ENSG00000125741	10	13	37	18
ENSG00000125743	1772	1899	2645	1568
ENSG00000125744	15	19	59	20
ENSG00000125746	79	84	157	90
ENSG00000125753	127	114	78	54
ENSG00000125755	878	927	600	332
ENSG00000125772	280	365	319	189
ENSG00000125775	7	1	9	7
ENSG00000125779	421	513	316	195
ENSG00000125780	0	0	0	0
ENSG00000125787	2	4	0	0
ENSG00000125788	0	0	0	2
ENSG00000125798	0	0	16	6
ENSG00000125810	0	0	0	1
ENSG00000125812	179	234	119	75
ENSG00000125813	0	1	6	5
ENSG00000125814	70	90	57	22
ENSG00000125815	0	0	0	0
ENSG00000125816	4	8	121	61
ENSG00000125817	530	581	277	161
ENSG00000125818	426	464	1529	897
ENSG00000125820	3	2	30	3
ENSG00000125821	8	4	0	0
ENSG00000125823	0	1	0	0
ENSG00000125826	79	113	90	51
ENSG00000125827	264	295	175	117
ENSG00000125831	0	0	0	0
ENSG00000125834	198	223	242	119
ENSG00000125835	2839	3188	6677	4096
ENSG00000125841	29	46	283	166
ENSG00000125843	74	71	105	70
ENSG00000125844	911	994	472	266
ENSG00000125845	11	14	98	60
ENSG00000125846	156	197	73	47
ENSG00000125848	62	64	33	14
ENSG00000125850	0	0	2	0
ENSG00000125851	1	0	0	0
ENSG00000125861	0	0	0	0
ENSG00000125863	211	300	33	16
ENSG00000125864	51	62	33	32
ENSG00000125868	378	461	1186	740
ENSG00000125869	0	0	4	2
ENSG00000125870	723	743	852	468
ENSG00000125871	457	562	286	183
ENSG00000125872	6	5	1	1
ENSG00000125875	172	170	158	87
ENSG00000125877	306	329	599	388
ENSG00000125878	0	0	0	0
ENSG00000125879	1	0	0	0
ENSG00000125885	65	66	16	7
ENSG00000125888	0	0	0	0
ENSG00000125895	22	19	11	8
ENSG00000125898	11	12	27	19
ENSG00000125900	0	0	0	0
ENSG00000125901	537	554	617	394
ENSG00000125903	0	0	0	0
ENSG00000125910	0	0	0	0
ENSG00000125912	464	479	733	432
ENSG00000125931	65	61	3	5
ENSG00000125944	3270	3902	4969	3014
ENSG00000125945	112	141	116	55
ENSG00000125952	154	186	283	186
ENSG00000125954	0	0	0	1
ENSG00000125962	292	349	122	86
ENSG00000125965	0	1	0	0
ENSG00000125966	10	10	1	1
ENSG00000125967	97	96	77	65
ENSG00000125968	32	28	119	89
ENSG00000125970	450	531	718	409
ENSG00000125971	125	127	669	396
ENSG00000125975	1	0	0	0
ENSG00000125977	1453	1583	889	509
ENSG00000125991	1182	1292	1222	664
ENSG00000125995	447	478	727	395
ENSG00000125998	0	1	0	0
ENSG00000125999	0	0	0	0
ENSG00000126001	916	1076	215	146
ENSG00000126003	199	189	83	64
ENSG00000126005	3	2	21	15
ENSG00000126010	0	1	0	0
ENSG00000126012	2255	2555	1473	865
ENSG00000126016	3227	3665	107	80
ENSG00000126062	306	360	223	143
ENSG00000126067	770	900	3973	2269
ENSG00000126070	361	443	195	108
ENSG00000126088	682	727	1242	671
ENSG00000126091	66	77	8	6
ENSG00000126106	16	11	61	35
ENSG00000126107	185	183	357	228
ENSG00000126214	63	83	45	30
ENSG00000126215	226	259	250	167
ENSG00000126216	390	395	359	196
ENSG00000126217	52	68	61	30
ENSG00000126218	3	4	1	0
ENSG00000126226	316	362	490	294
ENSG00000126231	3	8	1	0
ENSG00000126233	0	1	0	0
ENSG00000126243	24	16	52	38
ENSG00000126246	19	19	122	62
ENSG00000126247	336	361	3801	2354
ENSG00000126249	168	221	552	347
ENSG00000126251	0	0	0	0
ENSG00000126254	503	538	3227	2057
ENSG00000126259	0	0	1	0
ENSG00000126261	2217	2460	6797	3972
ENSG00000126262	0	0	0	1
ENSG00000126264	0	0	2	4
ENSG00000126266	0	0	0	0
ENSG00000126267	605	712	3337	1868
ENSG00000126337	5	3	0	0
ENSG00000126351	78	77	60	26
ENSG00000126353	0	0	0	0
ENSG00000126368	1	12	36	10
ENSG00000126391	101	91	79	54
ENSG00000126432	477	520	673	393
ENSG00000126453	156	173	217	147
ENSG00000126456	296	310	200	134
ENSG00000126457	2223	2343	2455	1450
ENSG00000126458	4	7	26	12
ENSG00000126460	0	2	1	1
ENSG00000126461	338	382	649	370
ENSG00000126464	198	191	242	155
ENSG00000126467	4	6	0	1
ENSG00000126500	28	27	4	0
ENSG00000126522	88	94	60	43
ENSG00000126524	511	549	501	319
ENSG00000126545	0	0	0	0
ENSG00000126549	0	0	0	0
ENSG00000126550	0	0	0	0
ENSG00000126561	0	0	0	0
ENSG00000126562	31	40	2	1
ENSG00000126581	552	662	245	132
ENSG00000126583	1	4	3	0
ENSG00000126602	2407	2602	2878	1767
ENSG00000126603	14	22	10	9
ENSG00000126653	107	132	239	159
ENSG00000126698	1308	1551	1025	610
ENSG00000126705	46	58	115	59
ENSG00000126709	11	10	163	110
ENSG00000126733	20	10	11	1
ENSG00000126746	171	178	359	221
ENSG00000126749	497	538	545	334
ENSG00000126752	0	0	0	0
ENSG00000126756	288	355	855	490
ENSG00000126759	5	13	0	0
ENSG00000126767	261	238	119	64
ENSG00000126768	346	406	631	367
ENSG00000126773	858	1042	95	51
ENSG00000126775	140	164	57	31
ENSG00000126777	3395	4098	1228	762
ENSG00000126778	152	156	294	155
ENSG00000126785	0	0	0	1
ENSG00000126787	1614	1931	1559	963
ENSG00000126790	149	164	85	52
ENSG00000126803	4	11	77	67
ENSG00000126804	343	428	144	81
ENSG00000126814	370	460	435	210
ENSG00000126821	109	138	221	149
ENSG00000126822	219	228	177	86
ENSG00000126838	19	16	0	0
ENSG00000126856	0	2	0	0
ENSG00000126858	226	271	291	179
ENSG00000126860	5	9	0	0
ENSG00000126861	38	36	0	0
ENSG00000126870	231	306	161	111
ENSG00000126878	71	77	382	217
ENSG00000126882	11	6	4	2
ENSG00000126883	958	1052	1547	904
ENSG00000126890	2	1	0	0
ENSG00000126895	0	1	0	0
ENSG00000126903	48	58	66	41
ENSG00000126934	671	723	455	309
ENSG00000126945	1146	1374	1173	670
ENSG00000126947	0	1	0	0
ENSG00000126950	0	0	0	0
ENSG00000126952	0	0	0	0
ENSG00000126953	103	126	165	113
ENSG00000126970	72	80	105	56
ENSG00000127022	9199	10593	6535	4068
ENSG00000127054	405	458	681	375
ENSG00000127074	0	0	0	0
ENSG00000127080	185	203	144	93
ENSG00000127081	210	320	60	36
ENSG00000127083	71	52	0	0
ENSG00000127084	6	7	3	2
ENSG00000127124	16	15	21	13
ENSG00000127125	113	128	219	160
ENSG00000127129	0	0	0	0
ENSG00000127152	4	4	55	28
ENSG00000127184	1163	1359	1338	793
ENSG00000127191	209	222	277	161
ENSG00000127220	75	67	177	95
ENSG00000127241	0	1	1	0
ENSG00000127249	0	2	0	0
ENSG00000127252	32	31	32	15
ENSG00000127311	279	350	241	155
ENSG00000127314	193	257	505	259
ENSG00000127318	0	0	0	0
ENSG00000127324	0	0	0	0
ENSG00000127325	0	1	0	1
ENSG00000127328	232	290	217	121
ENSG00000127329	8	11	22	20
ENSG00000127334	355	436	161	110
ENSG00000127337	304	410	721	448
ENSG00000127362	25	24	0	0
ENSG00000127364	27	21	0	0
ENSG00000127366	10	15	0	0
ENSG00000127377	0	0	1	0
ENSG00000127399	30	43	127	77
ENSG00000127412	0	0	0	0
ENSG00000127415	17	15	10	13
ENSG00000127418	90	105	142	97
ENSG00000127419	71	65	63	50
ENSG00000127423	242	304	298	186
ENSG00000127445	293	311	867	474
ENSG00000127452	69	90	99	41
ENSG00000127463	984	1057	1477	842
ENSG00000127472	1	0	0	0
ENSG00000127481	4926	5771	3257	1837
ENSG00000127483	1239	1420	1346	760
ENSG00000127507	0	0	25	15
ENSG00000127511	368	430	614	363
ENSG00000127515	0	0	0	0
ENSG00000127526	105	135	152	90
ENSG00000127527	268	281	668	389
ENSG00000127528	1	4	20	18
ENSG00000127529	0	0	0	0
ENSG00000127530	0	0	0	0
ENSG00000127533	0	0	1	1
ENSG00000127540	0	0	0	0
ENSG00000127554	66	76	105	68
ENSG00000127561	1	4	9	3
ENSG00000127564	226	245	431	256
ENSG00000127578	15	9	1	0
ENSG00000127580	145	163	97	48
ENSG00000127585	2	2	93	53
ENSG00000127586	505	566	169	124
ENSG00000127588	2	7	0	0
ENSG00000127603	3458	3964	526	371
ENSG00000127616	1973	2117	2806	1665
ENSG00000127663	230	232	384	236
ENSG00000127666	9	12	50	24
ENSG00000127720	176	206	119	51
ENSG00000127743	0	0	0	0
ENSG00000127774	51	51	134	108
ENSG00000127780	0	0	0	0
ENSG00000127804	367	530	278	182
ENSG00000127824	14	15	95	64
ENSG00000127831	0	1	0	0
ENSG00000127837	1634	1876	2286	1432
ENSG00000127838	58	72	226	131
ENSG00000127863	15	19	72	42
ENSG00000127870	407	474	446	284
ENSG00000127884	1034	1219	1998	1188
ENSG00000127903	0	0	0	0
ENSG00000127914	2334	2680	814	483
ENSG00000127920	8	10	160	108
ENSG00000127922	0	0	0	0
ENSG00000127928	2	8	0	0
ENSG00000127946	242	264	250	142
ENSG00000127947	172	249	224	144
ENSG00000127948	389	442	423	287
ENSG00000127951	5	8	1	1
ENSG00000127952	146	178	212	153
ENSG00000127954	2	2	0	0
ENSG00000127955	168	205	538	349
ENSG00000127980	544	642	399	241
ENSG00000127989	175	219	180	109
ENSG00000127990	77	105	493	286
ENSG00000127993	101	117	112	57
ENSG00000127995	184	190	65	32
ENSG00000128000	147	149	77	41
ENSG00000128011	81	78	175	86
ENSG00000128016	1	1	30	19
ENSG00000128039	160	208	155	91
ENSG00000128040	4	5	4	5
ENSG00000128045	19	17	78	41
ENSG00000128050	3123	3731	3730	2253
ENSG00000128052	7	5	1	0
ENSG00000128059	937	1177	772	446
ENSG00000128159	969	1082	265	162
ENSG00000128165	0	0	0	0
ENSG00000128185	213	217	77	44
ENSG00000128191	772	938	162	97
ENSG00000128203	30	43	40	17
ENSG00000128218	2	1	2	0
ENSG00000128228	180	196	328	169
ENSG00000128242	1	5	4	2
ENSG00000128245	608	754	874	492
ENSG00000128250	0	0	0	0
ENSG00000128253	4	9	0	0
ENSG00000128266	70	79	42	24
ENSG00000128268	12	17	7	9
ENSG00000128271	22	17	11	7
ENSG00000128272	3601	4113	233	146
ENSG00000128274	6	5	20	15
ENSG00000128276	3	1	0	0
ENSG00000128283	178	173	241	153
ENSG00000128284	0	0	0	0
ENSG00000128285	0	0	0	0
ENSG00000128294	70	103	29	24
ENSG00000128298	6	6	0	1
ENSG00000128309	276	306	429	252
ENSG00000128310	0	0	0	0
ENSG00000128311	214	218	195	148
ENSG00000128313	0	1	0	0
ENSG00000128322	0	0	0	0
ENSG00000128335	99	91	226	134
ENSG00000128340	1	0	27	14
ENSG00000128342	1	1	8	1
ENSG00000128346	35	29	8	4
ENSG00000128383	0	0	0	0
ENSG00000128394	1	5	32	23
ENSG00000128408	31	32	18	14
ENSG00000128422	1	0	2	3
ENSG00000128463	235	278	635	370
ENSG00000128482	0	2	0	1
ENSG00000128487	613	752	212	125
ENSG00000128510	1	0	3	0
ENSG00000128512	432	499	545	334
ENSG00000128513	274	278	296	139
ENSG00000128519	0	0	0	0
ENSG00000128524	305	382	1064	621
ENSG00000128534	314	411	558	324
ENSG00000128536	12	15	2	3
ENSG00000128563	104	128	190	88
ENSG00000128564	1	1	21	9
ENSG00000128567	52	70	341	192
ENSG00000128573	125	118	202	108
ENSG00000128578	183	202	92	62
ENSG00000128581	127	157	171	103
ENSG00000128585	671	859	1075	652
ENSG00000128590	38	71	90	64
ENSG00000128591	526	605	2	4
ENSG00000128594	40	58	8	5
ENSG00000128595	762	874	1473	875
ENSG00000128596	139	150	103	65
ENSG00000128602	304	332	92	55
ENSG00000128604	4	7	61	37
ENSG00000128606	14	17	35	22
ENSG00000128607	231	208	347	207
ENSG00000128609	297	335	520	277
ENSG00000128610	1	2	20	6
ENSG00000128617	21	19	0	0
ENSG00000128626	147	171	728	418
ENSG00000128641	706	841	1000	604
ENSG00000128645	0	0	14	11
ENSG00000128652	20	19	23	15
ENSG00000128654	338	409	553	335
ENSG00000128655	4	5	14	12
ENSG00000128656	188	213	143	74
ENSG00000128683	97	101	65	36
ENSG00000128694	141	156	154	91
ENSG00000128699	204	208	329	180
ENSG00000128708	1223	1477	2221	1395
ENSG00000128709	94	74	13	8
ENSG00000128710	443	521	56	28
ENSG00000128713	198	219	256	154
ENSG00000128714	194	239	270	141
ENSG00000128731	1715	1986	697	373
ENSG00000128739	0	0	2	2
ENSG00000128789	181	250	653	401
ENSG00000128791	118	156	367	183
ENSG00000128805	95	134	70	36
ENSG00000128815	1	0	0	0
ENSG00000128829	916	1079	481	332
ENSG00000128833	354	399	275	177
ENSG00000128849	37	31	98	41
ENSG00000128872	57	80	81	48
ENSG00000128881	219	240	58	32
ENSG00000128886	31	40	182	99
ENSG00000128891	46	65	151	94
ENSG00000128908	667	721	189	104
ENSG00000128915	733	883	323	218
ENSG00000128917	2	5	12	6
ENSG00000128918	555	574	1180	722
ENSG00000128923	104	115	93	64
ENSG00000128928	285	339	611	339
ENSG00000128944	425	484	788	473
ENSG00000128951	509	587	1455	983
ENSG00000128965	3	4	36	33
ENSG00000128973	203	255	365	230
ENSG00000128989	256	344	557	374
ENSG00000129003	1738	2046	820	503
ENSG00000129007	121	108	6	2
ENSG00000129009	0	0	1	0
ENSG00000129028	32	24	98	59
ENSG00000129038	13	19	54	28
ENSG00000129048	7	13	0	0
ENSG00000129055	132	171	158	101
ENSG00000129071	413	482	241	125
ENSG00000129083	2346	2836	2950	1654
ENSG00000129084	829	936	1289	774
ENSG00000129103	450	508	352	160
ENSG00000129116	233	302	596	339
ENSG00000129128	425	519	717	444
ENSG00000129151	11	11	0	0
ENSG00000129152	0	1	0	0
ENSG00000129158	364	386	128	77
ENSG00000129159	10	13	4	5
ENSG00000129167	13	33	0	2
ENSG00000129170	1	1	0	0
ENSG00000129173	274	339	148	98
ENSG00000129187	174	176	328	203
ENSG00000129194	2	1	0	0
ENSG00000129195	126	127	270	169
ENSG00000129197	292	337	426	288
ENSG00000129204	4	2	3	0
ENSG00000129214	1	3	2	1
ENSG00000129219	111	129	73	52
ENSG00000129221	0	0	0	0
ENSG00000129226	10	9	106	72
ENSG00000129235	438	499	948	541
ENSG00000129244	2	4	36	19
ENSG00000129245	548	573	657	412
ENSG00000129250	1329	1392	274	198
ENSG00000129255	293	280	371	218
ENSG00000129292	732	786	199	96
ENSG00000129295	6	4	2	2
ENSG00000129315	460	547	730	436
ENSG00000129317	478	564	450	262
ENSG00000129347	628	661	649	397
ENSG00000129351	3993	4430	5001	2997
ENSG00000129353	108	147	346	227
ENSG00000129354	1	1	2	3
ENSG00000129355	10	11	66	30
ENSG00000129422	282	299	285	149
ENSG00000129437	2	1	0	0
ENSG00000129450	2	0	0	0
ENSG00000129451	1	0	0	0
ENSG00000129455	0	0	1	0
ENSG00000129460	618	663	468	267
ENSG00000129465	0	0	0	0
ENSG00000129467	1	0	0	0
ENSG00000129472	64	74	126	66
ENSG00000129473	4	7	7	2
ENSG00000129474	57	82	40	22
ENSG00000129480	98	102	43	27
ENSG00000129484	440	522	374	258
ENSG00000129493	761	924	361	223
ENSG00000129514	34	29	184	99
ENSG00000129515	796	920	901	498
ENSG00000129518	298	374	351	186
ENSG00000129521	21	23	104	54
ENSG00000129534	761	877	537	351
ENSG00000129535	2	2	5	2
ENSG00000129538	0	0	1	1
ENSG00000129559	104	91	20	20
ENSG00000129562	378	411	992	536
ENSG00000129566	226	248	89	51
ENSG00000129595	58	56	24	32
ENSG00000129596	1	3	104	75
ENSG00000129625	343	371	1482	870
ENSG00000129636	352	448	621	356
ENSG00000129646	120	111	4	3
ENSG00000129654	0	1	0	0
ENSG00000129657	336	369	270	139
ENSG00000129667	75	63	89	41
ENSG00000129673	0	4	1	0
ENSG00000129675	104	113	152	107
ENSG00000129680	840	994	613	392
ENSG00000129682	1	2	107	59
ENSG00000129691	250	273	553	319
ENSG00000129696	194	202	258	166
ENSG00000129744	0	0	0	0
ENSG00000129749	8	6	1	0
ENSG00000129757	4	5	14	11
ENSG00000129810	368	475	394	267
ENSG00000129824	0	0	37	15
ENSG00000129862	0	0	0	0
ENSG00000129864	0	0	0	0
ENSG00000129873	0	0	0	0
ENSG00000129910	0	0	0	0
ENSG00000129911	18	24	118	62
ENSG00000129925	168	196	91	70
ENSG00000129932	72	88	141	89
ENSG00000129933	268	266	450	264
ENSG00000129946	5	7	13	11
ENSG00000129951	8	6	30	14
ENSG00000129965	0	0	0	0
ENSG00000129968	49	57	9	6
ENSG00000129988	0	2	0	0
ENSG00000129990	0	0	0	0
ENSG00000129991	35	37	13	9
ENSG00000129993	0	1	2	1
ENSG00000130005	64	72	197	93
ENSG00000130021	36	29	6	6
ENSG00000130023	155	163	137	87
ENSG00000130024	845	917	522	269
ENSG00000130032	0	0	0	0
ENSG00000130035	5	9	0	0
ENSG00000130037	1	0	0	0
ENSG00000130038	99	117	42	37
ENSG00000130045	0	0	0	0
ENSG00000130052	4	14	34	20
ENSG00000130054	34	36	18	7
ENSG00000130055	2	3	0	1
ENSG00000130066	75	105	763	463
ENSG00000130119	960	1079	1347	755
ENSG00000130147	154	155	251	143
ENSG00000130150	141	142	309	186
ENSG00000130158	129	130	117	81
ENSG00000130159	279	292	246	166
ENSG00000130164	392	401	287	189
ENSG00000130165	140	207	375	204
ENSG00000130167	0	0	1	0
ENSG00000130173	2	5	0	0
ENSG00000130175	909	953	4328	2525
ENSG00000130176	0	0	5	4
ENSG00000130177	535	600	909	520
ENSG00000130182	3	6	1	0
ENSG00000130193	18	25	87	49
ENSG00000130202	154	176	336	184
ENSG00000130203	5	8	185	127
ENSG00000130204	961	1130	827	507
ENSG00000130208	36	34	68	44
ENSG00000130222	1	1	8	4
ENSG00000130224	233	277	263	146
ENSG00000130226	0	0	0	0
ENSG00000130227	1009	1225	656	431
ENSG00000130234	5	3	1	0
ENSG00000130244	42	36	82	34
ENSG00000130254	635	723	574	321
ENSG00000130255	3762	4268	6287	3833
ENSG00000130270	9	12	0	5
ENSG00000130283	0	0	0	0
ENSG00000130287	1	2	1	1
ENSG00000130294	410	424	1502	844
ENSG00000130299	489	478	564	321
ENSG00000130300	0	0	0	1
ENSG00000130303	2	1	13	14
ENSG00000130304	16	17	7	9
ENSG00000130305	196	209	221	123
ENSG00000130307	3	1	0	0
ENSG00000130309	452	505	676	439
ENSG00000130311	55	62	287	184
ENSG00000130312	78	88	198	126
ENSG00000130313	202	217	407	256
ENSG00000130332	309	385	434	295
ENSG00000130338	256	292	98	57
ENSG00000130340	528	648	534	334
ENSG00000130347	105	165	208	118
ENSG00000130348	354	455	356	221
ENSG00000130349	74	100	175	94
ENSG00000130363	112	121	74	60
ENSG00000130368	0	0	0	0
ENSG00000130377	5	8	0	0
ENSG00000130382	167	166	470	318
ENSG00000130383	0	0	0	0
ENSG00000130385	0	0	0	0
ENSG00000130396	2308	2553	1104	634
ENSG00000130402	1163	1249	5851	3547
ENSG00000130413	173	198	100	65
ENSG00000130414	838	974	1848	1103
ENSG00000130427	0	0	0	0
ENSG00000130429	32	29	64	42
ENSG00000130433	0	1	2	2
ENSG00000130449	258	250	339	219
ENSG00000130475	19	15	12	7
ENSG00000130477	1	3	5	1
ENSG00000130479	161	169	653	384
ENSG00000130487	0	0	7	3
ENSG00000130489	0	0	0	0
ENSG00000130508	184	211	407	217
ENSG00000130511	135	124	145	92
ENSG00000130513	1	0	69	38
ENSG00000130517	18	12	89	51
ENSG00000130518	1	0	0	0
ENSG00000130520	580	596	1256	790
ENSG00000130522	54	66	268	118
ENSG00000130528	1	1	1	0
ENSG00000130529	47	41	33	17
ENSG00000130538	0	0	0	0
ENSG00000130540	23	40	31	25
ENSG00000130544	173	215	127	87
ENSG00000130545	0	1	0	1
ENSG00000130558	3	6	4	6
ENSG00000130559	641	765	281	180
ENSG00000130560	384	375	213	158
ENSG00000130561	1	0	0	0
ENSG00000130584	30	46	28	19
ENSG00000130589	68	98	71	32
ENSG00000130590	5	6	12	15
ENSG00000130592	0	0	0	0
ENSG00000130595	0	0	2	0
ENSG00000130598	0	0	0	0
ENSG00000130635	110	110	65	40
ENSG00000130638	1408	1606	2313	1434
ENSG00000130640	989	1079	845	459
ENSG00000130643	1	2	0	2
ENSG00000130649	22	21	1	0
ENSG00000130653	14	19	3	0
ENSG00000130656	1	0	0	0
ENSG00000130669	163	143	625	351
ENSG00000130675	32	23	118	78
ENSG00000130684	415	428	121	60
ENSG00000130695	589	683	353	208
ENSG00000130699	186	191	203	166
ENSG00000130700	0	0	1	0
ENSG00000130701	0	0	0	0
ENSG00000130702	179	205	469	274
ENSG00000130703	209	227	358	234
ENSG00000130706	771	772	1763	1063
ENSG00000130707	246	246	419	278
ENSG00000130711	0	0	5	1
ENSG00000130713	778	926	936	511
ENSG00000130714	347	359	396	226
ENSG00000130717	236	222	227	175
ENSG00000130720	0	0	1	0
ENSG00000130723	2661	2916	1614	962
ENSG00000130724	261	263	571	395
ENSG00000130725	465	541	932	582
ENSG00000130726	4920	5223	6614	3886
ENSG00000130731	283	276	449	282
ENSG00000130733	151	139	258	170
ENSG00000130734	187	169	116	85
ENSG00000130741	2786	3297	4582	2590
ENSG00000130748	71	69	162	110
ENSG00000130749	477	506	417	272
ENSG00000130751	39	55	88	50
ENSG00000130755	0	5	2	0
ENSG00000130758	74	85	30	13
ENSG00000130762	33	28	70	47
ENSG00000130764	483	508	1030	667
ENSG00000130766	228	234	299	181
ENSG00000130768	88	92	96	63
ENSG00000130770	709	785	1370	812
ENSG00000130772	74	72	153	93
ENSG00000130775	29	42	18	10
ENSG00000130779	695	759	476	285
ENSG00000130783	16	23	2	1
ENSG00000130787	267	297	313	179
ENSG00000130803	362	405	163	95
ENSG00000130810	115	107	101	70
ENSG00000130811	1307	1381	2768	1662
ENSG00000130812	2	1	0	1
ENSG00000130813	1	1	2	1
ENSG00000130816	3061	3342	3423	2051
ENSG00000130818	74	81	116	69
ENSG00000130821	558	573	158	103
ENSG00000130822	12	6	2	3
ENSG00000130826	2152	2433	1554	940
ENSG00000130827	156	172	169	103
ENSG00000130829	79	87	50	34
ENSG00000130830	275	289	604	371
ENSG00000130844	21	18	72	36
ENSG00000130856	380	395	88	60
ENSG00000130876	2	2	0	1
ENSG00000130881	357	414	148	94
ENSG00000130921	89	85	113	60
ENSG00000130935	1856	2157	2189	1286
ENSG00000130939	671	773	770	471
ENSG00000130940	47	45	78	27
ENSG00000130943	25	16	1	2
ENSG00000130948	1	0	0	0
ENSG00000130950	0	0	0	0
ENSG00000130956	132	152	110	79
ENSG00000130957	2	1	0	0
ENSG00000130958	1	4	17	12
ENSG00000130962	21	21	22	8
ENSG00000130985	4552	5051	11073	6473
ENSG00000130988	1	2	0	0
ENSG00000130997	143	170	20	10
ENSG00000131013	734	838	941	556
ENSG00000131015	12	18	28	7
ENSG00000131016	1850	2031	1386	880
ENSG00000131018	419	456	492	284
ENSG00000131019	64	80	110	68
ENSG00000131023	719	815	582	397
ENSG00000131037	21	19	5	0
ENSG00000131042	0	0	0	0
ENSG00000131043	279	270	310	174
ENSG00000131044	2	3	3	0
ENSG00000131050	0	0	0	0
ENSG00000131051	3196	3673	1825	1064
ENSG00000131055	0	0	0	0
ENSG00000131059	0	0	0	0
ENSG00000131061	25	39	35	16
ENSG00000131067	108	127	94	66
ENSG00000131068	0	0	0	0
ENSG00000131069	145	151	102	56
ENSG00000131080	29	22	56	21
ENSG00000131089	137	137	14	14
ENSG00000131094	10	9	29	18
ENSG00000131095	1	1	0	0
ENSG00000131096	0	0	0	0
ENSG00000131097	9	9	0	0
ENSG00000131100	627	727	1678	1001
ENSG00000131115	228	259	412	258
ENSG00000131116	256	262	619	366
ENSG00000131126	0	0	0	0
ENSG00000131127	0	0	0	0
ENSG00000131142	0	1	0	0
ENSG00000131143	1444	1555	2711	1635
ENSG00000131148	280	293	377	199
ENSG00000131149	297	308	615	293
ENSG00000131152	0	0	0	0
ENSG00000131153	618	665	579	336
ENSG00000131165	246	262	496	275
ENSG00000131171	144	131	222	131
ENSG00000131174	969	1184	2503	1413
ENSG00000131183	0	0	0	0
ENSG00000131187	23	20	44	26
ENSG00000131188	28	21	73	44
ENSG00000131196	33	35	152	89
ENSG00000131203	0	0	0	0
ENSG00000131233	3	5	0	0
ENSG00000131236	1022	1239	2484	1516
ENSG00000131238	534	645	1153	699
ENSG00000131242	123	116	71	26
ENSG00000131263	1177	1364	1096	617
ENSG00000131264	0	0	0	0
ENSG00000131269	753	867	807	462
ENSG00000131323	298	359	124	72
ENSG00000131351	154	194	211	117
ENSG00000131355	0	0	0	0
ENSG00000131368	351	478	424	211
ENSG00000131370	190	232	172	115
ENSG00000131373	558	683	856	512
ENSG00000131374	166	195	261	150
ENSG00000131375	881	1103	875	560
ENSG00000131378	51	50	185	116
ENSG00000131379	13	13	0	2
ENSG00000131381	566	640	129	79
ENSG00000131386	2	4	0	0
ENSG00000131389	165	184	237	145
ENSG00000131398	18	15	15	9
