	SRR1795409_1	SRR1795425_1
ENSG00000068976	4	1
ENSG00000068985	0	0
ENSG00000069011	120	188
ENSG00000069018	2	0
ENSG00000069020	66	85
ENSG00000069122	0	1
ENSG00000069188	147	230
ENSG00000069206	0	0
ENSG00000069248	4398	2291
ENSG00000069275	4756	3018
ENSG00000069329	1516	1703
ENSG00000069345	1079	1387
ENSG00000069399	3	6
ENSG00000069424	18	32
ENSG00000069431	1	2
ENSG00000069482	131	7
ENSG00000069493	27	3
ENSG00000069509	110	217
ENSG00000069535	3	28
ENSG00000069667	53	37
ENSG00000069696	4	1
ENSG00000069702	246	182
ENSG00000069764	3	0
ENSG00000069812	0	0
ENSG00000069849	621	1177
ENSG00000069869	125	248
ENSG00000069943	77	67
ENSG00000069956	411	135
ENSG00000069966	56	193
ENSG00000069974	28	78
ENSG00000069998	505	457
ENSG00000070010	595	1127
ENSG00000070018	761	325
ENSG00000070019	0	0
ENSG00000070031	3	6
ENSG00000070047	805	489
ENSG00000070061	2261	1334
ENSG00000070081	403	590
ENSG00000070087	294	754
ENSG00000070159	187	206
ENSG00000070182	114	67
ENSG00000070190	1	0
ENSG00000070193	0	0
ENSG00000070214	384	325
ENSG00000070269	103	67
ENSG00000070366	483	402
ENSG00000070367	651	365
ENSG00000070371	436	176
ENSG00000070388	0	1
ENSG00000070404	3	7
ENSG00000070413	404	234
ENSG00000070423	225	448
ENSG00000070444	33	97
ENSG00000070476	404	243
ENSG00000070495	251	453
ENSG00000070501	273	247
ENSG00000070526	3	1
ENSG00000070540	36	46
ENSG00000070601	6	9
ENSG00000070610	657	110
ENSG00000070614	330	121
ENSG00000070669	1319	1770
ENSG00000070718	259	232
ENSG00000070729	0	0
ENSG00000070731	16	0
ENSG00000070748	0	0
ENSG00000070756	5413	2549
ENSG00000070759	62	37
ENSG00000070761	289	610
ENSG00000070770	472	782
ENSG00000070778	91	29
ENSG00000070785	699	986
ENSG00000070808	0	0
ENSG00000070814	2949	2722
ENSG00000070831	966	1007
ENSG00000070882	361	225
ENSG00000070886	29	26
ENSG00000070915	0	0
ENSG00000070950	525	767
ENSG00000070961	1181	1169
ENSG00000070985	0	0
ENSG00000071051	115	91
ENSG00000071054	1235	615
ENSG00000071073	99	77
ENSG00000071082	5228	1871
ENSG00000071127	945	2130
ENSG00000071189	605	145
ENSG00000071203	0	0
ENSG00000071205	260	170
ENSG00000071242	129	20
ENSG00000071243	310	358
ENSG00000071246	67	14
ENSG00000071282	4	177
ENSG00000071462	604	1046
ENSG00000071537	410	390
ENSG00000071539	558	1415
ENSG00000071553	552	1863
ENSG00000071564	351	289
ENSG00000071575	9	140
ENSG00000071626	1035	1629
ENSG00000071655	508	486
ENSG00000071677	0	0
ENSG00000071794	1434	2077
ENSG00000071859	691	1153
ENSG00000071889	170	95
ENSG00000071894	883	703
ENSG00000071909	14	1
ENSG00000071967	38	53
ENSG00000071991	0	0
ENSG00000071994	726	619
ENSG00000072041	904	885
ENSG00000072042	340	416
ENSG00000072062	244	981
ENSG00000072071	405	162
ENSG00000072080	3	0
ENSG00000072110	668	1323
ENSG00000072121	791	199
ENSG00000072133	214	27
ENSG00000072134	209	113
ENSG00000072135	70	46
ENSG00000072163	1	2
ENSG00000072182	3	0
ENSG00000072195	36	56
ENSG00000072201	9	40
ENSG00000072210	873	674
ENSG00000072274	2029	1273
ENSG00000072310	458	356
ENSG00000072315	3	0
ENSG00000072364	1010	1340
ENSG00000072401	69	291
ENSG00000072415	378	260
ENSG00000072422	89	85
ENSG00000072501	3671	4889
ENSG00000072506	890	1725
ENSG00000072518	456	258
ENSG00000072571	817	1116
ENSG00000072609	122	123
ENSG00000072657	14	0
ENSG00000072682	120	321
ENSG00000072694	0	0
ENSG00000072736	605	250
ENSG00000072756	252	177
ENSG00000072778	569	454
ENSG00000072786	256	171
ENSG00000072803	611	448
ENSG00000072818	5	0
ENSG00000072832	19	152
ENSG00000072840	237	35
ENSG00000072849	153	289
ENSG00000072858	9	5
ENSG00000072864	205	133
ENSG00000072952	3	1
ENSG00000072954	13	30
ENSG00000072958	337	1070
ENSG00000073008	193	261
ENSG00000073050	341	784
ENSG00000073060	312	911
ENSG00000073067	0	0
ENSG00000073111	3529	4348
ENSG00000073146	0	0
ENSG00000073150	4	22
ENSG00000073169	200	178
ENSG00000073282	0	0
ENSG00000073331	85	52
ENSG00000073350	98	148
ENSG00000073417	355	76
ENSG00000073464	0	0
ENSG00000073536	319	456
ENSG00000073578	609	452
ENSG00000073584	616	506
ENSG00000073598	15	0
ENSG00000073605	14	2
ENSG00000073614	1682	796
ENSG00000073670	67	73
ENSG00000073711	130	129
ENSG00000073712	510	931
ENSG00000073734	0	0
ENSG00000073737	1	1
ENSG00000073754	0	0
ENSG00000073756	22	13
ENSG00000073792	265	454
ENSG00000073803	24	8
ENSG00000073849	25	34
ENSG00000073861	3	16
ENSG00000073910	82	38
ENSG00000073921	751	1102
ENSG00000073969	330	435
ENSG00000074047	26	58
ENSG00000074054	771	484
ENSG00000074071	643	879
ENSG00000074181	123	300
ENSG00000074201	1142	1665
ENSG00000074211	13	25
ENSG00000074219	117	64
ENSG00000074266	465	330
ENSG00000074276	4	0
ENSG00000074317	3	15
ENSG00000074319	331	917
ENSG00000074356	622	655
ENSG00000074370	10	78
ENSG00000074410	13	60
ENSG00000074416	3	19
ENSG00000074527	5	54
ENSG00000074582	507	537
ENSG00000074590	75	78
ENSG00000074603	562	336
ENSG00000074621	128	23
ENSG00000074657	152	2
ENSG00000074660	0	1
ENSG00000074695	942	1130
ENSG00000074696	1193	2864
ENSG00000074706	2	14
ENSG00000074755	1227	764
ENSG00000074771	0	0
ENSG00000074800	20676	33749
ENSG00000074803	0	0
ENSG00000074842	264	526
ENSG00000074855	55	51
ENSG00000074935	246	152
ENSG00000074964	50	38
ENSG00000074966	3	3
ENSG00000075035	0	0
ENSG00000075043	106	11
ENSG00000075073	1	0
ENSG00000075089	488	913
ENSG00000075131	714	939
ENSG00000075142	638	1023
ENSG00000075151	1998	2108
ENSG00000075188	532	1076
ENSG00000075213	37	94
ENSG00000075218	434	738
ENSG00000075223	249	107
ENSG00000075234	278	252
ENSG00000075239	1171	2086
ENSG00000075240	96	100
ENSG00000075275	339	190
ENSG00000075290	2	14
ENSG00000075292	3491	1046
ENSG00000075303	81	75
ENSG00000075336	155	282
ENSG00000075340	213	198
ENSG00000075388	0	0
ENSG00000075391	396	175
ENSG00000075399	152	144
ENSG00000075407	213	79
ENSG00000075413	932	614
ENSG00000075415	4054	4458
ENSG00000075420	249	397
ENSG00000075426	5	32
ENSG00000075429	0	2
ENSG00000075461	0	1
ENSG00000075539	699	345
ENSG00000075568	709	377
ENSG00000075618	99	909
ENSG00000075624	9165	23542
ENSG00000075643	109	41
ENSG00000075651	53	145
ENSG00000075673	1	22
ENSG00000075702	558	646
ENSG00000075711	629	393
ENSG00000075785	316	1969
ENSG00000075790	277	386
ENSG00000075826	130	6
ENSG00000075856	1137	1028
ENSG00000075884	1	0
ENSG00000075886	7	1
ENSG00000075891	2	18
ENSG00000075914	541	364
ENSG00000075945	403	595
ENSG00000075975	505	464
ENSG00000076003	2776	3612
ENSG00000076043	386	542
ENSG00000076053	65	83
ENSG00000076067	40	63
ENSG00000076108	929	1245
ENSG00000076201	291	308
ENSG00000076242	12	703
ENSG00000076248	643	1047
ENSG00000076258	17	21
ENSG00000076321	233	127
ENSG00000076344	0	0
ENSG00000076351	71	132
ENSG00000076356	75	54
ENSG00000076382	1307	864
ENSG00000076513	322	317
ENSG00000076554	33	79
ENSG00000076555	248	40
ENSG00000076604	167	176
ENSG00000076641	76	80
ENSG00000076650	199	323
ENSG00000076662	48	37
ENSG00000076685	314	465
ENSG00000076706	80	99
ENSG00000076716	133	748
ENSG00000076770	95	195
ENSG00000076826	102	255
ENSG00000076864	26	78
ENSG00000076924	316	931
ENSG00000076928	200	415
ENSG00000076944	132	391
ENSG00000076984	158	390
ENSG00000077009	1	0
ENSG00000077044	400	163
ENSG00000077063	97	121
ENSG00000077080	1	2
ENSG00000077092	107	80
ENSG00000077097	5339	2216
ENSG00000077147	1254	1725
ENSG00000077150	74	185
ENSG00000077152	577	1026
ENSG00000077157	210	33
ENSG00000077232	1581	417
ENSG00000077235	3206	2362
ENSG00000077238	46	31
ENSG00000077254	1517	1354
ENSG00000077264	12	6
ENSG00000077274	0	1
ENSG00000077279	0	0
ENSG00000077312	502	1339
ENSG00000077327	1	0
ENSG00000077348	225	602
ENSG00000077380	781	663
ENSG00000077420	0	0
ENSG00000077454	80	130
ENSG00000077458	135	68
ENSG00000077463	59	105
ENSG00000077498	0	0
ENSG00000077514	475	322
ENSG00000077522	85	6
ENSG00000077549	507	2285
ENSG00000077585	78	56
ENSG00000077616	45	36
ENSG00000077684	471	217
ENSG00000077713	32	2
ENSG00000077721	202	837
ENSG00000077782	276	213
ENSG00000077800	0	0
ENSG00000077935	9	1
ENSG00000077942	99	366
ENSG00000077943	95	216
ENSG00000077984	4	0
ENSG00000078018	4	55
ENSG00000078043	240	219
ENSG00000078053	49	83
ENSG00000078061	296	282
ENSG00000078070	195	298
ENSG00000078081	5	63
ENSG00000078098	0	0
ENSG00000078114	70	65
ENSG00000078124	65	94
ENSG00000078140	231	992
ENSG00000078142	375	558
ENSG00000078177	544	225
ENSG00000078237	161	444
ENSG00000078246	187	213
ENSG00000078269	190	193
ENSG00000078295	0	0
ENSG00000078304	822	798
ENSG00000078328	0	0
ENSG00000078369	867	2586
ENSG00000078399	93	377
ENSG00000078401	4	0
ENSG00000078403	356	192
ENSG00000078487	31	30
ENSG00000078549	11	7
ENSG00000078579	0	0
ENSG00000078589	0	0
ENSG00000078596	0	0
ENSG00000078618	2076	2369
ENSG00000078668	1339	2213
ENSG00000078674	2342	1855
ENSG00000078687	237	128
ENSG00000078699	65	116
ENSG00000078725	0	0
ENSG00000078747	944	630
ENSG00000078795	10	0
ENSG00000078804	0	33
ENSG00000078808	383	631
ENSG00000078814	10	0
ENSG00000078898	0	0
ENSG00000078900	42	173
ENSG00000078902	64	192
ENSG00000078967	31	26
ENSG00000079101	10	3
ENSG00000079102	4	19
ENSG00000079112	0	0
ENSG00000079134	540	395
ENSG00000079150	87	64
ENSG00000079156	321	195
ENSG00000079215	316	205
ENSG00000079246	7397	12501
ENSG00000079257	16	300
ENSG00000079263	0	0
ENSG00000079277	137	171
ENSG00000079308	6	22
ENSG00000079313	243	101
ENSG00000079332	560	967
ENSG00000079335	47	150
ENSG00000079337	3	7
ENSG00000079385	19	1
ENSG00000079387	428	314
ENSG00000079393	0	0
ENSG00000079432	307	155
ENSG00000079435	57	4
ENSG00000079459	866	1894
ENSG00000079462	181	417
ENSG00000079482	123	51
ENSG00000079557	0	0
ENSG00000079616	1089	1299
ENSG00000079689	0	0
ENSG00000079691	269	290
ENSG00000079739	700	714
ENSG00000079785	2814	3115
ENSG00000079805	1172	1630
ENSG00000079819	1099	1654
ENSG00000079841	17	5
ENSG00000079931	186	246
ENSG00000079950	143	813
ENSG00000079974	14	12
ENSG00000079999	458	425
ENSG00000080007	0	0
ENSG00000080031	2	1
ENSG00000080166	1	1
ENSG00000080189	222	172
ENSG00000080200	1296	300
ENSG00000080224	252	86
ENSG00000080293	1	0
ENSG00000080298	31	57
ENSG00000080345	4692	2115
ENSG00000080371	193	838
ENSG00000080493	76	48
ENSG00000080503	381	550
ENSG00000080511	0	0
ENSG00000080546	272	751
ENSG00000080561	295	133
ENSG00000080572	0	0
ENSG00000080573	0	11
ENSG00000080603	66	52
ENSG00000080608	791	796
ENSG00000080618	11	0
ENSG00000080644	47	6
ENSG00000080709	11	1
ENSG00000080802	152	233
ENSG00000080815	220	258
ENSG00000080819	398	435
ENSG00000080822	368	291
ENSG00000080823	84	42
ENSG00000080824	18886	21782
ENSG00000080839	536	630
ENSG00000080845	54	144
ENSG00000080854	67	18
ENSG00000080910	1	0
ENSG00000080986	574	707
ENSG00000081014	301	202
ENSG00000081019	310	229
ENSG00000081026	743	207
ENSG00000081041	0	0
ENSG00000081051	0	0
ENSG00000081052	32	113
ENSG00000081059	28	143
ENSG00000081087	149	322
ENSG00000081138	0	22
ENSG00000081148	6	1
ENSG00000081154	439	533
ENSG00000081177	233	171
ENSG00000081181	233	481
ENSG00000081189	90	186
ENSG00000081237	0	0
ENSG00000081248	0	0
ENSG00000081277	0	0
ENSG00000081307	434	403
ENSG00000081320	202	275
ENSG00000081377	201	58
ENSG00000081386	93	60
ENSG00000081479	469	200
ENSG00000081665	20	68
ENSG00000081692	685	361
ENSG00000081721	235	184
ENSG00000081760	170	352
ENSG00000081791	195	286
ENSG00000081800	0	0
ENSG00000081803	315	362
ENSG00000081818	0	0
ENSG00000081842	0	0
ENSG00000081853	0	0
ENSG00000081870	270	642
ENSG00000081913	280	273
ENSG00000081923	60	20
ENSG00000081985	51	56
ENSG00000082014	103	53
ENSG00000082068	551	531
ENSG00000082074	0	0
ENSG00000082126	0	0
ENSG00000082146	271	61
ENSG00000082153	1683	1587
ENSG00000082175	0	78
ENSG00000082196	1	0
ENSG00000082212	640	1717
ENSG00000082213	274	656
ENSG00000082258	416	201
ENSG00000082269	602	223
ENSG00000082293	36	22
ENSG00000082397	470	954
ENSG00000082438	154	375
ENSG00000082458	169	244
ENSG00000082482	0	0
ENSG00000082497	41	96
ENSG00000082512	100	149
ENSG00000082515	261	1090
ENSG00000082516	1741	1769
ENSG00000082556	0	0
ENSG00000082641	482	1015
ENSG00000082684	0	5
ENSG00000082701	407	319
ENSG00000082781	175	114
ENSG00000082805	609	506
ENSG00000082898	5999	4933
ENSG00000082996	238	127
ENSG00000083067	2	3
ENSG00000083093	439	166
ENSG00000083097	1077	447
ENSG00000083099	106	235
ENSG00000083123	213	301
ENSG00000083168	1490	818
ENSG00000083223	556	301
ENSG00000083290	91	7
ENSG00000083307	0	0
ENSG00000083312	2953	2118
ENSG00000083444	445	810
ENSG00000083454	0	0
ENSG00000083457	162	177
ENSG00000083520	1749	1288
ENSG00000083535	434	348
ENSG00000083544	204	239
ENSG00000083635	249	237
ENSG00000083642	1121	900
ENSG00000083720	427	1087
ENSG00000083750	112	53
ENSG00000083782	0	0
ENSG00000083799	411	147
ENSG00000083807	30	10
ENSG00000083812	92	43
ENSG00000083814	10	0
ENSG00000083817	72	59
ENSG00000083828	58	59
ENSG00000083838	68	58
ENSG00000083844	169	84
ENSG00000083845	4587	4316
ENSG00000083857	2693	1351
ENSG00000083896	1005	765
ENSG00000083937	415	634
ENSG00000084070	221	519
ENSG00000084072	344	886
ENSG00000084073	730	1410
ENSG00000084090	1660	621
ENSG00000084092	427	305
ENSG00000084093	586	623
ENSG00000084110	22	1
ENSG00000084112	126	49
ENSG00000084207	2503	852
ENSG00000084234	2841	3838
ENSG00000084444	234	327
ENSG00000084453	0	0
ENSG00000084463	660	800
ENSG00000084623	3346	5604
ENSG00000084628	6	6
ENSG00000084636	2	3
ENSG00000084652	1448	1337
ENSG00000084674	0	0
ENSG00000084676	421	250
ENSG00000084693	630	165
ENSG00000084710	58	159
ENSG00000084731	60	46
ENSG00000084733	442	639
ENSG00000084734	0	0
ENSG00000084754	1627	1384
ENSG00000084764	30	208
ENSG00000084774	2284	2102
ENSG00000085063	0	0
ENSG00000085117	3	27
ENSG00000085185	204	390
ENSG00000085224	2321	723
ENSG00000085231	349	409
ENSG00000085265	0	0
ENSG00000085274	368	145
ENSG00000085276	379	286
ENSG00000085365	273	640
ENSG00000085377	484	1060
ENSG00000085382	350	151
ENSG00000085415	745	1077
ENSG00000085433	261	215
ENSG00000085449	158	257
ENSG00000085465	56	3
ENSG00000085491	430	529
ENSG00000085511	957	254
ENSG00000085514	5	1
ENSG00000085552	17	7
ENSG00000085563	69	591
ENSG00000085644	47	29
ENSG00000085662	632	1893
ENSG00000085719	1085	1421
ENSG00000085721	368	227
ENSG00000085733	1252	1499
ENSG00000085741	8	50
ENSG00000085760	1031	370
ENSG00000085788	515	278
ENSG00000085831	50	205
ENSG00000085832	780	668
ENSG00000085840	796	530
ENSG00000085871	93	409
ENSG00000085872	295	1454
ENSG00000085978	422	299
ENSG00000085982	292	127
ENSG00000085998	434	213
ENSG00000085999	524	270
ENSG00000086015	410	216
ENSG00000086061	2782	2359
ENSG00000086062	77	216
ENSG00000086065	525	853
ENSG00000086102	789	440
ENSG00000086159	0	2
ENSG00000086189	382	347
ENSG00000086200	1225	1173
ENSG00000086205	3	8
ENSG00000086232	1148	811
ENSG00000086288	0	0
ENSG00000086289	22	174
ENSG00000086300	41	172
ENSG00000086475	533	464
ENSG00000086504	534	2194
ENSG00000086506	21	0
ENSG00000086544	82	137
ENSG00000086548	0	2
ENSG00000086570	60	1
ENSG00000086589	450	720
ENSG00000086598	909	1742
ENSG00000086619	133	113
ENSG00000086666	219	449
ENSG00000086696	1	0
ENSG00000086712	589	1104
ENSG00000086717	6	15
ENSG00000086730	6	0
ENSG00000086758	10071	5932
ENSG00000086827	664	557
ENSG00000086848	1	2
ENSG00000086967	1	0
ENSG00000086991	0	3
ENSG00000087008	126	77
ENSG00000087053	700	543
ENSG00000087074	132	51
ENSG00000087076	5	11
ENSG00000087077	380	1203
ENSG00000087085	11	14
ENSG00000087086	1162	299
ENSG00000087087	1419	1329
ENSG00000087088	196	377
ENSG00000087095	81	46
ENSG00000087111	408	395
ENSG00000087116	26	39
ENSG00000087128	0	0
ENSG00000087152	234	59
ENSG00000087157	190	175
ENSG00000087191	808	2474
ENSG00000087206	704	290
ENSG00000087237	0	0
ENSG00000087245	6	56
ENSG00000087250	0	0
ENSG00000087253	127	208
ENSG00000087258	3	20
ENSG00000087263	847	707
ENSG00000087266	111	39
ENSG00000087269	2083	1163
ENSG00000087274	649	1031
ENSG00000087299	230	221
ENSG00000087301	349	290
ENSG00000087302	1284	1648
ENSG00000087303	148	316
ENSG00000087338	267	72
ENSG00000087365	3037	3070
ENSG00000087448	166	221
ENSG00000087460	3614	10087
ENSG00000087470	1290	1537
ENSG00000087494	4	9
ENSG00000087495	6	16
ENSG00000087502	457	399
ENSG00000087510	22	90
ENSG00000087586	719	1186
ENSG00000087589	0	0
ENSG00000087842	152	143
ENSG00000087884	89	45
ENSG00000087903	23	16
ENSG00000087995	182	128
ENSG00000088002	3	10
ENSG00000088035	576	380
ENSG00000088038	320	676
ENSG00000088053	7	1
ENSG00000088179	348	50
ENSG00000088205	1966	1185
ENSG00000088247	2630	4518
ENSG00000088256	260	340
ENSG00000088280	103	89
ENSG00000088298	173	61
ENSG00000088305	265	167
ENSG00000088320	0	0
ENSG00000088325	2143	1983
ENSG00000088356	115	289
ENSG00000088367	118	82
ENSG00000088386	1	0
ENSG00000088387	367	173
ENSG00000088448	278	122
ENSG00000088451	199	149
ENSG00000088538	344	76
ENSG00000088543	8	0
ENSG00000088682	225	209
ENSG00000088726	0	1
ENSG00000088727	55	40
ENSG00000088756	21	68
ENSG00000088766	9	43
ENSG00000088782	0	0
ENSG00000088808	191	216
ENSG00000088812	569	457
ENSG00000088826	58	52
ENSG00000088827	0	1
ENSG00000088832	66	300
ENSG00000088833	361	730
ENSG00000088836	66	44
ENSG00000088854	138	81
ENSG00000088876	171	33
ENSG00000088881	17	5
ENSG00000088882	1	1
ENSG00000088888	164	569
ENSG00000088899	52	30
ENSG00000088926	0	0
ENSG00000088930	2390	2206
ENSG00000088970	227	161
ENSG00000088986	521	909
ENSG00000088992	29	125
ENSG00000089006	2041	407
ENSG00000089009	8545	4565
ENSG00000089012	0	0
ENSG00000089022	529	135
ENSG00000089041	0	0
ENSG00000089048	726	514
ENSG00000089050	85	349
ENSG00000089053	2515	2017
ENSG00000089057	202	557
ENSG00000089060	36	46
ENSG00000089063	185	602
ENSG00000089091	36	34
ENSG00000089094	348	387
ENSG00000089101	3	4
ENSG00000089116	0	1
ENSG00000089123	220	55
ENSG00000089127	0	2
ENSG00000089154	3652	3688
ENSG00000089157	7527	2436
ENSG00000089159	98	283
ENSG00000089163	9	10
ENSG00000089169	0	0
ENSG00000089177	324	123
ENSG00000089195	519	509
ENSG00000089199	3	39
ENSG00000089220	872	3148
ENSG00000089225	0	0
ENSG00000089234	306	425
ENSG00000089248	571	657
ENSG00000089250	0	6
ENSG00000089280	1415	7737
ENSG00000089289	322	242
ENSG00000089327	43	1348
ENSG00000089335	155	218
ENSG00000089351	242	1106
ENSG00000089356	0	0
ENSG00000089472	0	0
ENSG00000089486	59	287
ENSG00000089505	8	0
ENSG00000089558	2	0
ENSG00000089597	3147	4681
ENSG00000089639	46	52
ENSG00000089682	425	209
ENSG00000089685	671	752
ENSG00000089692	1	1
ENSG00000089693	600	1630
ENSG00000089723	36	68
ENSG00000089737	1997	3419
ENSG00000089775	57	60
ENSG00000089818	182	313
ENSG00000089820	11	2
ENSG00000089847	7	34
ENSG00000089876	475	320
ENSG00000089902	188	355
ENSG00000089916	350	220
ENSG00000090006	175	126
ENSG00000090013	126	685
ENSG00000090020	68	205
ENSG00000090054	471	566
ENSG00000090060	1821	1768
ENSG00000090061	250	543
ENSG00000090097	28	60
ENSG00000090104	0	0
ENSG00000090238	1	86
ENSG00000090263	252	444
ENSG00000090266	375	1066
ENSG00000090273	922	2796
ENSG00000090316	336	582
ENSG00000090339	2	0
ENSG00000090372	602	499
ENSG00000090376	0	3
ENSG00000090382	1	2
ENSG00000090402	0	0
ENSG00000090432	180	334
ENSG00000090447	124	187
ENSG00000090470	97	130
ENSG00000090487	348	389
ENSG00000090512	0	0
ENSG00000090520	272	445
ENSG00000090530	13	31
ENSG00000090534	0	0
ENSG00000090539	3	25
ENSG00000090554	1	6
ENSG00000090565	211	53
ENSG00000090581	111	66
ENSG00000090612	297	131
ENSG00000090615	815	549
ENSG00000090621	1858	2350
ENSG00000090659	0	0
ENSG00000090661	49	146
ENSG00000090674	64	118
ENSG00000090686	1096	1166
ENSG00000090776	80	134
ENSG00000090857	146	31
ENSG00000090861	1927	2381
ENSG00000090863	1146	1141
ENSG00000090889	1326	906
ENSG00000090905	1131	377
ENSG00000090924	122	338
ENSG00000090932	44	125
ENSG00000090971	51	55
ENSG00000090975	43	18
ENSG00000090989	470	468
ENSG00000091009	116	89
ENSG00000091010	1	0
ENSG00000091039	902	929
ENSG00000091073	21	30
ENSG00000091106	20	0
ENSG00000091127	914	899
ENSG00000091128	2	0
ENSG00000091129	115	340
ENSG00000091136	618	2329
ENSG00000091137	6	4
ENSG00000091138	2	0
ENSG00000091140	1179	4072
ENSG00000091157	464	265
ENSG00000091164	313	986
ENSG00000091181	0	0
ENSG00000091262	7	12
ENSG00000091317	249	468
ENSG00000091409	252	281
ENSG00000091428	113	117
ENSG00000091436	360	305
ENSG00000091482	0	0
ENSG00000091483	1032	1230
ENSG00000091490	105	140
ENSG00000091513	2	0
ENSG00000091527	596	732
ENSG00000091536	17	0
ENSG00000091542	1255	328
ENSG00000091583	0	0
ENSG00000091592	3	3
ENSG00000091622	17	10
ENSG00000091640	222	306
ENSG00000091651	422	658
ENSG00000091656	1274	395
ENSG00000091664	0	0
ENSG00000091704	2	0
ENSG00000091732	314	607
ENSG00000091831	0	0
ENSG00000091844	33	3
ENSG00000091879	23	2
ENSG00000091947	93	314
ENSG00000091972	0	0
ENSG00000091986	26	32
ENSG00000092009	1	0
ENSG00000092010	187	526
ENSG00000092020	218	191
ENSG00000092036	139	123
ENSG00000092051	0	0
ENSG00000092054	0	0
ENSG00000092067	0	0
ENSG00000092068	17	116
ENSG00000092094	433	228
ENSG00000092096	19	36
ENSG00000092098	0	0
ENSG00000092108	951	750
ENSG00000092140	675	363
ENSG00000092148	3940	1448
ENSG00000092199	5270	5335
ENSG00000092200	9	0
ENSG00000092201	4803	2815
ENSG00000092203	406	454
ENSG00000092208	328	308
ENSG00000092295	18	1
ENSG00000092330	189	105
ENSG00000092345	0	0
ENSG00000092377	0	0
ENSG00000092421	251	244
ENSG00000092439	1151	216
