	SRR1795409merged_dedupRemoved	SRR1795411merged_dedupRemoved	SRR1795413merged_dedupRemoved	SRR1795415merged_dedupRemoved	SRR1795417merged_dedupRemoved	SRR1795419merged_dedupRemoved	SRR1795421merged_dedupRemoved	SRR1795423merged_dedupRemoved	SRR1795425merged_dedupRemoved	SRR1795427merged_dedupRemoved	SRR1795429merged_dedupRemoved	SRR1795431merged_dedupRemoved	SRR1795433merged_dedupRemoved	SRR1795435merged_dedupRemoved	SRR1795437merged_dedupRemoved	SRR1795439merged_dedupRemoved
ENSG00000164299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164300	46	39	20	25	15	19	29	52	5	9	5	1	2	0	11	6
ENSG00000164303	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164304	6	1	7	4	1	4	9	15	0	0	1	0	0	0	1	1
ENSG00000164305	238	218	229	207	195	230	342	377	27	26	25	16	10	14	30	30
ENSG00000164306	67	72	71	53	50	57	88	131	4	3	2	2	0	2	7	3
ENSG00000164307	82	81	85	72	64	82	121	167	15	13	7	9	10	4	16	10
ENSG00000164308	10	5	1	3	4	6	11	14	12	17	6	4	13	12	14	20
ENSG00000164309	25	26	34	26	12	20	39	60	0	0	0	0	0	0	0	0
ENSG00000164318	6	7	9	10	8	8	15	10	1	5	1	1	1	1	2	1
ENSG00000164323	357	304	355	286	336	379	516	575	25	20	13	9	12	4	16	18
ENSG00000164325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164327	610	570	570	465	449	548	750	969	25	34	15	13	11	5	22	18
ENSG00000164329	362	348	334	283	262	329	444	550	16	29	13	14	23	16	21	15
ENSG00000164330	8	6	7	8	3	5	7	22	0	0	0	0	1	0	0	0
ENSG00000164331	75	76	72	57	55	56	93	145	8	2	3	2	1	3	1	4
ENSG00000164332	268	244	223	201	170	211	280	351	49	29	15	26	18	13	33	40
ENSG00000164334	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164338	473	451	483	381	455	478	632	731	26	34	14	17	17	5	18	26
ENSG00000164342	0	5	2	1	0	0	3	3	1	1	0	1	0	2	1	0
ENSG00000164344	3	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000164346	160	171	166	139	173	160	226	234	5	3	0	2	2	4	4	3
ENSG00000164347	488	401	485	351	409	464	622	749	20	18	10	7	8	11	20	15
ENSG00000164362	34	21	27	24	23	28	49	68	0	0	0	0	0	0	0	0
ENSG00000164363	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
ENSG00000164366	149	154	145	130	96	125	192	268	12	15	3	6	2	2	5	5
ENSG00000164379	1	1	3	4	1	3	3	8	4	7	1	4	1	1	1	2
ENSG00000164393	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000164398	16	19	17	6	9	15	26	24	0	0	0	0	0	0	0	0
ENSG00000164399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000164400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164402	74	77	92	84	82	101	116	141	11	18	5	9	7	4	11	9
ENSG00000164403	64	43	42	37	34	53	74	99	4	7	3	2	2	3	3	4
ENSG00000164404	6	3	7	5	8	5	10	18	2	3	0	0	0	0	0	0
ENSG00000164405	297	276	272	224	250	280	316	347	63	58	36	37	45	33	61	50
ENSG00000164406	38	41	36	30	25	42	47	80	0	0	0	0	0	0	0	0
ENSG00000164411	2	2	9	6	4	5	10	10	0	1	0	0	0	0	0	0
ENSG00000164414	115	108	100	73	73	108	138	184	14	10	3	4	5	2	4	6
ENSG00000164418	15	13	15	11	7	21	15	22	0	0	0	0	0	0	0	0
ENSG00000164430	3	1	1	0	2	1	2	5	0	0	0	0	0	0	0	0
ENSG00000164434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164438	3	3	3	3	0	3	2	2	5	5	2	6	0	1	7	4
ENSG00000164440	2	3	2	1	3	1	5	7	1	0	0	0	0	0	0	3
ENSG00000164442	126	101	101	93	79	116	136	192	28	19	6	13	9	5	15	17
ENSG00000164451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164458	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSG00000164463	126	112	119	93	96	120	146	220	1	3	2	3	2	3	3	0
ENSG00000164465	116	108	99	75	73	95	134	193	5	7	3	3	2	3	11	11
ENSG00000164466	950	863	981	828	880	962	1177	1313	101	102	57	57	40	39	89	96
ENSG00000164483	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0
ENSG00000164484	3	4	3	6	3	2	2	2	0	1	0	1	0	1	0	1
ENSG00000164485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164494	170	164	179	144	134	186	255	278	14	7	4	3	1	7	8	6
ENSG00000164500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164506	450	429	472	334	336	475	619	757	10	12	5	4	3	2	12	3
ENSG00000164508	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164520	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000164530	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000164532	60	48	52	37	36	53	73	81	2	5	1	6	7	2	3	5
ENSG00000164535	145	116	175	117	100	115	182	255	12	11	1	5	7	4	12	10
ENSG00000164542	257	225	226	194	191	242	309	373	5	6	1	6	4	2	2	0
ENSG00000164543	230	184	203	166	146	191	245	341	28	22	12	14	13	10	24	16
ENSG00000164548	376	354	392	333	336	400	472	523	66	80	51	49	49	44	54	51
ENSG00000164574	182	141	175	166	156	166	266	354	2	0	2	1	1	0	2	3
ENSG00000164576	180	188	162	151	143	187	234	326	9	12	4	6	6	2	5	8
ENSG00000164587	515	505	455	417	438	485	540	603	75	79	44	34	52	20	65	66
ENSG00000164588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000164591	1	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164597	326	266	315	225	233	298	406	505	29	25	10	22	13	17	27	18
ENSG00000164600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164603	133	105	110	83	97	117	180	223	5	7	6	4	4	0	2	8
ENSG00000164604	1	9	5	7	7	5	12	21	0	2	0	1	0	1	1	0
ENSG00000164609	332	313	356	274	296	353	479	545	36	52	22	22	22	21	47	37
ENSG00000164610	53	45	52	38	56	50	77	92	4	0	0	2	1	0	5	0
ENSG00000164611	165	148	149	125	145	161	183	206	48	26	16	11	18	13	34	44
ENSG00000164615	170	172	181	140	168	195	249	287	18	19	9	10	8	3	14	14
ENSG00000164619	22	25	19	12	14	14	16	45	0	2	0	0	0	0	0	0
ENSG00000164620	30	27	25	13	25	30	37	53	1	0	0	0	1	0	1	0
ENSG00000164626	50	34	39	32	39	48	61	85	3	3	3	3	4	2	2	3
ENSG00000164627	15	15	30	14	17	23	22	42	3	0	0	0	0	1	3	0
ENSG00000164631	266	253	259	221	206	245	376	437	10	9	4	2	5	4	8	5
ENSG00000164638	28	11	24	19	22	14	28	45	0	0	0	0	0	0	0	1
ENSG00000164645	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164647	34	21	33	23	28	27	32	57	2	5	3	3	0	2	3	1
ENSG00000164649	359	384	349	276	294	333	444	525	19	22	9	10	9	6	19	14
ENSG00000164651	18	21	12	11	5	11	14	22	2	1	0	0	1	0	0	0
ENSG00000164654	460	438	428	286	323	434	566	676	17	15	3	7	2	6	11	14
ENSG00000164659	225	203	204	138	162	207	320	363	4	4	0	6	1	0	3	5
ENSG00000164663	232	185	189	166	136	171	244	383	0	1	0	0	1	0	0	1
ENSG00000164674	11	13	17	11	8	14	13	22	0	0	0	1	1	1	0	0
ENSG00000164675	11	4	5	7	4	7	15	19	0	0	0	0	1	0	0	1
ENSG00000164683	695	682	810	659	680	800	979	1000	18	14	7	6	9	4	26	18
ENSG00000164684	654	564	652	528	394	593	824	1084	4	5	2	0	1	0	1	3
ENSG00000164687	1	1	0	0	0	1	2	3	1	1	0	0	1	0	0	1
ENSG00000164690	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0
ENSG00000164691	5	4	1	2	2	0	4	3	0	0	0	0	0	0	0	0
ENSG00000164692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164694	27	16	16	23	16	12	14	35	1	0	0	1	1	0	1	1
ENSG00000164695	19	16	15	12	15	14	16	32	11	6	1	5	5	4	4	4
ENSG00000164707	49	22	43	27	21	32	49	63	1	0	0	0	0	0	2	0
ENSG00000164708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164713	33	28	33	32	25	39	44	58	2	3	2	1	2	0	0	2
ENSG00000164715	571	547	495	504	337	429	563	876	18	16	12	10	7	7	16	11
ENSG00000164729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164733	241	227	248	202	214	248	318	433	57	43	33	33	27	16	49	42
ENSG00000164736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164741	215	169	186	165	154	196	268	378	14	17	7	8	6	2	9	10
ENSG00000164742	397	336	370	318	250	317	499	694	1	0	0	0	0	0	0	2
ENSG00000164743	1	4	5	3	8	5	7	13	1	0	0	0	2	0	0	0
ENSG00000164744	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000164746	2	2	0	2	3	2	7	8	0	0	0	0	0	0	0	0
ENSG00000164749	9	9	11	7	5	11	18	27	2	0	0	0	0	0	0	0
ENSG00000164751	176	179	163	129	138	175	257	282	7	7	3	3	4	2	7	6
ENSG00000164754	914	822	836	764	795	830	986	1106	89	82	53	49	61	37	89	82
ENSG00000164756	5	6	5	6	4	6	8	11	0	0	0	0	0	0	0	0
ENSG00000164758	63	75	69	42	44	65	87	117	6	5	1	1	2	2	3	4
ENSG00000164761	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000164764	16	9	7	4	6	11	10	15	0	0	0	0	0	0	0	0
ENSG00000164776	33	31	33	38	22	28	38	57	0	1	0	0	0	0	0	0
ENSG00000164778	108	105	92	81	69	90	97	159	10	5	5	3	7	2	2	1
ENSG00000164794	3	0	1	2	1	2	1	6	0	0	0	0	0	0	0	0
ENSG00000164796	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000164808	286	294	256	232	210	249	321	371	10	14	5	7	4	4	13	9
ENSG00000164815	308	311	323	261	251	301	390	476	44	29	16	14	19	10	37	38
ENSG00000164816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164818	431	375	370	337	300	336	430	607	54	53	24	36	29	24	47	40
ENSG00000164821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164823	210	212	212	160	169	218	297	369	10	4	4	3	8	0	3	4
ENSG00000164825	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000164828	567	442	556	443	470	508	666	816	40	55	17	30	21	17	39	32
ENSG00000164830	320	314	302	211	264	302	440	503	17	21	5	8	8	4	14	13
ENSG00000164841	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000164849	0	0	0	1	1	0	2	2	0	0	0	0	0	0	0	0
ENSG00000164850	31	19	16	19	4	7	9	24	0	0	0	0	0	0	0	0
ENSG00000164853	52	52	47	37	26	33	61	80	1	2	2	0	2	2	3	3
ENSG00000164855	2	4	2	0	1	3	0	7	0	0	0	0	0	0	0	0
ENSG00000164867	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000164871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164877	27	20	15	19	10	14	33	22	1	0	0	0	0	0	0	0
ENSG00000164879	1	4	2	1	0	0	2	1	0	0	0	0	0	0	0	0
ENSG00000164880	826	735	719	710	529	680	854	1236	38	57	9	26	19	15	40	40
ENSG00000164885	147	139	140	112	122	138	209	245	9	17	7	7	6	7	16	11
ENSG00000164889	248	249	278	211	219	265	394	469	34	34	10	22	17	16	28	22
ENSG00000164893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164896	182	163	159	127	160	173	244	274	4	2	2	1	0	1	2	2
ENSG00000164897	99	82	94	57	72	83	116	151	4	2	1	2	1	2	4	3
ENSG00000164898	23	24	22	20	24	20	31	36	3	1	0	1	1	2	0	1
ENSG00000164900	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000164902	285	244	283	209	231	259	334	408	23	29	15	13	18	8	23	22
ENSG00000164904	256	232	220	196	173	221	295	325	27	31	17	13	11	11	28	28
ENSG00000164916	837	638	645	716	464	628	786	1148	27	24	10	8	9	9	21	22
ENSG00000164919	151	136	139	111	122	129	166	184	49	25	12	16	21	12	27	38
ENSG00000164920	39	28	38	43	38	38	60	94	3	5	2	1	2	1	2	2
ENSG00000164924	457	420	447	417	423	459	529	578	12	13	3	6	5	6	8	13
ENSG00000164929	6	7	2	3	4	0	8	8	0	0	0	1	0	1	0	0
ENSG00000164930	284	243	282	243	275	271	393	462	16	13	7	3	11	1	16	7
ENSG00000164932	19	18	24	20	4	11	10	26	0	0	0	0	0	0	0	0
ENSG00000164933	7	7	5	5	5	8	7	5	0	0	0	0	0	0	0	0
ENSG00000164934	374	374	371	302	331	379	486	533	38	39	19	27	20	19	38	32
ENSG00000164935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164938	186	161	157	143	100	132	207	312	8	10	0	1	4	1	8	6
ENSG00000164941	519	476	537	401	478	554	690	772	40	33	24	12	12	9	35	32
ENSG00000164944	908	771	855	746	718	860	1098	1277	66	49	27	23	21	16	40	46
ENSG00000164946	8	6	6	4	2	3	8	10	0	0	0	0	0	0	1	1
ENSG00000164949	10	14	17	7	12	13	18	32	1	0	1	0	1	1	0	1
ENSG00000164951	3	3	1	3	3	4	2	3	0	0	0	0	0	0	0	0
ENSG00000164953	144	147	147	133	137	143	208	277	7	8	2	3	2	2	3	5
ENSG00000164961	580	503	606	479	498	588	798	935	19	19	10	13	14	11	23	13
ENSG00000164967	107	90	122	87	114	109	164	196	13	10	4	1	6	8	7	4
ENSG00000164970	113	103	125	113	81	107	143	228	5	8	0	5	5	3	4	3
ENSG00000164972	1	0	1	2	1	3	1	4	0	0	0	0	0	0	0	0
ENSG00000164975	246	206	208	171	159	209	273	326	12	11	15	6	9	7	13	14
ENSG00000164976	34	23	28	39	19	17	30	59	2	4	1	2	3	0	1	3
ENSG00000164978	112	103	106	84	87	102	153	176	9	7	2	1	6	3	2	8
ENSG00000164983	256	261	253	218	204	256	320	400	24	23	6	8	4	8	15	17
ENSG00000164985	376	349	398	306	336	361	488	579	52	63	20	30	16	17	41	47
ENSG00000164989	79	70	62	69	50	70	110	145	1	1	0	1	0	0	1	0
ENSG00000165006	225	173	221	182	173	231	291	366	17	9	7	7	11	6	10	9
ENSG00000165023	0	3	0	1	1	0	2	3	0	0	0	0	0	0	0	0
ENSG00000165025	240	236	230	195	208	222	323	440	4	8	5	5	3	1	7	4
ENSG00000165028	16	12	5	6	4	12	11	14	2	0	1	0	1	0	0	0
ENSG00000165029	35	44	24	31	27	26	50	75	2	1	0	0	2	5	5	6
ENSG00000165030	99	91	90	98	92	116	143	195	4	5	1	1	0	0	5	0
ENSG00000165046	29	24	27	24	16	18	40	47	2	2	1	0	2	1	1	2
ENSG00000165055	171	141	146	120	124	161	210	242	1	0	2	1	0	1	1	1
ENSG00000165059	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000165060	47	43	38	29	35	43	68	56	4	4	0	4	0	3	3	4
ENSG00000165061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165071	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165072	10	8	7	6	3	6	8	11	0	0	0	0	0	0	0	0
ENSG00000165076	4	3	4	5	4	4	8	6	0	0	0	0	0	0	0	0
ENSG00000165078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165084	29	24	24	26	23	20	43	50	0	2	1	2	0	0	0	2
ENSG00000165091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165092	0	0	1	0	0	0	3	4	0	0	0	0	0	0	0	0
ENSG00000165097	331	321	297	276	262	289	413	523	16	8	7	8	7	4	16	15
ENSG00000165102	165	136	173	140	105	144	192	279	10	6	0	3	4	2	5	9
ENSG00000165105	403	393	405	299	320	340	532	677	8	13	6	4	6	2	11	16
ENSG00000165113	64	69	46	54	46	48	64	93	10	5	3	2	7	0	6	4
ENSG00000165115	58	55	40	45	40	45	72	92	0	1	0	0	0	1	0	1
ENSG00000165118	166	156	179	135	131	147	226	259	11	14	6	11	4	0	12	13
ENSG00000165119	958	855	951	839	875	953	1113	1174	126	125	73	106	94	65	113	123
ENSG00000165120	0	1	1	0	2	0	1	3	0	0	0	0	0	0	0	0
ENSG00000165124	22	30	30	15	22	22	33	67	8	5	4	9	2	1	6	9
ENSG00000165125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165138	167	169	172	133	115	146	190	276	2	8	1	2	2	1	5	3
ENSG00000165140	0	1	0	1	0	0	5	2	0	0	0	0	0	0	0	0
ENSG00000165152	208	178	168	172	145	186	258	297	9	7	3	4	3	1	5	5
ENSG00000165156	511	498	545	413	428	498	716	754	9	14	6	9	5	1	13	13
ENSG00000165164	0	2	0	2	1	0	0	4	1	0	0	0	0	0	0	0
ENSG00000165168	7	10	8	4	11	6	12	11	0	0	0	0	0	0	0	0
ENSG00000165169	60	57	57	35	44	71	84	105	3	2	2	6	2	1	5	3
ENSG00000165171	0	0	3	0	3	1	3	6	0	0	0	0	0	0	0	0
ENSG00000165175	327	299	306	235	248	333	423	479	15	22	8	9	9	7	12	10
ENSG00000165181	14	13	10	12	5	9	15	20	0	0	0	0	0	0	0	0
ENSG00000165182	2	4	7	3	5	5	8	8	0	0	0	0	0	0	0	0
ENSG00000165185	303	246	230	261	170	215	308	504	7	9	2	0	1	1	4	4
ENSG00000165186	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0
ENSG00000165188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165192	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000165194	26	10	10	27	13	17	18	48	2	0	1	0	2	1	0	0
ENSG00000165195	336	281	331	253	294	340	466	582	5	2	3	5	4	6	7	5
ENSG00000165197	1	0	1	4	2	2	3	2	0	0	0	0	0	0	0	0
ENSG00000165202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165204	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165209	490	473	523	428	436	517	626	773	39	41	16	20	24	15	38	27
ENSG00000165215	1	4	1	1	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000165219	1329	1202	1228	1060	1052	1210	1512	1787	77	97	36	55	52	27	58	61
ENSG00000165233	43	38	42	31	40	47	60	97	4	2	0	0	1	0	1	1
ENSG00000165238	261	205	119	204	80	107	134	319	16	22	2	8	8	0	19	20
ENSG00000165240	269	211	230	176	183	230	315	429	13	17	8	9	15	10	15	13
ENSG00000165244	234	204	219	181	199	239	299	407	6	4	3	1	1	0	7	6
ENSG00000165246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165259	146	109	96	91	72	112	166	215	0	0	0	0	0	0	0	0
ENSG00000165264	102	87	96	48	81	89	103	131	27	23	11	13	13	10	21	21
ENSG00000165269	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165271	360	317	350	359	292	357	496	627	24	20	7	11	11	7	12	23
ENSG00000165272	3	5	6	0	4	6	10	13	4	2	0	0	1	4	2	3
ENSG00000165275	111	105	100	86	79	81	115	188	2	1	0	1	1	1	1	0
ENSG00000165280	1702	1577	1664	1444	1541	1652	1929	2083	272	292	169	185	186	131	290	297
ENSG00000165282	123	96	123	82	89	108	155	208	23	22	3	6	4	1	8	12
ENSG00000165283	470	444	481	375	416	450	547	587	74	73	34	45	42	24	69	65
ENSG00000165288	816	773	738	632	539	686	929	1170	16	20	7	14	14	9	20	20
ENSG00000165300	384	402	293	280	229	318	409	550	1	9	0	1	1	1	3	7
ENSG00000165304	471	408	449	363	386	438	603	680	47	42	21	17	18	11	41	43
ENSG00000165309	4	2	3	3	0	1	5	9	1	1	0	2	1	0	2	0
ENSG00000165312	75	75	71	58	51	70	112	118	4	2	2	6	1	1	3	7
ENSG00000165322	267	250	248	210	222	269	376	447	15	13	5	4	2	2	6	7
ENSG00000165323	202	181	182	165	129	181	301	378	13	11	4	8	5	3	11	6
ENSG00000165325	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0
ENSG00000165338	126	133	150	130	104	132	177	260	6	7	2	7	4	4	5	4
ENSG00000165349	40	26	37	22	21	24	47	56	0	0	0	0	0	0	0	0
ENSG00000165355	289	299	338	228	284	318	476	545	16	19	9	10	5	10	7	14
ENSG00000165359	189	206	220	174	153	197	260	383	4	3	0	2	3	2	7	3
ENSG00000165370	0	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0
ENSG00000165376	4	4	3	2	0	2	1	4	0	0	0	0	0	0	0	0
ENSG00000165379	41	27	25	38	25	37	51	68	0	0	0	0	0	0	0	0
ENSG00000165383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165389	146	137	146	116	123	169	184	218	6	2	2	1	4	2	7	1
ENSG00000165392	459	418	414	339	301	396	541	678	39	47	20	14	18	20	32	32
ENSG00000165406	249	252	229	197	180	248	312	406	2	17	4	6	6	4	3	4
ENSG00000165409	3	4	4	3	4	4	5	4	0	1	0	0	0	0	0	0
ENSG00000165410	468	445	455	411	414	445	590	675	43	37	24	30	32	24	44	48
ENSG00000165416	646	617	618	528	483	607	822	1021	26	25	13	9	12	11	20	12
ENSG00000165417	331	340	404	316	353	402	533	648	45	46	20	22	23	21	30	38
ENSG00000165424	94	84	115	99	78	98	159	197	5	3	1	3	1	1	2	4
ENSG00000165434	130	143	135	106	96	113	183	266	12	7	6	5	3	5	8	6
ENSG00000165443	3	3	1	4	3	2	8	11	0	0	0	1	0	0	0	1
ENSG00000165449	140	91	125	82	101	118	170	222	6	4	3	7	3	0	7	5
ENSG00000165457	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165458	491	451	490	441	368	479	651	800	22	28	15	9	14	6	17	11
ENSG00000165462	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000165471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165474	10	9	8	4	5	8	8	11	2	4	2	0	2	1	6	2
ENSG00000165475	25	19	32	21	30	39	44	61	9	7	3	1	1	1	8	2
ENSG00000165476	281	272	322	253	259	280	389	479	21	22	11	10	5	5	10	11
ENSG00000165478	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000165480	243	218	207	183	183	222	328	412	20	15	5	4	6	6	11	12
ENSG00000165487	197	190	187	157	161	182	260	288	57	36	23	18	13	11	48	44
ENSG00000165490	30	29	28	25	33	29	24	54	2	0	4	1	0	1	0	0
ENSG00000165494	789	715	769	636	647	752	1000	1171	27	14	11	9	10	11	20	15
ENSG00000165495	65	58	69	59	50	59	84	133	7	2	2	2	0	0	2	2
ENSG00000165496	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000165501	249	273	255	191	235	269	343	416	21	21	7	11	13	8	17	24
ENSG00000165502	191	187	188	154	160	174	213	216	23	31	18	24	23	18	26	21
ENSG00000165506	221	192	153	140	147	176	234	311	26	21	9	12	5	5	10	12
ENSG00000165507	2	2	3	1	1	0	2	8	0	0	0	0	0	0	0	0
ENSG00000165509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165512	118	86	120	86	104	132	172	185	0	0	0	0	0	0	0	0
ENSG00000165516	340	290	306	233	263	312	414	527	26	16	6	11	6	5	18	13
ENSG00000165521	340	326	296	227	221	295	384	485	3	3	1	0	1	3	2	3
ENSG00000165525	427	408	400	326	297	369	479	573	28	34	13	12	9	11	23	15
ENSG00000165526	318	277	325	275	271	346	416	487	10	2	6	5	3	2	14	9
ENSG00000165527	425	422	466	354	354	421	611	615	11	20	11	7	9	7	8	12
ENSG00000165533	139	139	150	88	108	132	215	252	20	12	17	6	8	8	7	6
ENSG00000165548	2	2	2	0	1	0	1	2	0	0	0	0	0	0	0	0
ENSG00000165553	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165555	8	8	5	8	5	6	8	19	0	0	0	0	0	1	0	0
ENSG00000165556	81	79	74	63	75	75	129	164	15	13	6	10	6	8	5	8
ENSG00000165566	5	2	1	0	0	1	3	7	0	1	0	0	0	2	0	1
ENSG00000165568	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000165572	412	385	384	298	316	377	456	600	22	17	7	6	8	5	13	15
ENSG00000165583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165588	10	7	4	7	8	12	10	6	0	0	0	0	0	0	0	0
ENSG00000165591	14	17	11	9	16	13	20	26	3	4	2	2	2	2	6	1
ENSG00000165606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165609	587	499	585	437	473	547	700	838	61	59	32	32	43	26	43	54
ENSG00000165617	26	23	27	36	28	29	39	46	2	6	2	1	1	3	1	2
ENSG00000165621	3	3	6	4	6	3	6	5	1	0	0	0	0	0	2	0
ENSG00000165623	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000165626	83	55	38	47	43	50	68	96	2	2	1	1	3	0	6	1
ENSG00000165629	476	444	479	385	448	490	611	609	127	120	66	67	72	62	118	96
ENSG00000165630	90	89	78	58	71	70	100	128	16	11	6	7	4	4	14	14
ENSG00000165632	108	98	110	96	73	102	123	197	10	9	7	13	7	4	7	9
ENSG00000165633	51	53	31	37	39	50	67	83	0	0	1	0	1	1	2	0
ENSG00000165637	127	123	127	113	131	117	152	160	14	9	7	10	4	3	12	17
ENSG00000165643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000165644	124	107	81	84	80	86	134	187	17	32	15	22	25	10	22	19
ENSG00000165646	14	9	12	13	13	13	19	26	1	0	0	0	0	0	0	0
ENSG00000165650	911	843	852	718	748	848	1096	1256	17	20	4	7	4	2	10	13
ENSG00000165655	407	375	375	379	289	381	470	636	12	24	9	21	13	10	12	10
ENSG00000165660	296	236	238	198	225	267	348	414	24	17	6	15	16	6	18	25
ENSG00000165661	348	346	353	306	283	335	462	570	22	17	9	12	6	5	19	15
ENSG00000165669	437	398	409	314	358	400	584	728	11	12	4	4	1	2	9	4
ENSG00000165671	2405	2267	2108	1950	1778	2088	2668	3096	56	58	31	25	37	18	62	48
