	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
AP1G2	204	187	118	70	608	537	432	493
AP1M1	1691	2111	851	552	718	562	578	754
AP1S1	855	1002	427	238	360	356	233	298
AP1S2	174	190	91	74	94	86	62	79
AP1S3	228	257	105	74	104	89	69	77
AP2A1	980	1264	463	250	1135	888	634	935
AP2A2	1256	1444	504	330	988	808	658	835
AP2B1	2491	2841	1213	804	2157	1833	1187	1447
AP2M1	3305	3828	1501	906	3310	3163	2731	3500
AP2S1	1741	2137	921	593	1215	1174	936	1206
AP3B1	1762	2030	821	514	2176	2160	1493	1914
AP3B2	33	49	38	12	54	52	34	26
AP3D1	2657	3396	1292	825	2696	2360	1647	2324
AP3M1	2035	2270	994	721	1016	901	708	964
AP3M2	381	451	213	137	575	537	392	489
AP3S1	646	663	275	176	614	579	459	551
AP3S2	99	113	106	59	43	39	19	26
AP4B1	379	455	223	137	662	620	462	526
AP4E1	317	392	188	145	690	620	462	588
AP4M1	148	229	95	70	126	121	103	125
AP4S1	35	38	10	10	48	58	44	58
AP5B1	217	291	113	86	354	315	232	268
AP5M1	271	281	159	114	709	633	591	725
AP5S1	168	237	112	67	145	97	82	116
AP5Z1	119	202	87	59	306	252	207	279
APAF1	808	860	455	288	837	818	515	699
APBA2	254	351	124	81	503	434	349	429
APBA3	91	117	52	29	169	163	135	123
APBB1	634	754	350	176	796	700	575	730
APBB2	207	222	98	49	190	170	117	158
APBB3	51	61	33	12	118	99	75	90
APC	831	961	515	353	3016	2547	1900	2550
APC2	11	12	9	8	88	76	61	62
APCDD1	11	18	3	2	20	15	14	13
APEH	1339	1454	609	359	2131	1886	1721	1961
APEX1	2389	3349	1285	853	1995	2048	1410	2346
APEX2	355	465	197	107	571	502	453	538
APH1A	888	1095	432	263	1092	893	1064	1218
APH1B	171	172	74	37	30	28	31	37
API5	1278	1473	709	506	2446	2426	1771	2175
APIP	330	377	185	108	589	578	408	509
APLF	21	23	8	7	92	83	66	92
APLP1	488	616	277	133	68	60	39	55
APLP2	6129	7016	3097	1810	5739	5524	4143	5519
APMAP	725	1130	489	253	1147	991	866	1098
APOBEC3C	475	548	238	192	45	37	31	56
APOC1	114	122	48	45	68	80	56	72
APOL2	364	489	246	147	185	140	103	126
APOLD1	54	89	39	24	17	28	12	20
APOM	25	30	18	11	28	30	25	33
APOO	400	458	226	154	259	188	172	232
APOOL	332	323	171	120	295	272	162	232
APOPT1	59	74	14	9	63	46	57	70
APP	7580	9148	3739	2103	4637	4848	3003	3942
APPBP2	935	1092	562	345	967	857	694	846
APPL1	1332	1396	523	370	2012	1709	1539	1937
APPL2	468	550	202	131	559	484	345	436
APRT	2733	3475	1615	916	1743	1473	1276	1585
APTX	462	579	299	185	775	788	539	718
AQP11	13	16	7	0	42	38	27	24
AQR	1537	1745	872	589	2117	1875	1675	2065
ARAF	455	568	232	130	598	521	434	598
ARAP1	521	568	277	152	839	741	456	560
ARAP2	167	194	86	60	423	420	261	365
ARAP3	135	179	87	46	47	41	18	34
ARCN1	3579	4024	1879	1184	2798	2718	1847	2374
AREL1	185	213	77	47	719	650	598	754
ARF1	5200	6491	2904	1817	2885	2627	2535	3832
ARF3	43	63	28	23	37	40	19	38
ARF4	1202	1528	748	502	1223	1062	1074	1260
ARF5	2442	2638	1081	745	916	877	658	846
ARF6	643	878	364	247	423	379	299	441
ARFGAP1	666	971	393	238	686	573	467	617
ARFGAP2	648	916	487	315	1014	939	717	906
ARFGAP3	826	971	362	260	469	423	372	491
ARFGEF1	840	860	372	234	1973	1751	1392	1697
ARFGEF2	799	947	366	230	2474	1995	1653	2068
ARFGEF3	556	625	235	158	460	400	263	345
ARFIP1	614	591	287	198	480	440	390	442
ARFIP2	675	811	420	232	1192	1082	904	1155
ARFRP1	274	343	177	81	214	217	132	173
ARG1	0	0	0	0	36	31	10	22
ARG2	730	721	335	184	461	407	392	484
ARGLU1	587	694	383	215	885	1007	724	892
ARHGAP1	557	729	328	196	291	219	145	207
ARHGAP10	285	332	124	93	578	534	392	489
ARHGAP11A	890	914	460	298	2070	1874	1304	1668
ARHGAP12	429	413	154	101	615	522	424	539
ARHGAP17	1072	1471	690	428	799	604	300	419
ARHGAP18	257	259	114	63	312	291	204	253
ARHGAP19-SLIT1	16	30	14	7	61	56	22	47
ARHGAP20	94	114	47	40	78	73	61	64
ARHGAP21	276	245	142	87	1493	1273	1139	1434
ARHGAP22	108	144	52	33	233	216	137	190
ARHGAP24	32	39	17	17	55	59	45	43
ARHGAP26	208	214	119	65	236	199	115	136
ARHGAP27	75	117	68	31	47	55	27	58
ARHGAP28	93	128	54	35	49	40	33	42
ARHGAP29	332	315	98	105	496	395	334	464
ARHGAP30	2	2	2	2	18	18	10	11
ARHGAP31	67	65	28	33	128	110	74	98
ARHGAP32	162	158	87	63	500	390	279	376
ARHGAP33	44	100	33	19	48	43	20	30
ARHGAP35	614	653	284	211	2174	1868	1186	1622
ARHGAP39	178	207	92	50	198	167	121	124
ARHGAP4	3	4	4	1	20	17	16	19
ARHGAP42	77	76	27	24	141	103	81	121
ARHGAP44	92	80	40	20	169	155	115	147
ARHGAP45	40	43	20	13	73	50	51	63
ARHGAP5	514	554	254	168	4089	3644	2724	3462
ARHGDIA	2734	3488	1849	1019	947	899	378	552
ARHGDIG	51	65	30	22	86	92	55	64
ARHGEF1	653	797	391	270	403	334	291	368
ARHGEF10	251	326	133	93	539	483	306	416
ARHGEF10L	55	82	26	17	90	63	66	62
ARHGEF11	329	380	135	97	1167	975	701	895
ARHGEF12	831	911	354	229	4432	3725	3071	3870
ARHGEF16	118	162	81	38	61	41	43	56
ARHGEF17	152	147	99	44	115	102	61	79
ARHGEF18	27	34	16	13	16	18	11	16
ARHGEF19	13	11	11	7	22	29	15	24
ARHGEF2	958	1210	547	366	499	471	294	416
ARHGEF25	32	55	20	26	338	309	238	312
ARHGEF26	369	478	230	153	683	626	385	611
ARHGEF28	137	124	72	42	60	40	62	70
ARHGEF3	196	214	112	75	199	151	113	174
ARHGEF39	271	372	179	92	251	218	150	194
ARHGEF4	21	18	15	7	118	97	106	120
ARHGEF40	146	175	74	39	132	137	95	107
ARHGEF6	256	251	62	46	206	199	165	213
ARHGEF7	573	703	345	215	571	536	337	437
ARHGEF9	31	24	18	12	270	226	183	234
ARID1A	1816	2526	1126	700	1412	1088	471	659
ARID1B	685	775	356	232	1513	1271	760	1126
ARID2	1251	1487	680	417	1828	1581	1192	1602
ARID3A	150	194	51	51	93	80	52	63
ARID3B	103	120	58	20	136	97	66	101
ARID4A	229	261	143	96	577	551	340	449
ARID4B	798	959	462	334	2634	2453	1840	2327
ARID5A	87	105	50	19	72	85	59	78
ARID5B	645	793	414	255	347	257	209	279
ARIH1	914	1190	513	307	1552	1472	831	1138
ARIH2	642	643	299	194	2416	2216	1885	2287
ARIH2OS	118	149	129	55	29	33	32	59
ARL1	1276	1342	679	440	615	574	507	718
ARL10	35	46	20	12	151	149	51	76
ARL13B	266	280	138	79	532	482	347	491
ARL14EP	336	376	228	139	458	407	343	411
ARL15	232	197	119	76	193	161	114	146
ARL16	268	397	217	144	307	246	223	335
ARL2	391	419	139	58	163	146	174	220
ARL2BP	484	545	249	168	367	311	335	402
ARL3	904	1049	438	336	211	183	154	222
ARL4A	32	28	18	17	109	80	81	78
ARL4C	118	153	55	38	71	70	41	72
ARL4D	102	110	46	34	67	50	26	39
ARL5A	23	41	20	11	515	462	341	415
ARL5B	571	691	304	222	405	361	254	346
ARL6	158	208	72	63	234	236	195	244
ARL6IP1	298	428	164	125	266	268	268	346
ARL6IP4	1027	1442	563	463	1808	1758	1242	1483
ARL6IP5	845	785	406	237	841	831	556	772
ARL6IP6	283	298	128	75	353	249	238	319
ARL8A	394	476	225	121	205	211	127	204
ARL8B	420	587	216	150	436	351	321	361
ARMC1	585	630	333	186	666	649	543	677
ARMC10	79	102	44	33	293	248	186	218
ARMC2	60	65	30	19	63	57	46	69
ARMC4	245	240	117	69	236	223	146	180
ARMC5	160	254	165	88	219	243	167	182
ARMC6	953	1233	664	324	1168	966	919	981
ARMC7	181	251	117	82	44	32	32	36
ARMC8	416	452	248	175	950	917	729	985
ARMC9	480	592	249	150	542	506	349	423
ARMCX2	507	512	258	183	37	24	23	46
ARMCX3	313	397	205	125	370	381	244	366
ARMCX4	21	40	37	19	133	97	30	51
ARMCX5	212	196	112	73	645	570	496	588
ARMCX6	17	44	20	10	61	75	43	40
ARMH3	733	774	378	267	567	509	333	473
ARMH4	148	151	78	35	131	92	104	94
ARMT1	1770	1879	886	583	1310	1149	886	1248
ARNT	596	737	314	222	711	665	569	636
ARNT2	82	117	33	26	319	276	180	246
ARNTL	65	70	33	26	115	104	81	95
ARNTL2	97	104	27	17	845	717	620	723
ARPC1A	173	209	75	41	188	164	169	238
ARPC1B	104	125	38	31	61	54	43	67
ARPC2	4333	4968	1855	1309	1984	1690	1631	1971
ARPC3	2575	2901	1572	1012	1467	1472	993	1335
ARPC4	600	810	413	233	329	322	269	367
ARPC5	856	1187	507	377	790	869	549	800
ARPC5L	536	676	280	154	233	254	137	192
ARPIN-AP3S2	14	11	9	3	30	41	23	32
ARPP19	883	1021	488	369	582	554	406	480
ARRB1	145	142	55	50	137	118	95	110
ARRB2	827	988	435	243	427	364	299	440
ARRDC1	380	451	204	97	264	200	262	253
ARRDC2	72	66	31	13	41	34	50	25
ARRDC3	78	87	41	28	145	127	105	130
ARRDC4	308	330	150	80	215	214	141	176
ARSA	171	200	96	45	104	83	77	87
ARSB	127	182	79	33	246	218	175	236
ARSG	43	39	18	14	91	51	53	60
ARSK	223	236	130	65	204	165	125	166
ART5	27	34	8	9	37	35	21	42
ARV1	624	737	350	206	679	606	489	594
ARVCF	79	110	45	24	186	157	110	141
AS3MT	234	240	83	76	259	272	179	239
ASAH1	835	917	367	239	438	450	285	428
ASAP1	516	585	241	146	746	632	363	433
ASAP2	310	402	141	90	392	333	216	294
ASAP3	144	157	67	33	206	187	143	160
ASB1	151	210	80	37	192	222	145	159
ASB13	145	194	77	40	247	221	158	206
ASB14	0	0	0	0	77	69	37	41
ASB16	23	19	9	13	36	30	28	45
ASB6	939	1141	598	333	519	438	400	487
ASB7	93	127	50	26	267	250	197	247
ASB8	443	522	279	204	293	275	177	231
ASCC1	866	1023	490	283	469	420	302	381
ASCC2	964	1224	425	260	1009	907	767	891
ASCC3	2430	2822	1397	876	5954	5388	4400	5314
ASDURF	98	69	48	27	237	221	128	171
ASF1A	802	1003	429	285	639	618	485	678
ASF1B	1084	1522	610	418	677	577	536	678
ASH1L	1065	1256	660	454	5174	4573	2709	3608
ASH2L	859	983	478	315	520	491	370	400
ASIC1	176	179	66	47	148	129	59	84
ASIC3	10	0	2	2	21	26	17	18
ASL	104	123	52	33	181	132	119	153
ASMTL	251	251	112	70	257	241	168	222
ASNA1	1305	1539	694	436	870	786	791	956
ASNS	2755	2606	1257	840	2779	2579	2287	2693
ASNSD1	374	410	172	125	2237	2137	1783	2009
ASPH	1102	1229	585	309	1697	1566	1158	1464
ASPHD2	52	59	11	11	72	51	44	55
ASPM	2598	2722	1625	1161	13313	12225	8701	12703
ASPN	1	0	0	0	114	88	27	66
ASPRV1	0	0	0	0	21	24	12	18
ASPSCR1	229	344	158	84	358	319	262	316
ASRGL1	360	482	191	126	372	343	258	308
ASS1	467	482	237	127	397	358	330	396
ASTE1	203	267	110	70	409	305	285	351
ASTN2	22	22	6	4	54	54	39	40
ASXL1	672	891	477	262	2627	2220	1471	1973
ASXL2	206	243	154	88	735	578	363	475
ASXL3	79	64	48	32	82	81	45	60
ATAD1	1122	1459	790	363	991	909	671	852
ATAD2	2841	2962	1659	1080	3575	3486	2627	3272
ATAD2B	281	327	123	94	1280	1084	859	1059
ATAD3A	794	1069	353	234	871	780	647	814
ATAD3B	526	707	273	143	885	885	643	794
ATAD5	721	701	393	277	2481	2358	1309	1823
ATAT1	189	232	107	72	94	81	68	72
ATE1	493	568	261	190	792	726	478	641
ATF1	422	578	242	151	379	378	356	409
ATF2	296	321	105	88	841	777	627	777
ATF3	146	174	96	58	55	60	68	79
ATF4	314	318	1056	662	7363	7197	6527	7640
ATF5	24	33	90	45	48	37	29	41
ATF6	1370	1499	704	464	1247	1144	1015	1240
ATF6B	973	1241	515	307	426	348	335	400
ATF7IP	2450	2879	1629	1007	1357	1268	708	948
ATF7IP2	24	26	12	9	121	104	81	90
ATG10	42	49	26	15	76	57	40	71
ATG101	306	374	148	94	303	337	225	272
ATG12	246	372	193	130	135	106	113	135
ATG13	402	460	235	155	587	497	427	540
ATG14	87	110	51	46	303	325	240	305
ATG16L1	474	587	240	171	945	819	653	844
ATG16L2	21	17	14	13	109	91	80	89
ATG2A	386	554	282	172	762	701	401	572
ATG2B	1152	1219	583	418	1942	1699	1226	1627
ATG3	737	785	372	239	1435	1370	1212	1478
ATG4A	188	201	141	90	356	294	232	388
ATG4B	1000	1293	705	470	685	628	515	682
ATG4C	373	358	172	92	761	780	593	828
ATG4D	204	262	95	45	353	304	299	305
ATG5	601	621	308	192	685	626	491	616
ATG7	597	641	324	177	1001	922	700	842
ATG9A	1133	1225	567	318	570	463	448	563
ATIC	6821	7870	3313	2148	2186	2044	909	1413
ATL1	160	180	89	61	102	94	54	94
ATL2	1073	1294	595	443	1778	1771	1177	1579
ATL3	112	130	71	35	540	458	388	462
ATM	1030	1005	553	350	4687	4275	2982	3798
ATMIN	81	87	33	31	1114	955	867	1048
ATN1	831	1041	345	213	406	315	120	121
ATOX1	1163	1253	742	434	183	202	184	229
ATP10D	80	87	60	24	254	247	212	257
ATP11A	262	313	131	83	464	418	210	281
ATP11B	587	636	237	151	1107	1069	829	1067
ATP11C	1159	1271	577	337	2232	2030	1623	2053
ATP13A1	809	1365	537	272	1044	889	602	830
ATP13A2	659	746	331	205	812	699	500	672
ATP13A3	1199	1400	444	274	2521	2371	1795	2346
ATP1A1	13356	17136	5593	3291	11330	10489	7363	11117
ATP1B1	912	965	446	271	360	354	216	335
ATP1B3	1846	2164	824	541	1389	1285	1042	1320
ATP23	169	155	89	48	106	92	93	98
ATP2A1	27	30	9	4	91	59	40	57
ATP2A2	7611	9718	3732	2162	5656	5176	2616	3383
ATP2A3	138	125	55	43	18	33	11	15
ATP2B1	1806	2326	954	548	2550	2475	1877	2356
ATP2B4	155	198	81	50	1017	915	486	655
ATP2C1	1074	1355	447	261	1934	1895	1212	1539
ATP5F1A	9790	12538	5124	3164	11544	10623	9427	11341
ATP5F1B	24599	30098	13313	7976	16570	14734	14162	16977
ATP5F1C	5808	6445	2823	1879	3057	2790	2523	3131
ATP5F1D	916	1338	483	286	237	191	149	198
ATP5F1E	1514	1620	580	512	930	735	716	1039
ATP5IF1	2164	2753	1207	779	1497	1531	1012	1312
ATP5MC1	1364	1665	913	567	995	780	831	1050
ATP5MC2	3833	5194	1970	1302	1606	1265	1321	1577
ATP5MC3	5489	6555	3044	1823	4384	3927	3655	4583
ATP5MD	928	1206	573	398	646	722	557	718
ATP5ME	2091	2378	1049	646	1827	1973	1196	1534
ATP5MF	2120	2397	1635	713	738	492	854	1127
ATP5MF-PTCD1	34	38	31	22	35	24	20	27
ATP5MG	1002	1296	646	344	1711	1731	1229	1554
ATP5MPL	2094	2610	1490	1083	680	699	407	653
ATP5PB	2983	3320	1292	963	3597	3212	2750	3495
ATP5PD	1218	1695	688	460	1947	1884	1457	1842
ATP5PF	2489	2719	1560	1020	867	679	742	1021
ATP5PO	1755	1965	670	443	1996	1794	1876	2496
ATP6AP1	2905	3452	1390	752	1130	1028	949	1218
ATP6AP2	2303	2452	1017	642	962	778	914	1152
ATP6V0A1	1062	1342	560	370	1432	1225	779	1021
ATP6V0A2	812	935	428	257	1136	1012	874	988
ATP6V0B	1949	2718	1101	664	1079	771	1023	1210
ATP6V0C	1346	1820	667	364	163	137	85	103
ATP6V0D1	1472	1919	758	502	963	859	828	1006
ATP6V0E1	371	521	267	160	239	181	185	225
ATP6V0E2	336	433	279	140	266	255	184	243
ATP6V1A	2485	3254	1441	943	3466	3197	2806	3466
ATP6V1B1	59	55	29	14	30	31	30	28
ATP6V1B2	1592	1897	770	528	1011	944	748	922
ATP6V1C1	901	1007	386	270	1195	1075	857	1080
ATP6V1C2	33	32	5	6	27	34	15	27
ATP6V1D	1079	1220	566	309	922	925	646	758
ATP6V1E1	1967	2258	1139	611	1092	970	861	1037
ATP6V1E2	14	5	1	2	23	27	24	22
ATP6V1F	1555	1737	736	437	676	609	512	718
ATP6V1G1	1379	1541	655	424	974	951	665	846
ATP6V1H	1282	1439	660	435	1130	1079	802	1058
ATP7A	482	490	526	239	561	534	358	459
ATP7B	438	641	264	181	779	685	460	634
ATP8A1	250	249	107	57	557	518	363	522
ATP8A2	27	31	14	7	42	25	17	25
ATP8B1	26	33	5	3	157	112	46	76
ATP8B2	153	163	68	27	2166	1811	1532	2054
ATP9A	487	540	197	147	619	547	430	539
ATP9B	218	225	108	62	398	382	250	306
ATPAF1	1570	1843	681	410	1163	1181	755	987
ATPAF2	129	182	73	43	439	355	319	382
ATPSCKMT	219	277	137	83	267	218	147	221
ATR	1139	1250	674	476	3687	3324	2772	3562
ATRAID	538	693	372	193	759	677	705	788
ATRIP	275	345	135	103	826	701	612	728
ATRN	747	895	425	236	1174	1006	674	848
ATRNL1	101	105	46	26	435	436	335	412
ATRX	1162	1416	626	445	5056	4853	2854	3938
ATXN1	97	113	86	42	184	139	126	178
ATXN10	3720	4501	1932	1142	3000	2572	1697	2232
ATXN1L	69	100	38	16	323	313	253	325
ATXN2	2205	2530	1127	768	926	746	415	554
ATXN2L	2172	2877	1133	769	1459	1068	506	665
ATXN3	516	527	238	169	288	267	216	249
ATXN7	10	3	1	2	40	45	26	45
ATXN7L1	83	96	76	43	148	97	88	110
ATXN7L2	68	110	54	42	185	153	161	172
ATXN7L3	102	107	72	25	502	435	332	448
ATXN7L3B	489	691	298	192	332	269	228	306
AUH	196	240	102	76	273	267	174	220
AUNIP	486	520	214	135	546	431	484	611
AUP1	671	782	324	181	1658	1417	1549	1810
AURKA	1784	2097	1108	725	1444	1276	1217	1525
AURKAIP1	2754	3807	1693	1027	1393	1465	936	1167
AURKB	1534	2051	1025	564	1494	1454	1227	1569
AUTS2	360	416	181	85	386	314	140	181
AVEN	134	164	53	23	292	290	193	259
AVIL	4	1	2	1	98	77	43	78
AVL9	290	351	144	85	764	678	462	645
AVPI1	163	166	99	44	40	32	34	34
AXIN1	302	444	127	72	796	808	508	607
AXIN2	106	149	63	34	150	143	86	106
AZI2	137	128	92	69	1000	917	737	953
AZIN1	763	845	618	389	2608	2370	1984	2556
AZIN2	13	16	13	7	66	66	52	50
B2M	4640	5276	2318	1491	1209	1169	976	1160
B3GALNT2	179	216	114	53	1225	1152	826	1083
B3GALT1	8	9	9	2	40	27	33	54
B3GALT2	1	1	0	0	121	128	47	74
B3GALT4	137	154	137	304	26	15	15	13
B3GALT6	266	375	133	69	105	97	60	91
B3GAT2	64	74	46	25	78	73	60	80
B3GAT3	235	326	140	75	302	291	205	280
B3GLCT	294	263	138	76	415	335	292	384
B3GNT10	93	110	62	48	194	177	141	161
B3GNT2	124	130	69	42	230	203	201	244
B3GNT4	17	10	9	0	32	26	29	26
B3GNT5	159	144	70	44	114	119	109	132
B3GNTL1	50	49	20	18	51	31	19	29
B4GALNT1	20	27	11	7	52	49	41	38
B4GALNT3	216	265	94	45	412	298	312	366
B4GALNT4	33	49	11	6	208	195	127	152
B4GALT1	340	435	178	95	158	135	91	90
B4GALT2	110	127	52	27	519	438	476	551
B4GALT3	169	199	141	58	677	619	580	753
B4GALT4	174	170	83	45	274	253	194	242
B4GALT5	470	616	243	147	471	399	286	386
B4GALT6	70	103	34	23	124	100	66	92
B4GALT7	123	159	43	37	214	179	186	221
B4GAT1	1045	1504	607	311	659	604	558	595
B9D1	267	309	175	90	418	357	334	408
B9D2	32	47	26	22	24	26	25	26
BABAM1	544	652	307	178	893	755	731	900
BABAM2	415	481	194	149	664	615	452	602
BACE1	112	152	56	27	256	197	184	231
BACE2	318	352	158	107	215	226	152	223
BACH1	488	549	263	171	1481	1340	1055	1244
BACH2	108	124	41	46	83	53	44	58
BAD	339	483	265	172	192	176	164	178
BAG1	218	317	158	72	875	935	564	701
BAG2	945	1404	579	348	450	468	302	353
BAG3	1146	1532	704	424	266	222	170	219
BAG4	470	519	269	149	479	411	375	517
BAG5	670	788	304	213	912	926	583	781
BAG6	5809	8147	3581	2101	2951	2348	1549	2114
BAHCC1	192	212	129	74	494	345	164	208
BAHD1	679	924	374	245	255	221	141	158
BAIAP2	225	308	160	85	234	184	166	248
BAIAP2L1	854	943	381	263	557	505	378	521
BAIAP3	11	18	10	7	34	39	23	34
BAK1	155	212	110	67	140	129	117	159
BAMBI	321	362	212	119	146	119	133	183
BANF1	630	893	257	176	248	293	198	277
BANP	176	242	90	58	250	253	210	250
BAP1	383	496	201	101	2098	1973	1486	1897
BARD1	690	800	416	253	1188	1070	915	1195
BARX1	0	2	0	0	27	28	30	20
BATF3	38	66	29	11	40	42	23	22
BAX	612	843	342	217	427	452	341	443
BAZ1A	2261	2495	1248	824	5236	4903	3619	4564
BAZ1B	2695	3423	1495	966	6236	5888	3797	4792
BAZ2A	1901	2170	977	550	1965	1487	801	1047
BAZ2B	244	244	146	109	916	802	621	761
BBC3	45	64	40	15	40	34	20	29
BBIP1	84	153	90	80	74	74	43	71
BBOF1	6	13	5	1	78	53	49	70
BBOX1	0	0	0	0	22	30	19	16
BBS10	548	559	323	251	382	295	327	378
BBS12	67	88	44	27	157	117	98	129
BBS2	615	749	323	218	853	814	592	703
BBS4	330	362	177	112	478	393	366	465
BBS5	24	29	20	10	28	20	14	13
BBS7	805	890	408	243	1020	948	780	1042
BBS9	120	115	49	32	417	407	279	360
BBX	899	1062	445	305	2143	1908	1560	1943
BCAM	149	175	65	36	51	40	22	22
BCAP29	607	773	293	177	655	655	512	604
BCAP31	3965	4885	2644	1249	2668	2604	2028	2495
BCAR1	390	558	249	125	438	331	276	324
BCAR3	68	84	40	30	104	86	74	93
BCAS2	1238	1517	693	454	1366	1380	946	1365
BCAS3	556	631	328	221	792	651	596	694
BCAS4	149	170	102	67	38	38	35	43
BCAT1	1795	1817	834	546	885	845	667	862
BCAT2	782	1013	451	268	552	495	403	485
BCCIP	2668	3185	1267	848	2207	2361	1618	2036
BCDIN3D	175	228	84	80	134	124	97	141
BCHE	233	224	121	79	77	88	78	84
BCKDHB	465	518	196	115	433	373	286	387
BCKDK	899	985	338	201	594	445	403	543
BCL10	497	657	302	218	233	245	197	203
BCL11A	274	390	128	98	164	154	78	108
BCL2L1	64	96	42	28	155	139	80	98
BCL2L11	70	89	83	48	102	87	61	97
BCL2L12	337	434	185	119	314	345	270	333
BCL2L13	428	552	225	121	945	814	599	869
BCL2L2	10	10	2	3	11	17	11	13
BCL6	69	120	79	35	36	35	23	28
BCL6B	11	3	8	2	139	101	111	132
BCL7A	379	546	189	113	210	233	165	212
BCL7B	178	196	81	55	228	183	158	225
BCL7C	257	330	125	78	512	512	314	433
BCL9	237	247	143	94	453	355	188	263
BCL9L	47	73	40	21	48	32	10	17
BCLAF1	1250	1524	826	603	3897	3613	3139	3863
BCLAF3	66	92	34	38	213	179	100	177
BCO2	4	6	3	4	28	34	23	17
BCOR	3455	3986	1935	1156	5423	4462	2564	3499
BCORL1	663	920	432	254	461	322	147	195
BCR	460	618	223	108	1804	1674	1165	1354
BCS1L	847	1045	532	316	1053	932	813	928
BDH1	0	1	0	0	110	95	71	95
BDH2	284	292	153	102	275	278	244	299
BDP1	596	715	395	315	5527	5342	3421	4546
BECN1	378	431	151	79	1201	1154	848	1132
BEND3	187	266	145	85	309	264	183	186
BEND4	165	199	98	67	157	138	101	136
BEND7	107	119	53	18	209	168	108	130
BET1	382	436	279	160	237	238	151	213
BET1L	124	135	50	50	86	103	39	73
BEX1	688	1023	517	303	78	74	45	58
BEX2	426	635	311	189	848	804	642	778
BEX3	1409	2431	1021	548	3721	3836	2327	2989
BEX4	490	679	259	142	552	631	504	678
BEX5	12	11	7	2	45	44	33	20
BFAR	466	585	242	150	640	564	544	631
BFSP1	69	66	49	18	109	106	105	131
BHLHE40	324	374	203	150	78	83	52	78
BICC1	293	284	137	97	230	195	208	273
BICD1	203	228	76	56	203	161	74	99
BICD2	554	744	261	172	1023	944	657	856
BICDL1	19	23	10	7	43	37	22	39
BICRA	110	167	65	44	97	61	30	30
BICRAL	70	63	26	14	165	153	90	108
BID	861	1084	542	320	356	306	263	315
BIN1	35	53	14	18	181	172	118	167
BIN3	190	249	122	88	162	164	114	176
BIRC2	291	337	121	91	827	794	613	761
BIRC5	1254	1487	687	536	1347	1331	784	1037
BIRC6	3222	3640	2101	1408	12091	10699	8703	10841
BIVM	5	3	1	0	36	48	20	24
BLCAP	228	271	103	64	100	77	58	72
BLM	694	827	391	267	3572	3147	2474	3172
BLMH	1615	2159	767	536	936	979	642	814
BLOC1S1	179	178	80	42	171	159	156	183
BLOC1S2	375	422	221	120	286	251	184	258
BLOC1S4	272	317	156	83	147	125	85	104
BLOC1S5	110	129	44	20	85	87	57	89
BLOC1S6	173	200	98	59	255	250	188	202
BLVRA	1413	1576	648	399	542	554	336	510
BLVRB	1078	1244	560	357	232	215	202	209
BLZF1	538	651	326	250	662	644	466	579
BMP1	145	150	71	36	130	87	80	132
BMP2	162	220	109	53	25	30	16	24
BMP2K	289	328	129	80	650	522	479	697
BMP4	74	72	48	21	58	64	35	47
BMP6	80	98	25	17	89	71	47	56
BMP7	422	509	187	116	390	331	308	395
BMP8B	17	29	16	8	35	31	24	19
BMPER	6	7	5	2	41	44	22	19
BMPR1A	104	115	38	25	195	167	146	207
BMPR1B	109	96	36	28	114	93	58	93
BMPR2	530	560	246	170	700	627	418	594
BMS1	1742	2215	1062	701	4584	4567	3015	3987
BMT2	242	241	96	67	191	173	136	183
BNC1	4	3	3	1	38	31	25	28
BNC2	76	107	57	31	82	78	65	71
BNIP1	335	359	161	103	266	224	216	236
BNIP2	843	1054	464	326	934	881	626	792
BNIP3	181	234	108	60	290	287	194	222
BNIP3L	685	814	295	211	228	246	201	183
BOC	32	46	23	12	128	122	93	109
BOD1	240	315	96	56	623	525	462	597
BOD1L1	1266	1509	785	525	3553	3337	2116	3007
BOLA1	64	70	20	17	92	88	71	73
BOLA3	322	577	240	164	329	317	247	307
BOP1	1709	2458	991	569	2249	2196	1879	2131
BORA	323	329	148	105	543	458	412	557
BORCS5	164	172	78	48	78	42	30	44
BORCS6	86	91	33	22	104	75	47	67
BORCS8	127	213	103	49	87	89	61	88
BPGM	164	199	106	76	330	271	217	260
BPHL	286	357	171	81	269	236	170	226
BPNT1	909	1021	472	358	1017	1083	806	996
BPTF	1950	2151	1100	781	6924	6296	3341	4565
BRAF	332	443	153	94	355	343	260	328
BRAP	653	855	395	248	652	615	486	573
BRAT1	748	1019	454	290	879	754	579	721
BRCA1	1184	1262	642	410	3670	3216	2368	2952
BRCA2	1226	1232	615	489	4455	4110	2654	3790
BRCC3	481	552	242	149	667	692	447	618
BRD1	596	881	381	253	990	842	527	691
BRD2	5832	6964	3316	2114	6962	6058	5287	7240
BRD3	797	1052	359	231	429	404	238	321
BRD3OS	18	15	9	10	44	58	39	45
BRD4	1677	2068	924	485	1050	783	333	391
BRD7	157	166	61	48	1479	1445	1060	1298
BRD8	1108	1497	725	472	2054	1975	1453	1900
BRD9	384	399	252	152	947	872	548	689
BRF1	370	517	192	149	429	414	271	340
BRF2	337	488	285	170	240	199	162	206
BRI3	215	300	108	78	109	81	54	84
BRI3BP	559	810	255	168	227	210	153	199
