	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
PPM1A	711	737	435	568
PPM1B	80	94	74	90
PPM1D	646	618	479	593
PPM1E	293	298	200	244
PPM1F	831	763	587	684
PPM1G	3756	3437	2934	3608
PPM1H	158	120	100	117
PPM1K	317	321	195	260
PPM1L	138	102	69	82
PPM1M	105	105	64	91
PPM1N	27	26	14	12
PPME1	721	638	472	554
PPOX	218	174	133	168
PPP1CA	2318	1995	1730	2146
PPP1CB	2182	2186	1561	1942
PPP1CC	4163	4117	3221	3835
PPP1R10	1159	984	625	841
PPP1R11	117	111	86	96
PPP1R12A	2064	1901	1612	1919
PPP1R12B	458	357	228	316
PPP1R12C	464	495	297	374
PPP1R13B	359	262	185	264
PPP1R13L	50	29	12	26
PPP1R14A	24	24	11	19
PPP1R14B	761	739	449	546
PPP1R14C	80	72	63	63
PPP1R15A	284	302	221	304
PPP1R15B	2538	2387	1807	2345
PPP1R16A	253	228	143	212
PPP1R18	57	52	31	36
PPP1R2	283	267	170	246
PPP1R21	451	361	254	341
PPP1R26	396	393	287	382
PPP1R35	331	333	198	259
PPP1R37	287	273	220	271
PPP1R3B	79	83	56	60
PPP1R3F	64	79	45	60
PPP1R7	968	1001	711	979
PPP1R8	1716	1449	1433	1875
PPP1R9A	591	569	426	492
PPP1R9B	665	697	380	470
PPP2CA	1765	1644	1297	1564
PPP2CB	437	407	315	415
PPP2R1A	3687	3287	2626	3216
PPP2R1B	1544	1473	1105	1360
PPP2R2A	1427	1202	882	1119
PPP2R2C	20	27	14	33
PPP2R2D	768	693	490	656
PPP2R3A	314	280	202	250
PPP2R3B	361	308	239	299
PPP2R3C	475	473	407	531
PPP2R5A	856	689	558	718
PPP2R5B	136	125	80	117
PPP2R5C	1616	1516	1203	1552
PPP2R5D	1310	1090	1005	1281
PPP2R5E	399	368	228	309
PPP3CA	650	584	451	601
PPP3CB	859	797	407	589
PPP3CC	262	233	189	208
PPP3R1	38	37	31	43
PPP4C	1811	1628	1565	1799
PPP4R1	1281	1158	893	1057
PPP4R2	2002	2196	1365	1626
PPP4R3A	2508	2350	1745	2326
PPP4R3B	1758	1795	1337	1727
PPP4R4	154	123	105	126
PPP5C	1949	1779	1463	1985
PPP6C	1149	983	772	920
PPP6R1	1396	1143	900	1236
PPP6R2	1374	1204	975	1120
PPP6R3	3495	3187	2648	3450
PPRC1	2515	1958	1210	1666
PPT1	1145	1017	941	1139
PPT2	114	116	95	99
PPTC7	204	174	109	147
PPWD1	1477	1425	1041	1360
PQBP1	972	980	908	1144
PQLC1	106	118	125	109
PQLC2	100	100	81	98
PQLC3	17	25	18	17
PRADC1	61	59	62	73
PRAF2	30	27	14	16
PRAG1	41	47	30	38
PRAME	451	463	380	448
PRC1	5208	4794	3873	4769
PRCC	941	919	555	754
PRCP	865	740	688	889
PRDM10	362	334	201	316
PRDM11	106	80	55	63
PRDM13	42	26	32	28
PRDM15	346	337	226	285
PRDM16	55	50	30	32
PRDM2	672	567	343	450
PRDM4	966	792	625	832
PRDM5	261	251	199	262
PRDM6	91	68	63	58
PRDX1	9976	9114	8115	10269
PRDX2	2896	2795	2250	2773
PRDX3	4082	3424	3285	4186
PRDX4	3900	3619	3212	3771
PRDX5	973	1019	704	918
PRDX6	4257	3988	3376	4143
PREB	1060	1023	801	1044
PRELID1	1984	2024	1370	1615
PRELID2	114	97	81	119
PRELID3A	48	53	20	34
PRELID3B	1408	1364	1086	1369
PREP	1009	916	705	910
PREPL	1634	1412	1130	1458
PREX1	120	128	93	100
PREX2	144	129	94	132
PRG4	85	77	38	64
PRICKLE1	156	128	99	120
PRICKLE2	14	17	16	24
PRICKLE3	112	91	69	64
PRIM1	788	638	688	804
PRIM2	669	634	458	572
PRIMPOL	261	227	187	242
PRKAA1	907	805	546	729
PRKAA2	891	834	560	721
PRKAB1	252	210	169	211
PRKAB2	176	125	131	174
PRKACA	459	354	151	232
PRKACB	391	357	276	306
PRKAG1	777	734	635	796
PRKAG2	138	138	70	108
PRKAR1A	2022	2060	1550	2068
PRKAR1B	355	367	244	308
PRKAR2A	1375	1394	917	1171
PRKAR2B	298	323	194	265
PRKCA	337	314	204	223
PRKCB	15	19	10	18
PRKCD	270	244	144	208
PRKCE	180	143	115	153
PRKCH	85	65	66	86
PRKCI	859	787	618	755
PRKCQ	116	114	87	112
PRKCSH	1872	1747	1117	1826
PRKCZ	358	350	261	397
PRKD1	279	255	166	221
PRKD2	353	273	192	250
PRKD3	2107	1841	1447	1784
PRKDC	37438	33219	23334	29909
PRKG1	203	208	139	159
PRKN	25	15	12	11
PRKRA	749	637	584	740
PRKRIP1	231	257	176	224
PRKX	218	203	107	180
PRMT1	4492	3867	4172	5091
PRMT2	908	854	628	798
PRMT3	1471	1289	969	1210
PRMT5	3792	3459	3090	4042
PRMT6	356	367	293	352
PRMT7	1005	992	735	930
PRMT9	675	594	449	507
PRNP	274	214	178	304
PROB1	35	32	19	21
PROCR	49	37	44	57
PROS1	175	168	137	156
PROSER1	686	570	293	433
PROSER2	102	90	65	74
PROSER3	94	64	38	31
PROX1	19	12	11	16
PROX2	35	33	18	20
PRPF18	302	283	217	245
PRPF19	2970	2283	1804	2388
PRPF3	2157	1964	1587	1980
PRPF31	1470	1291	1139	1480
PRPF38A	993	1068	760	1015
PRPF38B	1369	1400	1257	1563
PRPF39	1606	1482	1109	1526
PRPF4	1425	1352	1172	1455
PRPF40A	7291	6986	5331	6320
PRPF40B	125	107	75	82
PRPF4B	4673	4314	3048	4114
PRPF6	2938	2823	2100	2496
PRPF8	18853	15336	9306	13320
PRPS1	2582	2477	2031	2371
PRPS2	960	857	737	1026
PRPSAP1	487	444	270	369
PRPSAP2	1903	1632	1545	1777
PRR11	274	262	256	324
PRR12	389	313	90	119
PRR13	75	60	62	93
PRR14	371	314	224	226
PRR14L	4916	4248	2820	3579
PRR22	182	141	111	148
PRR3	222	184	132	183
PRR4	29	16	19	17
PRR5	89	75	59	82
PRR7	50	38	22	17
PRRC1	618	514	415	600
PRRC2A	6544	4956	2840	4156
PRRC2B	5544	4796	2590	3764
PRRC2C	14376	11581	7784	9962
PRRG1	42	35	36	51
PRRG4	52	45	22	29
PRRT3	69	53	20	40
PRRT4	14	13	14	24
PRSS12	175	165	120	156
PRSS16	22	20	16	27
PRSS23	143	111	116	137
PRSS27	33	26	18	25
PRSS35	21	15	15	21
PRSS48	64	54	17	24
PRSS53	59	46	36	39
PRSS54	28	24	18	32
PRTFDC1	252	244	227	265
PRTG	415	391	288	397
PRUNE1	289	271	188	272
PRUNE2	65	68	45	53
PRX	90	104	60	66
PRXL2A	452	501	268	365
PRXL2B	28	36	11	13
PRXL2C	180	140	118	173
PSAP	3876	3822	2866	3629
PSAT1	2239	1995	1429	1925
PSD3	842	819	582	738
PSD4	34	29	19	21
PSEN1	497	443	380	550
PSEN2	547	526	356	493
PSENEN	171	118	182	208
PSIP1	1845	1801	1555	1934
PSKH1	235	192	151	175
PSMA1	1739	1394	1472	1737
PSMA3	2470	2388	1770	2391
PSMA4	5634	5115	4734	5837
PSMA5	3184	2993	2701	3309
PSMA6	1517	1306	1238	1555
PSMA7	4080	4084	3164	3670
PSMB1	4011	3664	3184	4027
PSMB10	289	296	226	280
PSMB2	1635	1467	1239	1732
PSMB3	2039	1931	1610	1845
PSMB4	5471	4841	4409	5273
PSMB5	2370	2280	2070	2468
PSMB6	1630	1553	1562	1960
PSMB7	2366	2317	2017	2644
PSMC1	84	78	45	60
PSMC2	2782	2683	2166	2531
PSMC3	3438	3299	2835	3402
PSMC3IP	334	340	242	324
PSMC4	1879	1765	1427	1725
PSMC5	1765	1638	1161	1508
PSMC6	1630	1516	1050	1281
PSMD1	6219	5753	4903	5893
PSMD10	1421	1360	945	1236
PSMD11	1828	1626	1155	1629
PSMD12	2150	2087	1476	2012
PSMD13	1843	1768	1420	1780
PSMD14	2644	2514	2155	2507
PSMD2	4319	4076	3126	3904
PSMD3	2206	1994	1997	2429
PSMD4	2451	2366	1954	2339
PSMD6	3850	3513	3101	3837
PSMD7	2790	2524	2125	2669
PSMD8	2230	1723	2362	2835
PSMD9	550	505	415	507
PSME1	438	382	314	395
PSME2	464	415	378	485
PSME3	1882	1828	1035	1264
PSME4	4572	3956	2282	3000
PSMF1	849	813	590	702
PSMG1	2185	2066	1709	2194
PSMG2	434	336	328	429
PSMG3	489	476	386	403
PSMG4	300	222	174	260
PSPC1	1411	1390	999	1253
PSPH	385	308	246	327
PSRC1	430	423	282	362
PSTK	181	158	156	208
PSTPIP2	169	142	143	151
PTAR1	618	585	429	602
PTBP1	4426	3762	3111	4264
PTBP2	1048	927	682	901
PTBP3	922	782	717	818
PTCD2	182	206	127	169
PTCD3	2385	2110	1651	2123
PTCH1	307	238	155	228
PTDSS1	2158	1875	1888	2136
PTDSS2	523	450	362	438
PTEN	318	343	233	281
PTER	372	367	278	307
PTGES2	780	739	534	700
PTGES3	1839	1791	1396	1807
PTGFR	131	108	52	100
PTGFRN	1005	1017	627	870
PTGR2	45	29	20	33
PTGS2	43	25	27	42
PTK2	2025	1846	1261	1636
PTK2B	37	39	23	51
PTK7	944	846	776	941
PTMA	4845	6039	3541	4228
PTMS	245	344	92	141
PTOV1	1161	918	783	1049
PTP4A1	882	871	412	539
PTP4A2	1592	1610	1398	1659
PTP4A3	29	28	33	35
PTPA	984	903	757	943
PTPDC1	285	248	174	197
PTPMT1	492	397	368	439
PTPN1	852	796	638	821
PTPN11	2161	2214	1502	1955
PTPN12	416	372	210	262
PTPN13	3859	3428	2696	3540
PTPN14	671	563	321	433
PTPN18	163	128	74	111
PTPN2	499	453	366	506
PTPN23	628	437	202	257
PTPN3	410	346	343	384
PTPN4	777	705	581	760
PTPN9	592	496	402	496
PTPRA	1119	1032	835	1098
PTPRB	20	23	18	25
PTPRD	87	82	45	76
PTPRF	2210	1712	1217	1646
PTPRG	1145	981	704	878
PTPRJ	294	242	252	283
PTPRK	1100	963	775	1034
PTPRM	216	166	134	188
PTPRS	1968	1696	1051	1380
PTPRU	1093	902	803	1059
PTPRZ1	19	10	16	22
PTRH1	36	32	20	26
PTRH2	365	390	259	394
PTRHD1	253	269	183	217
PTS	440	436	291	380
PTTG1	1692	1562	1269	1456
PTTG1IP	458	473	304	406
PUDP	64	56	45	42
PUF60	2885	2676	2690	3068
PUM1	4162	3709	2909	3950
PUM2	2357	2081	1470	1830
PUM3	1728	1595	1149	1529
PURA	162	159	85	121
PURB	76	72	43	39
PURG	43	47	23	12
PUS1	663	591	469	569
PUS10	131	109	73	97
PUS3	516	464	392	507
PUS7	2032	1800	1444	1798
PUS7L	1034	1009	685	960
PUSL1	632	643	402	503
PVR	408	332	324	372
PWP1	2331	1996	1787	2187
PWP2	57	53	56	83
PWWP2A	725	624	478	612
PWWP2B	67	51	30	47
PWWP3A	587	574	356	404
PWWP3B	126	123	82	94
PXDC1	34	28	15	25
PXDN	396	328	224	317
PXK	484	433	361	403
PXMP2	254	239	156	227
PXMP4	20	28	25	29
PXN	203	168	102	137
PXYLP1	192	161	160	194
PYCR1	857	800	783	877
PYCR2	585	513	468	606
PYCR3	193	178	133	177
PYGB	1306	1111	934	1205
PYGL	7769	7398	5804	7038
PYGO1	128	123	83	105
PYGO2	339	332	250	313
PYM1	239	250	216	215
PYROXD1	108	112	93	115
PYURF	328	272	219	279
PZP	34	30	15	21
QARS	3657	3252	2898	3628
QDPR	156	164	114	120
QKI	1172	1122	673	921
QPCT	72	54	83	91
QPCTL	189	168	152	207
QPRT	109	94	75	69
QRFPR	101	74	70	75
QRICH1	2077	1748	1702	2191
QRICH2	225	211	128	157
QRSL1	797	691	594	761
QSER1	4357	3421	2137	2981
QSOX1	378	328	254	332
QSOX2	700	666	432	585
QTRT1	649	570	492	604
QTRT2	1122	1006	754	920
R3HCC1	661	656	522	655
R3HCC1L	693	671	455	547
R3HDM1	980	804	516	730
R3HDM2	443	384	214	280
R3HDM4	205	200	119	155
RAB10	902	822	667	869
RAB11A	1571	1508	1233	1611
RAB11B	99	98	52	45
RAB11FIP1	701	582	488	580
RAB11FIP2	753	694	483	631
RAB11FIP3	427	393	212	313
RAB11FIP4	234	243	160	212
RAB11FIP5	166	159	105	121
RAB12	295	278	193	257
RAB14	471	509	285	426
RAB15	56	38	27	41
RAB18	393	439	310	406
RAB1A	893	864	762	962
RAB1B	515	405	393	480
RAB20	20	11	14	14
RAB21	416	375	298	418
RAB22A	204	151	102	144
RAB23	342	320	219	306
RAB24	379	385	247	321
RAB26	58	45	55	52
RAB27A	64	51	38	39
RAB28	336	330	196	262
RAB29	168	148	114	142
RAB2A	545	474	420	592
RAB2B	135	101	83	102
RAB30	20	20	14	18
RAB31	116	109	104	120
RAB32	179	144	172	176
RAB33B	125	114	83	132
RAB34	298	284	269	314
RAB35	359	390	270	370
RAB36	96	65	55	46
RAB38	15	12	15	17
RAB39A	104	89	50	88
RAB39B	55	48	34	47
RAB3A	29	16	13	21
RAB3B	26	25	27	22
RAB3C	29	19	22	25
RAB3D	69	56	37	53
RAB3GAP1	2380	2245	1803	2218
RAB3GAP2	2500	2298	1646	2154
RAB3IP	503	437	381	429
RAB40B	106	96	83	109
RAB40C	83	60	68	84
RAB4A	741	708	544	726
RAB5A	405	370	277	382
RAB5B	284	233	163	252
RAB5C	442	381	316	394
RAB5IF	594	474	490	661
RAB6A	309	288	231	271
RAB6B	39	29	18	24
RAB7A	711	646	386	502
RAB8A	612	565	436	633
RAB8B	80	92	90	112
RAB9A	376	367	241	302
RAB9B	42	47	33	48
RABAC1	547	529	438	497
RABEP1	2545	2355	1855	2409
RABEP2	142	193	134	151
RABEPK	763	681	629	767
RABGAP1	1539	1437	968	1144
RABGAP1L	1044	1040	656	781
RABGEF1	461	453	375	434
RABGGTA	342	308	220	344
RABGGTB	4273	3840	3007	3845
RABIF	145	151	105	115
RABL2B	34	15	13	32
RABL3	267	237	175	244
RABL6	2412	2292	1808	2235
RAC1	352	351	301	375
RAC3	1033	902	807	952
RACGAP1	2121	2034	1581	1955
RACK1	45691	39674	39200	49035
RAD1	522	470	369	484
RAD17	665	585	495	558
RAD18	1120	1029	835	1072
RAD21	3512	3273	2109	2804
RAD23A	1213	1044	733	1001
RAD23B	2767	2798	2525	3001
RAD50	247	229	150	224
RAD51	280	292	207	328
RAD51AP1	965	910	650	834
RAD51B	374	356	200	261
RAD51C	960	855	821	1083
RAD51D	67	69	46	75
RAD52	231	169	135	160
RAD54B	289	290	188	272
RAD54L	1129	955	504	670
RAD54L2	2145	1859	1201	1527
RAD9A	134	123	95	142
RAD9B	23	13	14	17
RADIL	183	156	109	135
RADX	3615	3140	2548	3115
RAE1	1328	1174	1004	1249
RAF1	2654	2204	2213	2755
RAI1	992	732	452	561
RAI14	1280	1204	898	1086
RALA	307	307	206	267
RALB	146	108	107	129
RALBP1	987	976	620	764
RALGAPA1	1009	830	669	802
RALGAPA2	1199	1044	720	913
RALGAPB	1673	1643	1027	1345
RALGPS1	126	116	86	107
RALGPS2	586	520	383	552
RALY	983	910	810	988
RAMAC	47	33	33	41
RAMACL	25	22	19	32
RAMP1	39	41	25	43
RAN	8664	8256	6754	8603
RANBP1	4855	4816	3027	4205
RANBP10	163	143	98	135
RANBP17	1166	943	723	940
RANBP2	10189	9634	7355	9333
RANBP3	931	869	686	841
RANBP6	910	805	661	783
RANBP9	1250	1083	766	1051
RANGAP1	3620	3601	2693	3441
RANGRF	320	292	236	332
RAP1A	466	409	230	321
RAP1B	139	112	111	157
RAP1GAP	52	42	43	46
RAP1GAP2	134	100	90	120
RAP1GDS1	982	837	745	891
RAP2A	300	293	165	198
RAP2B	153	138	100	153
RAP2C	516	484	295	424
RAPGEF1	716	647	463	601
RAPGEF2	811	739	626	780
RAPGEF4	225	232	204	253
RAPGEF5	289	265	161	217
RAPGEF6	52	51	30	35
RAPGEFL1	59	33	23	27
RAPH1	417	308	131	180
RARA	94	92	52	78
RARB	230	199	205	233
RARG	71	53	43	73
RARRES1	54	41	26	23
RARS	6156	5865	4594	5373
RARS2	1092	954	824	1011
RASA1	982	946	531	880
RASA2	439	425	290	411
RASA3	73	71	68	94
RASAL2	807	592	523	648
RASEF	748	709	516	660
RASGEF1A	141	123	95	122
RASGEF1B	260	252	158	238
RASGEF1C	42	22	19	27
RASGRF2	72	76	46	59
RASGRP1	133	137	94	124
RASIP1	32	31	15	19
RASL11A	84	74	79	107
RASL11B	36	32	20	41
RASSF1	171	187	166	137
RASSF2	35	37	27	46
RASSF3	156	139	115	116
RASSF5	54	39	28	39
RASSF7	80	87	75	81
RASSF8	236	234	182	247
RAVER1	675	577	252	362
RAVER2	1328	1179	789	1021
RB1	1420	1286	991	1301
RB1CC1	3869	3605	2551	3321
RBAK	844	811	492	715
RBBP4	3475	3170	2285	2850
RBBP5	997	889	705	910
RBBP6	3589	3183	2248	2873
RBBP7	5813	5267	4846	6340
RBBP8	1698	1610	1387	1664
RBBP9	182	125	116	122
RBCK1	180	173	116	143
RBFA	441	414	262	337
RBFOX2	834	712	558	799
RBKS	50	38	32	40
RBL1	1192	1101	784	917
RBL2	1485	1332	930	1171
RBM10	2038	1867	1589	2003
RBM11	80	68	61	85
RBM12	4111	3599	3315	4240
RBM12B	1482	1404	932	1211
RBM14	1261	1062	995	1247
RBM15	3448	3229	2281	2924
RBM15B	1543	1379	1195	1490
RBM17	1525	1560	1233	1671
RBM18	238	214	187	291
RBM19	1616	1432	1133	1406
RBM20	404	363	223	252
RBM22	947	869	787	1069
RBM23	1499	1390	965	1299
RBM25	3360	3428	2838	3349
RBM26	2924	2857	1873	2430
RBM27	241	184	161	226
RBM28	2261	2186	1338	1729
RBM3	3470	3036	2899	4003
RBM33	1236	1077	567	721
RBM34	2513	2339	1763	2140
RBM38	124	82	113	149
RBM39	6559	5998	5446	6510
RBM4	356	258	325	382
RBM41	904	886	470	736
RBM42	1020	982	732	949
RBM43	26	21	12	10
RBM44	29	28	21	15
RBM45	435	387	293	365
RBM47	36	42	18	36
RBM48	204	207	185	205
RBM4B	210	160	148	196
RBM5	3333	2891	2195	2831
RBM6	2952	2710	2105	2434
RBM7	125	127	86	125
RBM8A	1803	1928	1154	1520
RBMS1	176	144	160	171
RBMS2	47	30	21	28
RBMX	3657	3461	2674	3140
RBMX2	682	680	615	714
RBMXL1	254	210	173	225
RBP1	56	64	35	63
RBPJ	750	607	489	642
RBPMS	29	14	12	13
RBSN	1203	1095	772	945
RBX1	946	882	679	863
RC3H1	1412	1193	886	1143
RC3H2	2310	2070	1705	2029
RCAN1	129	120	111	144
RCAN3	122	139	72	95
RCBTB1	597	531	455	531
RCBTB2	130	109	113	144
RCC1	4021	3728	3034	3929
RCC1L	957	915	664	817
RCC2	3072	2932	1831	2309
RCCD1	255	227	139	194
RCE1	202	159	124	170
RCHY1	503	519	320	442
RCL1	523	545	398	532
RCN1	59	55	39	47
RCN2	1986	1869	1503	1920
RCOR1	423	311	212	343
RCOR2	26	21	16	19
RCOR3	526	420	340	458
RDH10	813	757	563	698
RDH11	740	705	582	733
RDH13	240	230	186	202
RDH14	313	319	258	327
RDH5	46	36	28	36
RDM1	76	67	34	59
RDX	1711	1624	1212	1496
REC114	25	14	15	18
REC8	67	56	26	52
RECK	197	187	133	146
RECQL	1282	1156	1022	1171
RECQL4	1301	1079	935	1115
RECQL5	531	463	343	409
REEP1	58	55	54	63
REEP2	142	129	84	113
REEP3	409	399	302	335
REEP4	201	174	126	149
REEP5	714	697	533	751
REEP6	37	24	22	33
REL	347	332	171	257
RELA	344	281	255	299
RELCH	1095	980	728	971
RELL1	117	99	108	112
RELL2	73	51	50	78
RELT	216	171	143	161
RENBP	19	15	15	22
REPIN1	467	479	369	426
REPS1	1612	1315	1310	1570
REPS2	15	12	12	22
RER1	791	675	647	749
RERE	548	428	221	288
RESF1	1056	879	744	949
REST	1294	1101	776	961
RET	19	26	13	15
RETREG1	70	63	61	73
RETREG2	585	526	506	495
RETREG3	616	482	474	528
RETSAT	427	407	295	397
REV1	1457	1295	1004	1298
REV3L	4066	3542	2404	3279
REX1BD	162	183	106	103
REXO1	504	430	237	327
REXO2	725	763	546	616
REXO4	709	696	477	661
REXO5	302	295	239	310
RFC1	2789	2560	2104	2669
RFC2	1485	1371	1330	1567
RFC3	2271	2061	1493	1911
RFC4	1506	1398	1124	1355
RFC5	1514	1280	1301	1527
RFESD	58	64	56	72
RFFL	32	30	21	21
RFK	413	409	214	277
RFLNB	92	97	86	120
RFNG	136	120	116	152
RFT1	946	909	793	1044
RFTN1	102	104	57	70
RFTN2	33	18	14	11
RFWD3	1943	1754	1480	1800
RFX1	129	106	47	75
RFX2	45	50	28	43
RFX3	71	57	61	57
RFX5	1412	1267	1038	1289
RFX7	495	379	226	296
RFXANK	466	433	368	433
RFXAP	116	111	49	81
RGL1	109	88	99	93
RGL2	205	198	149	183
RGL4	351	312	212	276
RGMA	134	131	73	117
RGMB	216	197	135	192
RGP1	350	251	208	267
RGPD8	45	54	32	45
RGS10	187	186	139	159
RGS12	244	219	144	176
RGS14	79	82	47	70
RGS16	72	77	52	69
RGS17	69	65	46	58
RGS19	86	71	66	71
RGS2	74	71	78	98
RGS5	31	18	19	27
RGS7	46	47	22	29
RHBDD1	211	194	155	182
RHBDD2	290	233	227	310
RHBDD3	294	238	254	287
RHBDF1	52	49	45	66
RHBDF2	138	86	68	75
RHBDL1	53	70	40	42
RHBDL3	20	13	18	12
RHEB	542	526	410	511
RHNO1	495	405	448	544
RHOA	5786	5688	4194	5087
RHOB	352	312	272	306
RHOBTB1	208	210	165	183
RHOBTB2	91	65	54	79
RHOBTB3	630	599	512	617
RHOC	204	162	136	180
RHOF	71	56	50	55
RHOG	90	76	57	74
RHOQ	88	104	50	81
RHOT1	455	428	343	409
RHOT2	1012	997	798	1034
RHOU	84	81	52	74
RHOV	57	46	16	27
RHPN1	232	231	178	203
RHPN2	358	295	238	298
RIBC1	40	24	27	23
RIBC2	62	49	42	57
RIC1	906	757	605	743
RIC8A	1169	1046	856	999
RIC8B	302	284	214	292
RICTOR	1445	1327	956	1312
RIDA	321	271	278	362
RIF1	10223	9575	6665	8773
RILP	19	12	15	14
RILPL1	149	119	66	100
RILPL2	82	84	47	72
RIMKLA	81	82	81	92
RIMKLB	389	425	262	335
RIMS1	29	35	27	32
RIMS2	121	96	69	102
RIMS3	36	29	33	35
RIMS4	77	71	64	101
RIN2	58	33	29	56
RIN3	64	62	25	42
RING1	410	372	263	385
RINT1	1211	1084	856	1176
RIOK1	2049	1952	1539	2021
RIOK2	1072	922	841	1061
RIOK3	529	532	376	449
RIOX2	1455	1295	1111	1386
RIPK1	589	539	402	533
RIPK2	383	374	286	365
RIPK4	154	138	78	100
RIPOR1	253	175	70	100
RIT1	326	245	213	248
RITA1	360	325	314	400
RLF	2219	1963	1631	2114
RLIM	2467	2238	1665	2061
RMC1	573	497	466	540
RMDN1	648	546	472	572
RMDN2	48	48	39	44
RMDN3	533	497	317	435
RMI1	610	471	257	360
RMI2	35	42	24	22
RMND1	736	594	510	638
RMND5A	1256	1224	952	1178
RMND5B	489	475	309	423
RNASE4	11	16	14	27
RNASEH1	531	574	381	472
RNASEH2A	1550	1523	1113	1427
RNASEH2B	1054	905	856	997
RNASEH2C	584	591	367	444
RNASEK	205	198	153	254
RNASEK-C17orf49	24	32	40	60
RNASEL	158	151	99	134
RNASET2	258	224	160	235
RND1	24	25	17	27
RND2	50	62	43	61
RND3	358	361	300	363
RNF10	2132	1861	1314	1788
RNF103	508	507	325	473
RNF11	261	244	226	307
RNF111	440	402	256	318
RNF113A	459	415	340	397
RNF114	514	489	407	523
RNF115	460	381	404	515
RNF121	257	215	177	263
RNF123	1400	1190	859	1051
RNF125	49	41	41	42
RNF126	479	438	387	501
RNF128	194	153	157	218
RNF13	461	443	409	501
RNF130	1098	980	795	1011
RNF135	153	95	90	106
RNF138	665	607	502	632
RNF139	883	822	808	959
RNF14	996	939	800	925
RNF141	332	316	242	271
RNF144A	73	71	50	56
RNF144B	26	13	11	29
RNF145	749	649	492	644
RNF146	434	442	309	469
RNF149	392	370	268	306
RNF150	158	160	86	117
RNF157	240	199	151	171
RNF166	91	85	104	150
RNF167	700	652	519	658
RNF168	773	737	600	753
RNF169	818	583	565	718
RNF170	134	137	101	122
RNF180	34	32	25	37
RNF181	492	447	360	471
RNF182	38	43	40	57
RNF185	137	136	87	126
RNF187	666	622	403	553
RNF19A	627	587	490	619
RNF19B	485	415	360	467
RNF2	806	730	629	783
RNF20	1634	1584	1414	1678
RNF207	51	34	25	29
RNF214	415	373	291	415
RNF215	156	125	97	127
RNF216	1455	1267	1006	1275
RNF217	254	242	138	204
RNF219	1147	1121	851	1065
RNF220	858	833	638	752
RNF24	30	26	16	27
RNF25	477	432	454	447
RNF26	371	324	223	263
RNF32	117	108	68	86
RNF34	684	689	546	631
RNF38	246	194	186	175
RNF40	4976	4811	3666	4766
RNF41	493	431	409	516
RNF44	66	34	23	50
RNF5	167	187	126	162
RNF6	874	856	722	999
RNF7	336	288	235	351
RNF8	1080	1077	746	950
RNFT1	388	379	296	374
RNFT2	135	119	84	113
RNGTT	989	1013	693	865
RNH1	1137	962	867	945
RNMT	738	732	381	585
RNPC3	455	410	249	365
RNPEP	1764	1599	1053	1374
RNPEPL1	173	129	110	107
RNPS1	1035	966	696	949
RO60	1960	1857	1394	1748
ROBO1	4722	3845	3221	4129
ROBO2	306	281	188	251
ROBO3	68	67	54	87
ROCK1	2229	2180	1550	1956
ROCK2	2715	2576	1781	2242
ROGDI	80	58	74	74
ROMO1	903	890	480	690
ROR1	130	101	103	109
ROR2	45	42	29	49
RORA	116	105	84	106
RORB	14	13	12	16
RP2	262	251	199	257
RP9	105	95	89	105
RPA1	2383	2329	1488	2025
RPA2	1851	1760	1641	2096
RPA3	1022	923	719	952
RPA4	15	25	17	16
RPAIN	598	629	434	581
RPAP1	739	569	327	498
RPAP2	1413	1306	924	1107
RPAP3	1643	1635	1188	1566
RPE	740	692	473	602
RPF1	1547	1536	1320	1684
RPF2	2015	2139	1404	1781
RPGR	463	405	269	364
RPGRIP1	18	11	19	17
RPGRIP1L	762	717	543	769
RPIA	380	354	228	244
RPL10	4520	3721	4117	5453
RPL10A	5699	4719	4655	5909
RPL11	17761	15940	14405	19792
RPL12	6213	5032	6461	7926
RPL13	9227	8761	6575	8644
RPL13A	6396	6483	3801	5129
RPL14	6306	5563	5372	6366
RPL15	4419	3707	3060	3880
RPL17-C18orf32	17	18	19	26
RPL18	14768	13953	10679	13425
RPL18A	261	197	257	328
RPL19	10978	9590	8954	11321
RPL21	108	93	96	89
RPL22	415	483	88	137
RPL22L1	1407	1292	1137	1504
RPL23	8977	8025	6810	8954
RPL23A	1415	1107	1529	1966
RPL24	8602	8592	6445	8476
RPL26	9828	9061	6876	9220
RPL26L1	386	291	313	395
RPL27	10738	8426	9707	12617
RPL27A	6507	5747	5618	7552
RPL28	1487	1353	1081	1507
RPL29	3833	2884	3839	4599
RPL3	13301	12806	11163	13394
RPL30	10631	9634	9445	12007
RPL31	8533	7409	6214	8918
RPL32	14096	10990	13473	17202
RPL34	3709	3256	2783	3905
RPL35	10746	10431	8354	10948
RPL35A	7752	7065	5703	7281
RPL36	7828	6761	6075	8207
RPL36A	72	75	47	74
RPL36A-HNRNPH2	157	177	77	129
RPL36AL	1380	1211	1016	1314
RPL37	9665	8321	7497	9748
RPL37A	16794	16265	11351	15188
RPL38	9476	9020	7389	10557
RPL39	19	20	13	14
RPL39L	72	53	72	73
RPL4	23758	21511	18664	22811
RPL41	148	172	59	84
RPL5	22149	20221	15745	20545
RPL6	3938	3466	3642	4595
RPL7	72	45	43	56
RPL7A	6155	6394	5748	6917
RPL7L1	1201	1110	870	1042
