	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
PPAN	169	220	93	65
PPARA	34	21	5	3
PPARD	58	83	60	37
PPARG	237	257	105	72
PPARGC1B	192	275	120	94
PPAT	1080	1291	607	421
PPCDC	212	263	127	75
PPCS	368	426	208	112
PPDPF	744	934	310	190
PPFIA1	770	866	318	215
PPFIA2	42	48	23	11
PPFIA3	83	97	58	33
PPFIA4	5	4	1	3
PPFIBP1	502	572	226	164
PPFIBP2	17	21	8	5
PPHLN1	1650	1744	885	665
PPIA	1414	2273	841	480
PPIB	4234	5974	2284	1254
PPIC	785	1115	446	263
PPID	1191	1319	474	318
PPIE	1363	1490	660	448
PPIF	2933	3941	1513	1028
PPIG	1040	1310	677	537
PPIH	805	1052	528	292
PPIL1	1164	1369	655	496
PPIL2	737	889	385	247
PPIL3	205	245	116	71
PPIL4	1448	1803	755	574
PPIL6	25	37	13	9
PPIP5K1	48	41	21	17
PPIP5K2	703	789	349	262
PPL	11	13	6	5
PPM1A	392	443	168	117
PPM1B	67	80	32	38
PPM1D	619	840	392	246
PPM1E	533	631	286	205
PPM1F	759	931	431	277
PPM1G	3073	3791	1477	981
PPM1H	147	193	92	50
PPM1K	193	297	126	73
PPM1L	261	289	133	79
PPM1M	16	18	10	2
PPM1N	8	13	7	1
PPME1	987	1275	525	322
PPOX	203	231	96	60
PPP1CA	2506	3408	1297	858
PPP1CB	2158	2713	1095	776
PPP1CC	4456	5204	1943	1368
PPP1R10	1258	1850	1005	618
PPP1R11	180	234	139	78
PPP1R12A	2130	2285	1101	768
PPP1R12B	53	41	22	15
PPP1R12C	125	130	53	40
PPP1R13B	343	427	221	143
PPP1R13L	65	64	50	23
PPP1R14A	112	119	61	29
PPP1R14B	51	101	41	26
PPP1R14C	229	334	114	73
PPP1R15A	74	86	83	71
PPP1R15B	657	808	567	326
PPP1R16A	58	55	27	11
PPP1R18	67	138	46	21
PPP1R2	265	365	150	84
PPP1R21	174	175	74	63
PPP1R26	123	193	74	38
PPP1R35	317	582	210	125
PPP1R37	100	140	67	35
PPP1R3B	86	106	61	45
PPP1R3F	51	70	27	12
PPP1R7	1615	1811	755	571
PPP1R8	932	1005	529	333
PPP1R9A	192	224	115	78
PPP1R9B	337	478	170	104
PPP2CA	5861	6237	2972	1907
PPP2CB	902	1034	471	325
PPP2R1A	5708	7315	2907	1861
PPP2R1B	1231	1417	625	420
PPP2R2A	2558	2917	1465	1000
PPP2R2C	39	51	15	18
PPP2R2D	254	275	118	76
PPP2R3A	205	197	90	64
PPP2R3B	195	275	83	64
PPP2R3C	286	314	132	72
PPP2R5A	226	236	100	55
PPP2R5B	37	40	20	13
PPP2R5C	1046	1027	517	382
PPP2R5D	1318	1642	668	438
PPP2R5E	561	608	277	184
PPP3CA	837	941	358	224
PPP3CB	854	1097	310	218
PPP3CC	202	202	90	59
PPP3R1	105	181	114	66
PPP4C	2243	2518	1184	665
PPP4R1	779	958	388	257
PPP4R2	456	524	236	141
PPP4R3A	1526	1752	681	413
PPP4R3B	459	531	190	131
PPP4R4	114	99	45	44
PPP5C	2164	2552	1115	666
PPP6C	1635	1810	825	485
PPP6R1	1055	1425	676	400
PPP6R2	273	344	128	81
PPP6R3	1667	1986	815	550
PPRC1	1077	1426	802	486
PPT1	1793	2360	1034	616
PPT2	84	84	47	28
PPTC7	342	308	130	76
PPWD1	680	788	434	292
PQBP1	1153	1600	649	458
PQLC1	85	100	56	17
PQLC2	235	340	142	69
PQLC3	49	46	19	14
PRADC1	36	38	28	12
PRAF2	296	331	165	82
PRAG1	95	97	41	19
PRAME	395	508	232	141
PRC1	2632	3147	1484	949
PRCC	1087	1559	685	446
PRCP	1076	1216	577	303
PRDM10	201	212	130	58
PRDM11	23	53	17	14
PRDM13	176	195	86	64
PRDM15	164	206	112	76
PRDM16	139	159	94	59
PRDM2	496	654	391	242
PRDM4	360	401	177	97
PRDM5	59	70	35	12
PRDM6	147	199	92	70
PRDX1	14425	20719	9836	6108
PRDX2	5997	7799	3349	2020
PRDX3	6837	7282	3354	1955
PRDX4	3693	4194	1714	1006
PRDX5	1012	1225	549	330
PRDX6	3384	4594	1892	1137
PREB	525	681	269	164
PRELID1	452	536	211	119
PRELID2	93	101	41	44
PRELID3A	27	31	33	16
PRELID3B	1644	1948	722	530
PREP	1763	1964	918	550
PREPL	1473	1588	780	538
PREX1	121	127	42	21
PREX2	127	102	36	34
PRG4	0	0	2	0
PRICKLE1	305	363	170	102
PRICKLE2	87	79	42	20
PRICKLE3	143	165	51	42
PRIM1	1164	1125	540	366
PRIM2	726	686	326	297
PRIMPOL	229	222	93	45
PRKAA1	1081	1339	694	408
PRKAA2	656	796	284	203
PRKAB1	495	569	283	189
PRKAB2	138	166	84	46
PRKACA	1502	1843	632	463
PRKACB	267	291	141	105
PRKAG1	1139	1490	590	407
PRKAG2	115	157	55	42
PRKAR1A	3512	4374	2030	1270
PRKAR1B	486	653	224	153
PRKAR2A	734	856	384	238
PRKAR2B	768	777	296	214
PRKCA	621	647	280	191
PRKCB	163	155	51	26
PRKCD	520	578	199	160
PRKCE	56	79	35	13
PRKCH	207	240	73	59
PRKCI	508	584	241	154
PRKCQ	181	188	117	66
PRKCSH	6816	9257	3052	1784
PRKCZ	262	315	120	79
PRKD1	284	334	171	109
PRKD2	336	398	184	126
PRKD3	523	576	263	171
PRKDC	23998	26968	13518	9062
PRKG1	292	347	148	99
PRKN	2	6	0	2
PRKRA	552	589	247	169
PRKRIP1	270	341	180	101
PRKX	1	1	0	0
PRMT1	3669	4854	2043	1266
PRMT2	251	328	120	61
PRMT3	761	775	361	254
PRMT5	2890	3774	1649	1074
PRMT6	288	421	215	116
PRMT7	566	753	362	226
PRMT9	379	412	202	137
PRNP	683	953	430	306
PROB1	9	12	6	6
PROCR	413	460	205	124
PROS1	185	164	74	42
PROSER1	804	894	334	196
PROSER2	215	310	112	57
PROSER3	370	516	245	151
PROX1	43	90	25	16
PROX2	1	1	0	0
PRPF18	375	375	173	132
PRPF19	4359	5231	2454	1565
PRPF3	822	1157	501	356
PRPF31	1035	1361	579	358
PRPF38A	1033	1314	570	349
PRPF38B	1039	1341	613	407
PRPF39	458	507	234	135
PRPF4	936	1109	528	333
PRPF40A	3945	4284	2135	1527
PRPF40B	80	64	40	22
PRPF4B	1716	1989	1044	755
PRPF6	2451	3274	1507	984
PRPF8	20732	25672	12155	7780
PRPS1	2258	2530	1135	810
PRPS2	1008	1121	399	272
PRPSAP1	411	531	251	146
PRPSAP2	719	896	379	229
PRR11	596	709	283	204
PRR12	398	515	224	124
PRR13	157	175	72	38
PRR14	163	216	84	57
PRR14L	1626	1860	849	613
PRR22	8	12	7	6
PRR3	367	448	191	137
PRR4	0	0	0	3
PRR5	74	81	46	26
PRR7	118	152	65	42
PRRC1	1308	1440	739	462
PRRC2A	4353	5840	2986	1891
PRRC2B	2574	3422	1888	1018
PRRC2C	8178	9235	4277	2913
PRRG1	29	43	11	12
PRRG4	62	85	39	19
PRRT3	54	72	37	19
PRRT4	99	126	39	19
PRSS12	112	169	74	48
PRSS16	32	55	41	17
PRSS23	312	449	154	78
PRSS27	2	2	0	0
PRSS35	52	57	26	11
PRSS48	1	2	1	0
PRSS53	4	1	1	1
PRSS54	0	0	0	0
PRTFDC1	5	3	0	0
PRTG	99	135	62	32
PRUNE1	322	356	169	80
PRUNE2	138	121	94	63
PRX	19	18	10	5
PRXL2A	269	309	140	74
PRXL2B	190	287	158	74
PRXL2C	217	213	78	58
PSAP	8369	10083	4031	2196
PSAT1	1644	1640	832	552
PSD3	220	202	105	72
PSD4	7	9	6	6
PSEN1	400	537	246	140
PSEN2	218	309	115	63
PSENEN	724	948	360	249
PSIP1	2381	2704	1193	915
PSKH1	35	38	13	19
PSMA1	1816	2567	1190	665
PSMA3	4582	5349	2266	1530
PSMA4	5910	6607	2879	2101
PSMA5	3474	4282	1938	1265
PSMA6	1832	2057	774	631
PSMA7	4542	5628	2329	1490
PSMB1	8025	9574	4598	2721
PSMB10	102	113	83	41
PSMB2	6254	6958	3189	2019
PSMB3	2705	3464	1656	968
PSMB4	6326	8124	3361	1997
PSMB5	3518	4364	1879	1168
PSMB6	3963	4761	2169	1373
PSMB7	4194	4760	2308	1377
PSMC1	2	5	2	2
PSMC2	4037	4684	2183	1415
PSMC3	2605	3797	1531	1006
PSMC3IP	103	175	76	35
PSMC4	5906	7570	3237	1910
PSMC5	3799	4852	1963	1326
PSMC6	907	1033	459	325
PSMD1	6524	8279	3935	2607
PSMD10	987	1311	549	370
PSMD11	3380	4169	1636	1174
PSMD12	4193	5053	2407	1594
PSMD13	2132	2556	1023	653
PSMD14	2908	3396	1548	1076
PSMD2	3512	4261	1818	1112
PSMD3	2847	3764	1666	1087
PSMD4	2161	2921	1240	731
PSMD6	3424	3843	1770	1253
PSMD7	1762	2155	999	676
PSMD8	7937	9831	4332	2545
PSMD9	447	600	246	146
PSME1	821	1088	406	254
PSME2	293	444	219	137
PSME3	1964	2408	1028	709
PSME4	1720	1850	959	605
PSMF1	2385	2914	1315	863
PSMG1	1978	2037	954	605
PSMG2	1049	1100	426	361
PSMG3	165	272	149	88
PSMG4	355	355	140	89
PSPC1	1022	1253	621	410
PSPH	232	249	121	80
PSRC1	316	458	180	116
PSTK	139	160	77	54
PSTPIP2	356	450	194	113
PTAR1	243	325	114	82
PTBP1	7806	9863	4511	2789
PTBP2	885	799	421	293
PTBP3	1067	1051	469	304
PTCD2	163	169	86	48
PTCD3	1481	1634	795	544
PTCH1	174	199	132	81
PTDSS1	1132	1509	520	319
PTDSS2	440	563	200	115
PTEN	90	92	47	39
PTER	540	510	316	201
PTGES2	414	589	266	155
PTGES3	1869	2457	1357	664
PTGFR	10	7	5	0
PTGFRN	968	1326	642	394
PTGR2	64	61	24	14
PTGS2	16	11	9	3
PTK2	717	759	277	182
PTK2B	28	16	20	13
PTK7	915	1140	439	241
PTMA	1007	1681	374	284
PTMS	288	700	192	102
PTOV1	1900	2321	887	552
PTP4A1	202	243	363	272
PTP4A2	213	253	96	73
PTP4A3	7	7	1	3
PTPA	1408	1570	784	470
PTPDC1	72	60	28	23
PTPMT1	344	397	205	105
PTPN1	1146	1436	750	422
PTPN11	648	830	274	164
PTPN12	363	396	160	99
PTPN13	1492	1736	872	576
PTPN14	678	745	297	193
PTPN18	76	82	46	22
PTPN2	200	228	114	59
PTPN23	513	755	387	228
PTPN3	317	308	123	105
PTPN4	72	66	25	24
PTPN9	465	614	191	128
PTPRA	414	476	152	90
PTPRB	43	47	20	15
PTPRD	239	256	129	75
PTPRF	1461	1655	673	344
PTPRG	957	1148	584	354
PTPRJ	157	190	83	42
PTPRK	812	934	399	245
PTPRM	127	139	67	37
PTPRS	669	846	376	212
PTPRU	290	284	137	79
PTPRZ1	32	54	20	4
PTRH1	72	85	43	18
PTRH2	552	717	358	248
PTRHD1	348	498	219	134
PTS	586	647	268	174
PTTG1	2434	2543	1214	713
PTTG1IP	597	929	425	243
PUDP	14	11	9	4
PUF60	2813	3499	1694	999
PUM1	2465	2924	1762	1064
PUM2	973	1083	508	335
PUM3	1194	1379	617	424
PURA	431	566	208	146
PURB	369	577	221	145
PURG	33	52	20	11
PUS1	589	868	363	242
PUS10	64	57	30	15
PUS3	232	297	168	102
PUS7	1443	1508	773	527
PUS7L	717	862	442	273
PUSL1	550	741	373	204
PVR	406	519	214	97
PWP1	2474	2696	1241	884
PWP2	157	198	83	71
PWWP2A	297	388	177	107
PWWP2B	33	47	18	16
PWWP3A	216	209	125	71
PWWP3B	4	1	0	0
PXDC1	97	114	40	24
PXDN	622	660	258	131
PXK	296	357	166	113
PXMP2	252	346	99	64
PXMP4	93	114	62	35
PXN	482	541	221	132
PXYLP1	71	87	43	31
PYCR1	301	381	171	107
PYCR2	599	808	346	207
PYCR3	279	307	158	69
PYGB	788	1048	435	276
PYGL	3129	3475	1597	1009
PYGO1	177	174	107	66
PYGO2	259	322	150	88
PYM1	268	362	158	115
PYROXD1	204	164	101	63
PYURF	425	598	294	191
PZP	0	0	0	0
QARS	2393	3096	1133	724
QDPR	335	437	156	105
QKI	1526	1995	766	507
QPCT	781	851	318	204
QPCTL	186	207	88	40
QPRT	288	289	78	71
QRFPR	84	94	38	26
QRICH1	1778	2020	1029	681
QRICH2	6	13	11	7
QRSL1	537	568	218	147
QSER1	1019	1201	615	440
QSOX1	706	842	353	197
QSOX2	674	836	332	203
QTRT1	503	755	258	199
QTRT2	539	689	388	228
R3HCC1	286	413	191	138
R3HCC1L	336	415	181	117
R3HDM1	239	222	85	60
R3HDM2	202	206	89	48
R3HDM4	141	215	86	67
RAB10	946	1346	509	360
RAB11A	2424	3051	1269	810
RAB11B	1007	1161	459	273
RAB11FIP1	885	1058	395	248
RAB11FIP2	242	269	105	60
RAB11FIP3	99	137	73	47
RAB11FIP4	99	115	38	31
RAB11FIP5	170	232	65	38
RAB12	365	412	163	116
RAB14	1008	1235	559	424
RAB15	28	33	6	3
RAB18	1145	1480	553	407
RAB1A	1457	1686	810	551
RAB1B	940	1109	415	307
RAB20	37	45	25	14
RAB21	1317	1471	658	436
RAB22A	177	220	71	35
RAB23	290	369	150	95
RAB24	305	379	177	105
RAB26	27	14	4	2
RAB27A	117	160	60	49
RAB28	139	152	77	30
RAB29	197	191	106	47
RAB2A	1319	1338	663	491
RAB2B	192	207	100	70
RAB30	29	48	15	16
RAB31	241	301	135	89
RAB32	164	155	72	45
RAB33B	119	127	52	43
RAB34	477	538	264	160
RAB35	795	893	399	262
RAB36	207	238	126	86
RAB38	231	275	123	79
RAB39A	130	145	61	42
RAB39B	53	59	30	20
RAB3A	105	101	35	23
RAB3B	222	243	103	60
RAB3C	3	2	1	4
RAB3D	206	205	81	56
RAB3GAP1	1180	1394	614	462
RAB3GAP2	1100	1282	609	412
RAB3IP	342	358	156	123
RAB40B	45	68	34	10
RAB40C	95	111	72	44
RAB4A	416	498	157	135
RAB5A	530	617	299	187
RAB5B	827	900	382	236
RAB5C	951	1161	539	310
RAB5IF	183	325	182	114
RAB6A	620	590	257	190
RAB6B	176	213	88	53
RAB7A	3018	3571	1583	1075
RAB8A	1205	1378	609	434
RAB8B	218	268	100	89
RAB9A	469	468	212	139
RAB9B	41	49	15	10
RABAC1	1180	1737	604	386
RABEP1	1089	1120	519	399
RABEP2	99	177	80	46
RABEPK	355	426	209	127
RABGAP1	881	1045	404	285
RABGAP1L	264	306	125	106
RABGEF1	233	283	129	97
RABGGTA	376	546	230	113
RABGGTB	1308	1566	626	412
RABIF	204	248	141	93
RABL2B	14	46	11	10
RABL3	278	329	149	104
RABL6	1049	1203	389	240
RAC1	388	585	162	119
RAC3	873	1125	463	284
RACGAP1	2541	3355	1628	1013
RACK1	35473	45873	14588	9469
RAD1	483	495	294	181
RAD17	177	178	62	38
RAD18	1170	1272	621	440
RAD21	3006	3591	1780	1148
RAD23A	2182	2784	899	604
RAD23B	2883	3209	1037	807
RAD50	237	264	123	127
RAD51	432	499	229	136
RAD51AP1	1086	1160	516	314
RAD51B	97	84	41	29
RAD51C	1503	1656	769	519
RAD51D	61	90	35	23
RAD52	82	83	65	31
RAD54B	243	267	123	93
RAD54L	433	521	308	170
RAD54L2	391	495	159	135
RAD9A	85	105	40	28
RAD9B	15	16	7	13
RADIL	93	116	54	23
RADX	1451	1744	863	585
RAE1	2907	3558	1789	1165
RAF1	798	979	358	258
RAI1	441	513	209	111
RAI14	1892	2059	730	463
RALA	376	541	190	128
RALB	218	313	107	71
RALBP1	278	315	110	95
RALGAPA1	150	161	83	65
RALGAPA2	306	377	165	76
RALGAPB	1034	1144	530	363
RALGPS1	35	39	11	9
RALGPS2	285	325	122	90
RALY	1118	1318	596	342
RAMAC	3	5	4	0
RAMACL	5	4	1	0
RAMP1	283	290	114	82
RAN	5241	7293	2725	1924
RANBP1	2537	3050	1432	789
RANBP10	224	281	150	85
RANBP17	242	309	134	95
RANBP2	2819	3538	1770	1168
RANBP3	1453	1800	807	487
RANBP6	634	702	364	288
RANBP9	1438	1536	610	387
RANGAP1	4449	6241	2673	1786
RANGRF	223	276	120	73
RAP1A	900	888	346	241
RAP1B	237	220	108	86
RAP1GAP	114	139	55	31
RAP1GAP2	282	372	156	91
RAP1GDS1	640	697	255	167
RAP2A	69	83	28	16
RAP2B	139	188	83	52
RAP2C	431	465	212	153
RAPGEF1	401	455	153	97
RAPGEF2	433	469	225	138
RAPGEF4	197	207	83	51
RAPGEF5	153	180	79	46
RAPGEF6	23	30	19	15
RAPGEFL1	5	9	5	0
RAPH1	397	437	222	174
RARA	123	144	64	38
RARB	128	141	72	41
RARG	53	62	24	18
RARRES1	0	0	0	0
RARS	4916	5640	2707	1928
RARS2	542	576	265	211
RASA1	598	622	314	236
RASA2	164	137	59	48
RASA3	107	112	37	32
RASAL2	274	292	161	117
RASEF	419	487	213	146
RASGEF1A	14	13	8	3
RASGEF1B	155	175	147	73
RASGEF1C	15	9	6	5
RASGRF2	145	159	48	24
RASGRP1	67	72	29	29
RASIP1	14	13	8	3
RASL11A	276	394	190	101
RASL11B	114	111	65	31
RASSF1	130	174	97	44
RASSF2	113	110	63	37
RASSF3	343	391	201	113
RASSF5	90	96	39	18
RASSF7	92	145	55	42
RASSF8	204	270	81	49
RAVER1	1769	2343	1152	634
RAVER2	606	649	246	151
RB1	2890	3130	1395	964
RB1CC1	717	704	253	190
RBAK	219	272	131	103
RBBP4	2540	3058	1359	813
RBBP5	730	819	418	266
RBBP6	1098	1268	668	452
RBBP7	10101	11405	4907	3208
RBBP8	539	599	189	135
RBBP9	569	623	296	186
RBCK1	131	177	87	40
RBFA	248	280	111	74
RBFOX2	781	996	479	277
RBKS	17	11	6	7
RBL1	966	997	489	346
RBL2	551	550	237	176
RBM10	1527	1927	839	561
RBM11	87	100	50	50
RBM12	2378	3099	1870	1292
RBM12B	584	757	377	267
RBM14	1627	2435	1029	646
RBM15	838	1065	546	321
RBM15B	294	351	177	117
RBM17	909	1140	458	311
RBM18	239	304	120	70
RBM19	717	940	318	212
RBM20	289	346	185	117
RBM22	1138	1562	841	507
RBM23	1079	1461	716	440
RBM25	2120	2856	1325	980
RBM26	1087	1359	630	436
RBM27	138	166	49	46
RBM28	1582	2238	965	634
RBM3	4588	5894	2669	1896
RBM33	577	668	300	188
RBM34	979	1096	527	368
RBM38	297	451	146	100
RBM39	2571	3447	1675	1113
RBM4	346	418	174	130
RBM41	355	404	174	116
RBM42	5212	6912	3289	1959
RBM43	49	47	37	30
RBM44	0	1	0	1
RBM45	361	392	165	113
RBM47	238	279	115	84
RBM48	169	178	109	70
RBM4B	144	191	73	53
RBM5	946	1180	610	451
RBM6	477	486	286	218
RBM7	110	101	71	34
RBM8A	607	811	354	239
RBMS1	320	414	193	95
RBMS2	52	43	23	10
RBMX	723	1049	453	286
RBMX2	228	293	141	108
RBMXL1	150	219	77	88
RBP1	37	44	15	5
RBPJ	822	914	494	304
RBPMS	223	238	95	45
RBSN	207	260	137	84
RBX1	1939	2524	1059	651
RC3H1	300	277	161	104
RC3H2	351	425	136	97
RCAN1	109	137	56	37
RCAN3	279	338	119	73
RCBTB1	266	272	114	64
RCBTB2	100	118	51	22
RCC1	1418	2230	881	503
RCC1L	640	813	286	202
RCC2	3089	4451	2117	1371
RCCD1	121	184	86	60
RCE1	158	250	89	43
RCHY1	474	494	251	143
RCL1	587	669	281	209
RCN1	45	74	29	15
RCN2	1656	1819	736	390
RCOR1	590	709	295	255
RCOR2	53	59	35	13
RCOR3	182	266	119	75
RDH10	224	326	92	74
RDH11	658	852	321	208
RDH13	183	207	100	89
RDH14	230	278	164	95
RDH5	3	3	1	1
RDM1	146	101	56	25
RDX	1830	2054	1046	712
REC114	0	0	0	0
REC8	1	0	2	1
RECK	72	83	32	12
RECQL	2110	2500	1228	852
RECQL4	457	474	277	130
RECQL5	293	381	193	121
REEP1	111	88	42	25
REEP2	748	797	275	196
REEP3	500	576	209	158
REEP4	470	707	298	182
REEP5	2385	2942	1248	847
REEP6	23	35	20	6
REL	162	195	82	58
RELA	719	908	375	223
RELCH	581	673	389	234
RELL1	223	285	126	82
RELL2	8	5	5	0
RELT	89	164	67	33
RENBP	23	34	18	8
REPIN1	404	539	261	144
REPS1	1413	1479	624	415
REPS2	84	52	24	19
RER1	1334	1539	592	404
RERE	1210	1572	693	418
RESF1	294	322	170	127
REST	981	1222	532	378
RET	10	13	4	7
RETREG1	189	205	100	58
RETREG2	225	332	118	68
RETREG3	418	479	257	145
RETSAT	329	383	175	81
REV1	231	280	111	86
REV3L	402	472	257	184
REX1BD	288	380	240	109
REXO1	169	248	87	46
REXO2	901	1077	451	328
REXO4	623	848	390	247
REXO5	298	323	171	120
RFC1	1466	1526	601	414
RFC2	1548	1679	757	461
RFC3	4086	5049	2290	1458
RFC4	1305	1529	559	446
RFC5	1974	2190	899	578
RFESD	50	48	31	17
RFFL	57	60	33	25
RFK	283	364	184	105
RFLNB	187	229	73	47
RFNG	183	223	115	59
RFT1	403	531	230	127
RFTN1	301	369	149	93
RFTN2	7	2	1	2
RFWD3	1390	1743	917	511
RFX1	403	536	207	152
RFX2	24	37	15	4
RFX3	89	95	47	36
RFX5	362	443	244	155
RFX7	312	353	150	125
RFXANK	254	291	137	68
RFXAP	440	438	175	113
RGL1	56	50	20	11
RGL2	93	118	52	28
RGL4	2	0	0	0
RGMA	39	36	20	10
RGMB	78	112	52	36
RGP1	245	301	113	81
RGPD8	4	9	3	0
RGS10	545	591	219	131
RGS12	142	107	57	41
RGS14	38	56	32	16
RGS16	187	219	114	70
RGS17	4	9	0	0
RGS19	143	225	102	60
RGS2	99	95	67	48
RGS5	5	12	7	2
RGS7	48	57	22	20
RHBDD1	130	172	86	63
RHBDD2	436	592	274	138
RHBDD3	156	209	92	45
RHBDF1	89	79	38	20
RHBDF2	130	181	65	35
RHBDL1	0	3	2	2
RHBDL3	9	13	6	7
RHEB	378	428	225	166
RHNO1	230	257	124	88
RHOA	4290	6011	2709	1705
RHOB	269	309	163	80
RHOBTB1	149	185	54	32
RHOBTB2	61	85	38	29
RHOBTB3	1280	1294	444	331
RHOC	557	719	243	175
RHOF	14	23	6	3
RHOG	323	370	181	107
RHOQ	18	20	10	6
RHOT1	433	463	175	100
RHOT2	661	941	400	272
RHOU	111	147	65	37
RHOV	82	94	55	26
RHPN1	52	75	28	14
RHPN2	801	995	446	281
RIBC1	8	31	10	4
RIBC2	34	41	35	20
RIC1	327	354	132	104
RIC8A	466	624	247	168
RIC8B	234	266	537	309
RICTOR	721	808	403	283
RIDA	310	330	154	88
RIF1	3424	3792	1845	1360
RILP	32	40	21	21
RILPL1	199	213	55	56
RILPL2	87	167	63	33
RIMKLA	71	102	38	18
RIMKLB	135	195	82	57
RIMS1	9	1	1	0
RIMS2	52	57	24	21
RIMS3	22	24	2	3
RIMS4	186	233	81	52
RIN2	5	4	0	0
RIN3	72	89	40	26
RING1	434	645	217	135
RINT1	1619	1734	786	512
RIOK1	1306	1431	596	434
RIOK2	1034	1201	618	433
RIOK3	480	630	314	182
RIOX2	611	727	267	192
RIPK1	235	297	165	105
RIPK2	249	252	92	49
RIPK4	215	278	128	75
RIPOR1	561	591	215	138
RIT1	149	206	154	84
RITA1	116	109	56	34
RLF	726	882	475	344
RLIM	1597	1856	852	587
RMC1	527	586	289	185
RMDN1	656	699	266	171
RMDN2	20	20	6	10
RMDN3	444	639	280	152
RMI1	257	273	135	89
RMI2	92	140	62	27
RMND1	438	395	179	115
RMND5A	838	924	332	220
RMND5B	317	422	187	108
RNASE4	33	49	13	7
RNASEH1	133	206	92	51
RNASEH2A	2400	3042	1306	829
RNASEH2B	885	1061	361	241
RNASEH2C	431	723	294	150
RNASEK	1917	2271	1283	839
RNASEK-C17orf49	313	478	166	83
RNASEL	122	129	46	31
RNASET2	165	224	90	51
RND1	68	102	51	37
RND2	357	403	213	128
RND3	374	434	232	165
RNF10	630	653	265	190
RNF103	232	266	126	66
RNF11	122	150	52	32
RNF111	351	490	245	143
RNF113A	212	317	180	96
RNF114	890	1144	484	310
RNF115	395	500	204	112
RNF121	224	323	119	80
RNF123	367	459	212	111
RNF125	88	82	34	20
RNF126	666	841	373	222
RNF128	249	301	135	64
RNF13	178	192	73	43
RNF130	240	284	102	58
RNF135	51	57	23	21
RNF138	498	491	206	162
RNF139	325	411	166	117
RNF14	548	720	275	164
RNF141	143	179	74	43
RNF144A	46	45	23	9
RNF144B	31	57	21	12
RNF145	457	556	237	166
RNF146	181	218	94	50
RNF149	352	450	195	119
RNF150	73	122	42	32
RNF157	57	47	19	19
RNF166	130	159	86	39
RNF167	732	1010	456	274
RNF168	270	337	150	102
RNF169	263	323	155	104
RNF170	112	141	77	37
RNF180	23	28	22	15
RNF181	589	763	357	220
RNF182	53	65	35	18
RNF185	126	157	93	36
RNF187	914	1550	523	351
RNF19A	218	310	130	68
RNF19B	320	464	174	91
RNF2	512	609	265	181
RNF20	763	1064	450	344
RNF207	4	6	6	0
RNF214	479	535	207	133
RNF215	109	113	37	25
RNF216	496	570	205	122
RNF217	59	110	52	20
RNF219	496	578	296	204
RNF220	540	676	213	173
RNF24	81	83	55	35
RNF25	600	722	365	252
RNF26	166	305	111	58
RNF32	12	15	6	8
RNF34	508	610	280	167
RNF38	309	314	121	85
RNF40	2052	2853	1213	739
RNF41	278	377	142	93
RNF44	241	321	162	67
RNF5	227	272	135	94
RNF6	724	742	299	180
RNF7	169	224	127	60
RNF8	624	714	323	195
RNFT1	219	267	166	97
RNFT2	197	211	104	56
RNGTT	905	1018	577	366
RNH1	1784	2407	872	530
RNMT	644	815	386	278
RNPC3	105	120	62	34
RNPEP	1322	1620	699	407
RNPEPL1	82	98	58	31
RNPS1	1193	1355	582	358
RO60	1659	1647	846	587
ROBO1	1160	1360	677	366
ROBO2	150	178	78	43
ROBO3	56	57	34	19
ROCK1	861	1014	445	308
ROCK2	1072	1111	408	314
ROGDI	55	74	30	24
ROMO1	1081	1439	773	391
ROR1	198	204	132	63
ROR2	206	237	109	58
RORA	60	79	31	29
RORB	0	0	0	0
RP2	573	724	308	208
RP9	99	150	68	32
RPA1	4075	4856	2102	1333
RPA2	1958	2549	1219	722
RPA3	826	1147	567	350
RPA4	0	1	0	0
RPAIN	712	865	383	264
RPAP1	770	906	401	245
RPAP2	719	790	358	261
RPAP3	2054	2214	1031	737
RPE	434	467	281	146
RPF1	1965	2253	949	704
RPF2	1374	1413	525	446
RPGR	159	152	51	35
RPGRIP1	1	4	1	0
RPGRIP1L	428	512	268	190
RPIA	360	437	183	119
RPL10	864	1110	345	201
RPL10A	2508	3182	1317	714
RPL11	10573	12042	3600	2340
RPL12	295	678	120	70
RPL13	3062	3745	1059	799
RPL13A	584	1025	263	155
RPL14	1990	2550	732	468
RPL15	1647	2422	779	366
RPL17-C18orf32	14	13	4	4
RPL18	7567	11210	3870	2304
RPL18A	114	169	64	29
RPL19	3285	4152	1449	1044
RPL21	9	8	13	0
RPL22	493	1041	331	221
RPL22L1	187	281	126	76
RPL23	6696	8949	3586	2128
RPL23A	160	247	83	40
RPL24	1846	2232	854	574
RPL26	994	1309	350	217
RPL26L1	442	418	240	113
RPL27	5599	6359	2383	1448
RPL27A	1310	1688	570	290
RPL28	2938	3713	917	644
RPL29	1787	2146	719	455
RPL3	6324	8606	2449	1681
RPL30	6590	8592	2556	1870
RPL31	1155	1813	522	340
RPL32	4991	6452	1680	1271
RPL34	960	1476	523	301
RPL35	5100	7414	2731	1574
RPL35A	7568	10371	3363	2436
RPL36	8418	11504	3993	2731
RPL36A	99	76	78	33
RPL36A-HNRNPH2	208	154	188	104
RPL36AL	441	902	349	294
RPL37	6474	8377	2962	1689
RPL37A	9548	13674	3318	2579
RPL38	6844	8439	3325	2347
