	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
ATP6V0D1	963	859	1001	767
ATP6V0E1	239	181	218	126
ATP6V0E2	266	255	267	173
ATP6V1A	3466	3197	3508	2506
ATP6V1B1	30	31	34	32
ATP6V1B2	1011	944	938	713
ATP6V1C1	1195	1075	1016	807
ATP6V1C2	27	34	23	28
ATP6V1D	922	925	758	565
ATP6V1E1	1092	970	1078	746
ATP6V1E2	23	27	21	15
ATP6V1F	676	609	738	487
ATP6V1G1	974	951	887	655
ATP6V1H	1130	1079	1006	723
ATP7A	561	534	482	370
ATP7B	779	685	741	654
ATP8A1	557	518	508	364
ATP8A2	42	25	23	19
ATP8B1	157	112	83	132
ATP8B2	2166	1811	2043	1661
ATP9A	619	547	585	553
ATP9B	398	382	305	276
ATPAF1	1163	1181	927	714
ATPAF2	439	355	438	306
ATPSCKMT	267	218	223	174
ATR	3687	3324	3499	2543
ATRAID	759	677	795	520
ATRIP	826	701	825	636
ATRN	1174	1006	878	777
ATRNL1	435	436	356	249
ATRX	5056	4853	4480	3684
ATXN1	184	139	173	154
ATXN10	3000	2572	2210	2234
ATXN1L	323	313	380	331
ATXN2	926	746	659	805
ATXN2L	1459	1068	772	1332
ATXN3	288	267	264	200
ATXN7	40	45	42	30
ATXN7L1	148	97	122	110
ATXN7L2	185	153	188	180
ATXN7L3	502	435	423	360
ATXN7L3B	332	269	311	209
AUH	273	267	256	160
AUNIP	546	431	603	440
AUP1	1658	1417	1827	1264
AURKA	1444	1276	1473	1037
AURKAIP1	1393	1465	1217	876
AURKB	1494	1454	1530	1233
AUTS2	386	314	267	370
AVEN	292	290	277	217
AVIL	98	77	60	85
AVL9	764	678	667	563
AVPI1	40	32	31	28
AXIN1	796	808	720	544
AXIN2	150	143	96	94
AZI2	1000	917	985	716
AZIN1	2608	2370	2417	1905
AZIN2	66	66	52	63
B2M	1209	1169	1066	730
B3GALNT2	1225	1152	1084	894
B3GALT1	40	27	42	26
B3GALT2	121	128	84	94
B3GALT4	26	15	11	11
B3GALT6	105	97	81	57
B3GAT2	78	73	82	61
B3GAT3	302	291	279	201
B3GLCT	415	335	379	282
B3GNT10	194	177	140	113
B3GNT2	230	203	288	171
B3GNT4	32	26	22	21
B3GNT5	114	119	118	100
B3GNTL1	51	31	33	28
B4GALNT1	52	49	56	41
B4GALNT3	412	298	362	313
B4GALNT4	208	195	147	128
B4GALT1	158	135	106	108
B4GALT2	519	438	523	367
B4GALT3	677	619	745	566
B4GALT4	274	253	207	172
B4GALT5	471	399	367	309
B4GALT6	124	100	102	100
B4GALT7	214	179	230	175
B4GAT1	659	604	590	418
B9D1	418	357	385	308
B9D2	24	26	28	19
BABAM1	893	755	896	651
BABAM2	664	615	640	435
BACE1	256	197	240	216
BACE2	215	226	212	128
BACH1	1481	1340	1392	1096
BACH2	83	53	59	43
BAD	192	176	172	120
BAG1	875	935	722	564
BAG2	450	468	342	273
BAG3	266	222	246	210
BAG4	479	411	501	341
BAG5	912	926	761	580
BAG6	2951	2348	2164	2596
BAHCC1	494	345	234	358
BAHD1	255	221	178	177
BAIAP2	234	184	226	222
BAIAP2L1	557	505	469	428
BAIAP3	34	39	31	34
BAK1	140	129	156	124
BAMBI	146	119	216	156
BANF1	248	293	261	190
BANP	250	253	248	191
BAP1	2098	1973	1995	1580
BARD1	1188	1070	1162	880
BARX1	27	28	17	23
BATF3	40	42	21	26
BAX	427	452	459	381
BAZ1A	5236	4903	4812	3713
BAZ1B	6236	5888	5253	4381
BAZ2A	1965	1487	1094	1672
BAZ2B	916	802	792	649
BBC3	40	34	25	31
BBIP1	74	74	61	50
BBOF1	78	53	65	49
BBOX1	22	30	18	24
BBS10	382	295	376	255
BBS12	157	117	126	86
BBS2	853	814	747	588
BBS4	478	393	496	366
BBS5	28	20	14	17
BBS7	1020	948	1046	674
BBS9	417	407	350	294
BBX	2143	1908	1979	1689
BCAM	51	40	39	34
BCAP29	655	655	636	446
BCAP31	2668	2604	2507	1837
BCAR1	438	331	393	358
BCAR3	104	86	88	78
BCAS2	1366	1380	1311	892
BCAS3	792	651	739	621
BCAS4	38	38	53	27
BCAT1	885	845	869	552
BCAT2	552	495	554	364
BCCIP	2207	2361	2066	1405
BCDIN3D	134	124	144	110
BCHE	77	88	79	55
BCKDHB	433	373	388	299
BCKDK	594	445	530	525
BCL10	233	245	216	158
BCL11A	164	154	110	99
BCL2L1	155	139	107	109
BCL2L11	102	87	107	92
BCL2L12	314	345	341	243
BCL2L13	945	814	862	681
BCL2L2	11	17	10	10
BCL6	36	35	42	22
BCL6B	139	101	128	84
BCL7A	210	233	204	157
BCL7B	228	183	253	174
BCL7C	512	512	437	300
BCL9	453	355	319	390
BCL9L	48	32	25	38
BCLAF1	3897	3613	4127	3157
BCLAF3	213	179	187	160
BCO2	28	34	23	40
BCOR	5423	4462	3880	4668
BCORL1	461	322	253	460
BCR	1804	1674	1481	1337
BCS1L	1053	932	948	719
BDH1	110	95	89	67
BDH2	275	278	305	190
BDP1	5527	5342	5024	3959
BECN1	1201	1154	1182	883
BEND3	309	264	187	244
BEND4	157	138	164	119
BEND7	209	168	119	134
BET1	237	238	223	137
BET1L	86	103	68	70
BEX1	78	74	59	28
BEX2	848	804	807	506
BEX3	3721	3836	3064	2101
BEX4	552	631	703	413
BEX5	45	44	32	32
BFAR	640	564	652	498
BFSP1	109	106	111	79
BHLHE40	78	83	73	79
BICC1	230	195	280	229
BICD1	203	161	115	187
BICD2	1023	944	878	764
BICDL1	43	37	40	37
BICRA	97	61	30	67
BICRAL	165	153	139	120
BID	356	306	329	208
BIN1	181	172	197	127
BIN3	162	164	163	117
BIRC2	827	794	727	593
BIRC5	1347	1331	1121	781
BIRC6	12091	10699	11388	8648
BIVM	36	48	29	17
BLCAP	100	77	88	57
BLM	3572	3147	3200	2644
BLMH	936	979	855	759
BLOC1S1	171	159	173	115
BLOC1S2	286	251	294	179
BLOC1S4	147	125	142	70
BLOC1S5	85	87	103	77
BLOC1S6	255	250	246	181
BLVRA	542	554	505	395
BLVRB	232	215	225	130
BLZF1	662	644	683	451
BMP1	130	87	127	115
BMP2	25	30	19	16
BMP2K	650	522	621	542
BMP4	58	64	34	50
BMP6	89	71	69	46
BMP7	390	331	407	300
BMP8B	35	31	32	28
BMPER	41	44	29	25
BMPR1A	195	167	217	161
BMPR1B	114	93	94	96
BMPR2	700	627	662	710
BMS1	4584	4567	4152	3279
BMT2	191	173	160	120
BNC1	38	31	40	30
BNC2	82	78	97	69
BNIP1	266	224	245	178
BNIP2	934	881	830	538
BNIP3	290	287	226	192
BNIP3L	228	246	197	139
BOC	128	122	115	115
BOD1	623	525	622	436
BOD1L1	3553	3337	3348	2679
BOLA1	92	88	66	62
BOLA3	329	317	321	186
BOP1	2249	2196	2247	1668
BORA	543	458	524	399
BORCS5	78	42	57	46
BORCS6	104	75	72	49
BORCS8	87	89	79	67
BPGM	330	271	296	186
BPHL	269	236	235	167
BPNT1	1017	1083	1032	763
BPTF	6924	6296	5162	5503
BRAF	355	343	346	280
BRAP	652	615	599	468
BRAT1	879	754	745	629
BRCA1	3670	3216	3086	2592
BRCA2	4455	4110	4023	3485
BRCC3	667	692	657	491
BRD1	990	842	778	807
BRD2	6962	6058	7179	6451
BRD3	429	404	336	332
BRD3OS	44	58	58	41
BRD4	1050	783	515	893
BRD7	1479	1445	1372	1043
BRD8	2054	1975	1861	1599
BRD9	947	872	737	700
BRF1	429	414	368	314
BRF2	240	199	212	150
BRI3	109	81	107	74
BRI3BP	227	210	197	151
BRICD5	113	91	113	91
BRINP3	43	46	45	23
BRIP1	2209	1926	2062	1678
BRIX1	2461	2474	2167	1633
BRK1	358	285	451	212
BRMS1	753	718	827	573
BRMS1L	490	438	469	335
BROX	952	865	923	715
BRPF1	1431	1194	1422	1137
BRPF3	824	688	591	749
BRSK1	88	63	82	68
BRSK2	301	251	271	228
BRWD1	3372	3122	2899	2225
BRWD3	1838	1719	1511	1361
BSCL2	408	349	420	393
BSDC1	1012	967	917	772
BSG	2920	2590	2933	2537
BSN	372	251	256	347
BTAF1	4128	3628	4208	2962
BTBD1	1681	1469	1787	1222
BTBD10	446	455	458	306
BTBD11	116	116	119	90
BTBD18	76	43	66	75
BTBD2	707	595	596	566
BTBD3	909	794	754	593
BTBD6	684	592	662	460
BTBD7	973	897	942	801
BTBD8	110	115	90	73
BTBD9	239	235	220	171
BTD	244	210	216	178
BTF3	4715	4374	5158	3134
BTF3L4	167	157	141	95
BTG1	165	124	186	140
BTG2	25	21	28	21
BTG3	535	562	461	416
BTN2A1	457	424	446	334
BTN2A2	223	200	210	150
BTN3A1	75	65	61	44
BTN3A2	54	44	41	25
BTN3A3	28	34	34	19
BTNL9	60	63	33	31
BTRC	575	473	566	491
BUB1	4374	3861	4296	3183
BUB1B	2651	2431	2581	1850
BUB3	3837	3578	3685	2528
BUD13	499	464	537	417
BUD23	1227	1185	1149	830
BUD31	676	673	605	420
BVES	88	85	82	77
BX255925.3	51	61	59	44
BYSL	816	770	838	695
BZW1	2348	2298	2015	1408
BZW2	2002	1896	1926	1387
C10orf88	249	217	212	191
C11orf1	124	93	111	60
C11orf24	266	199	320	212
C11orf49	194	182	200	174
C11orf54	77	56	70	56
C11orf58	1510	1657	1676	1127
C11orf65	27	25	20	17
C11orf68	100	69	93	59
C11orf71	62	50	49	40
C11orf74	302	325	305	230
C11orf80	133	144	133	121
C11orf95	176	172	128	109
C11orf98	246	211	209	148
C12orf10	564	468	558	441
C12orf29	699	592	656	462
C12orf4	731	642	626	480
C12orf43	290	270	247	196
C12orf45	425	390	403	281
C12orf49	209	221	209	160
C12orf57	282	258	307	172
C12orf60	54	38	44	24
C12orf65	177	163	134	116
C12orf66	158	168	186	139
C12orf73	64	58	73	49
C12orf75	93	103	71	41
C14orf119	397	326	511	267
C14orf28	44	38	39	34
C14orf93	112	114	118	82
C15orf39	619	469	405	627
C15orf40	218	198	166	103
C15orf41	85	95	88	73
C15orf61	103	88	102	55
C16orf58	285	259	280	223
C16orf70	317	272	332	270
C16orf71	33	15	19	22
C16orf72	738	721	689	557
C16orf87	199	196	198	128
C16orf91	202	211	171	130
C16orf95	30	31	30	22
C17orf113	21	30	19	15
C17orf51	236	219	260	211
C17orf53	267	189	216	199
C17orf58	86	71	74	48
C17orf75	447	411	383	292
C17orf80	857	746	815	638
C18orf21	339	306	398	248
C18orf25	449	467	430	344
C18orf32	36	23	26	18
C18orf54	213	191	173	172
C19orf12	69	63	77	46
C19orf24	90	96	69	50
C19orf25	91	77	65	57
C19orf44	233	163	166	170
C19orf47	207	134	226	170
C19orf48	820	646	897	623
C19orf53	492	476	416	282
C19orf54	70	54	41	70
C19orf57	95	61	89	77
C19orf71	67	59	47	44
C19orf81	19	30	19	17
C1D	143	119	142	86
C1GALT1	257	243	263	183
C1GALT1C1	712	673	640	444
C1QBP	10581	9610	9174	6153
C1R	17	29	21	13
C1S	26	24	19	21
C1orf109	362	325	294	233
C1orf112	1282	1056	1294	969
C1orf122	135	135	93	73
C1orf131	1009	887	831	604
C1orf159	75	43	68	71
C1orf167	68	56	48	52
C1orf174	424	358	355	279
C1orf194	30	19	30	22
C1orf198	356	298	248	237
C1orf21	234	190	192	143
C1orf216	58	59	54	76
C1orf226	31	16	19	31
C1orf35	757	737	692	454
C1orf43	1863	1799	1834	1361
C1orf50	90	74	97	74
C1orf52	490	492	402	340
C1orf53	53	33	34	15
C1orf54	16	15	19	17
C1orf56	77	52	67	40
C1orf74	79	71	76	47
C20orf194	271	201	156	174
C20orf27	579	538	619	526
C20orf96	74	68	54	61
C21orf58	152	157	156	114
C21orf91	271	270	339	219
C22orf23	63	61	67	61
C22orf39	64	55	36	37
C22orf46	73	46	45	47
C2CD2L	159	137	167	152
C2CD3	1226	980	1058	981
C2CD5	1339	1227	1250	1055
C2orf15	34	15	27	19
C2orf16	137	120	148	109
C2orf42	195	190	186	178
C2orf49	314	274	303	213
C2orf68	98	96	98	75
C2orf69	335	289	295	211
C2orf74	106	105	95	66
C2orf76	147	133	126	66
C2orf88	21	13	14	19
C3orf14	372	323	350	241
C3orf33	124	156	73	77
C3orf38	538	573	546	407
C3orf49	23	31	15	23
C3orf52	207	222	174	137
C3orf62	106	77	41	47
C3orf67	108	79	107	84
C4orf3	370	404	356	200
C4orf33	212	203	185	131
C4orf46	145	171	114	68
C4orf48	78	67	64	26
C5	69	62	55	57
C5orf15	709	522	771	496
C5orf22	606	505	555	458
C5orf24	444	378	403	315
C5orf30	226	172	151	141
C5orf34	419	340	369	280
C5orf51	577	517	347	387
C5orf63	56	47	44	38
C6orf106	349	274	312	265
C6orf120	215	208	172	134
C6orf136	106	102	112	93
C6orf163	72	65	43	50
C6orf203	171	206	171	130
C6orf47	154	159	142	118
C6orf48	496	375	446	350
C6orf52	25	19	34	12
C6orf62	1343	1279	1054	1005
C6orf89	419	328	411	315
C7orf25	236	218	210	169
C7orf26	240	252	231	214
C7orf31	96	83	88	76
C7orf43	208	203	259	193
C7orf50	567	541	465	367
C8orf33	784	777	709	565
C8orf34	88	73	77	67
C8orf37	41	46	34	36
C8orf44	25	21	18	22
C8orf59	1223	1083	1163	731
C8orf76	157	157	144	95
C8orf82	78	65	93	47
C8orf88	166	171	199	123
C9orf116	31	21	37	20
C9orf131	56	48	46	79
C9orf16	148	144	101	79
C9orf3	457	372	335	311
C9orf40	237	224	187	155
C9orf64	461	452	451	307
C9orf72	261	254	200	158
C9orf78	876	786	920	624
C9orf85	135	134	126	102
CA11	58	43	50	32
CA12	31	21	24	22
CA13	21	18	34	16
CA14	40	19	24	28
CA2	3919	3566	4193	2821
CA5B	63	51	58	62
CA8	235	208	234	152
CAAP1	547	527	446	345
CAB39	819	723	778	585
CAB39L	54	50	51	33
CABIN1	3101	2650	2387	2433
CABLES1	319	301	254	229
CABLES2	145	102	122	105
CABYR	61	47	38	35
CACFD1	41	34	27	21
CACHD1	1351	1290	1226	1029
CACNA1B	64	62	50	57
CACNA1C	56	44	42	40
CACNA1D	93	78	94	89
CACNA1H	288	253	218	208
CACNA2D1	685	619	644	507
CACNA2D2	148	115	99	130
CACNA2D3	271	199	207	169
CACNB1	22	13	11	17
CACNB2	154	172	126	126
CACNB3	55	55	42	44
CACNB4	81	73	60	57
CACTIN	388	404	393	326
CACUL1	542	492	476	373
CACYBP	2465	2387	2195	1485
CAD	4831	4206	3631	3811
CADM1	718	596	744	529
CADM4	97	84	81	65
CADPS2	646	597	583	427
CALCB	15	10	24	15
CALCOCO1	347	314	293	276
CALCOCO2	865	769	822	654
CALD1	675	748	714	468
CALHM2	34	28	23	20
CALM1	2001	2118	1694	1284
CALM2	3007	2752	2862	1984
CALM3	1335	1318	1420	1132
CALML4	230	176	151	137
CALR	8044	7764	8487	6354
CALU	1599	1625	1525	1199
CAMK1	690	645	697	510
CAMK1D	33	27	41	17
CAMK2B	35	24	27	26
CAMK2D	504	418	456	353
CAMK2G	385	312	396	328
CAMK4	129	123	103	114
CAMKK1	305	240	263	197
CAMKK2	464	364	383	343
CAMKMT	168	139	137	109
CAMKV	159	136	124	101
CAMLG	653	639	669	446
CAMSAP1	1402	1236	1306	1022
CAMSAP2	2487	2239	2202	1970
CAMSAP3	188	162	141	131
CAMTA1	293	334	294	200
CAMTA2	301	235	180	280
CAND1	9396	8448	8827	6135
CAND2	745	622	595	535
CANT1	408	373	325	305
CANX	19750	19940	17774	13527
CAP1	1941	1765	2006	1366
CAP2	142	148	148	132
CAPG	61	58	81	51
CAPN1	452	371	414	387
CAPN10	308	270	287	219
CAPN15	916	736	687	600
CAPN2	2866	2823	2736	2002
CAPN3	28	16	33	23
CAPN5	19	24	30	34
CAPN7	1949	1822	1777	1433
CAPNS1	675	608	762	536
CAPRIN1	7523	6465	7502	5722
CAPRIN2	453	378	407	369
CAPS	18	24	18	18
CAPS2	40	30	46	26
CAPZA1	2033	1785	2086	1446
CAPZA2	1533	1454	1266	885
CAPZB	1092	985	969	800
CARD10	171	147	99	82
CARD14	34	24	19	17
CARD19	109	103	91	72
CARD8	286	275	275	200
CARD9	19	17	10	12
CARF	85	54	62	47
CARHSP1	305	267	335	248
CARM1	919	753	884	855
CARMIL1	564	513	607	469
CARMIL2	41	48	34	45
CARMIL3	39	29	24	23
CARNMT1	814	754	667	551
CARNS1	21	18	15	23
CARS	1221	1068	1175	855
CARS2	672	565	673	478
CASC3	950	823	840	771
CASC4	578	466	591	427
CASD1	367	344	370	267
CASK	1155	1031	1049	811
CASKIN1	59	46	43	38
CASKIN2	176	131	146	154
CASP10	39	30	24	29
CASP2	777	693	585	673
CASP3	389	350	341	255
CASP6	226	225	228	138
CASP7	364	302	324	235
CASP8	170	169	149	164
CASP8AP2	3029	2818	2662	2268
CASP9	148	98	98	108
CAST	1797	1801	1662	1342
CASTOR2	110	86	73	74
CASTOR3	16	25	33	23
CASZ1	89	69	62	76
CAT	576	520	626	410
CATSPER2	50	33	30	23
CATSPER3	34	21	33	24
CATSPERE	81	82	60	49
CAV1	48	47	40	21
CAV2	43	33	37	26
CAVIN1	65	57	47	49
CAVIN4	83	70	69	51
CBFA2T2	145	148	145	147
CBFB	491	546	443	314
CBL	665	562	508	519
CBLB	197	204	153	169
CBLL1	283	252	332	289
CBR1	1193	1154	981	742
CBR3	57	73	46	27
CBR4	437	459	410	289
CBS	108	85	131	89
CBSL	31	26	46	34
CBWD1	243	261	216	167
CBWD2	360	383	387	226
CBWD5	50	37	37	30
CBWD6	58	60	60	35
CBX1	703	681	631	484
CBX2	430	462	392	284
CBX3	2455	2504	2088	1459
CBX4	286	250	314	258
CBX5	1168	1128	1026	831
CBX6	657	641	591	491
CBX7	24	17	20	13
CBX8	186	180	192	142
CBY1	302	295	262	189
CC2D1A	517	450	414	507
CC2D1B	703	666	666	500
CC2D2A	432	419	399	332
CC2D2B	38	29	22	41
CCAR1	4790	4510	4591	3572
CCAR2	1572	1420	1557	1235
CCDC102A	113	137	103	81
CCDC103	40	37	39	23
CCDC106	117	130	125	93
CCDC107	149	142	178	112
CCDC110	31	33	16	20
CCDC112	370	311	341	257
CCDC113	93	87	80	53
CCDC115	95	88	104	81
CCDC117	779	834	622	528
CCDC12	542	539	509	375
CCDC120	49	51	30	39
CCDC121	39	42	35	35
CCDC122	104	110	118	79
CCDC124	667	709	628	457
CCDC125	405	374	340	295
CCDC126	88	76	78	46
CCDC127	221	184	176	170
CCDC130	194	209	241	180
CCDC134	308	253	226	219
CCDC136	285	256	201	212
CCDC137	450	455	357	252
CCDC138	1841	1723	1557	1271
CCDC14	2128	1998	2079	1585
CCDC142	346	298	277	255
CCDC146	76	56	55	75
CCDC15	395	357	307	269
CCDC150	1204	1110	1034	842
CCDC151	11	17	27	17
CCDC157	84	83	83	93
CCDC167	388	377	270	236
CCDC168	59	53	83	83
CCDC17	44	21	43	34
CCDC171	187	164	150	144
CCDC173	34	46	42	35
CCDC174	450	385	392	324
CCDC18	1893	1852	1705	1457
CCDC180	344	269	267	256
CCDC181	412	391	395	260
CCDC183	50	48	71	53
CCDC186	586	603	609	410
CCDC189	182	168	184	141
CCDC191	98	89	80	55
CCDC196	23	23	16	17
CCDC22	418	359	356	360
CCDC24	19	27	20	18
CCDC25	256	257	266	158
CCDC28A	297	315	293	232
CCDC28B	198	183	202	136
CCDC3	43	27	33	20
CCDC32	109	105	104	69
CCDC34	600	538	556	361
CCDC38	22	15	19	22
CCDC39	87	77	85	72
CCDC40	115	104	98	74
CCDC43	835	789	694	500
CCDC47	2787	2781	2368	1972
CCDC50	423	402	349	261
CCDC51	647	655	591	474
CCDC57	472	459	371	350
CCDC58	461	520	533	328
CCDC59	825	766	922	657
CCDC6	622	540	446	486
CCDC61	36	45	72	39
CCDC62	39	34	25	19
CCDC65	58	45	48	40
CCDC66	1810	1611	1533	1225
CCDC69	43	52	48	35
CCDC7	55	47	64	58
CCDC71	562	522	516	429
CCDC71L	37	38	22	17
CCDC73	12	31	34	28
CCDC74A	65	68	65	45
CCDC74B	32	27	34	21
CCDC77	523	509	459	399
CCDC78	63	76	92	74
CCDC8	380	398	336	242
CCDC80	49	33	69	40
CCDC82	424	426	313	260
CCDC84	235	228	201	232
CCDC85B	245	273	154	117
CCDC85C	223	242	169	140
CCDC86	1079	1025	857	957
CCDC88A	3305	3035	2760	2540
CCDC88C	371	347	282	283
CCDC89	25	35	24	16
CCDC9	115	125	104	82
CCDC90B	392	393	448	310
CCDC91	499	469	448	319
CCDC92	145	109	85	102
CCDC93	940	894	791	640
CCDC97	185	150	125	135
CCDC9B	17	16	10	18
CCHCR1	592	597	605	439
CCM2	291	239	243	226
CCN1	58	47	63	102
CCNA2	3351	3193	3199	2195
CCNB1	6335	6080	6287	4272
CCNB1IP1	754	556	790	553
CCNB2	1382	1206	1337	988
CCNB3	66	39	59	50
CCNC	1433	1355	1443	918
CCND1	155	189	152	146
CCND2	96	118	97	95
CCND3	204	197	202	177
CCNDBP1	492	465	453	350
CCNE1	495	423	499	318
CCNE2	710	607	714	497
CCNF	1261	1163	1196	928
CCNG1	3651	3321	3221	2260
CCNG2	333	325	262	241
CCNH	1212	1131	1084	791
CCNI	2932	2538	2090	2355
CCNJ	434	358	438	326
CCNK	490	384	295	450
CCNL1	1292	1107	1483	1061
CCNL2	1628	1548	1543	1176
CCNQ	301	259	327	242
CCNT1	999	901	1166	846
CCNT2	957	828	1045	719
CCNY	380	389	437	311
CCNYL1	134	145	106	108
CCP110	1608	1487	1296	1161
CCPG1	668	591	660	431
CCS	203	198	231	165
CCSAP	368	344	320	217
CCSER1	305	280	280	221
CCSER2	857	785	776	677
CCT2	12991	12273	12873	8634
CCT3	19628	18064	19574	13836
CCT4	15584	14519	14608	10224
CCT5	11742	10911	12277	8271
CCT6A	9599	8872	9194	6109
CCT6B	23	21	29	12
CCT7	14533	14406	14115	10064
CCT8	10383	10025	9344	6345
CCZ1	72	57	95	55
CCZ1B	59	44	77	61
CD101	111	105	87	85
CD109	543	445	386	352
CD151	589	422	642	412
CD164	842	756	879	687
CD19	33	33	37	30
CD276	276	242	218	261
CD2AP	1395	1361	1301	959
CD2BP2	1528	1648	1423	1011
CD320	907	788	756	535
CD3EAP	852	822	864	643
CD40	26	17	28	21
CD46	1408	1289	1300	950
CD47	873	798	822	526
CD55	702	621	592	487
CD58	117	71	123	80
CD63	1438	1465	1405	934
CD68	19	18	46	26
CD81	1205	1065	1111	918
CD83	50	47	63	36
CD9	214	226	234	193
CD99	642	630	550	394
CD99L2	327	286	309	201
CDADC1	189	195	176	131
CDAN1	337	292	326	268
CDC123	2984	2537	3051	2051
CDC14A	119	73	116	77
CDC14B	402	343	325	253
CDC16	1090	1044	827	791
CDC20	3115	2803	2816	2272
CDC23	1708	1608	1534	1127
CDC25A	2076	1973	2128	1572
CDC25B	464	387	294	346
CDC25C	549	438	433	356
CDC27	2002	1736	2272	1656
CDC34	561	523	587	406
CDC37	3179	3251	3447	2292
CDC37L1	162	162	136	106
CDC40	1173	1071	1012	762
CDC42	1482	1454	1339	986
CDC42BPA	4422	4200	3714	3206
CDC42BPB	2060	1846	1494	1552
CDC42BPG	35	26	20	30
CDC42EP1	352	279	302	269
CDC42EP2	93	74	88	92
CDC42EP3	73	46	70	52
CDC42EP4	114	108	93	96
CDC42SE1	349	289	345	253
CDC42SE2	90	78	68	70
CDC45	2145	2002	2078	1492
CDC5L	4350	4188	4426	3081
CDC6	2353	2110	2432	1781
CDC7	2470	2241	2354	1670
CDC73	1343	1328	1260	974
CDCA2	1638	1634	1558	1252
CDCA3	680	585	672	506
CDCA4	508	505	499	369
CDCA5	537	554	522	364
CDCA7	1557	1586	1349	1036
CDCA7L	1038	1049	852	669
CDCA8	600	539	643	549
CDH1	29	27	25	39
CDH2	831	722	848	686
CDH23	67	63	69	99
CDH24	60	49	75	57
CDH26	35	32	34	22
CDHR1	60	46	61	36
CDHR3	28	32	35	33
CDHR5	118	88	70	105
CDIP1	117	112	120	84
CDIPT	356	291	457	268
CDK1	2677	2263	2756	1845
CDK10	369	327	361	254
CDK11A	155	140	174	141
CDK11B	375	333	352	265
CDK12	3178	2631	2802	2685
CDK13	2207	1953	1887	1750
CDK14	277	260	249	192
CDK16	2849	2271	3020	2597
CDK17	462	446	443	345
CDK18	62	44	41	45
CDK19	132	120	121	81
CDK2	949	949	1136	788
CDK20	99	88	93	81
CDK2AP1	355	349	328	211
CDK2AP2	85	84	63	64
CDK3	47	43	57	47
CDK4	3004	2786	3266	2375
CDK5	428	430	399	289
CDK5R1	36	26	54	38
CDK5RAP1	1007	919	880	754
CDK5RAP2	3021	2777	2470	2251
CDK5RAP3	1013	1026	958	807
CDK6	239	249	257	199
CDK7	375	352	379	269
CDK8	422	371	399	297
CDK9	402	351	345	293
CDKAL1	1125	1098	1093	853
CDKL1	111	92	84	77
CDKL2	60	59	52	42
CDKL3	46	46	46	39
CDKL5	123	122	118	120
CDKN1A	67	78	82	69
CDKN1B	207	205	209	179
CDKN2A	422	453	299	226
CDKN2AIP	416	322	457	295
CDKN2AIPNL	177	147	145	108
CDKN2C	414	404	408	287
CDKN2D	20	14	14	10
CDKN3	528	461	558	366
CDON	729	599	624	575
CDPF1	38	40	41	18
CDR1	341	227	165	397
CDR2L	151	170	133	104
CDRT4	54	56	56	46
CDS1	268	218	226	185
CDS2	612	507	615	478
CDT1	920	788	725	760
CDV3	1299	1295	1368	891
CDX2	160	125	148	105
CDYL	910	848	938	702
CEACAM1	42	26	21	35
CEBPA	43	44	31	25
CEBPB	54	46	49	17
CEBPG	412	364	422	316
CEBPZ	4743	4437	4218	3203
CEBPZOS	195	225	174	143
CECR2	502	490	427	419
CELF1	1666	1480	1590	1300
CELF2	128	122	93	122
CELSR1	759	613	499	605
CELSR2	676	496	417	620
CELSR3	894	702	650	734
CEMIP	95	72	57	91
CEMIP2	641	539	689	549
CEMP1	51	53	41	39
CENPA	112	134	143	104
CENPB	1135	1181	1093	794
CENPBD1	33	25	30	30
CENPC	1134	948	1097	843
CENPE	6115	6034	6022	4730
CENPF	19793	19238	18393	14445
CENPH	826	844	756	516
CENPI	1427	1316	1285	1019
CENPJ	1318	1246	1244	949
CENPK	586	559	545	445
CENPL	344	303	392	262
CENPM	429	408	343	327
CENPN	909	879	869	623
CENPO	485	430	375	361
CENPP	294	281	224	207
CENPQ	351	365	309	222
CENPS	112	110	120	89
CENPT	673	615	784	563
CENPU	1659	1696	1558	1181
CENPV	930	895	863	603
CENPW	770	787	637	442
CENPX	228	225	190	159
CEP104	860	849	781	729
CEP112	531	500	374	405
CEP120	733	680	692	559
CEP126	93	85	82	66
CEP128	1047	1054	999	895
CEP131	594	536	491	441
CEP135	1453	1409	1285	1093
CEP152	1664	1571	1412	1154
CEP162	711	660	552	524
CEP164	970	919	848	769
CEP170	1485	1403	1323	1086
CEP170B	693	602	577	578
CEP19	38	50	31	20
CEP192	2678	2390	2295	1870
CEP250	1988	1858	1593	1469
CEP290	2717	2780	2582	2019
CEP295	3411	3008	3369	2714
CEP350	5854	5264	5337	4264
CEP41	203	157	198	140
CEP44	449	460	362	278
CEP55	1217	1087	1147	837
CEP57	1285	1165	1170	944
CEP57L1	297	236	262	211
CEP63	302	258	330	242
CEP68	448	356	393	337
CEP70	533	496	500	349
CEP72	507	431	373	386
CEP76	388	379	347	263
CEP78	1823	1688	1639	1249
CEP83	1134	1059	871	799
CEP85	1266	1116	1201	972
CEP85L	635	579	585	488
CEP89	204	177	196	159
CEP95	1469	1312	1138	926
CEP97	1096	991	1046	721
CEPT1	706	564	775	486
CERCAM	440	423	360	326
CERK	786	693	814	596
CERKL	19	17	14	12
CERS2	1480	1198	1601	1116
CERS4	84	81	81	71
CERS5	402	302	306	250
CERS6	594	537	526	464
CES2	455	415	420	344
