	tmisrib_a_hek	tmisrib_b_hek	untr_a_hek	untr_b_hek
PAFAH1B1	2105	2875	1490	1427
PAFAH1B2	1582	2165	1180	1093
PAFAH1B3	442	647	307	298
PAFAH2	90	136	85	73
PAG1	232	324	152	125
PAGR1	1078	1574	833	914
PAICS	9583	13687	6922	6866
PAIP1	2212	3244	1437	1264
PAIP2	834	1112	565	501
PAIP2B	85	113	70	72
PAK1	532	853	422	460
PAK1IP1	2081	2979	1387	1145
PAK2	716	1296	858	742
PAK4	283	448	284	285
PALB2	1150	1555	795	688
PALD1	561	833	428	401
PALLD	498	783	428	379
PALM	46	69	38	33
PALM2-AKAP2	413	556	290	272
PAM	1300	1898	906	768
PAN2	943	1360	609	577
PAN3	854	1271	732	619
PANK1	257	339	197	178
PANK2	985	1475	817	755
PANK3	2299	3331	1707	1645
PANK4	603	854	406	331
PANX1	323	437	184	152
PAPD4	850	1237	566	486
PAPD5	656	1007	426	398
PAPD7	445	748	449	396
PAPOLA	4529	6807	3602	3192
PAPOLG	520	797	399	385
PAPSS1	1231	1735	822	755
PAPSS2	249	351	197	182
PAQR3	605	837	333	282
PAQR4	119	152	56	40
PAQR5	77	122	50	41
PAQR8	48	56	35	24
PARD3	1542	2132	986	911
PARD3B	236	396	205	183
PARD6B	299	416	230	188
PARG	2871	4239	2307	2165
PARK7	4096	5565	2669	2760
PARL	608	819	377	326
PARN	1474	2156	964	880
PARP1	33596	46081	22878	21672
PARP11	142	205	116	101
PARP16	107	158	81	64
PARP2	1241	1682	844	806
PARP3	140	225	84	83
PARP4	1467	2113	1041	898
PARP6	629	929	512	444
PARP8	443	603	268	243
PARP9	110	115	64	74
PARPBP	1055	1614	809	776
PARS2	228	285	150	114
PARVA	219	348	186	183
PARVB	531	821	391	337
PASK	891	1316	655	579
PATL1	562	997	601	524
PATZ1	662	1006	574	519
PAWR	938	1322	751	755
PAX3	210	296	160	139
PAX6	294	425	191	168
PAXBP1	3396	4735	2452	2349
PAXIP1	1106	1592	894	787
PBDC1	447	546	366	369
PBK	802	1115	481	497
PBLD	91	113	73	54
PBRM1	5505	8118	4168	3830
PBX1	330	488	235	198
PBX2	420	676	391	327
PBX3	260	404	185	181
PBXIP1	256	305	207	206
PC	332	470	257	237
PCBD1	297	354	183	141
PCBD2	57	92	50	60
PCBP1	826	1330	730	605
PCBP2	3858	7544	3956	3092
PCBP4	96	136	44	55
PCCA	426	704	327	350
PCCB	2035	2976	1370	1191
PCDH10	870	1238	696	598
PCDH17	140	245	119	93
PCDH18	72	128	72	66
PCDH20	264	340	168	148
PCDH7	1206	1967	975	868
PCDH9	1096	1593	648	621
PCED1A	402	556	216	184
PCF11	3999	5940	2721	2379
PCGF1	272	388	173	172
PCGF2	60	130	94	70
PCGF3	366	535	234	200
PCGF5	285	378	244	181
PCGF6	935	1356	675	738
PCID2	777	1122	539	471
PCIF1	209	345	240	175
PCK2	311	469	236	204
PCLO	729	1188	777	626
PCM1	6031	8634	4580	4347
PCMT1	2470	3285	1583	1438
PCMTD1	268	328	160	148
PCMTD2	501	705	366	354
PCNA	10347	14894	6137	6038
PCNP	1139	1502	698	703
PCNT	4355	6956	4515	4202
PCNX	3565	5346	2745	2473
PCNXL2	1563	2490	1305	1122
PCNXL3	779	1433	904	732
PCNXL4	1768	2618	1371	1195
PCOLCE2	564	732	362	310
PCSK1N	43	55	50	34
PCSK5	301	526	233	247
PCSK6	1233	1857	985	814
PCSK7	504	794	483	430
PCTP	186	270	123	121
PCYOX1	683	975	499	486
PCYOX1L	148	183	80	73
PCYT1A	376	557	248	214
PCYT2	366	542	212	185
PDAP1	1667	2135	1041	1100
PDCD10	957	1414	598	530
PDCD11	7233	10686	5532	5206
PDCD2	2326	3247	1549	1522
PDCD2L	589	864	419	365
PDCD4	1770	2309	1354	1471
PDCD5	2881	3891	1760	1661
PDCD6	720	1047	378	329
PDCD6IP	5288	7661	3718	3409
PDCD7	180	289	165	163
PDCL	527	767	363	354
PDCL3	674	821	426	401
PDDC1	237	315	237	151
PDE10A	151	222	91	92
PDE12	1347	1870	966	899
PDE3B	1121	1729	888	740
PDE4A	51	98	48	43
PDE4D	164	242	112	78
PDE4DIP	1535	2509	1398	1239
PDE5A	242	358	189	171
PDE6D	279	371	192	181
PDE7A	371	642	259	275
PDE8A	890	1313	640	515
PDE9A	221	355	157	127
PDF	171	279	109	118
PDGFC	206	288	173	130
PDGFRL	48	67	49	45
PDHA1	3245	4320	2272	2224
PDHB	4147	5896	2638	2610
PDHX	1187	1608	695	637
PDIA3	5689	8089	3846	3850
PDIA4	5325	7432	3681	3721
PDIA5	413	623	331	318
PDIA6	7127	10023	4698	4584
PDIK1L	336	465	293	243
PDK1	275	482	237	214
PDK2	192	293	136	122
PDK3	517	861	429	373
PDLIM1	730	1017	526	449
PDLIM2	48	74	47	45
PDLIM3	127	187	108	90
PDLIM5	553	796	375	341
PDLIM7	251	443	168	182
PDP1	486	709	316	251
PDP2	312	474	265	236
PDPK1	754	1204	587	514
PDPN	199	268	108	109
PDPR	730	1223	774	720
PDRG1	243	366	209	243
PDS5A	4736	6805	3454	3169
PDS5B	2574	3965	2180	1939
PDSS1	688	960	501	474
PDSS2	254	328	196	177
PDXDC1	2954	4085	1884	1857
PDXK	917	1426	616	615
PDZD11	249	327	150	127
PDZD4	70	101	52	55
PDZD8	2980	4342	2090	1960
PDZRN3	190	301	140	125
PEA15	240	384	145	130
PEAK1	674	1197	697	606
PEBP1	2118	2939	1294	1149
PECR	234	381	191	170
PEF1	1019	1395	506	407
PELI1	346	475	186	166
PELI2	228	319	169	133
PELI3	86	131	67	56
PELO	903	1196	538	457
PELP1	1165	1916	1231	1071
PEMT	454	670	280	267
PEPD	1233	1780	846	819
PER1	194	363	239	162
PER2	202	343	158	143
PER3	44	74	34	36
PERP	638	936	314	242
PES1	5716	7808	3545	3624
PET100	523	680	351	415
PET112	974	1397	584	527
PET117	143	187	127	130
PEX1	1318	1977	903	785
PEX10	239	289	139	138
PEX11A	153	226	107	118
PEX11B	182	307	152	123
PEX12	47	89	31	36
PEX13	466	713	352	316
PEX14	239	303	143	158
PEX16	257	363	175	171
PEX2	570	773	365	412
PEX26	308	454	241	217
PEX3	1170	1843	800	740
PEX5	731	1043	567	472
PEX6	152	235	128	90
PEX7	250	350	199	181
PFAS	2945	4401	2400	2025
PFDN1	677	914	402	321
PFDN2	958	1244	556	593
PFDN4	1336	1787	818	883
PFDN5	2671	3851	1633	1579
PFDN6	805	1139	489	469
PFKFB2	373	532	263	221
PFKFB3	365	597	309	257
PFKFB4	116	162	80	68
PFKM	2665	3674	1810	1662
PFKP	1382	1980	1008	895
PFN1	4319	5887	2870	2775
PFN2	594	782	449	411
PGAM1	5838	8072	3480	2965
PGAM4	1548	2064	958	737
PGAM5	1204	1669	837	815
PGAP1	743	1090	614	482
PGAP2	158	202	85	77
PGBD1	664	1027	512	478
PGBD2	192	258	129	120
PGBD4	85	114	50	56
PGBD5	169	243	119	68
PGD	2870	4069	1949	1885
PGGT1B	748	928	449	411
PGK1	10286	14449	6027	5364
PGLS	378	467	285	237
PGM1	1888	2405	1267	1105
PGM2	1684	2405	1148	1113
PGM2L1	229	293	176	184
PGM3	1498	2072	976	853
PGP	542	729	351	319
PGRMC1	2275	3046	1330	1231
PGRMC2	233	382	211	218
PGS1	464	618	285	288
PHACTR2	586	917	387	348
PHACTR4	508	994	589	535
PHAX	1448	2025	1095	926
PHB	5462	7376	2833	2405
PHB2	5274	7646	3364	2746
PHC1	500	785	386	309
PHC2	752	1172	578	483
PHC3	548	882	509	399
PHF1	149	171	114	92
PHF10	1629	2928	1671	1509
PHF12	267	499	317	299
PHF13	133	203	164	120
PHF14	2249	3029	1652	1551
PHF15	88	132	67	67
PHF16	599	810	419	434
PHF17	964	1458	854	798
PHF19	349	588	256	266
PHF2	734	1098	595	483
PHF20	1128	1644	862	879
PHF20L1	2029	2836	1309	1206
PHF21A	96	179	114	82
PHF23	684	878	527	560
PHF3	7282	10226	5177	4625
PHF5A	667	983	480	419
PHF6	2871	4114	1891	1783
PHF7	64	95	44	39
PHF8	1328	2191	1275	1204
PHGDH	5845	7693	4266	4163
PHIP	4743	7032	3829	3521
PHKA1	1732	2497	1273	1154
PHKA2	917	1456	717	580
PHKB	1398	2181	1067	909
PHKG2	900	1266	623	582
PHLDB1	211	331	153	153
PHLDB2	267	414	195	175
PHLDB3	77	108	61	62
PHLPP1	507	860	482	412
PHLPP2	900	1313	724	637
PHOSPHO2	140	197	152	108
PHPT1	641	906	400	346
PHRF1	1715	2595	1360	1260
PHTF1	812	1190	567	578
PHTF2	756	1117	543	524
PHYH	189	266	104	117
PHYHD1	239	327	198	128
PI4K2A	351	498	206	196
PI4K2B	698	985	487	518
PI4KA	3566	5764	3102	2596
PI4KB	2342	3525	1566	1511
PIAS1	701	1037	519	456
PIAS2	678	980	445	384
PIAS3	294	547	276	210
PIAS4	384	544	277	287
PIBF1	1123	1736	879	844
PICALM	2172	3120	1424	1273
PICK1	738	1139	489	435
PIDD	216	312	188	201
PIEZO1	1365	2365	1360	1088
PIF1	133	186	114	107
PIGA	825	1158	528	480
PIGB	217	294	126	116
PIGC	591	812	372	358
PIGF	458	699	252	221
PIGG	986	1380	739	607
PIGH	297	427	164	116
PIGK	2257	3249	1303	1214
PIGL	191	297	140	125
PIGM	385	539	269	233
PIGN	1016	1565	611	566
PIGO	628	894	441	367
PIGP	307	377	152	159
PIGQ	496	742	353	320
PIGS	1031	1574	754	639
PIGT	791	1162	547	385
PIGU	586	737	252	245
PIGV	112	178	70	55
PIGW	999	1552	648	521
PIGX	288	429	226	196
PIGY	401	522	226	196
PIH1D1	813	1093	578	510
PIH1D2	68	86	36	37
PIK3AP1	93	116	63	47
PIK3C2A	4178	6276	3136	2718
PIK3C2B	130	262	196	116
PIK3C3	880	1259	590	568
PIK3CA	669	974	482	413
PIK3CB	571	1087	691	553
PIK3CD	49	77	37	45
PIK3R1	439	623	376	312
PIK3R2	560	999	567	469
PIK3R3	888	1231	591	527
PIK3R4	2478	3628	1732	1556
PIKFYVE	1921	2937	1489	1276
PILRA	42	76	36	21
PILRB	328	508	288	205
PIM1	100	170	75	67
PIM2	355	488	233	187
PIM3	481	666	357	331
PIN1	863	1194	574	589
PIN4	1361	1969	798	832
PINK1	897	1289	515	458
PIP4K2A	469	653	337	331
PIP4K2B	406	591	312	280
PIP4K2C	333	489	267	247
PIP5K1A	2560	3570	1667	1433
PIP5K1B	46	89	36	29
PIP5K1C	153	272	151	137
PIR	394	508	251	237
PISD	391	534	248	226
PITHD1	592	915	374	370
PITPNA	452	669	290	280
PITPNB	818	1355	713	741
PITPNC1	124	195	97	79
PITPNM1	247	372	152	138
PITPNM2	82	128	68	41
PITRM1	3314	4817	1996	1645
PITX1	330	447	208	154
PITX2	114	142	78	81
PJA1	938	1257	556	583
PJA2	1860	2540	1298	1226
PKD1	2758	4186	2392	1951
PKD2	706	1140	603	654
PKDCC	110	167	97	76
PKIA	46	68	23	17
PKIG	57	93	34	43
PKM	20741	28230	14089	13502
PKMYT1	391	586	299	260
PKN1	1973	2775	1410	1299
PKN2	3366	4962	2720	2535
PKN3	582	835	385	337
PKNOX1	512	839	389	319
PKNOX2	77	122	58	44
PKP2	461	637	318	291
PKP4	2265	3203	1502	1276
PLA2G12A	554	727	357	342
PLA2G15	123	186	78	90
PLA2G16	64	76	42	46
PLA2G4A	744	995	499	423
PLA2G6	146	185	102	84
PLAA	1648	2372	1134	1013
PLAC1	84	88	28	35
PLAG1	155	227	101	94
PLAGL1	341	581	349	295
PLAGL2	352	647	446	358
PLAT	625	807	323	320
PLAUR	44	62	43	38
PLBD2	169	397	238	196
PLCB1	543	739	374	380
PLCB3	867	1280	648	559
PLCB4	283	454	250	208
PLCD1	76	134	71	54
PLCD3	226	351	168	126
PLCE1	345	590	321	283
PLCG1	2273	3671	1850	1638
PLCG2	277	439	198	208
PLCH1	520	771	369	369
PLCL1	68	59	39	34
PLCL2	901	1376	702	581
PLCXD1	618	780	488	398
PLCXD2	53	73	36	36
PLD1	146	211	89	98
PLD2	249	406	187	150
PLD3	1020	1529	693	575
PLD6	255	354	175	147
PLEC	890	1989	1380	1091
PLEKHA1	667	873	471	400
PLEKHA2	44	78	33	29
PLEKHA3	388	615	284	251
PLEKHA5	685	952	448	392
PLEKHA7	143	208	160	123
PLEKHA8	723	1102	579	604
PLEKHB2	522	752	375	362
PLEKHF2	177	222	122	110
PLEKHG1	84	108	70	48
PLEKHG2	183	292	199	116
PLEKHG3	488	696	391	363
PLEKHG4	664	1090	456	390
PLEKHG5	126	176	93	70
PLEKHH1	262	487	280	251
PLEKHH2	243	359	187	169
PLEKHH3	138	185	121	123
PLEKHJ1	393	546	243	235
PLEKHM1	348	672	359	298
PLEKHM2	939	1267	641	558
PLEKHM3	387	658	301	261
PLEKHO1	405	542	263	251
PLEKHO2	64	100	49	43
PLGRKT	151	223	78	108
PLIN2	637	922	452	462
PLIN3	320	417	195	177
PLK1	1711	2464	1422	1224
PLK1S1	529	816	366	366
PLK2	179	230	104	68
PLK4	2167	2985	1311	1121
PLOD1	1055	1479	673	627
PLOD2	2371	3271	1575	1598
PLOD3	486	770	461	438
PLRG1	2879	4061	1821	1477
PLS1	957	1322	618	574
PLS3	20245	28349	13296	12718
PLSCR1	565	767	405	370
PLTP	252	361	201	130
PLXDC2	197	301	138	93
PLXNA1	1753	2999	1537	1338
PLXNA2	107	227	143	97
PLXNA3	256	474	267	224
PLXNB1	179	234	136	142
PLXNB2	825	1427	826	707
PLXND1	208	364	155	143
PM20D2	743	1015	616	592
PMAIP1	121	134	47	53
PMF1-BGLAP	763	1137	449	447
PMFBP1	56	109	55	44
PML	115	181	113	92
PMM1	144	207	137	137
PMM2	574	814	409	432
PMP22	80	137	36	29
PMPCA	2328	3264	1604	1554
PMPCB	2966	4196	1944	1719
PMS1	1288	1936	978	956
PMS2	1007	1479	705	725
PMVK	178	225	125	136
PNISR	3841	4872	2412	2289
PNKD	68	115	63	48
PNKP	396	549	306	326
PNMA1	515	823	507	414
PNMA2	149	203	114	105
PNMA6C	329	448	279	275
PNMAL1	518	596	360	412
PNN	7325	7551	4429	4585
PNO1	992	1277	583	507
PNP	1676	2414	998	886
PNPLA2	380	711	402	324
PNPLA3	213	334	188	145
PNPLA4	70	102	37	32
PNPLA6	332	635	339	269
PNPLA8	881	1258	456	471
PNPO	396	557	327	289
PNPT1	2934	4377	2109	1832
PNRC1	416	668	281	278
PNRC2	915	1222	431	378
POC1A	643	916	446	361
POC5	495	745	364	329
PODXL	142	173	89	64
PODXL2	1425	1999	899	770
POFUT1	717	1022	453	452
POFUT2	258	343	200	205
POGK	1826	2708	1409	1367
POGLUT1	380	547	258	223
POGZ	1202	2214	1460	1216
POLA1	5658	8235	4522	4396
POLA2	2062	3158	1450	1251
POLB	759	1077	498	423
POLD1	2139	3130	1566	1325
POLD2	2719	3870	1651	1534
POLD3	1342	2017	883	788
POLDIP2	1192	1709	838	696
POLDIP3	912	1197	482	433
POLE	4804	7619	3981	3491
POLE2	976	1406	622	478
POLE3	1436	1966	816	893
POLE4	388	574	285	322
POLG	3031	4699	2347	2116
POLG2	544	691	439	485
POLH	735	1061	541	437
POLI	244	318	180	157
POLK	762	1168	647	558
POLL	331	481	209	210
POLM	129	195	125	88
POLN	288	459	246	225
POLQ	4281	6577	3608	3325
POLR1A	2638	4452	2502	1985
POLR1B	3521	5108	2713	2383
POLR1C	1732	2354	996	962
POLR1D	190	270	158	161
POLR1E	1467	2291	1123	997
POLR2A	3585	8185	5100	4033
POLR2B	9522	13462	6076	6057
POLR2C	1609	2208	992	961
POLR2D	384	539	191	162
POLR2E	1356	1674	716	591
POLR2F	2436	3387	1786	1925
POLR2G	1483	2294	916	837
POLR2H	884	1258	634	561
POLR2I	629	912	415	389
POLR2J	1232	1689	493	361
POLR2J2	2229	3210	1144	809
POLR2J3	2541	3657	1281	926
POLR2K	285	439	196	177
POLR2L	739	1041	415	423
POLR3A	2568	3976	2194	1937
POLR3B	1729	2397	1212	1137
POLR3C	1455	2091	915	818
POLR3D	592	855	481	456
POLR3E	2239	3095	1477	1366
POLR3F	384	547	235	218
POLR3G	285	389	250	259
POLR3GL	234	239	140	120
POLR3H	691	1035	455	373
POLR3K	336	432	233	219
POLRMT	1321	1973	1041	925
POM121	767	1557	1037	653
POM121C	683	1444	927	567
POMGNT1	1009	1390	642	582
POMP	2739	3802	1591	1626
POMT1	681	951	468	376
POMT2	629	904	482	365
POMZP3	104	220	110	65
PON2	724	1096	473	423
POP1	1842	2520	1199	1102
POP4	689	1009	416	424
POP5	417	606	269	244
POP7	497	680	306	272
POPDC3	120	139	62	49
POR	1147	1602	672	627
PORCN	120	128	84	62
POT1	772	1048	411	402
POTEE	659	1085	961	1123
POTEF	75	104	38	36
POU2F1	530	739	327	265
POU3F2	97	116	55	74
POU3F3	58	85	35	38
POU4F1	153	200	93	95
PPA1	8959	12594	6181	5762
PPA2	2364	3443	1720	1811
PPAN-P2RY11	1440	1908	933	874
PPAP2A	100	167	69	55
PPAP2B	85	160	68	53
PPAPDC1B	108	116	55	42
PPARA	82	124	71	61
PPARD	96	143	95	69
PPARG	501	688	308	264
PPARGC1B	212	412	282	273
PPAT	3007	4157	2030	2115
PPCDC	192	290	160	165
PPCS	226	343	164	122
PPDPF	97	169	56	49
PPFIA1	2463	3676	1897	1668
PPFIA2	62	92	51	54
PPFIA3	231	326	188	144
PPFIA4	43	83	40	39
PPFIBP1	613	852	474	396
PPFIBP2	65	90	38	30
PPHLN1	1284	1769	829	783
PPIA	31674	44829	19484	17823
PPIAL4B	3561	5229	1836	1020
PPIAL4D	1231	1807	636	377
PPIAL4E	1188	1741	607	344
PPIAL4F	1231	1807	636	377
PPIAL4G	2793	4048	1342	888
PPIB	4848	6798	2831	2637
PPIC	285	413	203	188
PPID	1396	1911	865	864
PPIE	843	1161	550	560
PPIF	1154	1536	656	564
PPIG	3377	3646	2119	2106
PPIH	1281	1800	902	777
PPIL1	957	1354	547	533
PPIL2	684	1068	459	373
PPIL3	253	340	175	121
PPIL4	1672	2389	1298	1218
PPIP5K1	1383	2102	1376	1138
PPIP5K2	2104	3228	1639	1569
PPM1A	774	1203	657	654
PPM1B	852	1209	646	669
PPM1D	645	1056	500	478
PPM1E	296	450	221	239
PPM1F	931	1344	692	635
PPM1G	5129	6744	3429	3130
PPM1H	187	281	148	116
PPM1K	277	476	254	267
PPM1L	142	227	128	95
PPM1M	139	151	87	84
PPME1	652	1046	581	537
PPOX	202	272	156	105
PPP1CA	2781	3774	1873	1655
PPP1CB	2662	3610	1808	1794
PPP1CC	3702	5202	2522	2470
PPP1R10	952	1580	937	787
PPP1R11	92	117	71	64
PPP1R12A	2631	3652	1776	1657
PPP1R12B	349	618	374	293
PPP1R12C	554	672	360	384
PPP1R13B	302	564	289	210
PPP1R14B	1924	2864	1612	1648
PPP1R14C	94	152	77	75
PPP1R15A	329	515	212	244
PPP1R15B	2744	4308	1989	1885
PPP1R16A	231	335	173	173
PPP1R18	60	85	52	51
PPP1R2	612	888	409	354
PPP1R21	395	639	367	283
PPP1R26	479	674	352	358
PPP1R35	229	304	186	179
PPP1R37	287	375	187	170
PPP1R3B	58	96	64	64
PPP1R3F	91	115	55	59
PPP1R7	1389	1815	830	886
PPP1R8	2527	3587	1512	1281
PPP1R9A	644	930	479	457
PPP1R9B	621	809	530	569
PPP2CB	704	923	428	411
PPP2R1A	4129	6257	3175	2822
PPP2R1B	1643	2238	1185	1136
PPP2R2D	882	1324	650	613
PPP2R3A	346	459	251	229
PPP2R3B	750	984	526	464
PPP2R3C	725	1043	417	433
PPP2R4	1174	1846	814	748
PPP2R5A	957	1329	664	551
PPP2R5B	145	196	104	96
PPP2R5C	2212	3135	1384	1334
PPP2R5D	1591	2363	1061	893
PPP2R5E	433	740	374	363
PPP3CA	758	1157	547	494
PPP3CB	744	1102	709	682
PPP3CC	266	349	197	168
PPP3R1	341	595	367	313
PPP4C	2696	3574	1634	1452
PPP4R1	1457	2119	1010	919
PPP4R2	3344	4725	2591	2825
PPP4R4	125	236	115	95
PPP5C	2852	4206	1980	1818
PPP5D1	54	67	47	37
PPP6C	1229	1924	939	803
PPP6R1	1577	2316	1177	967
PPP6R2	1609	2345	1162	1064
PPP6R3	4259	6213	2857	2643
PPRC1	1815	3362	1967	1499
PPT1	1651	2388	1057	948
PPT2	438	591	308	265
PPTC7	200	284	145	119
PPWD1	1864	2495	1173	1157
PQBP1	1185	1743	739	798
PQLC1	179	235	90	86
PQLC2	100	154	79	81
PRADC1	100	120	46	44
PRAME	533	820	398	382
PRC1	6953	9757	4575	4253
PRCC	882	1358	796	747
PRCP	1153	1617	716	620
PRDM10	346	518	283	242
PRDM11	77	135	86	65
PRDM15	361	510	278	271
PRDM16	53	102	41	38
PRDM2	587	1092	576	483
PRDM4	969	1538	762	617
PRDM5	255	348	171	146
PRDM6	61	104	68	50
PRDX1	16740	22644	9425	8679
PRDX2	4135	5827	2757	2632
PRDX3	4961	7225	3011	2481
PRDX4	5161	7412	3121	2891
PRDX5	1244	1630	842	883
PRDX6	4861	6757	3031	2895
PREB	1393	1966	944	898
PRELID1	7086	9723	4959	4642
PRELID2	94	137	72	61
PREP	974	1560	795	715
PREPL	1934	2927	1395	1215
PREX1	136	195	100	109
PREX2	154	191	115	109
PRICKLE1	134	209	123	110
PRICKLE3	81	138	92	77
PRIM1	1501	2186	1002	804
PRIM2	1072	1603	706	675
PRKAA1	928	1414	789	683
PRKAA2	972	1350	731	685
PRKAB1	217	295	159	111
PRKAB2	162	219	99	69
PRKACA	271	525	377	287
PRKACB	412	593	312	282
PRKAG1	1118	1553	647	593
PRKAG2	119	164	108	97
PRKAR1A	2731	3647	1723	1808
PRKAR1B	359	531	273	299
PRKAR2A	1753	2533	1293	1330
PRKAR2B	313	490	263	291
PRKCA	305	522	287	245
PRKCD	268	422	220	205
PRKCE	201	309	154	121
PRKCH	113	171	100	66
PRKCI	1270	1788	874	792
PRKCQ	159	211	100	100
PRKCSH	1715	3176	1570	1491
PRKCZ	490	678	289	269
PRKD1	298	513	237	224
PRKD2	358	572	300	242
PRKD3	2381	3551	1781	1563
PRKDC	41258	63631	33061	29194
PRKG1	194	307	178	167
PRKRA	844	1196	565	441
PRKRIP1	314	380	191	210
PRKRIR	2067	3073	1430	1383
PRKX	207	317	193	172
PRMT1	7911	11080	4074	3402
PRMT10	698	1102	572	520
PRMT2	940	1351	707	680
PRMT3	1811	2655	1308	1190
PRMT5	4867	7034	3084	2803
PRMT6	394	470	243	245
PRMT7	1197	1645	819	785
PRNP	314	463	212	150
PROCR	78	89	44	25
PROS1	302	345	201	173
PROSC	434	569	277	246
PROSER1	491	809	493	436
PROSER2	70	103	63	47
PRPF18	588	933	469	437
PRPF19	2551	4303	2013	1567
PRPF3	2658	3836	1852	1737
PRPF31	2188	3075	1391	1226
PRPF38A	1848	2535	1300	1411
PRPF38B	1735	1936	1084	1133
PRPF39	1851	2464	1275	1169
PRPF4	1837	2564	1152	1098
PRPF40A	9145	12702	6443	6100
PRPF40B	93	135	70	78
PRPF4B	5585	7769	4164	3893
PRPF6	3686	5181	2793	2702
PRPF8	16094	28699	16796	13743
PRPS1	3564	5055	2213	2088
PRPS2	1434	1855	825	780
PRPSAP1	465	747	400	369
PRPSAP2	2348	3312	1550	1330
PRR11	369	538	218	213
PRR12	161	456	351	268
PRR13	421	618	216	211
PRR14	266	440	274	230
PRR14L	4566	7707	4377	3777
PRR22	212	249	139	106
PRR3	160	226	127	104
PRR5-ARHGAP8	438	651	303	244
PRRC1	712	996	559	469
PRRC2A	4161	8923	5255	3954
PRRC2B	4048	7618	4631	4061
PRRC2C	12023	19324	11527	9300
PRRG1	75	90	43	39
PRRG4	44	63	45	34
PRRT3	57	80	49	36
PRSS12	155	194	125	104
PRSS23	201	285	131	95
PRSS53	44	73	38	29
PRTFDC1	381	570	225	204
PRTG	443	707	351	323
PRUNE	320	439	254	232
PRUNE2	72	87	49	49
PRX	92	145	67	85
PSAP	5017	7174	3597	3553
PSAT1	2779	3764	2029	1843
PSD3	992	1455	714	692
PSEN1	715	951	422	388
PSEN2	682	943	480	467
PSENEN	190	324	166	129
PSIP1	2899	3477	1603	1468
PSKH1	240	357	191	162
PSMA1	4046	5384	2141	1807
PSMA2	4546	6568	2829	2575
PSMA3	3011	4265	1919	1852
PSMA4	8318	11473	4689	4277
PSMA5	4388	6067	2471	2294
PSMA6	3122	4347	1987	1783
PSMA7	5023	6982	3085	3087
PSMB1	4801	6713	2705	2472
PSMB10	279	373	155	172
PSMB2	2127	2875	1429	1287
PSMB3	2525	3499	1660	1599
PSMB4	7020	9514	4469	4063
PSMB5	3579	4984	2139	2067
PSMB6	2397	3344	1332	1270
PSMB7	3365	4463	1837	1707
PSMC1	5427	7368	3230	3087
PSMC2	3887	5657	2596	2453
PSMC3	4733	6243	2831	2732
PSMC3IP	323	393	223	240
PSMC4	2708	3876	1737	1664
PSMC5	2094	2806	1609	1498
PSMC6	3806	5301	2628	2406
PSMD1	8324	11971	5535	5116
PSMD10	1846	2508	1335	1291
PSMD11	1829	2650	1406	1238
PSMD12	3114	4229	2123	2117
PSMD13	2485	3527	1577	1498
PSMD14	3074	4350	2016	1904
PSMD2	5846	8661	4260	3949
PSMD3	3561	5164	2000	1744
PSMD4	4458	6108	3016	2993
PSMD6	5013	7395	3162	2922
PSMD7	3394	4436	2202	2013
PSMD8	4527	6363	2073	1611
PSMD9	908	1220	616	589
PSME1	536	773	362	311
PSME2	775	1058	456	376
PSME3	1484	2469	1351	1318
PSME4	3937	7006	3977	3438
PSMF1	931	1313	764	748
PSMG1	3036	4296	1816	1691
PSMG2	539	735	322	232
PSMG3	589	806	415	389
PSMG4	193	265	126	95
PSPC1	2415	3525	1742	1786
PSPH	582	863	384	339
PSRC1	336	470	255	272
PSTK	232	326	135	112
PSTPIP2	248	330	146	128
PTAR1	680	1009	471	456
PTBP1	5075	7502	3529	3041
PTBP2	928	1432	698	612
PTBP3	1109	1658	743	646
PTCD2	221	321	160	188
PTCD3	2786	3938	1970	1748
PTCH1	206	364	244	197
PTDSS1	2994	4442	1910	1619
PTDSS2	627	915	454	403
PTEN	1255	1783	729	694
PTER	408	601	279	298
PTGES2	819	1220	596	588
PTGES3	3712	5184	2513	2641
PTGES3L-AARSD1	734	1013	556	523
PTGFRN	928	1427	796	797
PTGR2	201	244	159	140
PTGS2	61	65	39	21
PTK2	2207	3211	1732	1587
PTK2B	45	64	28	26
PTK7	1248	2005	821	715
PTMA	13014	16757	10897	13266
PTMS	233	342	323	419
PTOV1	1466	2224	1006	799
PTP4A1	788	1471	852	831
PTP4A2	1881	2670	1391	1398
PTPDC1	347	496	259	229
PTPLA	149	246	96	102
PTPLAD1	3533	5027	2185	1815
PTPLB	452	581	250	212
PTPMT1	596	870	406	314
PTPN1	974	1430	641	604
PTPN11	3410	4890	2362	2400
PTPN12	382	663	368	327
PTPN13	4631	6581	3199	2826
PTPN14	446	867	519	448
PTPN18	101	151	99	67
PTPN2	834	1274	545	491
PTPN21	146	262	151	133
PTPN23	273	694	527	378
PTPN3	469	713	329	286
PTPN4	960	1547	660	588
PTPN9	614	932	467	388
PTPRA	1362	2149	926	887
PTPRD	85	135	71	70
PTPRF	1982	3401	1836	1431
PTPRG	1116	1804	923	821
PTPRJ	339	526	236	198
PTPRK	1293	1851	885	748
PTPRM	226	383	181	134
PTPRS	1629	2622	1536	1323
PTPRU	1339	1984	914	756
PTRF	66	78	54	46
PTRH2	475	699	324	354
PTRHD1	276	416	165	171
PTS	525	680	346	349
PTTG1	2022	2927	1333	1201
PTTG1IP	574	800	428	424
