	tm_a_hek	tm_b_hek	untr_a_hek	untr_b_hek
PCSK7	276	354	483	430
PCTP	104	124	123	121
PCYOX1	314	419	499	486
PCYOX1L	87	90	80	73
PCYT1A	193	248	248	214
PCYT2	175	224	212	185
PDAP1	843	1180	1041	1100
PDCD10	480	581	598	530
PDCD11	3920	4845	5532	5206
PDCD2	1166	1377	1549	1522
PDCD2L	313	373	419	365
PDCD4	913	1222	1354	1471
PDCD5	1234	1774	1760	1661
PDCD6	327	420	378	329
PDCD6IP	2684	3446	3718	3409
PDCD7	79	108	165	163
PDCL	252	318	363	354
PDCL3	319	411	426	401
PDDC1	104	129	237	151
PDE10A	73	87	91	92
PDE12	686	762	966	899
PDE3B	569	716	888	740
PDE4A	26	35	48	43
PDE4D	64	97	112	78
PDE4DIP	808	1037	1398	1239
PDE5A	149	200	189	171
PDE6D	123	166	192	181
PDE7A	179	271	259	275
PDE8A	452	574	640	515
PDE9A	117	143	157	127
PDF	89	99	109	118
PDGFC	108	150	173	130
PDGFRL	31	35	49	45
PDHA1	1609	2148	2272	2224
PDHB	2164	2640	2638	2610
PDHX	584	767	695	637
PDIA3	2892	3668	3846	3850
PDIA4	2730	3576	3681	3721
PDIA5	217	243	331	318
PDIA6	3499	4592	4698	4584
PDIK1L	164	217	293	243
PDK1	146	201	237	214
PDK2	91	121	136	122
PDK3	318	355	429	373
PDLIM1	380	477	526	449
PDLIM2	37	40	47	45
PDLIM3	54	80	108	90
PDLIM5	267	348	375	341
PDLIM7	139	166	168	182
PDP1	274	338	316	251
PDP2	192	219	265	236
PDPK1	384	478	587	514
PDPN	97	113	108	109
PDPR	388	502	774	720
PDRG1	92	177	209	243
PDS5A	2328	3091	3454	3169
PDS5B	1324	1732	2180	1939
PDSS1	332	437	501	474
PDSS2	131	171	196	177
PDXDC1	1512	1906	1884	1857
PDXK	419	567	616	615
PDZD11	145	164	150	127
PDZD4	32	38	52	55
PDZD8	1512	1849	2090	1960
PDZRN3	79	138	140	125
PEA15	95	163	145	130
PEAK1	355	455	697	606
PEBP1	1046	1269	1294	1149
PECR	105	153	191	170
PEF1	539	609	506	407
PELI1	167	191	186	166
PELI2	119	144	169	133
PELI3	49	64	67	56
PELO	447	511	538	457
PELP1	627	874	1231	1071
PEMT	220	288	280	267
PEPD	615	752	846	819
PER1	105	159	239	162
PER2	107	116	158	143
PER3	16	23	34	36
PERP	339	445	314	242
PES1	2910	3564	3545	3624
PET100	269	311	351	415
PET112	473	595	584	527
PET117	78	97	127	130
PEX1	657	856	903	785
PEX10	118	118	139	138
PEX11A	82	115	107	118
PEX11B	94	116	152	123
PEX12	38	34	31	36
PEX13	257	292	352	316
PEX14	119	127	143	158
PEX16	125	172	175	171
PEX2	303	355	365	412
PEX26	155	197	241	217
PEX3	560	788	800	740
PEX5	333	440	567	472
PEX6	68	133	128	90
PEX7	116	191	199	181
PFAS	1575	1932	2400	2025
PFDN1	291	411	402	321
PFDN2	449	631	556	593
PFDN4	574	762	818	883
PFDN5	1270	1612	1633	1579
PFDN6	415	551	489	469
PFKFB2	219	246	263	221
PFKFB3	215	270	309	257
PFKFB4	42	77	80	68
PFKM	1385	1639	1810	1662
PFKP	704	858	1008	895
PFN1	2054	2809	2870	2775
PFN2	274	350	449	411
PGAM1	2986	3517	3480	2965
PGAM4	814	914	958	737
PGAM5	619	719	837	815
PGAP1	395	474	614	482
PGAP2	94	102	85	77
PGBD1	362	442	512	478
PGBD2	115	143	129	120
PGBD4	52	50	50	56
PGBD5	72	135	119	68
PGD	1472	2171	1949	1885
PGGT1B	331	416	449	411
PGK1	5290	6271	6027	5364
PGLS	197	202	285	237
PGM1	903	1183	1267	1105
PGM2	845	1064	1148	1113
PGM2L1	95	122	176	184
PGM3	762	958	976	853
PGP	227	328	351	319
PGRMC1	1055	1412	1330	1231
PGRMC2	108	153	211	218
PGS1	234	282	285	288
PHACTR2	300	430	387	348
PHACTR4	300	361	589	535
PHAX	711	914	1095	926
PHB	2775	3324	2833	2405
PHB2	2774	3222	3364	2746
PHC1	251	361	386	309
PHC2	347	472	578	483
PHC3	283	346	509	399
PHF1	63	81	114	92
PHF10	903	1101	1671	1509
PHF12	143	215	317	299
PHF13	85	89	164	120
PHF14	1199	1456	1652	1551
PHF15	46	58	67	67
PHF16	311	346	419	434
PHF17	572	637	854	798
PHF19	219	260	256	266
PHF2	390	511	595	483
PHF20	610	724	862	879
PHF20L1	1047	1297	1309	1206
PHF21A	51	83	114	82
PHF23	355	473	527	560
PHF3	3657	4806	5177	4625
PHF5A	300	418	480	419
PHF6	1432	1850	1891	1783
PHF7	27	41	44	39
PHF8	651	893	1275	1204
PHGDH	3080	3908	4266	4163
PHIP	2492	3252	3829	3521
PHKA1	986	1169	1273	1154
PHKA2	453	619	717	580
PHKB	717	887	1067	909
PHKG2	460	543	623	582
PHLDB1	106	169	153	153
PHLDB2	145	179	195	175
PHLDB3	35	69	61	62
PHLPP1	291	331	482	412
PHLPP2	494	625	724	637
PHOSPHO2	73	94	152	108
PHPT1	302	417	400	346
PHRF1	852	1150	1360	1260
PHTF1	430	501	567	578
PHTF2	373	523	543	524
PHYH	104	140	104	117
PHYHD1	102	162	198	128
PI4K2A	186	245	206	196
PI4K2B	399	412	487	518
PI4KA	1888	2568	3102	2596
PI4KB	1199	1692	1566	1511
PIAS1	377	465	519	456
PIAS2	324	405	445	384
PIAS3	201	208	276	210
PIAS4	211	266	277	287
PIBF1	554	770	879	844
PICALM	1094	1317	1424	1273
PICK1	409	505	489	435
PIDD	110	121	188	201
PIEZO1	798	998	1360	1088
PIF1	70	99	114	107
PIGA	436	474	528	480
PIGB	112	131	126	116
PIGC	305	361	372	358
PIGF	233	307	252	221
PIGG	520	680	739	607
PIGH	161	181	164	116
PIGK	1110	1359	1303	1214
PIGL	91	105	140	125
PIGM	216	261	269	233
PIGN	542	624	611	566
PIGO	285	401	441	367
PIGP	137	190	152	159
PIGQ	290	356	353	320
PIGS	564	671	754	639
PIGT	434	489	547	385
PIGU	275	315	252	245
PIGV	72	74	70	55
PIGW	511	654	648	521
PIGX	176	186	226	196
PIGY	192	232	226	196
PIH1D1	422	475	578	510
PIH1D2	38	34	36	37
PIK3AP1	50	53	63	47
PIK3C2A	2034	2766	3136	2718
PIK3C2B	75	118	196	116
PIK3C3	419	532	590	568
PIK3CA	331	433	482	413
PIK3CB	277	388	691	553
PIK3CD	20	35	37	45
PIK3R1	217	287	376	312
PIK3R2	289	390	567	469
PIK3R3	417	559	591	527
PIK3R4	1276	1616	1732	1556
PIKFYVE	923	1227	1489	1276
PILRA	25	29	36	21
PILRB	159	259	288	205
PIM1	33	54	75	67
PIM2	187	240	233	187
PIM3	231	298	357	331
PIN1	414	574	574	589
PIN4	644	944	798	832
PINK1	411	570	515	458
PIP4K2A	226	319	337	331
PIP4K2B	198	261	312	280
PIP4K2C	160	215	267	247
PIP5K1A	1265	1719	1667	1433
PIP5K1B	27	34	36	29
PIP5K1C	62	114	151	137
PIR	203	226	251	237
PISD	210	275	248	226
PITHD1	292	378	374	370
PITPNA	224	308	290	280
PITPNB	387	535	713	741
PITPNC1	59	79	97	79
PITPNM1	128	150	152	138
PITPNM2	39	51	68	41
PITRM1	1693	2085	1996	1645
PITX1	152	189	208	154
PITX2	47	73	78	81
PJA1	481	609	556	583
PJA2	899	1207	1298	1226
PKD1	1460	1731	2392	1951
PKD2	382	451	603	654
PKDCC	58	65	97	76
PKIA	31	33	23	17
PKIG	32	38	34	43
PKM	10743	13122	14089	13502
PKMYT1	211	265	299	260
PKN1	1051	1204	1410	1299
PKN2	1667	2114	2720	2535
PKN3	278	329	385	337
PKNOX1	290	345	389	319
PKNOX2	41	49	58	44
PKP2	223	246	318	291
PKP4	1158	1490	1502	1276
PLA2G12A	284	330	357	342
PLA2G15	66	82	78	90
PLA2G16	33	40	42	46
PLA2G4A	419	487	499	423
PLA2G6	66	96	102	84
PLAA	776	1042	1134	1013
PLAC1	39	44	28	35
PLAG1	80	96	101	94
PLAGL1	215	277	349	295
PLAGL2	186	211	446	358
PLAT	291	400	323	320
PLAUR	25	41	43	38
PLBD2	98	111	238	196
PLCB1	303	340	374	380
PLCB3	418	594	648	559
PLCB4	124	184	250	208
PLCD1	49	49	71	54
PLCD3	138	147	168	126
PLCE1	190	248	321	283
PLCG1	1273	1622	1850	1638
PLCG2	149	181	198	208
PLCH1	238	318	369	369
PLCL1	27	31	39	34
PLCL2	495	550	702	581
PLCXD1	362	380	488	398
PLCXD2	39	34	36	36
PLD1	76	88	89	98
PLD2	136	154	187	150
PLD3	526	663	693	575
PLD6	105	187	175	147
PLEC	508	693	1380	1091
PLEKHA1	335	381	471	400
PLEKHA2	26	24	33	29
PLEKHA3	204	228	284	251
PLEKHA5	308	465	448	392
PLEKHA7	72	91	160	123
PLEKHA8	403	520	579	604
PLEKHB2	277	308	375	362
PLEKHF2	67	103	122	110
PLEKHG1	36	50	70	48
PLEKHG2	113	133	199	116
PLEKHG3	252	308	391	363
PLEKHG4	401	497	456	390
PLEKHG5	53	84	93	70
PLEKHH1	167	204	280	251
PLEKHH2	120	142	187	169
PLEKHH3	77	89	121	123
PLEKHJ1	208	194	243	235
PLEKHM1	169	283	359	298
PLEKHM2	472	573	641	558
PLEKHM3	202	248	301	261
PLEKHO1	190	261	263	251
PLEKHO2	35	44	49	43
PLGRKT	75	81	78	108
PLIN2	332	402	452	462
PLIN3	166	182	195	177
PLK1	880	1212	1422	1224
PLK1S1	299	381	366	366
PLK2	84	97	104	68
PLK4	1073	1345	1311	1121
PLOD1	507	661	673	627
PLOD2	1215	1504	1575	1598
PLOD3	271	365	461	438
PLRG1	1579	1773	1821	1477
PLS1	488	583	618	574
PLS3	10329	12724	13296	12718
PLSCR1	262	342	405	370
PLTP	137	169	201	130
PLXDC2	95	124	138	93
PLXNA1	907	1237	1537	1338
PLXNA2	58	98	143	97
PLXNA3	157	212	267	224
PLXNB1	80	114	136	142
PLXNB2	493	601	826	707
PLXND1	102	133	155	143
PM20D2	414	479	616	592
PMAIP1	51	70	47	53
PMF1-BGLAP	399	463	449	447
PMFBP1	33	29	55	44
PML	59	69	113	92
PMM1	63	115	137	137
PMM2	276	383	409	432
PMP22	40	68	36	29
PMPCA	1188	1447	1604	1554
PMPCB	1506	1819	1944	1719
PMS1	651	812	978	956
PMS2	515	676	705	725
PMVK	97	112	125	136
PNISR	1970	2534	2412	2289
PNKD	39	36	63	48
PNKP	217	235	306	326
PNMA1	259	335	507	414
PNMA2	81	91	114	105
PNMA6C	191	225	279	275
PNMAL1	259	273	360	412
PNN	3665	4733	4429	4585
PNO1	478	615	583	507
PNP	864	1022	998	886
PNPLA2	206	267	402	324
PNPLA3	122	164	188	145
PNPLA4	38	50	37	32
PNPLA6	223	267	339	269
PNPLA8	453	556	456	471
PNPO	224	256	327	289
PNPT1	1503	1873	2109	1832
PNRC1	215	233	281	278
PNRC2	453	559	431	378
POC1A	345	429	446	361
POC5	273	303	364	329
PODXL	62	97	89	64
PODXL2	740	933	899	770
POFUT1	383	456	453	452
POFUT2	115	181	200	205
POGK	957	1227	1409	1367
POGLUT1	213	259	258	223
POGZ	677	783	1460	1216
POLA1	2834	3609	4522	4396
POLA2	1104	1329	1450	1251
POLB	352	453	498	423
POLD1	1091	1313	1566	1325
POLD2	1390	1688	1651	1534
POLD3	745	929	883	788
POLDIP2	599	734	838	696
POLDIP3	460	593	482	433
POLE	2429	3422	3981	3491
POLE2	463	501	622	478
POLE3	742	926	816	893
POLE4	159	238	285	322
POLG	1595	2075	2347	2116
POLG2	256	291	439	485
POLH	390	471	541	437
POLI	107	170	180	157
POLK	409	514	647	558
POLL	186	237	209	210
POLM	72	74	125	88
POLN	129	173	246	225
POLQ	2221	2864	3608	3325
POLR1A	1330	1883	2502	1985
POLR1B	1886	2276	2713	2383
POLR1C	809	1109	996	962
POLR1D	82	108	158	161
POLR1E	776	927	1123	997
POLR2A	1803	2325	5100	4033
POLR2B	4810	5892	6076	6057
POLR2C	796	977	992	961
POLR2D	178	249	191	162
POLR2E	633	854	716	591
POLR2F	1125	1562	1786	1925
POLR2G	770	988	916	837
POLR2H	464	550	634	561
POLR2I	337	393	415	389
POLR2J	525	747	493	361
POLR2J2	1103	1357	1144	809
POLR2J3	1221	1554	1281	926
POLR2K	129	176	196	177
POLR2L	312	459	415	423
POLR3A	1362	1821	2194	1937
POLR3B	860	1187	1212	1137
POLR3C	729	881	915	818
POLR3D	336	429	481	456
POLR3E	1072	1396	1477	1366
POLR3F	184	222	235	218
POLR3G	157	198	250	259
POLR3GL	129	143	140	120
POLR3H	370	442	455	373
POLR3K	158	213	233	219
POLRMT	742	817	1041	925
POM121	420	567	1037	653
POM121C	405	494	927	567
POMGNT1	532	604	642	582
POMP	1444	1606	1591	1626
POMT1	309	419	468	376
POMT2	310	417	482	365
POMZP3	56	81	110	65
PON2	377	489	473	423
POP1	887	1073	1199	1102
POP4	289	452	416	424
POP5	234	246	269	244
POP7	261	341	306	272
POPDC3	69	89	62	49
POR	562	733	672	627
PORCN	41	70	84	62
POT1	395	470	411	402
POTEE	378	478	961	1123
POTEF	39	55	38	36
POU2F1	278	387	327	265
POU3F2	47	56	55	74
POU3F3	26	34	35	38
POU4F1	69	94	93	95
PPA1	4332	5579	6181	5762
PPA2	1154	1500	1720	1811
PPAN-P2RY11	677	924	933	874
PPAP2A	57	97	69	55
PPAP2B	53	74	68	53
PPAPDC1B	41	54	55	42
PPARA	47	64	71	61
PPARD	39	69	95	69
PPARG	252	310	308	264
PPARGC1B	108	182	282	273
PPAT	1502	1759	2030	2115
PPCDC	98	130	160	165
PPCS	127	150	164	122
PPDPF	46	56	56	49
PPFIA1	1283	1607	1897	1668
PPFIA2	29	49	51	54
PPFIA3	140	147	188	144
PPFIA4	32	29	40	39
PPFIBP1	328	409	474	396
PPFIBP2	26	40	38	30
PPHLN1	618	798	829	783
PPIA	15262	20098	19484	17823
PPIAL4B	1818	2247	1836	1020
PPIAL4D	627	777	636	377
PPIAL4E	604	748	607	344
PPIAL4F	627	777	636	377
PPIAL4G	1456	1769	1342	888
PPIB	2305	3082	2831	2637
PPIC	152	175	203	188
PPID	694	852	865	864
PPIE	397	497	550	560
PPIF	513	705	656	564
PPIG	1744	2103	2119	2106
PPIH	565	756	902	777
PPIL1	454	609	547	533
PPIL2	355	440	459	373
PPIL3	116	177	175	121
PPIL4	860	1097	1298	1218
PPIP5K1	801	962	1376	1138
PPIP5K2	1123	1365	1639	1569
PPM1A	397	494	657	654
PPM1B	447	529	646	669
PPM1D	404	455	500	478
PPM1E	164	195	221	239
PPM1F	463	554	692	635
PPM1G	2735	3355	3429	3130
PPM1H	91	108	148	116
PPM1K	155	225	254	267
PPM1L	67	78	128	95
PPM1M	63	85	87	84
PPME1	379	455	581	537
PPOX	100	121	156	105
PPP1CA	1391	1650	1873	1655
PPP1CB	1333	1674	1808	1794
PPP1CC	1920	2314	2522	2470
PPP1R10	479	632	937	787
PPP1R11	55	70	71	64
PPP1R12A	1377	1680	1776	1657
PPP1R12B	183	253	374	293
PPP1R12C	247	306	360	384
PPP1R13B	149	219	289	210
PPP1R14B	874	1112	1612	1648
PPP1R14C	61	65	77	75
PPP1R15A	162	233	212	244
PPP1R15B	1457	1875	1989	1885
PPP1R16A	108	145	173	173
PPP1R18	26	30	52	51
PPP1R2	298	358	409	354
PPP1R21	196	275	367	283
PPP1R26	262	348	352	358
PPP1R35	109	136	186	179
PPP1R37	147	202	187	170
PPP1R3B	42	52	64	64
PPP1R3F	41	57	55	59
PPP1R7	651	895	830	886
PPP1R8	1250	1651	1512	1281
PPP1R9A	356	421	479	457
PPP1R9B	324	378	530	569
PPP2CB	334	407	428	411
PPP2R1A	2189	2694	3175	2822
PPP2R1B	837	1014	1185	1136
PPP2R2D	442	584	650	613
PPP2R3A	158	207	251	229
PPP2R3B	306	430	526	464
PPP2R3C	348	471	417	433
PPP2R4	621	789	814	748
PPP2R5A	440	564	664	551
PPP2R5B	73	100	104	96
PPP2R5C	1103	1429	1384	1334
PPP2R5D	832	1013	1061	893
PPP2R5E	200	301	374	363
PPP3CA	387	479	547	494
PPP3CB	349	488	709	682
PPP3CC	146	150	197	168
PPP3R1	201	202	367	313
PPP4C	1421	1665	1634	1452
PPP4R1	705	863	1010	919
PPP4R2	1710	2059	2591	2825
PPP4R4	94	100	115	95
PPP5C	1438	1963	1980	1818
PPP5D1	18	29	47	37
PPP6C	617	762	939	803
PPP6R1	773	1069	1177	967
PPP6R2	832	991	1162	1064
PPP6R3	2109	2749	2857	2643
PPRC1	904	1295	1967	1499
PPT1	840	1005	1057	948
PPT2	254	271	308	265
PPTC7	89	114	145	119
PPWD1	857	1158	1173	1157
PQBP1	711	905	739	798
PQLC1	95	102	90	86
PQLC2	61	70	79	81
PRADC1	42	46	46	44
PRAME	324	366	398	382
PRC1	3515	4304	4575	4253
PRCC	461	629	796	747
PRCP	543	727	716	620
PRDM10	163	231	283	242
PRDM11	49	47	86	65
PRDM15	178	231	278	271
PRDM16	17	21	41	38
PRDM2	291	381	576	483
PRDM4	508	688	762	617
PRDM5	132	166	171	146
PRDM6	43	44	68	50
PRDX1	7879	9935	9425	8679
PRDX2	2118	2601	2757	2632
PRDX3	2405	3128	3011	2481
PRDX4	2620	3032	3121	2891
PRDX5	613	782	842	883
PRDX6	2482	3124	3031	2895
PREB	714	933	944	898
PRELID1	3608	4070	4959	4642
PRELID2	56	72	72	61
PREP	548	705	795	715
PREPL	1003	1267	1395	1215
PREX1	84	89	100	109
PREX2	77	102	115	109
PRICKLE1	76	86	123	110
PRICKLE3	55	52	92	77
PRIM1	824	967	1002	804
PRIM2	546	703	706	675
PRKAA1	475	633	789	683
PRKAA2	492	646	731	685
PRKAB1	107	133	159	111
PRKAB2	77	88	99	69
PRKACA	128	199	377	287
PRKACB	224	251	312	282
PRKAG1	549	717	647	593
PRKAG2	57	84	108	97
PRKAR1A	1361	1820	1723	1808
PRKAR1B	190	236	273	299
PRKAR2A	883	1153	1293	1330
PRKAR2B	169	237	263	291
PRKCA	165	196	287	245
PRKCD	127	185	220	205
PRKCE	99	134	154	121
PRKCH	67	75	100	66
PRKCI	659	799	874	792
PRKCQ	81	93	100	100
PRKCSH	928	1490	1570	1491
PRKCZ	213	314	289	269
PRKD1	144	189	237	224
PRKD2	157	218	300	242
PRKD3	1233	1514	1781	1563
PRKDC	20890	26920	33061	29194
PRKG1	121	127	178	167
PRKRA	446	584	565	441
PRKRIP1	143	171	191	210
PRKRIR	1121	1348	1430	1383
PRKX	99	157	193	172
PRMT1	3944	4808	4074	3402
PRMT10	376	431	572	520
PRMT2	501	625	707	680
PRMT3	896	1143	1308	1190
PRMT5	2471	3175	3084	2803
PRMT6	208	247	243	245
PRMT7	596	750	819	785
PRNP	129	236	212	150
PROCR	34	43	44	25
PROS1	129	169	201	173
PROSC	192	265	277	246
PROSER1	216	308	493	436
PROSER2	38	45	63	47
PRPF18	305	405	469	437
PRPF19	1308	1655	2013	1567
PRPF3	1394	1732	1852	1737
PRPF31	1086	1420	1391	1226
PRPF38A	980	1324	1300	1411
PRPF38B	1013	1222	1084	1133
PRPF39	861	1190	1275	1169
PRPF4	932	1181	1152	1098
PRPF40A	4641	5591	6443	6100
PRPF40B	49	55	70	78
PRPF4B	2773	3699	4164	3893
PRPF6	1968	2355	2793	2702
PRPF8	8215	11689	16796	13743
PRPS1	1755	2070	2213	2088
PRPS2	610	876	825	780
PRPSAP1	231	317	400	369
PRPSAP2	1244	1433	1550	1330
PRR11	203	255	218	213
PRR12	82	106	351	268
PRR13	222	289	216	211
PRR14	146	155	274	230
PRR14L	2495	3211	4377	3777
PRR22	85	112	139	106
PRR3	86	124	127	104
PRR5-ARHGAP8	207	277	303	244
PRRC1	367	483	559	469
PRRC2A	2190	3269	5255	3954
PRRC2B	2110	3066	4631	4061
PRRC2C	6264	8033	11527	9300
PRRG1	40	54	43	39
PRRG4	23	26	45	34
PRRT3	15	29	49	36
PRSS12	75	90	125	104
PRSS23	101	119	131	95
PRSS53	24	28	38	29
PRTFDC1	204	233	225	204
PRTG	252	342	351	323
PRUNE	157	226	254	232
PRUNE2	37	42	49	49
PRX	47	53	67	85
PSAP	2582	3356	3597	3553
PSAT1	1333	1752	2029	1843
PSD3	499	646	714	692
PSEN1	315	466	422	388
PSEN2	324	411	480	467
PSENEN	118	133	166	129
PSIP1	1467	1850	1603	1468
PSKH1	133	151	191	162
PSMA1	1922	2373	2141	1807
PSMA2	2197	2879	2829	2575
PSMA3	1413	1953	1919	1852
PSMA4	3998	5062	4689	4277
PSMA5	2237	2739	2471	2294
PSMA6	1547	1986	1987	1783
PSMA7	2485	2919	3085	3087
PSMB1	2249	2805	2705	2472
PSMB10	141	162	155	172
PSMB2	1008	1438	1429	1287
PSMB3	1300	1539	1660	1599
PSMB4	3564	4146	4469	4063
PSMB5	1885	2284	2139	2067
PSMB6	1297	1608	1332	1270
PSMB7	1613	2129	1837	1707
PSMC1	2726	3223	3230	3087
PSMC2	1994	2326	2596	2453
PSMC3	2425	2921	2831	2732
PSMC3IP	150	225	223	240
PSMC4	1318	1596	1737	1664
PSMC5	1068	1415	1609	1498
PSMC6	1863	2178	2628	2406
PSMD1	4407	5270	5535	5116
PSMD10	896	1179	1335	1291
PSMD11	855	1294	1406	1238
PSMD12	1380	1875	2123	2117
PSMD13	1223	1525	1577	1498
PSMD14	1615	1915	2016	1904
PSMD2	3113	3852	4260	3949
PSMD3	1840	2264	2000	1744
PSMD4	2268	2718	3016	2993
PSMD6	2549	3140	3162	2922
PSMD7	1736	2170	2202	2013
PSMD8	2251	2772	2073	1611
PSMD9	426	534	616	589
PSME1	297	337	362	311
PSME2	405	487	456	376
PSME3	786	974	1351	1318
PSME4	1976	2569	3977	3438
PSMF1	475	588	764	748
PSMG1	1457	1870	1816	1691
PSMG2	233	321	322	232
PSMG3	338	331	415	389
PSMG4	77	118	126	95
PSPC1	1259	1607	1742	1786
PSPH	255	344	384	339
PSRC1	173	210	255	272
PSTK	102	138	135	112
PSTPIP2	131	138	146	128
PTAR1	322	455	471	456
PTBP1	2474	3424	3529	3041
PTBP2	487	629	698	612
PTBP3	583	674	743	646
PTCD2	113	157	160	188
PTCD3	1385	1786	1970	1748
PTCH1	128	178	244	197
PTDSS1	1646	1850	1910	1619
PTDSS2	318	398	454	403
PTEN	605	723	729	694
PTER	223	262	279	298
PTGES2	443	573	596	588
PTGES3	1817	2419	2513	2641
PTGES3L-AARSD1	347	490	556	523
PTGFRN	502	659	796	797
PTGR2	107	131	159	140
PTGS2	25	38	39	21
PTK2	1079	1421	1732	1587
PTK2B	20	42	28	26
PTK7	696	806	821	715
PTMA	7249	8331	10897	13266
PTMS	133	167	323	419
PTOV1	690	954	1006	799
PTP4A1	401	546	852	831
PTP4A2	998	1171	1391	1398
PTPDC1	164	175	259	229
PTPLA	79	94	96	102
PTPLAD1	1850	2210	2185	1815
PTPLB	199	272	250	212
PTPMT1	296	354	406	314
PTPN1	498	671	641	604
PTPN11	1795	2232	2362	2400
PTPN12	181	234	368	327
PTPN13	2241	2924	3199	2826
PTPN14	256	352	519	448
PTPN18	43	73	99	67
PTPN2	426	538	545	491
PTPN21	85	102	151	133
PTPN23	168	210	527	378
PTPN3	290	331	329	286
PTPN4	483	648	660	588
PTPN9	347	412	467	388
PTPRA	699	927	926	887
PTPRD	34	65	71	70
PTPRF	1028	1415	1836	1431
PTPRG	566	711	923	821
PTPRJ	205	239	236	198
PTPRK	608	833	885	748
PTPRM	107	163	181	134
PTPRS	840	1105	1536	1323
PTPRU	709	908	914	756
PTRF	37	35	54	46
PTRH2	245	355	324	354
PTRHD1	149	178	165	171
PTS	235	323	346	349
PTTG1	1016	1186	1333	1201
PTTG1IP	278	376	428	424
PUF60	2296	2619	2480	2327
PUM1	2375	3229	3306	2887
PUM2	1205	1494	1887	1636
PURA	75	107	139	126
PURB	39	36	67	72
PUS1	348	410	486	460
PUS10	62	69	92	69
PUS3	321	414	412	376
PUS7	1273	1587	1760	1597
PUS7L	598	807	887	867
PUSL1	328	410	539	575
PVR	233	276	294	244
PVRIG	46	59	62	62
PVRL1	35	51	64	56
PVRL2	188	224	278	243
PVRL3	556	714	720	632
PWP1	1460	1837	1899	1666
PWP2	1628	2049	2393	2106
PWWP2A	359	422	539	450
PWWP2B	24	46	57	49
PXDN	185	260	322	268
PXK	283	323	371	330
PXMP2	124	175	215	201
PXN	59	65	103	84
PYCR1	636	708	658	623
PYCR2	776	1010	1047	896
PYCRL	121	152	174	142
PYGB	825	1052	1153	996
PYGL	4857	5867	6518	6317
PYGO1	63	73	94	93
PYGO2	194	242	257	267
PYROXD1	141	194	196	192
PYURF	129	152	185	174
QARS	2410	3095	2999	2678
QDPR	73	80	80	106
QKI	603	879	1050	987
QPCT	78	82	64	51
QPCTL	120	164	133	129
QPRT	86	109	137	122
QRFPR	55	59	79	63
QRICH1	1354	1760	1703	1411
QRICH2	115	140	201	189
QRSL1	576	710	712	652
QSER1	1761	2490	3561	2769
QSOX1	211	274	316	278
QSOX2	379	497	603	568
QTRT1	380	457	506	429
QTRTD1	656	771	941	868
R3HCC1	305	362	386	403
R3HCC1L	401	451	593	574
R3HDM1	414	552	747	617
R3HDM2	174	240	367	305
R3HDM4	89	106	156	152
RAB10	578	754	733	649
RAB11A	1092	1403	1410	1366
RAB11B	49	41	93	89
RAB11FIP1	425	506	594	505
RAB11FIP2	387	512	589	530
RAB11FIP3	182	249	346	330
RAB11FIP4	152	201	221	234
RAB11FIP5	88	103	136	128
RAB12	179	236	270	264
RAB13	121	179	219	255
RAB14	238	357	393	429
RAB18	260	335	323	357
RAB1A	503	652	613	577
RAB1B	358	375	484	405
RAB21	264	379	350	305
RAB22A	89	125	172	135
RAB23	174	240	252	251
RAB24	197	242	289	280
RAB27A	28	31	45	38
RAB28	157	204	256	258
RAB2A	279	373	344	325
RAB2B	70	87	103	82
RAB31	102	132	121	121
RAB32	149	159	153	126
RAB33B	71	113	106	91
RAB34	251	268	303	277
RAB35	371	478	447	429
RAB36	44	48	65	50
RAB39A	40	77	92	69
RAB39B	23	36	37	38
RAB3D	28	41	50	37
RAB3GAP1	1509	1835	1954	1862
RAB3GAP2	1460	1921	2162	1970
RAB3IP	325	380	436	375
RAB40A	11	27	49	38
RAB40AL	14	39	58	42
RAB40B	61	60	69	74
RAB40C	56	80	76	62
RAB43	24	37	47	28
RAB4A	456	568	616	569
RAB5A	228	287	313	288
RAB5B	148	221	248	205
RAB5C	549	732	734	627
RAB6A	228	284	275	287
RAB6C	29	34	31	38
RAB7A	245	348	446	399
RAB7L1	96	122	140	125
RAB8A	407	586	583	542
RAB8B	68	79	60	65
RAB9A	175	217	267	248
RAB9B	27	38	38	43
RABAC1	420	480	528	501
RABEP1	1624	2114	2170	2051
RABEP2	118	141	118	159
RABEPK	570	681	678	594
RABGAP1	787	880	1226	1151
RABGAP1L	526	620	825	823
RABGEF1	372	475	472	447
RABGGTA	169	275	263	220
RABGGTB	2494	3210	3504	3180
RABIF	68	74	98	98
RABL2A	66	82	110	69
RABL2B	78	106	132	81
RABL3	133	196	199	176
RABL5	188	236	241	199
RABL6	1650	2008	2174	2100
RAC1	654	883	914	880
RAC3	495	645	663	554
RACGAP1	1339	1680	1790	1781
RAD1	229	327	360	316
RAD17	466	523	620	554
RAD18	745	967	954	849
RAD21	2008	2671	3354	3161
RAD23A	529	722	899	736
RAD23B	2554	3045	2851	2755
RAD50	1594	2142	2730	2546
RAD51	152	259	209	229
RAD51AP1	481	625	684	605
RAD51B	155	213	295	291
RAD51C	636	824	720	637
RAD51D	34	41	26	43
RAD52	91	112	137	95
RAD54B	557	721	816	769
RAD54L	394	492	800	714
