	ribo_tmisrib_a	ribo_tmisrib_b	ribo_untr_a	ribo_untr_b
PAPSS1	596	639	765	1059
PAPSS2	314	324	437	595
PAQR3	91	119	143	209
PAQR4	64	67	76	92
PAQR5	24	24	37	43
PAQR8	29	32	62	67
PARD3	580	659	801	1006
PARD3B	70	65	73	111
PARD6B	132	214	193	265
PARG	450	483	580	821
PARK7	3477	3399	4223	5978
PARL	279	303	374	535
PARN	456	518	649	815
PARP1	6856	7264	9549	13298
PARP11	46	56	77	96
PARP16	56	57	80	102
PARP2	250	282	402	537
PARP3	5	10	5	11
PARP4	960	1121	1247	1913
PARP6	29	17	23	26
PARP8	161	187	206	271
PARP9	135	144	212	246
PARPBP	444	507	619	843
PARS2	55	68	122	155
PARVA	206	230	252	483
PARVB	76	79	103	152
PASK	322	296	371	557
PATL1	265	277	375	494
PATZ1	186	176	197	328
PAWR	402	554	790	988
PAX3	117	136	188	256
PAX6	82	98	135	157
PAXBP1	304	293	397	543
PAXIP1	276	303	401	528
PBDC1	177	251	261	452
PBK	1377	1453	1749	2310
PBLD	23	26	27	32
PBRM1	715	830	974	1341
PBX1	250	284	373	494
PBX2	286	285	412	517
PBX3	70	82	97	147
PBXIP1	123	129	125	263
PC	91	103	135	225
PCBD1	240	309	434	586
PCBD2	28	19	39	36
PCBP1	2204	2574	3540	5130
PCBP2	5507	6498	8093	11447
PCBP4	35	37	48	62
PCCA	70	99	96	154
PCCB	1202	1274	1498	2263
PCDH10	31	15	30	43
PCDH17	3	0	3	1
PCDH18	23	28	37	37
PCDH20	86	53	74	84
PCDH7	555	636	610	1043
PCDH9	87	100	97	155
PCED1A	53	56	50	78
PCF11	271	347	348	581
PCGF1	67	80	108	137
PCGF2	66	75	89	185
PCGF3	78	66	81	142
PCGF5	157	171	213	251
PCGF6	403	468	633	674
PCID2	315	332	447	555
PCIF1	119	148	181	198
PCK2	183	186	263	354
PCLO	130	110	143	145
PCM1	1417	1714	1892	2462
PCMT1	1320	1592	1847	2522
PCMTD1	27	53	54	54
PCMTD2	148	181	229	257
PCNA	4621	5089	5793	8386
PCNP	512	625	711	947
PCNT	950	899	995	1621
PCNX	300	304	415	459
PCNXL2	48	26	25	22
PCNXL3	167	156	172	263
PCNXL4	61	64	69	116
PCOLCE2	134	173	213	274
PCSK1N	72	76	93	179
PCSK5	115	130	142	231
PCSK6	203	211	219	338
PCSK7	38	55	53	122
PCTP	92	97	157	199
PCYOX1	518	541	627	808
PCYOX1L	127	123	155	218
PCYT1A	214	193	246	406
PCYT2	82	99	138	189
PDAP1	855	899	1132	1781
PDCD10	282	371	375	553
PDCD11	1200	1186	1246	2221
PDCD2	536	563	704	1156
PDCD2L	701	696	760	1089
PDCD4	1490	1692	1978	2899
PDCD5	2614	3235	3801	5121
PDCD6	496	574	764	1146
PDCD6IP	1606	1937	2366	2872
PDCD7	68	89	132	206
PDCL	193	194	241	361
PDCL3	356	360	452	692
PDDC1	200	178	261	411
PDE10A	102	95	135	171
PDE12	488	589	724	1072
PDE3B	139	149	143	225
PDE4A	25	27	28	40
PDE4D	77	77	82	117
PDE4DIP	413	466	600	760
PDE5A	73	94	123	133
PDE6D	113	110	184	236
PDE7A	59	68	85	113
PDE8A	68	78	76	89
PDE9A	113	111	156	213
PDF	76	109	111	221
PDGFC	58	77	80	126
PDGFRL	58	56	73	108
PDHA1	2019	2246	2509	4009
PDHB	937	1034	1369	1786
PDHX	398	438	521	688
PDIA3	4004	4434	5148	6937
PDIA4	2199	2223	2562	3736
PDIA5	114	96	101	143
PDIA6	2255	2250	2559	3999
PDIK1L	75	115	134	150
PDK1	276	266	354	396
PDK2	289	280	396	468
PDK3	418	482	598	797
PDLIM1	701	761	1066	1291
PDLIM2	42	51	69	90
PDLIM3	97	96	122	168
PDLIM5	585	734	853	1355
PDLIM7	159	230	269	385
PDP1	71	66	137	119
PDP2	140	172	219	339
PDPK1	253	339	403	564
PDPN	253	260	364	522
PDPR	120	146	101	177
PDRG1	175	186	222	409
PDS5A	1299	1453	1884	2320
PDS5B	736	789	940	1327
PDSS1	263	273	314	408
PDSS2	97	112	160	185
PDXDC1	727	714	960	1337
PDXK	355	376	388	730
PDZD11	339	387	514	681
PDZD4	26	19	17	39
PDZD8	225	262	300	396
PDZRN3	52	55	75	75
PEA15	213	277	342	520
PEAK1	117	99	100	165
PEBP1	2580	2856	3794	5422
PECR	138	137	181	251
PEF1	558	694	837	1300
PELI1	64	84	100	132
PELI2	57	66	112	120
PELI3	26	31	53	67
PELO	273	263	392	547
PELP1	1373	1584	1911	3101
PEMT	137	143	197	261
PEPD	1236	1295	1598	2633
PER1	65	57	85	120
PER2	48	43	62	90
PER3	6	22	16	34
PERP	642	616	877	1571
PES1	1264	1230	1604	2497
PET100	297	275	396	616
PET112	194	162	258	293
PET117	27	40	40	62
PEX1	335	348	394	548
PEX10	135	121	204	306
PEX11A	39	34	50	83
PEX11B	130	138	182	251
PEX12	41	46	45	83
PEX13	93	105	114	200
PEX14	146	182	243	378
PEX16	59	60	80	114
PEX2	54	74	78	90
PEX26	68	87	122	162
PEX3	384	412	520	698
PEX5	307	366	439	627
PEX6	118	163	173	308
PEX7	122	124	170	210
PFAS	1040	1073	1346	2334
PFDN1	498	645	807	955
PFDN2	586	626	851	1243
PFDN4	470	607	680	875
PFDN5	1644	1640	2238	2790
PFDN6	410	568	749	937
PFKFB2	28	34	36	60
PFKFB3	227	245	312	425
PFKFB4	22	18	25	36
PFKM	1007	1136	1397	1904
PFKP	2725	2967	3950	5629
PFN1	5218	4988	6958	10421
PFN2	482	494	613	905
PGAM1	6582	7290	10294	13326
PGAM4	3205	3565	5130	6772
PGAM5	736	790	1162	1530
PGAP1	267	312	296	349
PGAP2	53	58	58	108
PGBD1	105	117	126	182
PGBD2	7	8	11	19
PGBD4	10	20	24	29
PGBD5	50	65	56	87
PGD	2370	2794	3365	5547
PGGT1B	305	371	455	572
PGK1	5782	6000	7697	10966
PGLS	321	368	409	733
PGM1	557	606	735	1068
PGM2	660	798	942	1354
PGM2L1	165	190	210	271
PGM3	1061	1169	1345	1878
PGP	286	257	382	558
PGRMC1	1032	1052	1417	2089
PGRMC2	236	300	344	480
PGS1	131	123	198	243
PHACTR2	111	147	181	233
PHACTR4	210	230	308	413
PHAX	548	668	823	1080
PHB	2329	2586	3555	4930
PHB2	2883	3503	4319	5851
PHC1	134	156	203	208
PHC2	172	198	267	378
PHC3	127	110	181	218
PHF1	31	36	36	61
PHF10	496	601	696	856
PHF12	100	99	188	284
PHF13	134	164	262	359
PHF14	422	478	463	743
PHF15	46	48	76	98
PHF16	297	313	442	568
PHF17	179	176	248	312
PHF19	117	126	191	292
PHF2	178	175	200	351
PHF20	138	139	201	242
PHF20L1	139	162	186	273
PHF21A	89	105	112	155
PHF23	209	211	325	536
PHF3	825	1012	1286	1476
PHF5A	354	306	384	669
PHF6	671	868	1086	1503
PHF7	1	1	2	3
PHF8	581	639	712	1211
PHGDH	2588	2506	3365	4843
PHIP	1374	1609	1795	2708
PHKA1	513	582	653	890
PHKA2	351	308	354	466
PHKB	204	247	258	323
PHKG2	109	137	165	213
PHLDB1	96	100	171	236
PHLDB2	68	78	93	111
PHLDB3	66	62	100	125
PHLPP1	217	269	286	465
PHLPP2	141	119	166	206
PHOSPHO2	13	23	30	19
PHPT1	567	625	666	1074
PHRF1	392	387	485	795
PHTF1	52	71	81	122
PHTF2	190	225	230	354
PHYH	179	207	242	317
PHYHD1	13	15	22	20
PI4K2A	248	287	409	572
PI4K2B	154	163	185	272
PI4KA	1037	1044	1350	1860
PI4KB	455	482	590	837
PIAS1	334	377	465	593
PIAS2	152	166	229	280
PIAS3	141	164	200	293
PIAS4	150	129	200	351
PIBF1	241	313	357	416
PICALM	690	798	1011	1370
PICK1	183	220	239	401
PIDD	47	43	33	63
PIEZO1	455	346	407	574
PIF1	32	49	50	88
PIGA	103	115	148	159
PIGB	71	76	74	98
PIGC	113	124	118	185
PIGF	78	97	132	151
PIGG	371	359	434	654
PIGH	163	151	186	220
PIGK	482	540	716	877
PIGL	49	43	66	75
PIGM	258	246	326	502
PIGN	122	121	146	186
PIGO	232	243	280	445
PIGP	178	249	272	359
PIGQ	176	161	236	360
PIGS	325	325	401	595
PIGT	509	547	640	820
PIGU	204	204	217	370
PIGV	29	28	27	41
PIGW	149	189	191	280
PIGX	111	129	149	198
PIGY	37	34	53	55
PIH1D1	258	260	374	468
PIH1D2	16	20	18	38
PIK3AP1	44	44	58	76
PIK3C2A	557	649	866	1027
PIK3C2B	43	45	47	74
PIK3C3	430	461	577	737
PIK3CA	110	124	150	217
PIK3CB	126	152	180	202
PIK3CD	31	20	45	47
PIK3R1	133	147	153	225
PIK3R2	126	125	198	246
PIK3R3	169	176	189	324
PIK3R4	655	761	788	1252
PIKFYVE	367	399	519	651
PILRA	1	0	1	2
PILRB	5	2	0	3
PIM1	137	138	163	228
PIM2	130	135	173	241
PIM3	424	405	552	846
PIN1	649	634	872	1249
PIN4	1089	1445	1598	2726
PINK1	578	634	921	1303
PIP4K2A	219	233	304	387
PIP4K2B	123	128	167	258
PIP4K2C	237	260	309	510
PIP5K1A	853	1040	1267	1625
PIP5K1B	6	8	19	17
PIP5K1C	73	87	104	190
PIR	114	110	148	213
PISD	133	130	158	303
PITHD1	401	497	560	795
PITPNA	225	277	298	414
PITPNB	531	694	832	1061
PITPNC1	26	34	37	75
PITPNM1	51	39	37	70
PITPNM2	11	19	13	19
PITRM1	1053	1188	1548	2146
PITX1	154	158	203	322
PITX2	71	75	112	160
PJA1	266	300	433	629
PJA2	961	1206	1360	1801
PKD1	465	234	269	189
PKD2	73	67	56	116
PKDCC	11	13	13	18
PKIA	13	18	19	16
PKIG	12	16	31	42
PKM	13525	14378	17706	29427
PKMYT1	273	314	441	659
PKN1	638	654	878	1297
PKN2	951	1072	1347	1695
PKN3	189	182	276	358
PKNOX1	156	210	282	297
PKNOX2	17	25	22	28
PKP2	459	488	645	911
PKP4	188	153	210	294
PLA2G12A	118	141	183	198
PLA2G15	67	64	80	128
PLA2G16	118	136	182	183
PLA2G4A	42	48	75	81
PLA2G6	29	20	29	41
PLAA	629	713	891	1144
PLAC1	93	128	158	147
PLAG1	19	32	30	64
PLAGL1	1	0	3	7
PLAGL2	92	86	129	191
PLAT	246	245	272	351
PLAUR	55	39	75	100
PLBD2	318	331	403	589
PLCB1	86	92	112	131
PLCB3	172	138	189	254
PLCB4	91	82	121	151
PLCD1	16	16	8	17
PLCD3	60	74	77	135
PLCE1	78	90	98	130
PLCG1	804	841	1092	1401
PLCG2	87	99	91	135
PLCH1	84	128	141	139
PLCL1	16	35	29	27
PLCL2	135	170	211	270
PLCXD1	220	228	298	440
PLCXD2	7	7	8	14
PLD1	122	134	141	218
PLD2	61	38	78	119
PLD3	1288	1426	1744	2343
PLD6	88	92	100	146
PLEC	238	196	225	403
PLEKHA1	129	128	176	225
PLEKHA2	79	81	108	132
PLEKHA3	88	101	106	176
PLEKHA5	199	231	293	410
PLEKHA7	105	115	135	209
PLEKHA8	78	65	72	95
PLEKHB2	353	391	463	682
PLEKHF2	51	64	83	96
PLEKHG1	94	115	148	187
PLEKHG2	275	284	313	434
PLEKHG3	118	133	198	276
PLEKHG4	77	70	97	134
PLEKHG5	36	22	40	52
PLEKHH1	70	72	64	136
PLEKHH2	45	55	77	113
PLEKHH3	28	43	51	95
PLEKHJ1	209	190	217	326
PLEKHM1	91	85	133	161
PLEKHM2	256	215	275	435
PLEKHM3	91	81	104	138
PLEKHO1	65	61	86	101
PLEKHO2	19	26	22	48
PLGRKT	107	104	125	172
PLIN2	0	3	2	2
PLIN3	199	222	325	426
PLK1	1639	1807	2083	3152
PLK1S1	98	126	148	174
PLK2	94	122	105	128
PLK4	103	111	161	150
PLOD1	613	674	772	1133
PLOD2	453	523	621	735
PLOD3	308	287	398	597
PLRG1	849	1002	1242	1669
PLS1	432	568	623	783
PLS3	4336	4926	5975	7404
PLSCR1	231	264	362	505
PLTP	7	3	9	8
PLXDC2	44	56	37	56
PLXNA1	381	339	341	493
PLXNA2	56	50	60	75
PLXNA3	187	140	171	254
PLXNB1	89	63	51	85
PLXNB2	801	776	776	1230
PLXND1	106	133	114	168
PM20D2	641	807	941	1279
PMAIP1	551	764	834	909
PMF1-BGLAP	295	296	509	639
PMFBP1	5	1	0	1
PML	218	218	282	464
PMM1	166	135	193	304
PMM2	102	102	120	157
PMP22	70	90	83	180
PMPCA	1526	1574	1854	2863
PMPCB	2025	2186	2631	3330
PMS1	245	309	364	434
PMS2	219	274	320	417
PMVK	195	203	278	382
PNISR	606	778	783	1054
PNKD	192	188	277	333
PNKP	75	86	108	145
PNMA1	315	324	510	819
PNMA2	306	312	441	619
PNMA6C	77	50	72	100
PNMAL1	1	0	3	1
PNN	866	1021	1222	1836
PNO1	319	368	402	555
PNP	739	821	1149	1535
PNPLA2	560	582	797	1080
PNPLA3	37	60	62	81
PNPLA4	0	0	0	0
PNPLA6	145	153	151	262
PNPLA8	196	219	255	346
PNPO	283	314	409	573
PNPT1	682	770	881	1259
PNRC1	248	313	322	529
PNRC2	66	85	109	107
POC1A	134	137	203	295
POC5	156	186	217	310
PODXL	253	311	319	455
PODXL2	498	538	612	910
POFUT1	242	276	314	427
POFUT2	95	112	124	208
POGK	228	224	279	427
POGLUT1	90	91	85	133
POGZ	642	726	947	1177
POLA1	1118	1186	1246	1825
POLA2	568	650	740	1067
POLB	125	185	230	324
POLD1	506	489	710	1047
POLD2	752	912	1164	1835
POLD3	231	269	326	388
POLDIP2	554	616	773	1020
POLDIP3	542	697	870	1284
POLE	1430	1483	1750	2600
POLE2	270	267	391	444
POLE3	262	239	314	471
POLE4	140	124	149	295
POLG	207	222	288	477
POLG2	37	69	76	135
POLH	201	191	221	329
POLI	70	51	109	82
POLK	139	202	297	338
POLL	101	110	148	193
POLM	63	77	74	112
POLN	18	21	16	23
POLQ	273	281	326	487
POLR1A	690	757	861	1372
POLR1B	502	543	723	1047
POLR1C	524	567	767	1122
POLR1D	66	85	114	149
POLR1E	282	327	367	568
POLR2A	2570	2773	3104	5120
POLR2B	2288	2690	3151	4041
POLR2C	636	648	886	1198
POLR2D	267	313	412	478
POLR2E	898	963	1372	1850
POLR2F	512	660	835	1362
POLR2G	664	627	934	1281
POLR2H	481	538	632	943
POLR2I	558	661	893	1071
POLR2J	662	758	1138	1233
POLR2J2	630	671	992	1248
POLR2J3	897	1021	1522	1702
POLR2K	266	282	370	454
POLR2L	468	430	647	1086
POLR3A	748	854	1052	1496
POLR3B	466	529	576	879
POLR3C	424	526	614	973
POLR3D	222	201	277	435
POLR3E	205	201	278	429
POLR3F	261	329	427	597
POLR3G	108	119	172	180
POLR3GL	51	37	55	66
POLR3H	262	236	334	456
POLR3K	384	442	512	866
POLRMT	331	313	429	709
POM121	550	630	693	1166
POM121C	482	521	580	970
POMGNT1	170	170	203	292
POMP	1862	1851	2418	3275
POMT1	326	306	350	596
POMT2	66	67	67	154
POMZP3	68	80	103	168
PON2	326	292	342	450
POP1	315	360	412	652
POP4	785	1005	1248	1779
POP5	219	235	335	451
POP7	286	331	415	707
POPDC3	10	22	11	30
POR	385	416	454	699
PORCN	31	21	28	44
POT1	168	187	269	282
POTEE	2203	2573	3356	4808
POTEF	2043	2459	3267	4493
POU2F1	187	206	334	439
POU3F2	83	115	177	269
POU3F3	33	35	46	41
POU4F1	26	15	22	41
PPA1	4491	5113	5881	7641
PPA2	502	519	712	987
PPAN-P2RY11	604	640	806	1352
PPAP2A	67	77	86	93
PPAP2B	91	107	127	192
PPAPDC1B	52	45	39	84
PPARA	13	10	19	15
PPARD	44	30	42	62
PPARG	72	82	142	193
PPARGC1B	118	92	115	207
PPAT	856	1027	1111	1638
PPCDC	75	76	112	162
PPCS	150	176	234	317
PPDPF	219	299	454	664
PPFIA1	334	391	529	683
PPFIA2	15	22	26	26
PPFIA3	28	36	51	74
PPFIA4	3	2	2	1
PPFIBP1	268	308	324	437
PPFIBP2	5	5	12	13
PPHLN1	682	869	1087	1275
PPIA	16021	17372	20855	33187
PPIAL4B	8604	10383	12585	15864
PPIAL4D	2953	3515	4278	5478
PPIAL4E	2848	3416	4169	5171
PPIAL4F	2953	3515	4278	5478
PPIAL4G	3736	4134	5034	6486
PPIB	1991	2227	2560	4196
PPIC	395	397	489	766
PPID	448	517	756	927
PPIE	625	665	918	1131
PPIF	1334	1410	1822	2907
PPIG	603	767	753	1086
PPIH	485	479	574	954
PPIL1	413	589	628	852
PPIL2	330	329	481	673
PPIL3	61	63	85	134
PPIL4	633	788	942	1403
PPIP5K1	198	188	250	359
PPIP5K2	429	454	486	682
PPM1A	165	223	283	386
PPM1B	209	219	265	394
PPM1D	329	382	411	620
PPM1E	260	308	348	471
PPM1F	284	265	430	581
PPM1G	1475	1432	2006	2811
PPM1H	83	78	105	131
PPM1K	85	83	100	213
PPM1L	114	138	165	207
PPM1M	18	13	16	31
PPME1	439	492	636	993
PPOX	72	81	128	163
PPP1CA	1208	1263	1585	2339
PPP1CB	955	1136	1251	1906
PPP1CC	1920	2245	2618	3615
PPP1R10	552	697	845	1433
PPP1R11	87	81	127	230
PPP1R12A	968	1128	1379	1727
PPP1R12B	42	25	39	34
PPP1R12C	56	50	74	86
PPP1R13B	179	218	210	314
PPP1R14B	186	210	217	369
PPP1R14C	132	137	162	248
PPP1R15A	31	46	46	63
PPP1R15B	334	367	410	581
PPP1R16A	15	11	31	19
PPP1R18	37	43	40	94
PPP1R2	363	471	527	670
PPP1R21	78	95	128	134
PPP1R26	72	52	85	155
PPP1R35	124	160	201	381
PPP1R37	44	41	56	84
PPP1R3B	49	47	59	84
PPP1R3F	28	21	26	45
PPP1R7	666	780	1046	1352
PPP1R8	394	504	602	758
PPP1R9A	95	96	125	160
PPP1R9B	175	157	199	323
PPP2CB	387	463	552	759
PPP2R1A	2841	3070	3956	5823
PPP2R1B	627	659	792	1068
PPP2R2D	124	139	145	183
PPP2R3A	101	110	131	147
PPP2R3B	168	202	228	364
PPP2R3C	110	135	161	228
PPP2R4	652	644	950	1184
PPP2R5A	124	109	152	175
PPP2R5B	15	24	18	31
PPP2R5C	715	901	1104	1311
PPP2R5D	592	662	878	1196
PPP2R5E	305	403	489	584
PPP3CA	396	418	505	685
PPP3CB	459	453	515	813
PPP3CC	113	84	137	162
PPP3R1	453	507	560	846
PPP4C	1058	1067	1424	1917
PPP4R1	379	412	498	699
PPP4R2	484	588	689	979
PPP4R4	48	53	75	76
PPP5C	1042	1147	1564	2126
PPP5D1	74	74	89	141
PPP6C	724	781	953	1248
PPP6R1	475	486	676	1026
PPP6R2	148	168	180	262
PPP6R3	821	941	1087	1492
PPRC1	544	558	715	1068
PPT1	977	1013	1212	1892
PPT2	182	184	208	375
PPTC7	110	126	184	235
PPWD1	282	389	460	594
PQBP1	518	527	733	1136
PQLC1	41	48	57	62
PQLC2	112	109	147	235
PRADC1	37	36	42	41
PRAME	202	225	257	387
PRC1	1245	1467	1672	2297
PRCC	530	560	653	1137
PRCP	592	628	709	922
PRDM10	81	73	127	143
PRDM11	11	15	17	22
PRDM15	51	57	101	153
PRDM16	57	71	65	128
PRDM2	243	261	296	488
PRDM4	160	186	241	296
PRDM5	25	25	37	43
PRDM6	55	68	81	138
PRDX1	7657	9229	10901	17518
PRDX2	2885	3172	3973	6198
PRDX3	3962	4181	5581	7331
PRDX4	1937	2091	2382	3088
PRDX5	503	458	629	901
PRDX6	2154	2288	2773	4024
PREB	261	220	346	525
PRELID1	870	876	1202	1665
PRELID2	34	52	54	67
PREP	792	831	1140	1477
PREPL	665	732	931	1222
PREX1	63	76	79	86
PREX2	51	54	87	82
PRICKLE1	148	135	199	269
PRICKLE3	53	67	94	126
PRIM1	697	763	1059	1166
PRIM2	508	582	761	905
PRKAA1	497	605	702	990
