	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
BCKDHA	58	78	27	30
BCKDHB	465	518	207	246
BCKDK	901	987	367	494
BCL10	469	613	258	280
BCL11A	276	394	122	173
BCL2L1	59	94	25	37
BCL2L11	71	96	58	45
BCL2L12	343	458	165	236
BCL2L13	464	582	249	270
BCL2L2	11	10	5	4
BCL6B	11	3	6	11
BCL7A	379	546	167	274
BCL7B	202	233	88	135
BCL7C	264	343	104	163
BCL9	237	247	94	168
BCLAF1	1244	1510	678	896
BCLAF3	62	88	28	29
BCOR	3422	3955	1762	2330
BCORL1	698	950	337	473
BCR	460	618	203	345
BCS1L	847	1045	426	587
BDH1	0	1	0	0
BDH2	186	173	74	94
BDP1	596	715	294	363
BECN1	372	423	153	215
BEND3	183	252	87	108
BEND4	166	188	67	108
BEND7	102	117	45	54
BET1	380	410	176	244
BET1L	125	121	45	58
BEX1	688	1023	401	484
BEX2	458	689	274	371
BEX3	1409	2431	785	1099
BEX4	490	679	238	321
BFAR	466	585	240	308
BFSP1	66	67	23	39
BHLHE40	324	374	144	186
BICC1	294	284	168	185
BICD1	204	231	77	108
BICD2	559	736	247	339
BICRA	110	167	53	84
BICRAL	70	63	29	27
BID	858	1070	425	608
BIN1	36	51	18	11
BIN3	163	221	77	107
BIRC2	291	337	144	162
BIRC5	1297	1599	634	829
BIRC6	3222	3642	1569	1952
BIVM	12	11	6	4
BLCAP	229	271	103	139
BLM	694	827	348	454
BLMH	1600	2150	800	1021
BLOC1S1	180	179	68	97
BLOC1S2	381	413	174	217
BLOC1S4	272	317	95	146
BLOC1S5	110	135	51	57
BLOC1S6	213	226	99	126
BLVRA	1413	1576	616	796
BLVRB	936	1082	404	596
BLZF1	538	652	324	371
BMP1	146	150	51	84
BMP2K	291	328	136	203
BMP4	69	65	30	29
BMP6	80	98	39	51
BMP7	387	488	195	236
BMPR1A	104	115	44	69
BMPR1B	110	98	42	66
BMPR2	530	560	217	320
BMS1	1742	2215	941	1141
BMT2	243	232	116	120
BNC1	3	2	3	3
BNC2	76	108	49	62
BNIP1	335	359	169	196
BNIP2	844	1056	425	549
BNIP3	180	232	114	128
BNIP3L	685	814	331	397
BOC	35	51	20	28
BOD1	246	318	127	183
BOD1L1	1262	1494	686	817
BOLA1	64	70	25	35
BOLA3	297	532	192	271
BOP1	1714	2455	891	1165
BORA	333	342	125	164
BORCS5	164	172	69	99
BORCS6	86	91	44	56
BPGM	164	199	70	128
BPHL	287	361	139	162
BPNT1	888	978	408	482
BPTF	2019	2236	997	1174
BRAF	334	434	161	202
BRAP	637	830	349	439
BRAT1	722	962	376	468
BRCA1	1162	1244	552	703
BRCA2	1226	1232	550	649
BRCC3	483	553	219	328
BRD1	576	841	282	400
BRD2	5993	7183	2789	3562
BRD3	787	1040	349	533
BRD3OS	18	16	4	12
BRD4	1616	1964	792	1036
BRD7	156	165	64	86
BRD8	1158	1570	613	823
BRD9	340	369	181	219
BRF1	377	517	206	280
BRF2	326	455	146	222
BRI3	217	300	103	155
BRI3BP	559	810	285	400
BRICD5	2	1	0	1
BRIP1	1107	1244	520	657
BRIX1	2719	3166	1300	1588
BRK1	919	991	427	557
BRMS1	261	423	185	216
BRMS1L	365	476	204	271
BROX	760	775	303	375
BRPF1	388	520	184	243
BRPF3	284	407	161	200
BRSK1	27	40	9	14
BRSK2	157	230	78	108
BRWD1	594	682	270	336
BRWD3	545	580	236	290
BSCL2	269	310	134	176
BSDC1	473	509	229	276
BSG	6688	9395	3415	4962
BSN	62	87	28	36
BTAF1	1506	1750	750	948
BTBD1	900	918	460	501
BTBD10	186	178	83	113
BTBD11	79	120	30	56
BTBD18	0	1	0	0
BTBD2	513	573	265	354
BTBD3	569	790	308	384
BTBD6	161	160	64	100
BTBD7	254	310	122	143
BTBD8	217	218	106	121
BTBD9	312	354	127	197
BTD	164	182	81	107
BTF3	3497	4438	2018	2743
BTF3L4	57	50	28	31
BTG1	555	650	260	354
BTG3	875	1019	391	502
BTN2A1	185	234	96	111
BTN2A2	119	119	58	52
BTN3A1	19	28	9	6
BTN3A2	36	44	7	17
BTNL9	21	25	13	13
BTRC	509	539	261	333
BUB1	2723	3062	1360	1688
BUB1B	2502	2761	1250	1443
BUB3	4218	5152	2113	2688
BUD13	248	298	124	143
BUD23	1640	1966	727	979
BUD31	817	1020	395	550
BVES	190	231	99	128
BX255925.3	3	1	0	1
BYSL	1567	1829	728	988
BZW1	1660	1834	818	1023
BZW2	1328	1553	587	827
C10orf88	275	324	124	187
C11orf1	108	118	67	77
C11orf24	120	176	66	99
C11orf49	429	444	180	275
C11orf54	83	112	40	43
C11orf58	1585	1527	723	899
C11orf68	119	158	46	76
C11orf71	26	50	11	23
C11orf74	178	210	84	93
C11orf80	47	47	21	26
C11orf95	44	66	35	44
C11orf98	106	116	53	72
C12orf10	845	1007	388	515
C12orf29	884	967	411	503
C12orf4	846	931	472	544
C12orf43	230	359	135	175
C12orf45	544	557	287	300
C12orf49	83	96	41	69
C12orf57	830	1136	411	548
C12orf65	172	194	74	95
C12orf66	106	168	53	82
C12orf73	140	166	79	119
C12orf75	202	231	111	131
C14orf119	411	541	225	271
C14orf28	4	3	2	2
C14orf93	24	44	20	23
C15orf39	677	937	353	464
C15orf40	167	187	97	113
C15orf41	235	299	120	139
C15orf61	253	321	117	156
C16orf58	229	279	112	135
C16orf70	266	298	121	152
C16orf72	422	488	212	224
C16orf87	372	358	177	193
C16orf91	67	121	51	54
C17orf51	246	349	124	151
C17orf53	277	287	110	151
C17orf58	239	288	107	179
C17orf75	306	326	117	150
C17orf80	552	576	232	315
C18orf21	385	440	181	250
C18orf25	393	449	179	251
C18orf32	118	134	80	101
C18orf54	59	53	26	31
C19orf12	198	310	118	147
C19orf24	249	380	128	219
C19orf25	79	140	50	62
C19orf44	163	156	54	63
C19orf47	492	608	259	311
C19orf48	35	25	5	12
C19orf53	1296	1530	570	894
C19orf54	473	620	244	313
C19orf57	59	74	42	44
C19orf71	0	0	0	1
C1D	92	106	54	49
C1GALT1	116	116	59	66
C1GALT1C1	731	852	358	485
C1QBP	13766	17082	6828	8750
C1orf109	321	383	146	193
C1orf112	957	1178	502	558
C1orf122	256	448	150	204
C1orf131	541	644	273	372
C1orf159	88	106	54	54
C1orf167	3	6	1	1
C1orf174	378	446	174	235
C1orf198	378	527	176	245
C1orf21	41	53	26	23
C1orf216	40	70	26	33
C1orf35	267	421	166	226
C1orf43	934	1064	420	485
C1orf50	109	113	47	67
C1orf52	411	577	197	284
C1orf56	81	119	58	58
C1orf74	53	44	13	29
C20orf194	123	121	53	71
C20orf27	810	1074	391	534
C20orf96	150	191	67	96
C21orf58	8	13	9	5
C21orf91	191	213	85	99
C22orf23	9	11	3	7
C22orf39	165	224	80	109
C22orf46	27	31	12	11
C2CD2L	102	142	43	60
C2CD3	302	320	134	159
C2CD5	651	670	288	341
C2orf16	0	2	3	2
C2orf42	38	60	33	31
C2orf49	349	396	171	213
C2orf68	63	68	26	50
C2orf69	229	276	103	167
C2orf74	34	28	14	13
C2orf76	142	169	67	72
C3orf14	181	185	93	121
C3orf33	113	125	58	68
C3orf38	338	423	174	203
C3orf52	119	132	67	72
C3orf62	3	0	0	2
C3orf67	33	32	15	22
C4orf3	384	582	184	287
C4orf33	82	70	38	36
C4orf46	42	64	17	22
C4orf48	324	409	147	227
C5	4	4	1	2
C5orf15	1387	1643	636	850
C5orf22	1025	1031	474	645
C5orf24	681	886	319	455
C5orf30	287	343	125	200
C5orf34	541	629	246	321
C5orf51	718	802	377	446
C5orf63	20	15	8	8
C6orf106	403	510	200	278
C6orf120	397	435	158	230
C6orf136	229	309	118	144
C6orf163	1	3	1	2
C6orf203	275	304	139	142
C6orf47	115	174	63	89
C6orf48	18	11	4	8
C6orf62	92	117	36	44
C6orf89	417	504	178	278
C7orf25	253	250	92	134
C7orf26	134	209	65	117
C7orf31	22	24	9	22
C7orf43	129	155	43	102
C7orf50	495	754	248	395
C8orf33	523	741	242	361
C8orf34	83	89	32	42
C8orf37	25	30	10	11
C8orf59	915	1030	450	552
C8orf76	77	100	45	42
C8orf82	177	227	80	103
C8orf88	216	206	81	136
C9orf131	0	0	0	0
C9orf16	135	170	65	97
C9orf3	79	103	20	41
C9orf40	363	439	147	220
C9orf64	461	591	240	301
C9orf72	142	151	51	71
C9orf78	725	844	350	455
C9orf85	75	119	52	72
CA11	28	38	9	11
CA2	949	1144	443	585
CA5B	53	93	42	56
CA8	259	287	120	161
CAAP1	359	413	167	227
CAB39	1110	1239	504	612
CAB39L	21	24	7	10
CABIN1	809	1064	389	532
CABLES1	170	157	78	96
CABLES2	116	137	43	48
CABYR	208	266	112	135
CACHD1	547	709	221	336
CACNA1B	23	39	18	14
CACNA1D	7	20	6	13
CACNA1H	30	22	9	5
CACNA2D1	455	479	204	245
CACNA2D2	103	121	44	48
CACNA2D3	36	36	23	28
CACNB2	60	74	24	22
CACNB3	64	59	13	33
CACNB4	21	13	8	12
CACTIN	167	272	105	131
CACUL1	383	435	196	236
CACYBP	972	1320	491	631
CAD	3283	4471	1692	2321
CADM1	1737	2087	891	1156
CADM4	291	347	121	216
CADPS2	551	558	271	327
CALCOCO1	360	486	180	235
CALCOCO2	1244	1468	580	667
CALD1	1490	1620	626	863
CALM1	2906	3925	1720	2116
CALM2	2487	3158	1321	1740
CALM3	1967	2968	1049	1456
CALML4	14	12	7	4
CALR	14275	19098	7289	10015
CALU	2641	3812	1338	1784
CAMK1	890	969	443	572
CAMK2D	473	503	220	301
CAMK2G	385	401	174	232
CAMK4	272	306	143	163
CAMKK1	244	260	119	160
CAMKK2	255	322	130	172
CAMKMT	118	143	40	62
CAMKV	42	58	18	35
CAMLG	511	607	262	323
CAMSAP1	462	621	255	295
CAMSAP2	384	440	201	251
CAMSAP3	388	521	155	222
CAMTA1	672	770	296	408
CAMTA2	225	264	101	117
CAND1	8973	9927	4405	5336
CAND2	436	534	180	323
CANT1	193	250	95	133
CANX	10618	13625	5109	6931
CAP1	3191	3890	1659	2234
CAP2	389	475	177	259
CAPG	28	17	12	17
CAPN1	1410	1715	568	825
CAPN10	79	95	36	40
CAPN15	339	363	179	399
CAPN2	1275	1690	637	881
CAPN7	1419	1545	681	827
CAPNS1	6048	7398	2902	3909
CAPRIN1	7427	8777	3935	4995
CAPRIN2	212	266	117	133
CAPS2	42	40	17	18
CAPZA1	1887	2112	929	1173
CAPZA2	1985	2414	1054	1375
CAPZB	3642	4580	1802	2199
CARD10	279	257	130	165
CARD19	123	127	45	84
CARD8	76	93	41	39
CARF	6	4	7	5
CARHSP1	415	429	209	275
CARM1	1733	2001	787	1024
CARMIL1	456	547	215	277
CARMIL2	197	283	97	121
CARNMT1	424	505	187	244
CARS	1048	1032	433	572
CARS2	940	1126	437	567
CASC3	761	929	378	510
CASC4	313	374	130	205
CASD1	96	100	46	50
CASK	1474	1633	708	917
CASKIN1	47	46	21	14
CASKIN2	254	324	117	176
CASP2	768	1044	399	500
CASP3	651	765	349	402
CASP6	445	471	186	255
CASP7	572	642	265	333
CASP8	742	927	379	493
CASP8AP2	901	936	429	489
CASP9	179	193	94	97
CAST	2094	2270	923	1215
CASTOR2	124	166	52	83
CASZ1	127	205	53	105
CAT	714	811	322	483
CATSPERE	2	3	3	1
CAV2	291	318	125	210
CAVIN1	407	617	233	300
CAVIN4	1	1	2	0
CBFA2T2	196	245	102	110
CBFB	718	916	335	499
CBL	451	581	219	296
CBLB	98	152	56	60
CBLL1	468	616	235	299
CBR1	1613	2162	746	992
CBR3	259	399	141	171
CBR4	621	672	296	412
CBS	0	0	0	0
CBSL	23	17	9	19
CBWD1	48	48	21	34
CBWD2	39	64	18	34
CBWD5	0	0	0	0
CBWD6	4	3	1	1
CBX1	414	558	198	267
CBX2	280	333	104	160
CBX3	1031	1468	542	707
CBX4	284	395	131	187
CBX5	1592	1815	738	959
CBX6	1167	1648	666	880
CBX8	130	159	65	80
CBY1	229	309	115	163
CC2D1A	816	1108	419	551
CC2D1B	334	512	190	246
CC2D2A	175	227	89	117
CC2D2B	9	11	7	2
CCAR1	2507	3086	1384	1713
CCAR2	1720	2586	947	1259
CCDC102A	79	97	30	47
CCDC106	109	138	53	69
CCDC107	52	64	24	40
CCDC112	417	445	204	264
CCDC113	88	91	26	50
CCDC115	164	206	58	92
CCDC117	523	655	217	310
CCDC12	286	407	144	199
CCDC120	92	113	45	79
CCDC121	17	20	9	11
CCDC122	106	108	64	63
CCDC124	1373	1949	680	1007
CCDC125	168	208	71	86
CCDC126	61	74	22	32
CCDC127	314	362	129	200
CCDC130	190	235	70	124
CCDC134	220	321	112	127
CCDC136	186	241	80	108
CCDC137	430	489	185	249
CCDC138	751	800	384	437
CCDC14	572	601	306	410
CCDC142	47	70	22	42
CCDC146	1	4	0	0
CCDC15	172	181	69	90
CCDC150	30	37	15	21
CCDC157	23	28	5	12
CCDC167	399	385	134	195
CCDC168	4	3	0	2
CCDC171	44	50	31	33
CCDC174	164	263	87	146
CCDC18	360	420	225	240
CCDC180	15	20	10	17
CCDC181	129	124	51	55
CCDC183	6	13	12	6
CCDC186	439	429	185	213
CCDC189	98	122	40	44
CCDC191	18	23	11	3
CCDC22	510	676	245	303
CCDC25	498	571	219	290
CCDC28A	368	393	170	213
CCDC28B	288	307	112	149
CCDC32	239	280	93	107
CCDC34	370	417	147	213
CCDC39	21	10	2	2
CCDC40	26	34	13	20
CCDC43	398	572	185	295
CCDC47	2398	3207	1182	1675
CCDC50	749	926	368	461
CCDC51	473	617	214	316
CCDC57	55	55	22	33
CCDC58	274	341	157	184
CCDC59	749	759	366	499
CCDC6	902	1073	372	556
CCDC61	46	66	20	31
CCDC65	18	20	8	17
CCDC66	177	182	83	109
CCDC69	24	22	9	24
CCDC7	18	18	8	7
CCDC71	300	344	138	222
CCDC71L	71	118	32	66
CCDC74A	20	18	13	12
CCDC77	371	412	147	212
CCDC78	1	2	2	2
CCDC8	283	362	129	181
CCDC80	55	35	12	14
CCDC82	373	477	185	236
CCDC84	35	32	21	17
CCDC85B	176	292	77	138
CCDC85C	376	542	222	283
CCDC86	1039	1212	492	671
CCDC88A	823	796	348	450
CCDC88C	354	400	178	219
CCDC9	125	159	61	70
CCDC90B	153	178	72	101
CCDC91	480	516	249	275
CCDC92	107	98	39	55
CCDC93	344	441	176	224
CCDC97	411	623	215	290
CCHCR1	426	475	172	234
CCM2	151	145	63	112
CCN1	467	535	274	342
CCNA2	3481	3740	1633	2224
CCNB1	5979	7189	3252	4046
CCNB1IP1	69	73	37	32
CCNB2	2668	2602	1251	1618
CCNB3	28	27	12	12
CCNC	1048	1134	500	600
CCND1	1179	1410	512	735
CCND2	401	509	176	249
CCND3	565	736	275	356
CCNDBP1	698	867	348	428
CCNE1	712	938	315	505
CCNE2	473	503	265	301
CCNF	752	1007	377	550
CCNG1	2840	3203	1592	1851
CCNG2	152	154	51	73
CCNH	1230	1260	543	607
CCNI	1100	1092	414	565
CCNJ	182	209	83	104
CCNK	908	1157	435	647
CCNL1	216	245	109	115
CCNL2	293	380	137	173
CCNQ	122	145	47	67
CCNT1	1170	1470	514	674
CCNT2	303	293	158	211
CCNY	220	232	103	137
CCNYL1	171	196	83	111
CCP110	446	497	216	267
CCPG1	909	1062	471	616
CCS	224	291	93	136
CCSAP	347	454	168	259
CCSER1	35	47	24	29
CCSER2	259	298	138	182
CCT2	16447	20613	8757	10995
CCT3	18466	21437	8993	11784
CCT4	14284	16712	7215	9232
CCT5	13122	16173	6351	8439
CCT6A	6509	7365	3272	3917
CCT7	14345	18789	7359	9828
CCT8	11107	12576	5338	6501
CCZ1	37	37	17	24
CCZ1B	23	19	10	12
CD101	2	3	0	2
CD109	568	550	239	288
CD151	2767	3429	1196	1796
CD164	1928	2303	974	1360
CD276	648	830	279	408
CD2AP	1621	1890	826	984
CD2BP2	585	892	359	453
CD320	1419	1933	662	955
CD3EAP	383	476	193	252
CD46	709	948	344	520
CD47	757	850	341	491
CD55	487	546	247	304
CD58	193	243	103	121
CD63	3232	4393	1490	2159
CD81	3287	4286	1583	2201
CD83	59	60	29	45
CD9	1915	2557	958	1362
CD99	701	894	354	465
CD99L2	334	437	178	219
CDADC1	58	79	29	35
CDAN1	208	292	119	139
CDC123	3714	3878	1832	2162
CDC14A	225	243	107	143
CDC14B	77	88	32	40
CDC16	1424	1548	715	837
CDC20	3406	4713	1730	2389
CDC23	2014	2469	985	1291
CDC25A	1306	1627	645	857
CDC25B	1811	2377	916	1314
CDC25C	651	781	321	414
CDC27	1534	1793	827	943
CDC34	515	654	233	320
CDC37	3886	5317	1962	2818
CDC37L1	144	152	66	83
CDC40	975	1136	476	560
CDC42	727	1022	318	502
CDC42BPA	613	578	280	383
CDC42BPB	792	854	352	451
CDC42EP1	391	536	177	222
CDC42EP2	31	60	17	22
CDC42EP3	89	102	33	50
CDC42EP4	271	381	153	167
CDC42SE1	179	284	115	145
CDC42SE2	147	211	77	122
CDC45	1333	1624	644	877
CDC5L	3209	3819	1617	2183
CDC6	1503	1881	781	963
CDC7	1896	2125	916	1128
CDC73	895	1028	444	546
CDCA2	1256	1633	724	857
CDCA3	1253	1469	543	825
CDCA4	721	875	336	474
CDCA5	579	841	291	393
CDCA7	987	1322	466	588
CDCA7L	837	826	365	488
CDCA8	903	1214	529	675
CDH1	98	76	42	48
CDH2	1839	2354	952	1255
CDH23	34	51	15	28
CDH24	31	41	8	16
CDH26	4	2	0	0
CDHR5	9	0	5	3
CDIP1	406	541	206	308
CDIPT	533	678	208	339
CDK1	5797	6541	2878	3448
CDK10	56	73	25	42
CDK11A	65	69	22	30
CDK11B	294	354	153	177
CDK12	1351	1760	686	963
CDK13	560	712	277	406
CDK14	163	178	72	117
CDK16	267	279	110	157
CDK17	631	674	344	367
CDK18	89	60	44	33
CDK19	93	153	45	72
CDK2	1489	1774	762	978
CDK20	98	145	52	80
CDK2AP1	623	810	309	455
CDK2AP2	178	230	85	130
CDK3	6	2	0	1
CDK4	2411	2841	1036	1430
CDK5	502	656	232	317
CDK5R1	42	43	15	31
CDK5RAP1	771	828	351	487
CDK5RAP2	1007	1208	536	693
CDK5RAP3	431	604	252	278
CDK6	719	852	288	518
CDK7	353	371	141	181
CDK8	374	427	193	213
CDK9	627	815	320	440
CDKAL1	641	729	314	423
CDKL1	75	73	27	35
CDKL2	105	132	55	55
CDKL3	59	76	36	39
CDKL5	57	56	19	37
CDKN1A	518	763	299	396
CDKN1B	415	604	231	308
CDKN2A	1955	3010	915	1426
CDKN2AIP	346	460	203	248
CDKN2AIPNL	573	894	335	468
CDKN2C	265	362	146	187
CDKN3	653	684	318	406
CDON	209	213	92	127
CDR1	12	10	8	8
CDR2L	88	112	39	51
CDRT4	2	4	2	0
CDS1	267	299	129	121
CDS2	600	692	318	400
CDT1	2021	2651	981	1429
CDV3	1090	1367	568	750
CDX2	279	438	165	229
CDYL	449	530	216	277
CEBPG	1201	1124	526	678
CEBPZ	1657	1855	868	1005
CEBPZOS	323	423	194	241
CECR2	411	418	189	225
CELF1	2041	2335	906	1154
CELF2	715	867	373	443
CELSR1	312	353	119	184
CELSR2	487	553	203	312
CELSR3	36	18	18	8
CEMIP	12	24	7	5
CEMIP2	209	252	137	138
CENPA	162	174	72	77
CENPB	444	542	196	318
CENPC	282	282	131	155
CENPE	2398	3031	1416	1773
CENPF	5081	6007	2669	3338
CENPH	1022	1177	464	632
CENPI	436	519	254	282
CENPJ	748	818	389	464
CENPK	519	522	248	256
CENPL	138	155	72	78
CENPM	788	983	366	511
CENPN	387	397	164	209
CENPO	258	298	101	151
CENPP	137	168	54	91
CENPQ	476	466	236	265
CENPT	391	548	210	275
CENPU	1550	1503	723	904
CENPV	620	754	308	394
CENPW	1325	1606	636	849
CENPX	482	643	232	302
CEP104	458	541	214	254
CEP112	208	193	101	106
CEP120	373	459	185	219
CEP126	21	24	15	16
CEP128	155	143	67	82
CEP131	240	279	108	151
CEP135	566	613	260	364
CEP152	351	374	185	216
CEP162	178	252	94	119
CEP164	197	233	82	115
CEP170	331	387	157	200
CEP170B	565	702	246	354
CEP192	1061	1198	594	637
CEP250	366	447	188	210
CEP290	805	725	330	394
CEP295	545	540	273	285
CEP350	650	760	333	432
CEP41	416	426	174	231
CEP44	271	267	111	135
CEP55	1413	1353	638	788
CEP57	537	614	270	357
CEP57L1	213	208	104	120
CEP63	148	145	72	98
CEP68	230	310	124	158
CEP70	178	144	79	87
CEP72	244	319	111	141
CEP76	469	557	264	272
CEP78	672	795	367	427
CEP83	289	294	134	168
CEP85	562	805	286	445
CEP85L	260	260	119	157
CEP89	656	763	329	441
CEP95	226	284	133	152
CEP97	556	644	246	292
CEPT1	939	1104	473	540
CERCAM	331	358	148	190
CERK	344	468	207	265
CERS1	311	422	163	220
CERS2	1990	2713	1026	1396
CERS4	237	325	125	177
CERS5	549	647	264	356
CERS6	642	810	281	445
CES2	39	74	16	19
CES3	70	106	34	55
CETN2	673	1002	359	509
CETN3	721	894	351	426
CFAP126	0	0	0	1
CFAP157	2	0	1	2
CFAP20	861	894	392	535
CFAP298	212	282	107	149
CFAP36	484	530	244	243
CFAP410	57	89	22	41
CFAP43	16	30	12	13
CFAP44	11	8	6	6
CFAP69	52	62	27	32
CFAP70	37	23	23	16
CFAP97	662	647	338	402
CFDP1	516	660	256	319
CFL1	5808	8627	2975	4427
CFL2	1249	1381	581	708
CFLAR	128	173	71	100
CGGBP1	547	632	203	299
CGN	162	181	76	121
CGNL1	140	132	71	86
CGRRF1	116	135	74	73
CHAC2	431	544	227	302
CHAF1A	1223	1603	608	849
CHAF1B	1332	1509	629	772
CHAMP1	1027	1241	501	665
CHCHD1	1054	1358	538	733
CHCHD10	827	1013	369	447
CHCHD2	1533	2071	750	1084
CHCHD3	709	857	359	481
CHCHD4	263	341	107	157
CHCHD5	216	250	78	113
CHCHD6	228	307	96	136
CHCHD7	309	310	146	164
CHD1	2162	2443	1086	1265
CHD1L	967	1142	488	588
CHD2	316	443	150	199
CHD3	696	812	299	427
CHD4	1183	1325	557	729
CHD6	550	769	320	387
CHD7	865	1000	412	548
CHD8	1974	2406	944	1262
CHD9	483	513	218	235
CHDH	179	229	96	145
CHEK1	886	1034	456	512
CHEK2	937	865	462	518
CHERP	2252	3257	1225	1624
CHFR	202	238	91	130
CHIC1	39	74	32	39
CHIC2	134	151	68	75
CHID1	754	903	348	480
CHKA	359	384	174	210
CHKB	42	58	21	28
CHM	350	457	164	191
CHML	455	460	191	243
CHMP1A	665	899	351	442
CHMP1B	482	630	222	332
CHMP2A	938	1184	416	550
CHMP2B	1029	1069	501	624
CHMP4A	40	92	25	39
CHMP4B	633	701	261	401
CHMP4C	193	184	76	97
CHMP5	1194	1288	537	665
CHMP6	139	154	66	90
CHMP7	506	556	204	282
CHN1	219	253	94	143
CHORDC1	322	521	200	240
CHP1	377	467	172	251
CHPF	446	663	217	333
CHPF2	232	370	136	172
CHPT1	766	816	349	434
CHRAC1	282	322	126	185
CHRNA3	8	11	4	6
CHRNA5	354	401	172	232
CHRNG	0	0	0	0
CHST10	215	270	80	114
CHST11	341	441	160	249
CHST12	182	241	89	127
CHST14	366	567	187	285
CHST15	99	100	33	59
CHST2	2	2	3	0
CHST3	90	106	45	57
CHSY1	130	143	53	70
CHSY3	115	144	67	94
CHTF18	320	441	185	242
CHTF8	175	221	88	126
CHTOP	1329	1869	757	1024
CHUK	678	888	326	442
CIAO1	1208	1387	473	686
CIAO2A	228	190	77	107
CIAO2B	767	836	324	483
CIAO3	261	351	148	164
CIAPIN1	630	774	282	462
CIB1	561	656	210	295
CIB2	23	26	9	17
CIC	389	546	176	260
CIDEB	1	0	0	0
CILP2	157	244	85	110
CINP	610	737	293	401
CIP2A	1413	1458	657	752
CIPC	156	176	60	98
CIR1	309	396	131	207
CIRBP	544	850	334	426
CISD1	401	576	221	299
CISD2	595	727	282	399
CISD3	178	213	75	112
CIT	1152	1343	583	767
CITED1	8	15	3	5
CITED2	491	680	262	354
CIZ1	1067	1398	558	754
CKAP2	4971	5751	2835	3311
CKAP2L	526	622	296	377
CKAP4	1734	2388	892	1180
CKAP5	7569	8504	3765	4585
CKB	25367	32732	11477	16913
CKLF	69	109	44	61
CKMT1A	21	38	16	21
CKMT1B	16	42	19	13
CKMT2	13	18	10	8
CKS2	1184	1273	571	745
CLASP1	756	861	354	450
CLASP2	1006	1144	452	536
CLASRP	322	456	158	231
CLBA1	54	65	24	36
CLCC1	837	1008	416	539
CLCN2	52	57	26	33
CLCN3	470	533	251	289
CLCN5	135	178	62	85
CLCN6	78	90	39	50
CLCN7	402	513	213	267
CLDN12	261	304	118	152
CLDN15	13	5	1	1
CLDND1	461	461	189	264
CLEC16A	131	205	75	100
CLEC2D	5	1	1	1
CLGN	439	469	217	241
CLHC1	23	19	8	9
CLIC1	1799	2144	800	1156
CLIC4	1106	1352	549	720
CLINT1	2857	3372	1422	1779
CLIP1	773	893	361	492
CLIP2	30	29	12	20
CLIP4	139	159	68	78
CLK1	366	471	223	235
CLK2	215	265	83	147
CLK3	608	742	250	366
CLK4	204	221	107	109
CLMN	186	174	73	106
CLN5	113	130	44	76
CLN6	497	657	259	339
CLN8	34	49	24	15
CLNS1A	2163	2493	1052	1456
CLOCK	161	145	61	97
CLP1	304	417	190	233
CLPB	1002	1181	524	668
CLPP	1341	1628	583	807
CLPTM1	1500	1981	744	1008
CLPTM1L	1107	1460	538	720
CLPX	1279	1280	520	672
CLSPN	2221	2788	1202	1597
CLSTN1	2127	2727	1051	1505
CLSTN3	405	435	177	254
CLTA	1993	2450	1042	1367
CLTB	727	992	378	468
CLTC	22344	26725	11548	13694
CLTCL1	278	324	137	194
CLU	2146	2442	965	1355
CLUAP1	270	316	134	173
CLUH	2895	3821	1437	1920
CLYBL	46	54	14	21
CMAS	1273	1379	602	792
CMBL	1541	1654	689	792
CMC1	245	331	138	172
CMC2	172	249	112	134
CMC4	97	96	45	63
CMIP	411	454	173	275
CMPK1	1210	1539	615	871
CMSS1	630	641	259	338
CMTM3	132	173	45	59
CMTM4	136	128	43	76
CMTM6	757	811	345	425
CMTM7	167	263	105	134
CMTM8	186	258	99	114
CMTR1	1489	1761	717	971
CMTR2	276	298	126	164
CMYA5	5	4	0	0
CNBP	5188	6987	2881	3927
CNDP2	1055	1388	519	687
CNIH1	1039	1393	589	766
CNIH4	1221	1344	591	712
CNKSR3	275	365	146	205
CNN2	775	964	328	466
CNN3	4028	4312	1966	2440
CNNM1	262	370	125	221
CNNM2	161	214	52	113
CNNM3	307	361	171	209
CNNM4	201	242	96	97
CNOT1	4768	5318	2154	2722
CNOT10	1220	1380	633	736
CNOT11	990	1110	424	570
CNOT2	950	1102	502	601
CNOT3	1111	1439	541	759
CNOT4	368	458	159	254
CNOT6	505	533	216	280
CNOT6L	162	156	64	70
CNOT7	226	231	85	132
CNOT8	612	774	337	360
CNOT9	1387	1406	666	750
CNP	1299	1755	626	882
CNPPD1	381	643	220	324
CNPY2	169	172	78	114
CNPY3	350	392	158	223
CNPY4	67	96	36	49
CNRIP1	45	70	24	33
CNST	110	113	40	59
CNTF	4	2	0	2
CNTLN	318	368	200	196
CNTN1	301	267	111	162
CNTNAP1	62	60	28	22
CNTNAP3	6	16	4	6
CNTRL	252	242	98	124
CNTROB	79	106	42	57
COA1	317	402	164	158
COA3	456	696	240	347
COA4	746	909	363	456
COA5	107	106	49	66
COA6	994	1203	508	644
COA7	450	626	253	385
COASY	614	692	273	363
COBL	201	242	90	118
COBLL1	333	349	184	258
COCH	3710	4154	1743	2197
COG1	575	704	249	383
COG2	933	1070	490	622
COG3	391	470	188	254
COG4	731	839	318	473
COG5	1161	1132	490	608
COG6	943	963	405	456
COG7	390	461	171	260
COG8	358	469	142	211
