	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
ATP5PD	1831	1810	2733	4024
ATP5PF	902	691	1670	2467
ATP5PO	1888	1681	3758	5043
ATP6AP1	1135	1030	1961	2590
ATP6AP2	966	781	1755	2517
ATP6V0A1	1455	1245	1414	2416
ATP6V0A2	1140	1014	1651	2469
ATP6V0B	1101	795	2028	2880
ATP6V0C	163	137	203	311
ATP6V0D1	974	867	1592	2310
ATP6V0E1	324	267	467	672
ATP6V0E2	295	281	410	562
ATP6V1A	3468	3198	5354	7718
ATP6V1B1	31	31	61	100
ATP6V1B2	1018	947	1439	2105
ATP6V1C1	1195	1075	1616	2439
ATP6V1C2	27	34	28	52
ATP6V1D	846	839	1198	1752
ATP6V1E1	1032	924	1647	2283
ATP6V1E2	23	27	43	46
ATP6V1F	676	609	1081	1520
ATP6V1G1	974	951	1391	1996
ATP6V1H	1096	1046	1514	2191
ATP7A	563	536	681	1043
ATP7B	766	679	954	1528
ATP8A1	568	523	759	1199
ATP8A2	42	25	40	63
ATP8B1	162	115	102	185
ATP8B2	2169	1812	3079	4429
ATP9A	618	547	769	1253
ATP9B	423	393	510	773
ATPAF1	1162	1162	1535	2208
ATPAF2	428	334	631	879
ATPSCKMT	260	215	319	430
ATR	3687	3330	5549	7643
ATRAID	759	677	1361	1943
ATRIP	829	703	1177	1890
ATRN	1174	1006	1313	2048
ATRNL1	444	443	553	844
ATRX	5097	4885	5991	7958
ATXN1	177	137	218	348
ATXN10	3020	2591	3332	5551
ATXN1L	323	313	472	794
ATXN2	971	785	845	1597
ATXN2L	1496	1084	954	2161
ATXN3	293	274	455	593
ATXN7	41	43	63	94
ATXN7L1	160	111	197	298
ATXN7L2	192	157	299	422
ATXN7L3	492	432	656	932
ATXN7L3B	332	269	429	613
AUH	273	268	327	489
AUNIP	576	445	965	1479
AUP1	1709	1456	2964	4143
AURKA	1386	1214	2281	3231
AURKAIP1	1234	1270	1739	2438
AURKB	1463	1431	2295	3303
AUTS2	398	326	302	647
AVEN	290	285	355	552
AVIL	97	68	113	169
AVL9	823	735	1148	1635
AVPI1	34	30	62	110
AXIN1	779	789	1029	1381
AXIN2	146	139	125	227
AZI2	987	902	1480	2134
AZIN1	2502	2269	3608	5246
AZIN2	67	68	90	120
B2M	1209	1169	1915	2691
B3GALNT2	1204	1143	1609	2379
B3GALT1	40	27	70	125
B3GALT2	121	128	122	218
B3GALT4	26	15	26	26
B3GALT6	105	97	133	200
B3GAT2	82	86	113	151
B3GAT3	305	296	438	606
B3GLCT	415	335	596	909
B3GNT10	194	177	248	379
B3GNT2	230	203	396	621
B3GNT4	32	26	48	90
B3GNT5	114	119	176	218
B3GNTL1	51	31	68	75
B4GALNT1	57	52	78	128
B4GALNT3	422	307	626	861
B4GALNT4	208	195	250	369
B4GALT1	157	135	147	211
B4GALT2	519	438	937	1183
B4GALT3	661	596	1065	1490
B4GALT4	265	259	382	563
B4GALT5	461	396	560	708
B4GALT6	118	97	151	197
B4GALT7	215	180	376	581
B4GAT1	661	607	940	1378
B9D1	463	386	647	967
B9D2	23	24	35	55
BABAM1	990	842	1585	2230
BABAM2	689	631	991	1497
BACE1	257	201	311	492
BACE2	215	226	317	457
BACH1	1487	1341	2090	2982
BACH2	79	52	65	121
BAD	255	219	413	608
BAG1	868	934	1113	1577
BAG2	450	468	554	801
BAG3	266	222	310	518
BAG4	479	411	833	1166
BAG5	907	923	1191	1676
BAG6	2895	2308	2836	5388
BAHCC1	494	345	254	613
BAHD1	255	221	262	388
BAIAP2	239	191	323	501
BAIAP2L1	552	501	764	1116
BAIAP3	57	56	92	151
BAK1	121	112	211	287
BAMBI	146	119	301	471
BANF1	248	293	388	414
BANP	256	255	358	558
BAP1	2385	2211	3382	4776
BARD1	1198	1078	1746	2565
BARX1	27	28	31	61
BATF3	39	41	58	84
BAX	527	570	908	1213
BAZ1A	5215	4890	6877	9286
BAZ1B	6220	5858	7160	10308
BAZ2A	1963	1481	1442	2719
BAZ2B	916	800	1184	1726
BBC3	37	34	49	59
BBIP1	130	134	196	352
BBOF1	78	53	93	130
BBOX1	22	30	24	41
BBS10	381	302	617	893
BBS12	157	117	182	309
BBS2	838	801	1160	1702
BBS4	493	402	799	1127
BBS5	28	20	27	30
BBS7	1000	918	1524	2066
BBS9	420	408	549	824
BBX	2190	1948	3153	4466
BCAM	51	40	53	72
BCAP29	718	694	1023	1578
BCAP31	2719	2654	4201	5507
BCAR1	436	326	497	845
BCAR3	104	86	135	254
BCAS2	1323	1356	2005	2794
BCAS3	806	660	1148	1600
BCAS4	51	45	83	109
BCAT1	904	859	1436	1931
BCAT2	580	517	873	1166
BCCIP	2379	2557	3662	4667
BCDIN3D	128	113	217	278
BCHE	78	89	135	192
BCKDHA	31	42	61	83
BCKDHB	434	373	603	843
BCKDK	657	494	912	1359
BCL10	230	232	316	516
BCL11A	211	193	145	277
BCL2L1	145	135	171	250
BCL2L11	159	124	202	302
BCL2L12	329	367	538	706
BCL2L13	971	828	1253	1908
BCL2L2	59	30	62	110
BCL6	36	33	52	88
BCL6B	139	101	169	235
BCL7A	210	233	359	462
BCL7B	224	180	350	481
BCL7C	653	640	975	1236
BCL9	453	355	348	629
BCLAF1	3858	3604	6356	7991
BCLAF3	220	180	227	331
BCO2	28	34	37	52
BCOR	5403	4450	5007	9245
BCORL1	498	342	256	727
BCR	1804	1674	2136	3347
BCS1L	1053	932	1438	2073
BDH1	111	98	125	195
BDH2	210	220	332	528
BDP1	5527	5342	7005	9196
BECN1	1162	1110	1703	2499
BEND3	309	260	293	511
BEND4	153	135	197	277
BEND6	16	14	33	45
BEND7	203	165	179	275
BET1	233	236	335	445
BET1L	82	102	85	174
BEX1	78	74	92	115
BEX2	753	711	1247	1642
BEX3	3721	3836	4552	6484
BEX4	552	631	1060	1371
BEX5	45	44	53	79
BFAR	656	577	1107	1571
BFSP1	105	106	181	240
BHLHE40	78	83	99	149
BICC1	231	195	419	585
BICD1	206	166	142	306
BICD2	1020	944	1278	1855
BICDL1	46	39	51	66
BICRA	97	61	33	140
BICRAL	165	153	152	293
BID	350	304	492	716
BIN1	172	171	262	336
BIN3	168	166	238	406
BIRC2	827	794	1244	1783
BIRC5	1648	1666	2207	3079
BIRC6	12104	10720	16843	24745
BIVM	69	80	74	125
BLCAP	100	77	117	174
BLM	3590	3181	4713	7212
BLMH	913	952	1289	1779
BLOC1S1	173	161	298	398
BLOC1S2	313	277	428	654
BLOC1S4	147	125	224	278
BLOC1S5	86	78	131	165
BLOC1S6	267	260	376	511
BLVRA	542	554	743	1038
BLVRB	229	206	354	513
BLZF1	665	651	1018	1385
BMP1	132	88	178	231
BMP2	25	30	39	50
BMP2K	652	527	973	1383
BMP4	51	55	65	95
BMP6	89	71	101	164
BMP7	391	333	597	877
BMP8B	32	26	30	55
BMPER	42	44	42	74
BMPR1A	195	167	302	439
BMPR1B	114	93	140	202
BMPR2	700	627	873	1338
BMS1	4584	4567	6255	8243
BMT2	190	174	244	360
BNC1	38	31	47	72
BNC2	81	79	98	154
BNIP1	268	224	394	629
BNIP2	914	866	1238	1770
BNIP3	299	295	389	601
BNIP3L	228	246	334	457
BOC	137	127	157	267
BOD1	640	545	1031	1463
BOD1L1	3569	3339	4687	5993
BOLA1	92	88	139	167
BOLA3	477	443	690	1008
BOP1	2215	2168	3559	4760
BORA	549	465	784	1204
BORCS5	78	42	79	111
BORCS6	104	75	86	152
BORCS8	22	20	34	50
BPGM	330	271	461	581
BPHL	286	250	390	595
BPNT1	967	1045	1542	2237
BPTF	7166	6501	6767	11506
BRAF	362	361	464	753
BRAP	644	608	916	1302
BRAT1	869	744	1106	1607
BRCA1	3663	3200	4380	6774
BRCA2	4461	4113	6205	8375
BRCC3	671	694	948	1258
BRD1	981	834	999	1561
BRD2	7219	6304	10452	15834
BRD3	429	393	430	636
BRD3OS	61	75	79	114
BRD4	1057	791	594	1361
BRD7	1478	1445	2111	2900
BRD8	2190	2098	2947	4243
BRD9	959	884	1053	1677
BRF1	463	437	584	841
BRF2	243	197	345	482
BRI3	123	97	153	272
BRI3BP	227	210	273	413
BRICD5	113	91	140	218
BRINP3	41	44	62	84
BRIP1	2192	1904	2844	4382
BRIX1	2461	2474	3764	5235
BRK1	358	285	631	826
BRMS1	770	755	1269	1815
BRMS1L	490	438	733	1018
BROX	952	865	1374	1997
BRPF1	1431	1194	1929	2850
BRPF3	829	693	700	1217
BRSK1	88	63	114	126
BRSK2	309	255	469	635
BRWD1	3533	3280	4476	6340
BRWD3	1838	1718	2113	3335
BSCL2	402	347	650	935
BSDC1	1024	986	1415	2007
BSG	2920	2590	4723	6456
BSN	372	251	258	554
BTAF1	4128	3628	6268	9334
BTBD1	1661	1454	2779	4143
BTBD10	452	461	651	1008
BTBD11	116	116	205	245
BTBD18	78	43	80	128
BTBD2	708	606	854	1377
BTBD3	909	794	1164	1582
BTBD6	684	592	1020	1441
BTBD7	1018	931	1312	1969
BTBD8	169	170	231	327
BTBD9	241	239	297	442
BTD	249	215	397	542
BTF3	4715	4374	8123	11207
BTF3L4	176	171	182	284
BTG1	164	123	325	420
BTG2	25	21	61	59
BTG3	513	535	728	1027
BTN2A1	469	432	630	839
BTN2A2	237	212	338	457
BTN3A1	76	67	72	111
BTN3A2	54	44	57	64
BTN3A3	28	34	30	37
BTNL9	62	71	56	85
BTRC	575	473	825	1250
BUB1	4364	3837	6631	9696
BUB1B	2477	2244	3701	5214
BUB3	3874	3627	6056	8567
BUD13	495	466	785	1103
BUD23	1234	1190	1706	2505
BUD31	678	675	1011	1488
BVES	86	83	123	198
BX255925.3	51	61	64	109
BYSL	816	770	1282	1711
BZW1	2348	2298	3318	4782
BZW2	2002	1896	3007	4270
C10orf88	249	217	350	514
C11orf1	124	98	217	262
C11orf24	264	203	382	588
C11orf49	220	192	259	465
C11orf54	77	56	105	168
C11orf58	1521	1663	2556	3283
C11orf65	37	31	34	51
C11orf68	97	69	125	176
C11orf71	58	45	87	140
C11orf74	302	325	512	710
C11orf80	134	147	223	290
C11orf95	177	173	244	322
C11orf98	223	188	298	434
C12orf10	564	468	957	1261
C12orf29	702	596	1170	1547
C12orf4	717	640	990	1469
C12orf43	274	257	321	452
C12orf45	445	404	603	906
C12orf49	207	215	326	418
C12orf57	282	259	516	749
C12orf60	54	38	107	103
C12orf65	177	163	205	316
C12orf66	161	168	265	378
C12orf73	87	88	134	196
C12orf75	189	164	286	407
C14orf119	397	326	821	1200
C14orf28	44	38	55	74
C14orf93	108	112	173	223
C15orf39	619	469	484	1043
C15orf40	319	292	445	590
C15orf41	90	99	130	203
C15orf61	110	93	174	278
C16orf58	286	260	407	593
C16orf70	372	316	550	846
C16orf71	37	20	52	44
C16orf72	738	721	1018	1438
C16orf87	197	196	296	359
C16orf91	181	192	252	331
C16orf95	20	20	31	54
C17orf113	21	30	42	53
C17orf51	221	197	374	513
C17orf53	267	189	305	442
C17orf58	97	105	141	226
C17orf75	447	410	666	905
C17orf80	857	750	1201	1835
C18orf21	339	306	582	866
C18orf25	451	470	625	929
C18orf32	47	35	84	127
C18orf54	213	191	235	385
C19orf12	72	65	113	144
C19orf24	429	395	659	856
C19orf25	176	162	248	334
C19orf44	233	163	263	419
C19orf47	221	141	264	421
C19orf48	820	646	1386	2071
C19orf53	494	476	584	880
C19orf54	85	64	65	119
C19orf57	92	62	144	155
C19orf71	67	59	78	113
C19orf81	19	30	24	46
C1D	157	126	206	281
C1GALT1	257	243	440	580
C1GALT1C1	712	673	1153	1544
C1QBP	10495	9564	14765	21886
C1R	17	29	40	54
C1S	27	24	26	35
C1orf109	359	324	426	672
C1orf112	1343	1121	2059	3126
C1orf122	135	135	141	254
C1orf131	994	872	1337	1835
C1orf159	74	45	114	181
C1orf167	70	57	77	113
C1orf174	404	344	497	735
C1orf194	34	23	47	80
C1orf198	354	298	335	528
C1orf21	236	190	301	435
C1orf216	58	59	74	88
C1orf226	31	16	28	40
C1orf35	727	699	901	1235
C1orf43	1728	1690	2588	3815
C1orf50	89	73	156	233
C1orf52	505	499	646	993
C1orf53	53	33	53	85
C1orf54	25	18	46	59
C1orf56	77	52	90	119
C1orf74	79	71	121	178
C20orf194	271	200	282	431
C20orf27	549	509	954	1317
C20orf96	74	68	54	134
C21orf58	153	156	193	263
C21orf91	262	264	523	686
C22orf15	25	14	21	40
C22orf23	69	56	99	176
C22orf39	75	67	78	127
C22orf46	73	46	57	93
C2CD2L	159	137	194	344
C2CD3	1219	972	1348	2143
C2CD5	1348	1231	1697	2598
C2orf15	34	15	42	64
C2orf16	264	247	404	631
C2orf42	191	190	265	376
C2orf49	314	274	465	617
C2orf68	104	100	180	203
C2orf69	335	289	453	668
C2orf74	155	139	237	315
C2orf76	143	130	205	289
C2orf88	21	13	31	39
C3orf14	372	323	592	843
C3orf33	132	158	177	220
C3orf38	538	573	936	1270
C3orf49	24	31	27	44
C3orf52	277	283	335	530
C3orf62	104	77	98	172
C3orf67	174	146	257	403
C4orf3	364	398	496	650
C4orf33	212	203	300	425
C4orf46	119	145	154	210
C4orf48	78	67	98	143
C5	69	62	100	131
C5orf15	689	523	1269	1732
C5orf22	607	505	868	1337
C5orf24	464	395	608	969
C5orf30	226	172	244	338
C5orf34	418	334	538	875
C5orf51	600	531	596	959
C5orf63	69	60	88	141
C6orf106	347	269	478	727
C6orf120	215	209	318	433
C6orf136	106	102	133	182
C6orf163	72	65	51	116
C6orf203	171	206	226	389
C6orf47	154	159	232	349
C6orf48	496	375	705	1073
C6orf52	26	21	40	57
C6orf62	1187	1120	1477	2249
C6orf89	419	328	661	885
C7orf25	240	219	349	488
C7orf26	249	263	307	497
C7orf31	91	83	109	167
C7orf43	209	207	364	478
C7orf50	563	531	742	1066
C8orf33	788	780	1115	1653
C8orf34	88	73	105	159
C8orf37	37	42	46	70
C8orf44	25	21	26	50
C8orf59	972	909	1593	2278
C8orf76	118	120	184	229
C8orf82	100	81	162	251
C8orf88	161	156	254	375
C9orf116	29	18	43	83
C9orf129	32	19	20	48
C9orf131	56	48	62	167
C9orf16	148	144	154	217
C9orf3	469	376	505	752
C9orf40	192	172	233	406
C9orf64	439	412	651	836
C9orf72	255	252	345	540
C9orf78	863	780	1345	1918
C9orf85	137	138	218	303
CA11	58	44	77	111
CA12	30	20	32	44
CA13	21	18	22	54
CA14	43	20	35	50
CA2	3943	3591	6596	9252
CA5B	65	52	65	125
CA8	230	201	311	436
CAAP1	512	508	743	1030
CAB39	819	723	1280	1687
CAB39L	50	49	62	85
CABIN1	3101	2650	3155	5151
CABLES1	322	302	417	665
CABLES2	147	104	158	273
CABYR	90	74	117	173
CACFD1	41	34	62	59
CACHD1	1369	1313	1784	2697
CACNA1B	64	62	54	100
CACNA1C	62	48	49	93
CACNA1D	94	87	104	181
CACNA1H	288	253	309	530
CACNA2D1	687	618	991	1330
CACNA2D2	148	116	133	256
CACNA2D3	271	199	283	437
CACNB1	24	13	24	40
CACNB2	159	176	191	255
CACNB3	58	62	70	108
CACNB4	91	74	90	167
CACTIN	384	404	652	881
CACUL1	535	477	798	1221
CACYBP	2465	2387	3636	5334
CAD	4836	4209	4266	7867
CADM1	711	592	1172	1639
CADM4	97	84	121	154
CADPS2	634	591	866	1305
CALCB	17	12	29	45
CALCOCO1	354	312	406	574
CALCOCO2	877	778	1327	1945
CALD1	678	760	912	1122
CALHM2	33	33	36	64
CALM1	2001	2118	2729	3794
CALM2	3174	2890	4784	6812
CALM3	1335	1318	2076	2822
CALML4	163	121	161	224
CALR	8537	8504	14009	18090
CALU	1908	1926	2796	3892
CAMK1	700	660	1023	1634
CAMK1D	33	27	48	56
CAMK2B	35	25	44	70
CAMK2D	518	428	727	1071
CAMK2G	381	313	613	870
CAMK4	129	123	194	234
CAMKK1	307	239	311	463
CAMKK2	493	393	566	827
CAMKMT	173	143	233	315
CAMKV	159	134	172	229
CAMLG	653	639	962	1327
CAMSAP1	1402	1238	1780	2682
CAMSAP2	2487	2239	3200	4654
CAMSAP3	188	162	166	313
CAMTA1	331	372	432	691
CAMTA2	301	235	257	467
CAND1	9396	8448	13658	19644
CAND2	756	628	841	1254
CANT1	422	386	560	772
CANX	19846	20031	27309	37956
CAP1	1941	1765	3321	4496
CAP2	142	149	256	332
CAPG	57	54	112	141
CAPN1	452	371	610	966
CAPN10	312	276	457	582
CAPN15	933	747	979	1518
CAPN2	2866	2823	4301	5987
CAPN3	30	20	28	57
CAPN5	19	24	32	59
CAPN7	1951	1828	2686	3930
CAPNS1	835	683	1574	2013
CAPRIN1	7526	6465	11679	16670
CAPRIN2	465	390	638	927
CAPS	18	24	31	47
CAPS2	50	43	57	88
CAPZA1	2033	1785	3256	4610
CAPZA2	1546	1461	2168	3044
CAPZB	1064	969	1418	1843
CARD10	172	144	173	269
CARD14	35	24	21	42
CARD19	111	108	152	261
CARD8	293	281	335	525
CARD9	18	16	19	30
CARF	85	54	85	122
CARHSP1	296	260	532	711
CARM1	924	756	1198	1827
CARMIL1	574	518	848	1201
CARMIL2	41	48	75	89
CARMIL3	39	29	47	58
CARNMT1	797	742	1069	1549
CARNS1	19	16	24	43
CARS	1225	1058	1741	2317
CARS2	671	562	972	1461
CASC3	953	827	1101	1755
CASC4	578	466	941	1306
CASD1	367	344	560	814
CASK	1143	1012	1490	2346
CASKIN1	58	46	58	93
CASKIN2	168	126	172	276
CASP10	40	30	47	73
CASP2	777	694	732	1315
CASP3	383	342	607	825
CASP6	224	222	338	505
CASP7	370	307	549	697
CASP8	171	169	266	342
CASP8AP2	3029	2818	3655	5449
CASP9	144	95	188	245
CAST	1809	1814	2642	3853
CASTOR2	110	86	107	171
CASTOR3	16	24	28	53
CASZ1	89	69	94	166
CAT	576	520	1073	1431
CATSPER2	51	37	39	77
CATSPER3	34	21	27	50
CATSPERE	81	82	92	145
CAV1	48	48	76	102
CAV2	46	35	58	101
CAVIN1	64	55	71	87
CAVIN4	83	70	86	109
CBFA2T2	150	150	179	285
CBFB	503	557	684	983
CBL	714	597	708	1198
CBLB	200	204	234	403
CBLL1	289	257	499	656
CBR1	1203	1162	1661	2423
CBR3	57	73	56	104
CBR4	422	433	548	849
CBS	114	93	204	286
CBSL	31	26	62	87
CBWD1	243	261	427	567
CBWD2	360	383	539	748
CBWD5	56	41	71	97
CBWD6	58	60	93	167
CBX1	675	662	966	1167
CBX2	442	470	567	799
CBX3	2455	2504	3250	4574
CBX4	285	253	433	683
CBX5	1114	1086	1253	1744
CBX6	656	640	863	1155
CBX7	24	17	24	39
CBX8	178	179	276	320
CBY1	302	295	423	525
CC2D1A	517	450	517	963
CC2D1B	710	671	932	1299
CC2D2A	447	424	613	916
CC2D2B	116	87	92	190
CCAR1	4895	4577	6660	8955
CCAR2	1577	1425	2306	3184
CCDC102A	112	135	130	225
CCDC106	117	130	168	249
CCDC107	152	145	259	339
CCDC110	34	37	44	63
CCDC112	368	311	502	680
CCDC113	93	87	119	180
CCDC115	105	100	188	195
CCDC117	779	834	926	1320
CCDC12	535	538	700	987
CCDC120	49	52	42	68
CCDC121	40	42	64	99
CCDC122	99	99	164	202
CCDC124	667	709	902	1190
CCDC125	403	371	522	813
CCDC126	88	76	114	166
CCDC127	224	188	264	377
CCDC130	199	209	310	476
CCDC134	308	253	315	551
CCDC136	291	264	294	450
CCDC137	450	456	527	714
CCDC138	1866	1745	2466	3640
CCDC14	2244	2092	3414	4754
CCDC142	329	282	372	593
CCDC146	76	56	82	145
CCDC15	395	357	479	716
CCDC150	1234	1133	1525	2219
CCDC151	11	17	20	36
CCDC157	84	83	123	207
CCDC163	18	20	14	30
CCDC167	359	367	399	670
CCDC168	59	54	119	152
CCDC17	48	23	50	76
CCDC171	187	164	243	331
CCDC173	35	46	52	89
CCDC174	462	392	540	733
CCDC18	1940	1891	2505	3395
CCDC180	344	269	309	546
CCDC181	418	394	601	711
CCDC183	50	48	86	124
CCDC186	575	590	815	1039
CCDC189	187	166	284	378
CCDC191	97	87	90	135
CCDC196	26	25	24	34
CCDC22	418	359	514	812
CCDC24	24	27	50	54
CCDC25	263	261	410	566
CCDC28A	297	315	437	644
CCDC28B	222	197	313	438
CCDC3	40	27	82	75
CCDC30	28	11	34	39
CCDC32	113	113	156	223
CCDC34	588	531	725	819
CCDC38	21	19	37	51
CCDC39	89	82	153	204
CCDC40	117	107	127	189
CCDC43	834	781	1038	1444
CCDC47	2752	2736	3503	5119
CCDC50	423	402	545	766
CCDC51	642	652	898	1292
CCDC57	620	578	686	1070
CCDC58	465	521	862	1268
CCDC59	820	762	1433	2069
CCDC6	620	536	643	1100
CCDC61	36	45	72	89
CCDC62	40	34	42	52
CCDC65	73	52	87	138
CCDC66	1836	1626	2175	3124
CCDC69	42	52	59	100
CCDC7	57	47	72	139
CCDC71	562	522	765	1042
CCDC71L	83	78	96	126
CCDC73	18	37	54	101
CCDC74A	66	69	112	166
CCDC74B	34	26	50	86
CCDC77	523	509	750	991
CCDC78	75	92	134	175
CCDC8	380	398	558	742
CCDC80	48	33	80	91
CCDC82	418	421	503	680
CCDC84	240	232	334	455
CCDC85B	245	273	236	330
CCDC85C	230	247	215	387
CCDC86	1079	1025	1189	1823
CCDC88A	3361	3082	3875	5615
CCDC88B	29	13	21	39
CCDC88C	375	348	348	616
CCDC89	25	35	43	54
CCDC9	131	138	139	188
CCDC90B	401	398	698	1006
CCDC91	510	478	674	852
CCDC92	142	104	108	172
CCDC93	941	893	996	1540
CCDC97	190	151	175	299
CCDC9B	17	16	12	17
CCHCR1	597	596	869	1242
CCM2	292	240	367	546
CCN1	58	47	102	185
CCNA2	3392	3225	5275	7591
CCNB1	6339	6088	9927	14104
CCNB1IP1	818	621	1250	1852
CCNB2	1383	1207	2153	3198
CCNB3	66	39	69	129
CCNC	1474	1401	2392	3285
CCND1	155	189	248	323
CCND2	104	121	141	198
CCND3	218	213	407	553
CCNDBP1	492	465	811	1081
CCNE1	495	423	790	998
CCNE2	702	600	1177	1632
CCNF	1262	1166	1614	2442
CCNG1	4006	3643	5690	8087
CCNG2	333	325	357	551
CCNH	1276	1195	1737	2472
CCNI	2934	2536	2905	5008
CCNJ	434	358	666	952
CCNK	499	385	399	871
CCNL1	1346	1160	2504	3457
CCNL2	1702	1624	2357	3293
CCNQ	520	444	857	1299
CCNT1	985	883	1769	2482
CCNT2	987	852	1505	2224
CCNY	380	389	660	994
CCNYL1	137	148	151	263
CCP110	1611	1487	1737	2719
CCPG1	668	582	993	1372
CCS	207	205	318	450
CCSAP	362	337	426	634
CCSER1	309	284	441	678
CCSER2	871	793	1141	1721
CCT2	13922	13064	22853	31830
CCT3	19415	17841	32311	46068
CCT4	15415	14339	23939	33702
CCT5	11822	10998	20112	28687
CCT6A	9599	8872	15105	20333
CCT6B	22	21	25	50
CCT7	14533	14406	22408	31019
CCT8	10386	10025	15245	21385
CCZ1	72	57	191	237
CCZ1B	59	44	140	181
CD101	111	105	104	191
CD109	543	445	474	848
CD151	589	422	1069	1415
CD160	14	10	14	34
CD164	968	877	1590	2208
CD19	33	33	49	53
CD276	287	256	284	514
CD2AP	1395	1361	1892	2432
CD2BP2	1495	1625	2222	3024
CD320	893	777	1118	1701
CD3EAP	852	822	1261	1684
CD40	26	20	27	57
CD46	1454	1321	1949	2801
CD47	882	812	1321	1883
CD55	820	706	1010	1659
CD58	126	72	176	304
CD63	1391	1432	2137	2822
CD68	19	18	42	69
CD70	15	15	22	38
CD81	1215	1082	1656	2380
CD83	50	47	90	87
CD9	215	227	378	544
CD99	651	636	838	1099
CD99L2	346	308	455	663
CDADC1	192	198	297	460
CDAN1	336	294	432	641
CDC123	2984	2537	5062	7354
CDC14A	128	79	148	254
CDC14B	433	367	543	817
CDC16	1090	1044	1288	2086
CDC20	3115	2803	4102	6180
CDC23	1724	1615	2462	3485
CDC25A	2057	1958	3266	4486
CDC25B	464	387	401	793
CDC25C	550	444	681	1088
CDC27	1992	1728	3422	4845
CDC34	561	523	919	1344
CDC37	3155	3214	5463	7182
CDC37L1	162	162	201	298
CDC40	1173	1071	1483	2298
CDC42	1514	1486	2232	3189
CDC42BPA	4474	4252	5487	8378
CDC42BPB	2064	1847	2030	3519
CDC42BPG	35	26	25	61
CDC42EP1	352	279	427	570
CDC42EP2	93	74	118	175
CDC42EP3	73	46	99	150
CDC42EP4	114	108	156	232
CDC42SE1	307	250	371	501
CDC42SE2	93	78	108	167
CDC45	2145	2002	3237	4715
CDC5L	4350	4188	7009	9579
CDC6	2353	2110	3920	5454
CDC7	2470	2241	3758	5256
CDC73	1359	1343	1647	2365
CDCA2	1638	1634	2355	3433
CDCA3	637	557	939	1376
CDCA4	508	505	791	1067
CDCA5	506	524	818	1015
CDCA7	1557	1586	2194	2763
CDCA7L	1046	1050	1296	1910
CDCA8	600	539	860	1367
CDH1	30	28	47	67
CDH2	826	719	1211	1767
CDH23	70	71	123	191
CDH24	61	50	94	147
CDH26	40	33	40	57
CDHR1	61	50	49	87
CDHR3	28	32	37	82
CDHR5	119	92	64	161
CDIP1	142	138	181	269
CDIPT	332	283	642	940
CDK1	2678	2267	4471	6192
CDK10	430	376	516	779
CDK11A	154	137	203	293
CDK11B	390	339	544	675
CDK12	3179	2631	4005	6024
CDK13	2222	1961	2703	4165
CDK14	278	260	318	519
CDK16	3165	2480	4876	7244
CDK17	482	461	696	1065
CDK18	63	44	39	125
CDK19	129	120	207	266
CDK2	955	954	1823	2361
CDK20	98	86	151	196
CDK2AP1	356	348	454	662
CDK2AP2	78	81	109	151
CDK3	47	43	70	95
CDK4	2867	2677	4728	6560
CDK5	420	428	648	988
CDK5R1	36	26	75	115
CDK5RAP1	987	901	1416	2111
CDK5RAP2	3009	2752	3427	5212
CDK5RAP3	1172	1158	1730	2328
CDK6	230	236	365	550
CDK7	376	353	612	867
CDK8	422	371	621	883
CDK9	406	359	517	729
CDKAL1	1125	1098	1489	2278
CDKL1	107	89	127	214
CDKL2	59	59	71	128
CDKL3	46	45	70	93
CDKL5	127	125	193	306
CDKN1A	67	78	97	163
CDKN1B	265	259	434	548
CDKN2A	554	580	659	916
CDKN2AIP	416	322	762	1027
CDKN2AIPNL	163	140	214	243
CDKN2C	414	404	596	868
CDKN2D	19	13	32	41
CDKN3	536	469	913	1275
CDON	714	594	812	1320
CDPF1	39	41	55	81
CDR1	341	227	152	352
CDR2L	151	170	186	267
CDRT4	46	49	71	110
CDS1	268	218	403	510
CDS2	612	507	994	1455
CDT1	920	788	1066	1735
CDV3	1299	1295	2069	2729
CDX2	156	120	192	276
CDYL	911	848	1424	2168
CEACAM1	52	38	39	53
CEBPA	43	44	57	99
CEBPB	54	46	65	107
CEBPG	412	364	630	894
CEBPZ	4776	4471	6855	9519
CEBPZOS	185	208	257	416
CECR2	591	566	601	981
CELF1	1641	1458	2068	3269
CELF2	128	122	137	224
CELSR1	760	612	658	1272
CELSR2	676	496	498	1096
CELSR3	895	704	907	1598
CEMIP	95	72	77	136
CEMIP2	631	531	1004	1423
CEMP1	51	53	61	50
CENPA	114	137	226	314
CENPB	1135	1181	1592	2159
CENPBD1	33	25	33	66
CENPC	1121	947	1650	2306
CENPE	6108	6015	8769	9463
CENPF	19793	19238	27918	35707
CENPH	826	844	1221	1738
CENPI	1427	1316	1979	2808
CENPJ	1313	1238	1790	2540
CENPK	600	571	849	1246
CENPL	339	301	557	835
CENPM	413	394	518	697
CENPN	1030	978	1501	2130
CENPO	485	430	600	938
CENPP	294	281	338	580
CENPQ	351	365	598	763
CENPT	655	604	1044	1413
CENPU	1640	1676	2644	3865
CENPV	896	843	1437	2108
CENPW	770	787	1135	1461
CENPX	236	233	349	516
CEP104	855	844	1099	1632
CEP112	535	503	537	841
CEP120	756	683	1064	1550
CEP126	93	85	99	170
CEP128	1029	1041	1437	1951
