	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
PLEKHA3	81	125	89	83
PLEKHA5	448	543	372	376
PLEKHA7	234	319	207	194
PLEKHA8	54	61	58	47
PLEKHB2	756	972	611	633
PLEKHF1	185	256	143	131
PLEKHF2	126	141	105	112
PLEKHG1	232	241	183	176
PLEKHG2	530	605	475	480
PLEKHG3	276	336	243	216
PLEKHG4	145	179	125	109
PLEKHG5	57	77	66	48
PLEKHH1	111	171	128	119
PLEKHH2	135	144	97	97
PLEKHH3	95	139	67	79
PLEKHJ1	421	550	414	369
PLEKHM1	68	66	53	50
PLEKHM2	431	557	447	358
PLEKHM3	172	189	156	149
PLEKHO1	126	155	103	111
PLEKHO2	35	38	27	31
PLGRKT	211	245	174	186
PLIN2	2	2	0	3
PLIN3	558	643	415	408
PLIN4	0	1	2	5
PLK1	3061	3892	2745	2728
PLK2	182	186	177	215
PLK3	97	67	72	68
PLK4	249	205	181	184
PLOD1	1282	1544	1103	1076
PLOD2	941	988	831	818
PLOD3	603	775	553	464
PLPBP	539	676	418	456
PLPP1	173	185	160	148
PLPP3	114	125	78	78
PLPP5	86	121	91	82
PLPP6	156	169	101	94
PLPPR2	53	84	53	68
PLPPR3	46	41	53	66
PLRG1	1983	2263	1508	1685
PLS1	1002	987	779	889
PLS3	9235	9641	7495	7901
PLSCR1	590	683	429	444
PLSCR3	40	63	32	45
PLSCR4	11	24	7	20
PLTP	13	9	8	5
PLXDC2	57	83	76	80
PLXNA1	521	611	619	522
PLXNA2	83	95	98	84
PLXNA3	276	342	335	240
PLXNB1	85	111	126	93
PLXNB2	1186	1635	1486	1262
PLXNC1	13	18	15	20
PLXND1	181	237	211	236
PM20D1	0	0	1	0
PM20D2	1487	1692	1123	1250
PMAIP1	1525	1453	1197	1466
PMCH	1	0	0	0
PMEL	31	28	19	24
PMEPA1	58	65	33	30
PMF1	105	113	60	66
PMFBP1	5	1	8	1
PML	524	724	430	430
PMM1	276	389	268	229
PMM2	156	181	158	139
PMP22	161	261	148	171
PMPCA	2539	3235	2219	2231
PMPCB	4073	4307	3471	3429
PMS1	582	558	417	484
PMS2	229	220	189	175
PMVK	431	530	357	351
PNCK	5	5	7	8
PNISR	1218	1388	1037	1238
PNKD	538	710	506	416
PNKP	179	205	130	141
PNMA1	766	1073	556	540
PNMA2	664	810	509	494
PNMA8A	3	3	2	2
PNN	1951	2515	1566	1808
PNO1	549	651	486	504
PNP	2053	2262	1500	1572
PNPLA2	1201	1483	965	888
PNPLA3	100	105	90	87
PNPLA4	1	1	0	0
PNPLA6	257	358	247	238
PNPLA7	3	4	6	3
PNPLA8	380	438	324	369
PNPO	703	834	552	568
PNPT1	1139	1412	982	1004
PNRC1	498	723	456	553
PNRC2	29	37	33	34
POC1A	331	421	245	236
POC1B	297	288	225	207
POC5	358	431	287	315
PODXL	536	657	475	508
PODXL2	937	1202	858	922
POFUT1	486	578	453	442
POFUT2	195	298	163	165
POGK	441	566	405	364
POGLUT1	139	176	146	141
POGZ	1455	1564	1131	1160
POLA1	1897	2425	1860	1846
POLA2	64	70	48	42
POLB	411	497	260	343
POLD1	942	1256	736	701
POLD2	1683	2205	1219	1367
POLD3	510	538	416	428
POLDIP2	1391	1661	1123	1131
POLDIP3	1365	1701	997	1107
POLE	2630	3385	2590	2375
POLE2	611	607	449	432
POLE3	527	744	520	416
POLE4	255	409	241	209
POLG	486	650	401	379
POLG2	129	178	96	118
POLH	322	427	306	318
POLI	165	114	115	98
POLK	472	456	266	314
POLL	252	308	192	209
POLM	147	196	118	139
POLN	29	29	27	25
POLQ	550	669	498	460
POLR1A	1379	1912	1283	1251
POLR1B	1146	1424	904	906
POLR1C	1187	1491	963	908
POLR1D	811	879	589	625
POLR1E	657	802	525	567
POLR2A	1725	2232	1628	1565
POLR2B	4872	5347	4040	4185
POLR2C	1299	1583	1076	1039
POLR2D	595	615	456	519
POLR2E	2260	2688	1701	1704
POLR2F	854	1242	659	709
POLR2G	1500	1690	1143	1126
POLR2H	1018	1389	894	937
POLR2I	1648	2019	1356	1359
POLR2J	48	55	25	32
POLR2K	600	623	484	489
POLR2L	1622	2241	1200	1200
POLR2M	49	78	39	36
POLR3A	1606	2052	1312	1359
POLR3B	927	1196	806	820
POLR3C	994	1261	763	872
POLR3D	469	602	403	359
POLR3E	478	562	367	347
POLR3F	632	780	432	515
POLR3G	151	118	94	97
POLR3GL	84	98	94	61
POLR3H	510	654	410	410
POLR3K	958	1427	686	803
POLRMT	317	406	271	230
POM121	169	255	160	187
POM121C	98	142	103	87
POMGNT1	338	393	306	280
POMGNT2	144	228	142	166
POMK	636	711	623	600
POMP	4454	4708	3539	3467
POMT1	608	823	574	487
POMT2	106	213	135	122
PON2	571	626	567	512
POP1	589	817	548	534
POP4	2327	2718	1749	1972
POP5	601	720	483	490
POP7	781	981	586	596
POPDC3	27	44	20	38
POR	714	939	672	656
PORCN	50	66	49	37
POT1	433	368	294	293
POU2F1	509	576	328	319
POU3F2	280	386	156	196
POU3F3	53	64	69	61
POU4F1	72	136	79	64
PP2D1	0	0	0	0
PPA1	5016	5468	4268	4643
PPA2	1111	1312	933	856
PPAN	75	96	48	61
PPARA	34	21	18	13
PPARD	58	83	70	55
PPARG	237	257	145	150
PPARGC1B	192	278	221	150
PPAT	1080	1292	880	938
PPCDC	212	263	158	178
PPCS	368	427	265	297
PPDPF	747	937	482	590
PPFIA1	777	875	594	578
PPFIA2	42	49	26	32
PPFIA3	83	97	58	73
PPFIA4	5	4	9	4
PPFIBP1	505	588	438	483
PPFIBP2	17	21	13	9
PPHLN1	1885	1949	1374	1571
PPIA	1414	2273	1280	1338
PPIB	4234	5974	3725	3769
PPIC	785	1115	682	663
PPID	1191	1319	788	853
PPIE	1413	1573	1115	1076
PPIF	2937	3945	2343	2350
PPIG	1080	1351	918	1112
PPIH	809	1053	743	735
PPIL1	1164	1369	791	1090
PPIL2	749	894	608	564
PPIL3	261	309	208	215
PPIL4	1448	1803	1102	1220
PPIL6	25	37	18	26
PPIP5K1	48	41	37	35
PPIP5K2	774	863	717	684
PPL	11	13	12	11
PPM1A	394	444	270	315
PPM1B	67	83	78	48
PPM1D	619	840	591	606
PPM1E	533	631	433	467
PPM1F	759	932	570	548
PPM1G	3073	3791	2561	2309
PPM1H	147	193	155	120
PPM1K	193	297	171	169
PPM1L	261	289	207	223
PPM1M	33	42	33	25
PPM1N	8	16	8	4
PPME1	987	1275	777	762
PPOX	204	239	147	141
PPP1CA	2506	3408	2118	2120
PPP1CB	2158	2713	1823	1950
PPP1CC	4589	5399	3655	3942
PPP1R10	1258	1850	977	1103
PPP1R11	180	234	140	151
PPP1R12A	2130	2285	1628	1810
PPP1R12B	53	41	48	41
PPP1R12C	125	130	109	95
PPP1R13B	345	427	326	379
PPP1R13L	65	64	54	70
PPP1R14A	113	119	87	67
PPP1R14B	51	101	66	80
PPP1R14C	229	334	221	206
PPP1R15A	74	87	53	74
PPP1R15B	657	808	579	592
PPP1R16A	58	55	33	29
PPP1R18	67	138	62	64
PPP1R2	265	365	174	247
PPP1R21	174	175	140	149
PPP1R26	123	193	117	87
PPP1R35	317	582	245	281
PPP1R37	100	140	80	90
PPP1R3B	86	106	83	75
PPP1R3F	51	70	45	37
PPP1R7	1639	1849	1250	1270
PPP1R8	932	1005	655	749
PPP1R9A	192	224	165	164
PPP1R9B	337	478	329	272
PPP2CA	5861	6237	4427	4713
PPP2CB	908	1042	741	711
PPP2R1A	5708	7315	4660	4588
PPP2R1B	1232	1419	1057	1011
PPP2R2A	2558	2917	2053	2284
PPP2R2C	42	59	39	41
PPP2R2D	254	275	206	210
PPP2R3A	205	197	179	176
PPP2R3B	195	275	182	163
PPP2R3C	286	314	202	219
PPP2R5A	226	236	204	177
PPP2R5B	37	40	28	36
PPP2R5C	1094	1098	802	879
PPP2R5D	1318	1642	1036	1019
PPP2R5E	561	608	444	483
PPP3CA	837	941	674	704
PPP3CB	888	1142	836	742
PPP3CC	206	210	188	141
PPP3R1	166	276	155	150
PPP4C	2245	2522	1836	1721
PPP4R1	779	958	650	620
PPP4R2	446	502	382	406
PPP4R3A	1532	1754	1333	1290
PPP4R3B	459	531	375	325
PPP4R4	114	99	99	91
PPP5C	2164	2553	1710	1717
PPP6C	1635	1810	1339	1353
PPP6R1	1055	1425	898	857
PPP6R2	273	344	256	233
PPP6R3	1667	1986	1475	1478
PPRC1	1077	1426	1018	952
PPT1	1793	2361	1699	1630
PPT2	84	84	50	57
PPT2-EGFL8	0	0	1	1
PPTC7	342	308	241	246
PPWD1	680	788	496	627
PQBP1	1153	1600	894	898
PQLC1	85	100	75	82
PQLC2	239	343	191	176
PQLC3	51	49	44	39
PRADC1	36	38	40	33
PRAG1	95	97	54	74
PRAME	395	509	353	344
PRC1	2638	3152	2307	2381
PRCC	1087	1560	957	987
PRCP	1076	1216	1024	978
PRDM10	201	212	144	127
PRDM11	35	66	60	68
PRDM13	176	195	105	126
PRDM15	164	206	113	118
PRDM16	139	159	114	128
PRDM2	496	656	469	464
PRDM4	360	401	307	301
PRDM5	59	70	42	40
PRDM6	147	199	109	123
PRDX1	14425	20719	11844	13159
PRDX2	5997	7799	4421	5025
PRDX3	6837	7282	5436	5482
PRDX4	3694	4195	3456	3345
PRDX5	1012	1225	907	821
PRDX6	3384	4594	2926	2998
PREB	525	681	416	358
PRELID1	539	659	510	494
PRELID2	93	101	86	85
PRELID3A	27	32	32	21
PRELID3B	1644	1948	1253	1325
PREP	1763	1964	1341	1365
PREPL	1473	1588	1158	1161
PREX1	121	128	122	128
PREX2	127	102	86	92
PRG4	0	0	0	0
PRICKLE1	305	363	254	236
PRICKLE2	88	80	51	72
PRICKLE3	143	165	111	110
PRIM1	1164	1125	907	936
PRIM2	726	686	520	554
PRIMPOL	229	222	180	166
PRKAA1	1081	1339	884	949
PRKAA2	656	796	505	497
PRKAB1	495	569	417	416
PRKAB2	138	166	109	122
PRKACA	1503	1843	1087	1014
PRKACB	267	291	230	226
PRKAG1	1145	1509	961	1080
PRKAG2	117	160	125	120
PRKAR1A	3514	4379	2882	2916
PRKAR1B	486	653	367	378
PRKAR2A	734	856	623	620
PRKAR2B	768	777	607	593
PRKCA	621	647	536	514
PRKCB	163	156	123	99
PRKCD	520	578	400	422
PRKCE	56	79	67	67
PRKCH	207	240	168	165
PRKCI	508	584	426	416
PRKCQ	181	188	151	164
PRKCSH	6816	9258	5963	6086
PRKCZ	262	315	207	233
PRKD1	284	335	300	274
PRKD2	336	398	281	278
PRKD3	523	576	377	434
PRKDC	23998	26968	22561	21692
PRKG1	332	396	310	306
PRKN	2	6	6	2
PRKRA	553	592	402	462
PRKRIP1	270	341	195	213
PRKX	1	1	0	0
PRMT1	3678	4861	3071	3072
PRMT2	255	341	213	206
PRMT3	765	781	541	660
PRMT5	2924	3828	2370	2479
PRMT6	288	421	238	221
PRMT7	567	754	447	481
PRMT9	379	412	299	336
PRNP	683	953	593	695
PROB1	9	12	17	10
PROCR	413	461	311	336
PROS1	191	166	145	161
PROSER1	804	894	654	643
PROSER2	215	310	188	188
PROSER3	486	677	394	411
PROX1	43	90	54	37
PROX2	1	0	0	0
PRPF18	326	338	269	278
PRPF19	4359	5231	3500	3533
PRPF3	822	1157	651	666
PRPF31	1035	1361	924	951
PRPF38A	1033	1314	813	853
PRPF38B	1039	1341	776	876
PRPF39	458	507	376	398
PRPF4	936	1109	773	747
PRPF40A	3990	4349	3259	3530
PRPF40B	80	64	63	81
PRPF4B	1716	1989	1363	1578
PRPF6	2451	3274	2098	2095
PRPF8	20736	25674	17975	18182
PRPS1	2260	2530	1655	1719
PRPS2	1008	1121	751	748
PRPSAP1	411	531	367	416
PRPSAP2	720	898	607	632
PRR11	693	807	633	705
PRR12	398	515	364	302
PRR13	158	181	98	123
PRR14	163	216	122	113
PRR14L	1626	1860	1249	1341
PRR22	8	13	17	7
PRR3	367	448	244	321
PRR5	37	56	18	22
PRR7	118	152	78	96
PRRC1	1422	1532	1116	1095
PRRC2A	4353	5840	3851	3915
PRRC2B	2575	3422	2676	2414
PRRC2C	8202	9271	7301	7733
PRRG1	30	43	29	26
PRRG4	62	85	64	72
PRRT3	54	72	61	54
PRRT4	99	127	76	103
PRSS12	112	169	123	129
PRSS16	32	55	31	40
PRSS23	313	450	350	338
PRSS27	2	2	2	2
PRSS35	52	57	42	60
PRSS48	1	2	0	0
PRSS53	4	1	1	2
PRSS54	0	0	0	0
PRTFDC1	5	3	1	2
PRTG	99	135	120	92
PRUNE1	322	356	269	267
PRUNE2	157	139	107	114
PRX	19	18	19	10
PRXL2A	269	309	230	230
PRXL2B	190	287	167	202
PRXL2C	217	213	145	143
PSAP	8370	10083	7883	7372
PSAT1	1644	1640	1198	1247
PSD3	220	202	194	190
PSD4	7	9	12	11
PSEN1	400	538	384	326
PSEN2	231	322	258	210
PSENEN	726	957	517	569
PSIP1	2391	2720	2004	2144
PSKH1	35	38	41	25
PSMA1	1816	2567	1740	1661
PSMA3	4582	5349	3481	3849
PSMA4	5910	6607	4456	4751
PSMA5	3474	4282	2784	3007
PSMA6	1833	2057	1422	1642
PSMA7	4547	5632	3697	3761
PSMB1	8025	9574	6695	6624
PSMB10	104	120	73	87
PSMB2	6254	6958	4835	5154
PSMB3	2705	3464	2299	2148
PSMB4	6326	8124	5455	5169
PSMB5	3523	4372	2812	2970
PSMB6	3963	4761	3097	3032
PSMB7	4194	4760	3331	3281
PSMC1	2	5	3	4
PSMC2	4037	4684	3176	3301
PSMC3	2608	3803	2218	2301
PSMC3IP	103	175	101	91
PSMC4	5906	7570	4846	4894
PSMC5	3799	4852	3190	3194
PSMC6	907	1034	716	738
PSMD1	6524	8279	5465	5955
PSMD10	987	1311	770	829
PSMD11	3380	4170	2721	2736
PSMD12	4193	5053	3548	3716
PSMD13	2229	2688	1725	1831
PSMD14	2908	3396	2432	2737
PSMD2	3512	4262	2938	2780
PSMD3	2847	3765	2422	2325
PSMD4	2161	2921	1779	1817
PSMD6	3424	3843	2528	2808
PSMD7	1762	2156	1734	1641
PSMD8	7947	9843	6475	6578
PSMD9	447	600	352	329
PSME1	907	1212	786	767
PSME2	293	444	299	289
PSME3	1964	2412	1682	1837
PSME4	1720	1850	1420	1453
PSMF1	2393	2927	1868	1937
PSMG1	1978	2037	1451	1589
PSMG2	1049	1101	840	884
PSMG3	165	272	196	170
PSMG4	356	356	226	252
PSPC1	1022	1253	750	826
PSPH	232	249	190	184
PSRC1	331	463	258	286
PSTK	143	163	129	128
PSTPIP2	358	452	322	368
PTAR1	250	344	198	181
PTBP1	7924	9962	6183	6601
PTBP2	885	799	607	689
PTBP3	1070	1058	794	815
PTCD2	164	170	140	142
PTCD3	1481	1634	1165	1135
PTCH1	176	203	171	157
PTDSS1	1132	1509	983	971
PTDSS2	440	563	418	372
PTEN	90	92	60	88
PTER	540	510	455	445
PTGES2	414	589	362	304
PTGES3	1869	2457	1306	1471
PTGFR	10	7	1	4
PTGFRN	968	1326	1054	998
PTGR2	64	61	66	65
PTGS2	16	11	13	14
PTK2	754	807	629	623
PTK2B	28	16	22	13
PTK7	936	1159	1015	864
PTMA	1047	1736	681	770
PTMS	499	1029	431	444
PTOV1	1905	2344	1430	1434
PTP4A1	202	243	185	175
PTP4A2	213	253	179	196
PTP4A3	7	7	7	7
PTPA	1469	1610	1131	1109
PTPDC1	73	63	73	60
PTPMT1	356	408	261	283
PTPN1	1146	1436	1000	1090
PTPN11	648	830	604	589
PTPN12	363	396	262	307
PTPN13	1492	1736	1346	1279
PTPN14	678	745	539	530
PTPN18	77	82	63	52
PTPN2	212	243	156	149
PTPN23	513	755	451	450
PTPN3	317	308	217	221
PTPN4	73	66	70	66
PTPN9	468	614	417	405
PTPRA	414	476	374	393
PTPRB	43	47	41	38
PTPRD	239	256	251	182
PTPRF	1461	1655	1342	1314
PTPRG	957	1148	966	911
PTPRJ	157	190	178	145
PTPRK	829	961	854	813
PTPRM	127	139	126	152
PTPRS	669	846	701	655
PTPRU	290	284	321	299
PTPRZ1	32	54	24	33
PTRH1	76	88	41	57
PTRH2	552	717	511	525
PTRHD1	348	498	300	326
PTS	586	647	506	466
PTTG1	2435	2543	1757	1876
PTTG1IP	655	976	536	580
PUDP	14	11	4	9
PUF60	2815	3500	2202	2434
PUM1	2477	2939	2172	2054
PUM2	980	1085	715	760
PUM3	1194	1379	964	1053
PURA	431	566	341	326
PURB	369	577	352	315
PURG	34	56	25	31
PUS1	590	873	542	484
PUS10	67	59	34	54
PUS3	232	297	178	206
PUS7	1443	1508	1154	1171
PUS7L	717	862	615	644
PUSL1	550	741	421	486
PVR	406	519	417	389
PWP1	2474	2696	2029	2126
PWP2	157	198	105	110
PWWP2A	310	399	288	257
PWWP2B	33	47	28	26
PWWP3A	216	209	168	181
PWWP3B	4	1	1	2
PXDC1	98	114	66	71
PXDN	623	660	590	588
PXK	296	357	247	227
PXMP2	267	360	281	227
PXMP4	93	114	65	103
PXN	492	553	368	391
PXYLP1	71	87	50	69
PYCR1	304	386	289	250
PYCR2	655	864	590	536
PYCR3	279	307	226	207
PYGB	788	1048	660	670
PYGL	3129	3475	2583	2556
PYGO1	187	187	138	145
PYGO2	259	322	205	199
PYM1	283	399	210	246
PYROXD1	204	164	154	192
PYURF	425	598	314	399
PZP	0	0	1	0
QARS	2409	3109	2074	2145
QDPR	335	437	262	285
QKI	1529	1996	1415	1434
QPCT	781	851	614	642
QPCTL	186	207	166	140
QPRT	288	289	190	171
QRFPR	84	94	72	67
QRICH1	1778	2020	1330	1462
QRICH2	6	13	10	18
QRSL1	537	568	391	380
QSER1	1097	1293	823	935
QSOX1	706	842	555	512
QSOX2	674	836	672	656
QTRT1	503	755	501	479
QTRT2	540	690	442	453
R3HCC1	300	436	278	257
R3HCC1L	336	415	264	268
R3HDM1	259	246	203	230
R3HDM2	206	214	183	193
R3HDM4	141	216	115	132
RAB10	946	1346	784	892
RAB11A	2424	3051	2160	2041
RAB11B	1007	1161	822	787
RAB11FIP1	885	1058	797	735
RAB11FIP2	242	269	195	215
RAB11FIP3	102	147	102	93
RAB11FIP4	99	115	89	77
RAB11FIP5	232	319	187	207
RAB12	415	494	354	360
RAB14	1008	1235	869	848
RAB15	28	34	18	13
RAB18	1145	1480	1055	1006
RAB1A	1457	1686	1176	1280
RAB1B	940	1109	794	715
RAB20	37	45	28	32
RAB21	1317	1471	1094	1100
RAB22A	177	220	189	216
RAB23	290	369	271	247
RAB24	305	379	249	254
RAB26	27	14	20	12
RAB27A	117	160	112	113
RAB28	143	155	119	97
RAB29	197	191	110	123
RAB2A	1322	1341	907	1001
RAB2B	194	210	144	168
RAB30	29	48	21	24
RAB31	244	304	268	232
RAB32	164	155	131	137
RAB33B	121	133	99	118
RAB34	732	801	587	617
RAB35	795	893	589	557
RAB36	207	240	194	212
RAB38	238	278	164	191
RAB39A	130	145	96	80
RAB39B	53	59	44	50
RAB3A	105	101	66	73
RAB3B	222	243	168	165
RAB3C	3	2	2	2
RAB3D	206	205	172	165
RAB3GAP1	1181	1394	993	1046
RAB3GAP2	1100	1282	924	888
RAB3IP	343	358	253	273
RAB40B	45	68	43	38
RAB40C	95	111	61	74
RAB4A	416	498	377	354
RAB5A	530	617	418	519
RAB5B	943	1061	654	755
RAB5C	951	1161	674	769
RAB5IF	195	339	124	186
RAB6A	671	659	499	524
RAB6B	176	213	111	122
RAB7A	3018	3571	2461	2382
RAB8A	1207	1380	955	890
RAB8B	218	268	203	150
RAB9A	469	468	424	427
RAB9B	41	49	22	31
RABAC1	1180	1737	922	997
RABEP1	1103	1131	802	910
RABEP2	99	177	85	71
RABEPK	453	580	375	374
RABGAP1	881	1045	828	803
RABGAP1L	324	359	333	271
RABGEF1	233	283	170	178
RABGGTA	376	546	392	337
RABGGTB	1308	1566	1204	1208
RABIF	204	248	164	195
RABL2B	14	46	27	23
RABL3	278	329	195	213
RABL6	1061	1207	874	867
RAC1	388	585	291	321
RAC3	873	1125	587	582
RACGAP1	2545	3360	2260	2324
RACK1	35522	45993	28953	30770
RAD1	484	497	378	474
RAD17	177	178	119	123
RAD18	1170	1272	904	1024
RAD21	2914	3454	2613	2600
RAD23A	2182	2784	1685	1670
RAD23B	2883	3209	2162	2238
RAD50	242	269	234	231
RAD51	488	559	391	441
RAD51AP1	1086	1160	764	833
RAD51B	99	85	80	85
RAD51C	1503	1656	1235	1321
RAD51D	60	94	38	42
RAD52	83	83	63	74
RAD54B	243	273	161	202
RAD54L	415	513	307	325
RAD54L2	391	495	315	304
RAD9A	85	105	62	75
RAD9B	15	16	16	20
RADIL	93	116	80	75
RADX	1451	1744	1125	1212
RAE1	2907	3559	2261	2470
RAF1	798	979	708	654
RAI1	441	514	410	334
RAI14	1892	2059	1522	1557
RALA	376	541	318	334
RALB	266	369	193	191
RALBP1	278	315	219	224
RALGAPA1	150	161	129	173
RALGAPA2	311	378	312	326
RALGAPB	1034	1144	862	873
RALGPS1	37	45	24	31
RALGPS2	285	325	195	221
RALY	1118	1318	870	897
RAMAC	3	5	1	2
RAMACL	5	4	1	1
RAMP1	283	290	173	190
RAN	5687	8042	5140	4655
RANBP1	2557	3081	1994	2121
RANBP10	224	282	165	194
RANBP17	242	310	235	250
RANBP2	2819	3538	2608	2645
RANBP3	1455	1800	1112	1222
RANBP6	650	719	510	510
RANBP9	1438	1536	1039	1206
RANGAP1	4449	6241	3993	3840
RANGRF	213	265	167	197
RAP1A	900	888	667	745
RAP1B	237	221	167	207
RAP1GAP	124	156	115	92
RAP1GAP2	285	375	210	204
RAP1GDS1	641	697	541	523
RAP2A	69	83	47	47
RAP2B	139	188	134	132
RAP2C	431	465	328	350
RAPGEF1	404	462	342	298
RAPGEF2	495	532	437	462
RAPGEF4	197	207	150	162
RAPGEF5	189	220	172	163
RAPGEF6	26	32	8	15
RAPGEFL1	6	9	13	9
RAPH1	408	446	314	362
RARA	126	154	87	86
RARB	130	142	99	98
RARG	54	65	43	51
RARRES1	0	0	2	1
RARS	4916	5640	4018	4345
RARS2	542	578	458	448
RASA1	598	622	503	488
RASA2	164	137	109	137
RASA3	107	112	76	64
RASAL2	274	292	198	228
RASEF	426	499	366	381
RASGEF1A	14	13	16	23
RASGEF1B	158	175	189	183
RASGEF1C	15	9	7	12
RASGRF2	150	167	138	118
RASGRP1	67	73	59	49
RASIP1	14	13	13	10
RASL11A	276	394	278	262
RASL11B	114	111	98	135
RASSF1	170	213	129	120
RASSF2	113	110	71	79
RASSF3	343	391	271	338
RASSF5	106	115	70	81
RASSF7	92	148	72	53
RASSF8	204	270	184	176
RAVER1	1843	2450	1497	1425
RAVER2	607	649	485	543
RB1	2890	3130	2419	2615
RB1CC1	734	730	560	567
RBAK	215	264	175	186
RBBP4	2568	3088	2159	2248
RBBP5	730	819	522	571
RBBP6	1099	1271	1038	1156
RBBP7	10124	11444	8355	8548
RBBP8	542	603	407	427
RBBP9	569	623	447	472
RBCK1	140	194	145	111
RBFA	225	261	180	196
RBFOX2	790	1022	638	628
RBKS	17	11	12	7
RBL1	966	997	852	903
RBL2	551	550	408	443
RBM10	1527	1927	1108	1205
RBM11	87	100	64	76
RBM12	2378	3099	2322	2395
RBM12B	590	772	422	506
RBM14	1628	2435	1321	1420
RBM14-RBM4	33	69	46	34
RBM15	838	1065	826	814
RBM15B	294	351	254	228
RBM17	909	1140	808	739
RBM18	239	304	183	169
RBM19	717	940	581	585
RBM20	289	346	283	253
RBM22	1139	1562	1003	1058
RBM23	1079	1461	952	904
RBM25	2120	2856	1958	2021
RBM26	1087	1359	953	1022
RBM27	138	166	135	117
RBM28	1585	2241	1354	1378
RBM3	4716	5980	3899	4174
RBM33	580	674	547	537
RBM34	975	1076	814	871
RBM38	297	451	259	249
RBM39	2583	3472	2049	2235
RBM4	361	439	267	357
RBM41	358	410	267	247
RBM42	5212	6912	4370	4357
RBM43	49	48	39	41
RBM44	0	1	0	1
RBM45	361	392	246	252
RBM47	238	279	183	189
RBM48	169	178	145	153
RBM4B	154	211	103	131
RBM5	946	1180	919	862
RBM6	477	486	417	439
RBM7	113	101	80	69
RBM8A	607	811	599	534
RBMS1	320	414	224	272
RBMS2	52	43	33	44
RBMX	726	1052	604	691
RBMX2	228	293	175	189
RBMXL1	150	219	134	134
RBP1	37	44	24	27
RBPJ	822	914	602	663
RBPMS	229	248	135	163
RBSN	208	261	198	197
RBX1	1939	2524	1559	1683
RC3H1	300	278	218	257
RC3H2	351	427	286	297
RCAN1	137	193	114	98
RCAN3	279	338	220	203
RCBTB1	266	272	204	188
RCBTB2	103	119	72	95
RCC1	1593	2403	1422	1371
RCC1L	640	813	500	489
RCC2	3089	4451	2363	2509
RCCD1	121	184	121	121
RCE1	158	250	145	133
RCHY1	474	494	335	361
RCL1	587	669	545	515
RCN1	45	75	46	37
RCN2	1656	1819	1605	1506
RCOR1	590	709	470	528
RCOR2	53	59	34	51
RCOR3	182	266	167	210
RDH10	224	326	205	157
RDH11	658	852	523	612
RDH13	183	207	120	140
RDH14	170	214	129	136
RDH5	3	3	1	2
RDM1	148	101	96	83
RDX	1830	2054	1580	1564
REC114	0	0	0	0
REC8	1	0	2	0
RECK	72	83	76	55
RECQL	2110	2500	1673	1882
RECQL4	457	474	381	325
RECQL5	293	385	247	244
REEP1	120	92	66	77
REEP2	758	815	641	578
REEP3	500	576	397	375
REEP4	470	707	476	436
REEP5	2427	2978	1961	1998
REEP6	23	35	24	21
REL	162	195	142	141
RELA	726	916	573	567
RELCH	581	673	519	464
RELL1	223	285	216	237
RELL2	8	5	7	2
RELT	89	164	91	77
RENBP	23	34	20	25
REPIN1	462	611	331	380
REPS1	1416	1482	1066	1087
REPS2	84	52	68	49
RER1	1337	1543	1162	1090
RERE	1212	1573	935	1017
RESF1	294	322	258	284
REST	981	1222	798	848
RET	10	14	9	7
RETREG1	189	205	172	172
RETREG2	225	332	173	172
RETREG3	418	479	338	309
RETSAT	329	383	303	312
REV1	233	282	165	174
REV3L	402	472	368	359
REX1BD	288	380	219	246
REXO1	169	248	158	119
REXO2	901	1077	728	786
REXO4	623	848	449	451
REXO5	298	323	240	278
RFC1	1467	1526	1209	1191
RFC2	1548	1683	1170	1197
RFC3	4087	5049	3607	3875
RFC4	1305	1529	969	1136
RFC5	1975	2190	1519	1653
RFESD	50	48	41	40
RFFL	57	60	43	49
RFK	283	364	249	281
RFLNB	187	229	105	131
RFNG	183	223	156	163
RFT1	403	531	371	390
RFTN1	308	378	235	262
RFTN2	7	2	2	6
RFWD3	1390	1743	1183	1230
RFX1	403	536	252	261
RFX2	24	37	32	27
RFX3	90	96	64	65
RFX5	362	447	308	310
RFX7	315	353	256	255
RFXANK	254	291	233	207
RFXAP	440	438	322	317
RGL1	56	50	33	37
RGL2	93	118	74	76
RGL4	2	0	5	2
RGMA	39	36	30	35
RGMB	78	112	80	84
RGP1	245	301	153	159
RGPD8	4	9	3	4
RGS10	545	591	406	454
RGS12	142	107	113	82
RGS14	38	56	24	43
RGS16	187	219	154	159
RGS17	4	9	1	4
RGS19	143	225	102	124
RGS2	99	95	90	89
RGS20	11	17	7	6
RGS5	5	12	7	8
RGS7	48	57	40	39
RHBDD1	130	172	131	121
RHBDD2	444	598	377	409
RHBDD3	157	209	137	147
RHBDF1	89	81	77	48
RHBDF2	130	181	108	127
RHBDL1	0	3	0	3
RHBDL3	9	14	9	13
RHEB	380	429	327	306
RHNO1	230	257	128	178
RHOA	4293	6011	3565	3736
RHOB	269	309	215	220
RHOBTB1	149	185	111	131
RHOBTB2	61	85	52	45
RHOBTB3	1294	1301	1044	1079
RHOC	558	720	454	449
RHOF	14	23	15	16
RHOG	323	370	257	219
RHOQ	18	20	16	13
RHOT1	434	464	337	358
RHOT2	663	942	659	572
