	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
OSBPL2	573	713	276	208
OSBPL3	389	447	169	107
OSBPL5	92	97	61	22
OSBPL6	332	352	126	87
OSBPL8	1441	1462	653	403
OSBPL9	1494	1641	841	516
OSCP1	115	135	68	42
OSER1	619	678	415	289
OSGEP	338	411	227	119
OSGEPL1	252	236	137	114
OSGIN2	280	275	145	87
OSMR	262	340	138	81
OSR2	62	79	47	18
OST4	504	545	382	265
OSTC	264	373	172	94
OSTF1	302	334	139	93
OSTM1	502	585	308	147
OTUB1	1751	2040	906	624
OTUB2	103	88	30	17
OTUD1	160	203	66	51
OTUD3	173	223	80	51
OTUD4	255	312	119	83
OTUD5	1114	1393	545	385
OTUD6B	363	466	215	145
OTUD7A	31	54	17	15
OTUD7B	340	493	199	146
OTULIN	440	436	201	133
OTULINL	580	676	256	197
OTX2	0	0	0	0
OVCA2	393	563	244	158
OVGP1	3	2	0	4
OXA1L	1145	1430	604	389
OXCT1	1600	1963	826	505
OXLD1	132	125	73	50
OXNAD1	243	218	103	75
OXR1	603	560	248	178
OXSM	224	221	124	73
OXSR1	532	611	242	180
OXTR	5	7	0	3
P2RX2	7	5	0	2
P2RX4	104	113	59	33
P2RY1	60	80	55	29
P2RY13	0	0	0	0
P2RY14	0	0	0	0
P3H1	705	1112	412	233
P3H2	54	78	27	22
P3H3	256	254	138	95
P3H4	340	413	192	105
P4HA1	677	849	337	214
P4HA2	532	634	242	132
P4HB	3815	4799	1661	895
PA2G4	1417	1881	738	475
PAAF1	290	291	116	55
PABPC1	3145	4444	922	544
PABPC1L	32	31	20	12
PABPC4	3455	4274	1593	943
PABPC4L	89	106	45	35
PABPN1	199	400	180	103
PACRGL	163	198	112	70
PACS1	423	455	156	106
PACS2	135	134	65	30
PACSIN2	1164	1442	603	374
PACSIN3	354	408	153	69
PADI2	51	52	23	18
PAF1	3244	4544	1907	1169
PAFAH1B1	1757	1993	837	576
PAFAH1B2	1129	1467	756	452
PAFAH1B3	667	846	363	222
PAFAH2	95	154	61	36
PAG1	125	130	52	24
PAGR1	331	517	219	117
PAICS	5377	6036	2670	2009
PAIP1	343	396	182	154
PAIP2	1784	1774	835	579
PAIP2B	106	121	68	45
PAK1	601	687	279	202
PAK1IP1	1091	1349	519	370
PAK2	928	1200	486	264
PAK3	8	2	5	1
PAK4	1020	1617	668	398
PALB2	269	248	140	88
PALD1	330	379	158	83
PALLD	1138	1156	565	368
PALM	139	153	54	36
PAM	1011	1123	482	239
PAM16	40	29	28	10
PAN2	405	439	244	159
PAN3	342	408	198	131
PANK1	139	240	93	58
PANK2	524	715	310	193
PANK3	541	694	279	172
PANK4	781	928	445	274
PANX1	176	210	103	65
PAOX	28	29	20	2
PAPOLA	2897	3213	1039	742
PAPOLB	3	2	0	0
PAPOLG	331	456	195	141
PAPSS1	1205	1424	620	430
PAPSS2	664	801	287	197
PAQR3	285	315	137	87
PAQR4	123	114	62	33
PAQR5	53	62	15	10
PAQR6	8	2	6	1
PAQR7	99	118	52	37
PAQR8	87	85	47	21
PARD3	1214	1362	536	377
PARD3B	120	146	64	41
PARD6A	16	23	1	9
PARD6B	316	351	165	104
PARD6G	81	92	46	25
PARG	319	423	183	157
PARK7	5790	7304	2927	2005
PARL	17	38	12	4
PARM1	140	149	53	31
PARN	1040	1062	512	308
PARP1	11915	15140	6993	4386
PARP11	146	149	74	64
PARP16	135	163	55	41
PARP2	637	700	292	194
PARP3	10	16	14	6
PARP4	1482	1968	867	618
PARP6	43	39	20	10
PARP8	307	333	174	94
PARP9	364	344	174	144
PARPBP	1030	1151	460	360
PARS2	216	229	94	61
PARVA	365	600	203	120
PARVB	154	204	77	41
PASK	605	754	329	206
PATJ	513	577	283	147
PATL1	517	607	269	155
PATZ1	370	458	229	144
PAWR	1227	1327	565	359
PAX3	319	370	196	102
PAX6	202	222	128	56
PAX9	116	129	72	42
PAXBP1	621	726	327	207
PAXIP1	651	700	316	209
PAXX	327	414	184	105
PBDC1	458	655	293	191
PBK	2860	3173	1523	1023
PBLD	48	42	30	13
PBRM1	1622	1834	787	541
PBX1	590	667	346	227
PBX2	199	209	116	60
PBX3	155	185	56	47
PBX4	9	19	9	3
PBXIP1	227	353	164	105
PC	215	307	161	86
PCBD1	858	992	400	294
PCBD2	51	51	35	26
PCBP1	4937	6219	2412	1659
PCBP2	7742	9716	2890	1761
PCBP3	18	18	6	9
PCBP4	75	89	45	21
PCCA	156	200	85	38
PCCB	2294	2845	1238	757
PCDH10	41	65	28	15
PCDH12	0	0	0	0
PCDH17	4	2	4	3
PCDH18	68	59	33	12
PCDH7	926	1408	651	387
PCDH9	182	221	108	72
PCDHGA11	50	62	35	17
PCDHGC3	199	236	132	73
PCED1A	92	115	54	34
PCF11	553	799	465	292
PCGF1	157	177	103	61
PCGF2	195	275	92	52
PCGF3	143	207	88	45
PCGF5	331	348	123	70
PCGF6	457	419	208	148
PCID2	741	755	340	203
PCIF1	275	256	139	76
PCK2	434	475	173	111
PCLO	242	195	123	68
PCM1	2956	3322	1380	883
PCMT1	2920	3379	1719	1030
PCMTD1	89	76	50	35
PCMTD2	349	336	175	104
PCNA	9596	11938	6345	4028
PCNP	563	699	303	169
PCNT	1521	2146	1118	637
PCNX1	608	615	340	195
PCNX2	45	28	44	18
PCNX3	288	370	180	100
PCNX4	147	199	151	107
PCOLCE	41	60	20	11
PCOLCE2	341	370	176	86
PCSK1N	170	290	117	52
PCSK4	8	8	8	3
PCSK5	197	303	116	61
PCSK6	354	470	174	99
PCSK7	91	137	66	43
PCTP	239	303	131	76
PCYOX1	970	1057	452	231
PCYOX1L	251	296	116	58
PCYT1A	437	597	226	163
PCYT1B	1	0	0	0
PCYT2	197	250	97	73
PDAP1	906	1462	718	406
PDCD10	643	834	375	254
PDCD11	1994	2956	1290	821
PDCD2	944	1331	528	339
PDCD2L	890	1024	521	301
PDCD4	3046	3829	1589	1006
PDCD5	3128	4162	1879	1103
PDCD6	727	1019	322	226
PDCD6IP	2763	2918	1473	989
PDCD7	225	308	176	96
PDCL	400	554	252	160
PDCL3	145	269	117	51
PDE10A	257	281	120	71
PDE12	1152	1457	700	434
PDE3B	240	292	146	84
PDE4D	155	198	97	87
PDE4DIP	279	368	126	83
PDE5A	203	181	84	53
PDE6D	279	330	130	103
PDE7A	138	180	85	52
PDE8A	109	116	36	33
PDE9A	266	276	85	53
PDF	152	267	135	74
PDGFA	32	36	22	19
PDGFC	138	175	83	56
PDGFRL	112	149	61	29
PDHA1	4115	5335	2229	1439
PDHB	2105	2396	1072	706
PDHX	883	938	375	253
PDIA2	5	8	4	1
PDIA3	2531	3119	1144	666
PDIA4	4003	5075	1923	1079
PDIA5	159	204	78	46
PDIA6	4194	5560	2122	1141
PDIK1L	199	202	99	78
PDK1	590	513	269	178
PDK2	602	633	294	166
PDK3	932	997	407	297
PDLIM1	1410	1562	556	362
PDLIM3	271	320	113	75
PDLIM4	0	3	0	0
PDLIM5	1901	2480	1084	692
PDLIM7	465	568	278	161
PDP1	188	165	100	57
PDP2	366	490	201	134
PDPK1	164	185	95	58
PDPN	599	752	363	219
PDPR	36	76	45	25
PDRG1	458	696	326	218
PDS5A	2918	3027	1197	848
PDS5B	1437	1744	986	625
PDSS1	398	456	192	123
PDSS2	252	285	137	99
PDXDC1	876	1082	407	269
PDXK	595	933	376	247
PDXP	173	314	103	88
PDZD11	617	784	413	238
PDZD2	36	34	19	16
PDZD4	34	56	11	7
PDZD7	13	16	8	38
PDZD8	457	548	178	109
PDZRN3	117	121	64	37
PEA15	671	863	414	273
PEAK1	156	222	97	64
PEBP1	3828	4860	2035	1270
PECR	287	341	154	74
PEF1	1277	1630	893	547
PELI1	181	195	77	64
PELI2	168	155	77	43
PELI3	91	89	32	16
PELO	628	743	332	181
PELP1	2913	4118	1905	1147
PEMT	314	381	202	115
PEPD	2095	3040	1202	661
PER2	107	120	58	34
PER3	24	35	18	15
PERP	1303	1831	747	411
PES1	2335	3149	1294	865
PET100	98	127	52	37
PET117	78	105	51	35
PEX1	639	727	312	205
PEX10	303	434	155	77
PEX11A	96	115	59	39
PEX11B	278	360	152	105
PEX12	99	109	53	36
PEX13	184	262	107	73
PEX14	403	525	215	119
PEX16	150	179	80	44
PEX19	535	589	280	175
PEX2	122	116	80	62
PEX26	178	222	85	69
PEX3	829	925	415	347
PEX5	653	796	307	201
PEX6	277	417	203	88
PEX7	244	271	119	76
PFAS	2047	3074	1153	646
PFDN1	781	950	556	386
PFDN2	1261	1704	641	424
PFDN4	1012	993	425	230
PFDN5	3406	3661	1443	917
PFDN6	1300	1381	730	500
PFKFB2	60	81	32	23
PFKFB3	449	515	198	145
PFKFB4	35	63	15	10
PFKL	1632	2113	847	520
PFKM	2118	2479	1121	663
PFKP	5975	7365	2857	1795
PFN1	9070	11730	6637	4032
PFN2	1404	1902	854	481
PGAM1	2	2	1	1
PGAM2	8	12	5	1
PGAM5	1748	2063	691	523
PGAP1	486	450	202	143
PGAP2	104	170	78	52
PGAP3	64	55	32	14
PGBD1	204	241	115	76
PGBD2	21	28	18	7
PGBD4	38	38	20	9
PGBD5	129	135	42	29
PGD	4146	5466	2308	1452
PGGHG	28	30	13	8
PGGT1B	423	488	221	154
PGK1	7065	9141	4034	2519
PGM1	1281	1669	644	430
PGM2	1524	1764	763	470
PGM2L1	362	369	163	129
PGM3	2113	2423	1153	704
PGP	603	751	300	139
PGPEP1	145	168	97	50
PGRMC1	2447	3126	1202	684
PGRMC2	585	618	312	173
PGS1	298	333	151	90
PHACTR1	47	35	19	18
PHACTR2	302	325	134	89
PHACTR4	487	580	277	182
PHAX	1146	1305	670	386
PHB	1869	2293	1053	683
PHB2	6629	8310	3303	2093
PHC1	14	11	3	5
PHC2	426	518	239	169
PHC3	317	312	204	105
PHETA1	27	29	12	8
PHEX	2	0	17	3
PHF1	56	81	32	15
PHF10	612	676	312	211
PHF11	146	186	71	38
PHF12	306	388	142	82
PHF13	378	470	212	134
PHF14	731	999	422	301
PHF19	383	506	199	115
PHF2	305	432	210	126
PHF20	297	320	221	133
PHF20L1	296	377	146	97
PHF21A	174	214	96	67
PHF21B	14	7	2	4
PHF23	531	762	368	218
PHF3	1979	1974	935	664
PHF5A	527	699	368	229
PHF6	1697	2029	852	664
PHF7	7	6	3	2
PHF8	1106	1572	631	381
PHGDH	5237	6526	2664	1646
PHIP	2876	3536	1826	1223
PHKA1	859	948	325	202
PHKA2	545	604	266	174
PHKB	434	429	167	125
PHKG1	1	2	0	0
PHKG2	311	321	157	96
PHLDA3	150	264	114	70
PHLDB1	278	305	125	66
PHLDB2	142	148	79	62
PHLDB3	151	179	70	54
PHLPP1	428	637	310	180
PHLPP2	225	268	137	74
PHOSPHO2	39	27	17	5
PHPT1	1233	1757	863	454
PHRF1	775	1093	527	327
PHTF1	130	190	68	50
PHTF2	369	444	173	104
PHYH	381	421	161	105
PHYHD1	34	36	19	5
PHYKPL	105	91	49	37
PI4K2A	132	154	71	39
PI4K2B	34	47	28	12
PI4KA	1580	1839	811	510
PI4KB	998	1256	557	378
PIAS1	712	787	443	288
PIAS2	349	378	169	135
PIAS3	314	404	195	107
PIAS4	313	492	188	128
PIBF1	564	543	230	168
PICALM	1732	1856	931	605
PICK1	397	518	215	135
PIDD1	56	84	36	22
PIEZO1	706	801	397	128
PIF1	94	118	50	24
PIGA	195	185	136	88
PIGB	117	130	64	41
PIGBOS1	32	51	26	23
PIGC	189	248	78	47
PIGF	139	145	63	33
PIGG	633	839	373	219
PIGH	141	159	88	36
PIGK	1162	1159	569	311
PIGL	128	128	69	33
PIGM	543	671	296	189
PIGN	243	242	126	50
PIGO	483	636	237	148
PIGP	375	463	234	134
PIGQ	398	528	209	96
PIGS	628	828	336	179
PIGT	996	1082	459	223
PIGU	292	386	160	88
PIGV	38	57	22	21
PIGW	306	406	192	116
PIGX	218	276	93	75
PIGY	85	82	37	20
PIH1D1	588	682	348	188
PIH1D2	30	58	28	20
PIK3AP1	80	99	35	29
PIK3C2A	1335	1301	445	329
PIK3C2B	87	96	37	15
PIK3C3	854	930	460	319
PIK3CA	205	267	93	55
PIK3CB	271	247	110	66
PIK3CD	73	62	22	17
PIK3IP1	16	19	9	2
PIK3R1	247	295	133	92
PIK3R3	19	48	27	18
PIK3R4	1232	1570	764	510
PIKFYVE	784	871	398	239
PILRB	6	7	8	2
PIM1	253	329	135	88
PIM2	280	356	177	103
PIM3	872	1209	497	292
PIMREG	448	758	321	204
PIN1	1268	1613	669	464
PIN4	829	1179	523	318
PINK1	1389	1688	651	370
PINX1	231	305	136	115
PIP4K2A	482	586	248	154
PIP4K2B	299	376	135	82
PIP4K2C	546	702	292	192
PIP4P1	290	323	193	97
PIP4P2	143	149	85	43
PIP5K1A	1019	1062	500	338
PIP5K1B	26	21	8	7
PIP5K1C	157	259	93	56
PIP5KL1	5	7	3	3
PIR	203	293	125	85
PISD	322	478	233	132
PITHD1	903	1064	531	295
PITPNA	850	1086	502	336
PITPNB	1287	1420	708	583
PITPNC1	80	105	30	18
PITPNM1	59	97	36	13
PITPNM2	29	31	19	10
PITPNM3	12	11	8	8
PITRM1	2496	2963	1380	867
PITX1	334	472	170	100
PITX2	220	245	121	80
PJA1	677	857	370	252
PJA2	2281	2649	1286	864
PJVK	6	0	7	4
PKD1	166	103	109	36
PKD1L1	1	0	1	1
PKD2	101	142	61	27
PKD2L2	0	0	0	0
PKDCC	22	31	10	3
PKDREJ	1	3	2	2
PKIA	33	25	16	12
PKIB	94	99	46	25
PKIG	65	64	16	11
PKM	21048	30036	13186	8075
PKMYT1	682	939	373	217
PKN1	1393	1773	539	326
PKN2	2039	2209	955	647
PKN3	524	556	268	168
PKNOX1	390	403	177	141
PKNOX2	37	38	24	11
PKP2	689	830	342	202
PKP4	303	350	135	78
PLA2G12A	34	38	17	4
PLA2G15	117	182	63	34
PLA2G16	331	291	121	73
PLA2G4A	105	97	44	30
PLA2G6	53	61	27	10
PLA2G7	28	15	9	9
PLAA	1307	1493	684	520
PLAC1	245	216	98	62
PLAG1	57	81	24	19
PLAGL1	5	9	4	2
PLAGL2	145	161	75	45
PLAT	421	508	248	119
PLAUR	122	149	65	39
PLBD2	629	771	335	176
PLCB1	193	194	81	49
PLCB3	288	344	145	82
PLCB4	177	200	80	53
PLCD1	20	29	19	15
PLCD3	134	168	80	36
PLCD4	3	1	6	0
PLCE1	180	170	69	49
PLCG1	1623	1858	781	504
PLCG2	163	180	75	50
PLCH1	219	207	111	75
PLCL1	36	35	16	9
PLCL2	351	402	164	120
PLCXD1	250	302	137	67
PLCXD2	13	20	9	6
PLD1	228	297	123	95
PLD2	130	156	65	34
PLD3	2593	3006	1337	762
PLD6	169	214	128	56
PLEC	307	467	265	120
PLEKHA1	304	310	98	85
PLEKHA2	147	167	81	65
PLEKHA3	81	125	42	15
PLEKHA5	448	543	258	146
PLEKHA7	234	319	167	94
PLEKHA8	54	61	13	19
PLEKHB2	756	972	420	242
PLEKHF1	185	256	124	62
PLEKHF2	126	141	71	47
PLEKHG1	232	241	115	57
PLEKHG2	530	605	281	175
PLEKHG3	276	336	155	109
PLEKHG4	145	179	82	61
PLEKHG5	57	77	52	23
PLEKHH1	111	171	66	56
PLEKHH2	135	144	65	26
PLEKHH3	95	139	50	26
PLEKHJ1	421	550	269	134
PLEKHM1	68	66	29	24
PLEKHM2	431	557	193	131
PLEKHM3	172	189	94	64
PLEKHO1	126	155	69	32
PLEKHO2	35	38	17	15
PLGRKT	211	245	106	94
PLIN2	2	2	1	0
PLIN3	558	643	338	163
PLIN4	0	1	5	0
PLK1	3061	3892	1819	1049
PLK2	182	186	129	85
PLK3	97	67	46	25
PLK4	249	205	159	135
PLOD1	1282	1544	613	310
PLOD2	941	988	410	265
PLOD3	603	775	321	199
PLPBP	539	676	273	181
PLPP1	173	185	90	64
PLPP3	114	125	48	31
PLPP5	86	121	60	47
PLPP6	156	169	59	26
PLPPR2	53	84	31	8
PLPPR3	46	41	20	7
PLRG1	1983	2263	1132	717
PLS1	1002	987	441	301
PLS3	9235	9641	4711	3067
PLSCR1	590	683	348	205
PLSCR3	40	63	31	29
PLSCR4	11	24	7	6
PLTP	13	9	10	2
PLXDC2	57	83	41	17
PLXNA1	521	611	269	160
PLXNA2	83	95	59	25
PLXNA3	276	342	153	89
PLXNB1	85	111	51	26
PLXNB2	1186	1635	787	385
PLXNC1	13	18	18	7
PLXND1	181	237	83	54
PM20D1	0	0	0	0
PM20D2	1487	1692	688	475
PMAIP1	1525	1453	906	589
PMCH	1	0	0	0
PMEL	31	28	9	5
PMEPA1	58	65	25	7
PMF1	105	113	41	19
PMFBP1	5	1	2	1
PML	524	724	287	186
PMM1	276	389	149	102
PMM2	156	181	90	51
PMP22	161	261	86	73
PMPCA	2539	3235	1508	911
PMPCB	4073	4307	1865	1256
PMS1	582	558	250	165
PMS2	229	220	106	65
PMVK	431	530	247	143
PNCK	5	5	10	2
PNISR	1218	1388	803	613
PNKD	538	710	260	187
PNKP	179	205	87	49
PNMA1	766	1073	306	230
PNMA2	664	810	324	173
PNMA8A	3	3	0	1
PNN	1951	2515	1216	834
PNO1	549	651	224	183
PNP	2053	2262	1177	691
PNPLA2	1201	1483	681	431
PNPLA3	100	105	43	28
PNPLA4	1	1	0	0
PNPLA6	257	358	122	71
PNPLA7	3	4	3	2
PNPLA8	380	438	229	161
PNPO	703	834	408	225
PNPT1	1139	1412	737	448
PNRC1	498	723	444	292
PNRC2	29	37	59	29
POC1A	331	421	148	115
POC1B	297	288	89	87
POC5	358	431	230	158
PODXL	536	657	252	180
PODXL2	937	1202	458	237
POFUT1	486	578	245	165
POFUT2	195	298	112	52
POGK	441	566	248	158
POGLUT1	139	176	68	40
POGZ	1455	1564	693	440
POLA1	1897	2425	1083	705
POLA2	64	70	39	24
POLB	411	497	166	131
POLD1	942	1256	509	305
POLD2	1683	2205	1004	710
POLD3	510	538	241	174
POLDIP2	1391	1661	735	475
POLDIP3	1365	1701	689	443
POLE	2630	3385	1438	910
POLE2	611	607	234	182
POLE3	527	744	375	205
POLE4	255	409	192	120
POLG	486	650	339	201
POLG2	129	178	78	57
POLH	322	427	234	193
POLI	165	114	70	60
POLK	472	456	235	179
POLL	252	308	129	99
POLM	147	196	76	47
POLN	29	29	19	7
POLQ	550	669	336	191
POLR1A	1379	1912	964	661
POLR1B	1146	1424	626	373
POLR1C	1187	1491	626	436
POLR1D	811	879	363	237
POLR1E	657	802	346	275
POLR2A	1725	2232	1086	707
POLR2B	4872	5347	2849	1891
POLR2C	1299	1583	654	412
POLR2D	595	615	374	189
POLR2E	2260	2688	1322	866
POLR2F	854	1242	514	271
POLR2G	1500	1690	720	509
POLR2H	1018	1389	554	352
POLR2I	1648	2019	909	503
POLR2J	48	55	17	13
POLR2K	600	623	304	206
POLR2L	1622	2241	1166	786
POLR2M	49	78	42	17
POLR3A	1606	2052	1085	617
POLR3B	927	1196	581	399
POLR3C	994	1261	568	418
POLR3D	469	602	198	142
POLR3E	478	562	235	140
POLR3F	632	780	324	226
POLR3G	151	118	53	35
POLR3GL	84	98	42	37
POLR3H	510	654	281	167
POLR3K	958	1427	678	368
POLRMT	317	406	203	128
POM121	169	255	125	68
POM121C	98	142	90	45
POMGNT1	338	393	104	53
POMGNT2	144	228	97	42
POMK	636	711	422	287
POMP	4454	4708	2356	1498
POMT1	608	823	346	186
POMT2	106	213	77	48
PON2	571	626	235	174
POP1	589	817	391	280
POP4	2327	2718	1433	924
POP5	601	720	361	215
POP7	781	981	437	269
POPDC3	27	44	10	10
POR	714	939	428	243
PORCN	50	66	37	17
POT1	433	368	198	150
POU2F1	509	576	310	191
POU3F2	280	386	168	113
POU3F3	53	64	49	13
POU4F1	72	136	55	35
PP2D1	0	0	0	0
PPA1	5016	5468	2231	1606
PPA2	1111	1312	525	287
PPAN	75	96	46	31
PPARA	34	21	5	3
PPARD	58	83	60	37
PPARG	237	257	105	72
PPARGC1B	192	278	120	94
PPAT	1080	1292	607	421
PPCDC	212	263	127	75
PPCS	368	427	208	112
PPDPF	747	937	311	190
PPFIA1	777	875	319	218
PPFIA2	42	49	23	11
PPFIA3	83	97	58	33
PPFIA4	5	4	1	3
PPFIBP1	505	588	234	166
PPFIBP2	17	21	8	5
PPHLN1	1885	1949	1051	754
PPIA	1414	2273	841	480
PPIB	4234	5974	2284	1254
PPIC	785	1115	446	263
PPID	1191	1319	474	318
PPIE	1413	1573	679	468
PPIF	2937	3945	1519	1032
PPIG	1080	1351	719	554
PPIH	809	1053	528	292
PPIL1	1164	1369	655	496
PPIL2	749	894	388	252
PPIL3	261	309	159	95
PPIL4	1448	1803	755	574
PPIL6	25	37	13	9
PPIP5K1	48	41	21	17
PPIP5K2	774	863	400	294
PPL	11	13	6	5
PPM1A	394	444	169	119
PPM1B	67	83	35	39
PPM1D	619	840	392	246
PPM1E	533	631	286	205
PPM1F	759	932	434	279
PPM1G	3073	3791	1477	981
PPM1H	147	193	92	50
PPM1K	193	297	126	73
PPM1L	261	289	133	79
PPM1M	33	42	17	10
PPM1N	8	16	7	2
PPME1	987	1275	525	322
PPOX	204	239	98	65
PPP1CA	2506	3408	1297	858
PPP1CB	2158	2713	1095	776
PPP1CC	4589	5399	1993	1409
PPP1R10	1258	1850	1005	618
PPP1R11	180	234	139	78
PPP1R12A	2130	2285	1101	768
PPP1R12B	53	41	22	15
PPP1R12C	125	130	53	40
PPP1R13B	345	427	222	143
PPP1R13L	65	64	50	23
PPP1R14A	113	119	61	29
PPP1R14B	51	101	41	26
PPP1R14C	229	334	114	73
PPP1R15A	74	87	83	71
PPP1R15B	657	808	567	326
PPP1R16A	58	55	27	11
PPP1R18	67	138	46	21
PPP1R2	265	365	150	84
PPP1R21	174	175	74	63
PPP1R26	123	193	74	38
PPP1R35	317	582	210	125
PPP1R37	100	140	67	35
PPP1R3B	86	106	61	45
PPP1R3F	51	70	27	12
PPP1R7	1639	1849	767	581
PPP1R8	932	1005	529	333
PPP1R9A	192	224	115	78
PPP1R9B	337	478	170	104
PPP2CA	5861	6237	2972	1907
PPP2CB	908	1042	478	327
PPP2R1A	5708	7315	2907	1861
PPP2R1B	1232	1419	626	420
PPP2R2A	2558	2917	1467	1003
PPP2R2C	42	59	16	18
PPP2R2D	254	275	118	76
PPP2R3A	205	197	90	64
PPP2R3B	195	275	83	64
PPP2R3C	286	314	132	72
PPP2R5A	226	236	100	55
PPP2R5B	37	40	20	13
PPP2R5C	1094	1098	551	397
PPP2R5D	1318	1642	668	438
PPP2R5E	561	608	277	184
PPP3CA	837	941	358	224
PPP3CB	888	1142	313	223
PPP3CC	206	210	94	66
PPP3R1	166	276	188	121
PPP4C	2245	2522	1185	666
PPP4R1	779	958	390	259
PPP4R2	446	502	216	135
PPP4R3A	1532	1754	684	416
PPP4R3B	459	531	190	131
PPP4R4	114	99	47	45
PPP5C	2164	2553	1115	666
PPP6C	1635	1810	825	485
PPP6R1	1055	1425	676	400
PPP6R2	273	344	128	81
PPP6R3	1667	1986	815	551
PPRC1	1077	1426	802	486
PPT1	1793	2361	1035	617
PPT2	84	84	47	28
PPT2-EGFL8	0	0	1	1
PPTC7	342	308	130	76
PPWD1	680	788	434	292
PQBP1	1153	1600	649	458
PQLC1	85	100	56	17
PQLC2	239	343	143	69
PQLC3	51	49	23	15
PRADC1	36	38	28	12
PRAG1	95	97	41	19
PRAME	395	509	232	141
PRC1	2638	3152	1486	952
PRCC	1087	1560	685	446
PRCP	1076	1216	577	303
PRDM10	201	212	130	58
PRDM11	35	66	24	17
PRDM13	176	195	86	64
PRDM15	164	206	112	76
PRDM16	139	159	94	59
PRDM2	496	656	391	242
PRDM4	360	401	178	97
PRDM5	59	70	35	12
PRDM6	147	199	92	70
PRDX1	14425	20719	9836	6108
PRDX2	5997	7799	3349	2020
PRDX3	6837	7282	3354	1955
PRDX4	3694	4195	1714	1006
PRDX5	1012	1225	549	330
PRDX6	3384	4594	1892	1137
PREB	525	681	271	164
PRELID1	539	659	242	137
PRELID2	93	101	41	44
PRELID3A	27	32	34	19
PRELID3B	1644	1948	722	530
PREP	1763	1964	918	550
PREPL	1473	1588	780	538
PREX1	121	128	42	21
PREX2	127	102	36	34
PRG4	0	0	2	0
PRICKLE1	305	363	170	102
PRICKLE2	88	80	42	20
PRICKLE3	143	165	51	42
PRIM1	1164	1125	541	367
PRIM2	726	686	326	297
PRIMPOL	229	222	93	45
PRKAA1	1081	1339	694	408
PRKAA2	656	796	284	203
PRKAB1	495	569	283	189
PRKAB2	138	166	84	46
PRKACA	1503	1843	632	463
PRKACB	267	291	141	105
PRKAG1	1145	1509	593	411
PRKAG2	117	160	55	42
PRKAR1A	3514	4379	2032	1270
PRKAR1B	486	653	224	153
PRKAR2A	734	856	384	238
PRKAR2B	768	777	296	214
PRKCA	621	647	280	191
PRKCB	163	156	51	26
PRKCD	520	578	199	160
PRKCE	56	79	35	13
PRKCH	207	240	73	59
PRKCI	508	584	241	154
PRKCQ	181	188	117	66
PRKCSH	6816	9258	3052	1784
PRKCZ	262	315	120	79
PRKD1	284	335	171	109
PRKD2	336	398	184	126
PRKD3	523	576	263	171
PRKDC	23998	26968	13518	9062
PRKG1	332	396	171	123
PRKN	2	6	0	2
PRKRA	553	592	250	169
PRKRIP1	270	341	180	101
PRKX	1	1	0	0
PRMT1	3678	4861	2053	1270
PRMT2	255	341	121	64
PRMT3	765	781	363	255
PRMT5	2924	3828	1669	1087
PRMT6	288	421	215	116
PRMT7	567	754	362	228
PRMT9	379	412	202	137
PRNP	683	953	430	306
PROB1	9	12	6	6
PROCR	413	461	207	124
PROS1	191	166	75	42
PROSER1	804	894	334	196
PROSER2	215	310	112	57
PROSER3	486	677	310	184
PROX1	43	90	25	16
PROX2	1	0	0	0
PRPF18	326	338	148	125
PRPF19	4359	5231	2454	1565
PRPF3	822	1157	501	356
PRPF31	1035	1361	579	358
PRPF38A	1033	1314	570	349
PRPF38B	1039	1341	613	407
PRPF39	458	507	234	135
PRPF4	936	1109	528	333
PRPF40A	3990	4349	2182	1550
PRPF40B	80	64	40	22
PRPF4B	1716	1989	1044	755
PRPF6	2451	3274	1507	984
PRPF8	20736	25674	12156	7783
PRPS1	2260	2530	1137	811
PRPS2	1008	1121	399	272
PRPSAP1	411	531	251	146
PRPSAP2	720	898	379	229
PRR11	693	807	351	256
PRR12	398	515	224	124
PRR13	158	181	77	38
PRR14	163	216	84	57
PRR14L	1626	1860	849	613
PRR22	8	13	7	6
PRR3	367	448	191	137
PRR5	37	56	20	14
PRR7	118	152	65	42
PRRC1	1422	1532	781	502
PRRC2A	4353	5840	2986	1891
PRRC2B	2575	3422	1888	1018
PRRC2C	8202	9271	4290	2919
PRRG1	30	43	11	12
PRRG4	62	85	39	19
PRRT3	54	72	37	19
PRRT4	99	127	39	19
PRSS12	112	169	74	48
PRSS16	32	55	41	17
PRSS23	313	450	158	80
PRSS27	2	2	0	0
PRSS35	52	57	26	11
PRSS48	1	2	1	0
PRSS53	4	1	1	1
PRSS54	0	0	0	0
PRTFDC1	5	3	0	0
PRTG	99	135	62	32
PRUNE1	322	356	169	80
PRUNE2	157	139	113	82
PRX	19	18	10	5
PRXL2A	269	309	140	74
PRXL2B	190	287	158	74
PRXL2C	217	213	78	58
PSAP	8370	10083	4031	2198
PSAT1	1644	1640	832	552
PSD3	220	202	105	72
PSD4	7	9	6	6
PSEN1	400	538	246	140
PSEN2	231	322	133	73
PSENEN	726	957	360	249
PSIP1	2391	2720	1196	917
PSKH1	35	38	13	19
PSMA1	1816	2567	1190	665
PSMA3	4582	5349	2266	1530
PSMA4	5910	6607	2879	2101
PSMA5	3474	4282	1938	1265
PSMA6	1833	2057	774	631
PSMA7	4547	5632	2330	1490
