	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
BAZ1A	5214	4887	6874	9282
BAZ1B	6220	5857	7161	10308
BAZ2A	1963	1481	1442	2719
BAZ2B	916	799	1183	1726
BBIP1	130	134	196	352
BBOF1	78	53	92	131
BBS10	381	302	617	893
BBS12	157	117	183	309
BBS2	838	801	1160	1702
BBS4	493	402	799	1127
BBS7	1001	916	1524	2065
BBS9	420	409	553	825
BBX	2190	1948	3152	4466
BCAP29	718	694	1024	1578
BCAP31	2719	2655	4201	5507
BCAR1	436	326	496	845
BCAR3	104	86	135	254
BCAS2	1324	1356	2004	2795
BCAS3	806	660	1148	1600
BCAS4	51	45	82	109
BCAT1	904	859	1435	1931
BCAT2	580	517	873	1166
BCCIP	2378	2556	3661	4666
BCDIN3D	128	113	217	278
BCHE	78	89	135	191
BCKDHA	31	42	61	83
BCKDHB	434	373	603	843
BCKDK	657	494	912	1359
BCL10	229	232	316	516
BCL11A	211	193	145	277
BCL2L1	145	135	171	250
BCL2L11	158	124	203	300
BCL2L12	329	368	538	706
BCL2L13	971	827	1253	1909
BCL2L2	59	30	62	110
BCL6B	139	101	169	235
BCL7A	210	233	359	462
BCL7B	224	180	350	481
BCL7C	652	640	975	1236
BCL9	453	355	348	629
BCLAF1	3852	3600	6352	7977
BCLAF3	220	180	227	331
BCOR	5384	4443	4989	9216
BCORL1	498	342	256	727
BCR	1797	1671	2125	3334
BCS1L	1053	932	1438	2073
BDH1	111	98	125	195
BDH2	210	220	332	528
BDP1	5527	5342	7005	9195
BECN1	1162	1110	1703	2498
BEND3	309	260	294	511
BEND4	153	134	197	277
BEND7	203	165	179	275
BET1	233	236	334	445
BET1L	82	102	86	174
BEX1	78	72	92	114
BEX2	753	711	1247	1642
BEX3	3721	3836	4552	6484
BEX4	552	631	1060	1370
BFAR	656	577	1107	1571
BFSP1	105	106	181	240
BHLHE40	78	83	99	149
BICC1	231	196	419	585
BICD1	206	166	142	306
BICD2	1020	944	1279	1855
BICRA	97	61	33	140
BICRAL	165	153	152	294
BID	350	304	492	716
BIN1	172	171	262	336
BIN3	168	166	238	406
BIRC2	827	792	1244	1782
BIRC5	1648	1664	2205	3079
BIRC6	12103	10722	16841	24740
BIVM	69	80	73	125
BLCAP	100	77	117	174
BLM	3589	3181	4715	7210
BLMH	913	952	1289	1779
BLOC1S1	170	158	294	392
BLOC1S2	314	277	428	654
BLOC1S4	147	125	224	278
BLOC1S5	86	78	131	165
BLOC1S6	266	259	374	508
BLVRA	542	554	743	1038
BLVRB	229	206	354	513
BLZF1	666	652	1018	1385
BMP1	132	88	178	231
BMP2K	652	526	973	1383
BMP4	51	55	65	95
BMP6	89	71	101	164
BMP7	391	333	597	878
BMPR1A	195	168	302	439
BMPR1B	114	93	140	201
BMPR2	700	627	873	1338
BMS1	4580	4565	6243	8232
BMT2	190	174	244	360
BNC1	38	31	47	72
BNC2	81	79	98	154
BNIP1	268	224	394	629
BNIP2	914	866	1238	1770
BNIP3	299	295	389	601
BNIP3L	228	246	334	457
BOC	137	127	157	267
BOD1	640	545	1031	1461
BOD1L1	3569	3340	4687	5991
BOLA1	92	88	139	167
BOLA3	477	443	689	1008
BOP1	2215	2165	3558	4758
BORA	549	465	784	1204
BORCS5	78	42	79	111
BORCS6	104	75	86	152
BPGM	330	271	461	581
BPHL	286	251	390	595
BPNT1	967	1045	1542	2237
BPTF	7165	6502	6768	11505
BRAF	362	361	464	752
BRAP	644	608	916	1302
BRAT1	869	744	1106	1607
BRCA1	3663	3200	4377	6773
BRCA2	4471	4119	6216	8394
BRCC3	645	665	912	1227
BRD1	981	834	999	1561
BRD2	7225	6310	10466	15852
BRD3	429	392	430	636
BRD3OS	61	75	79	114
BRD4	1057	791	594	1362
BRD7	1476	1445	2112	2901
BRD8	2190	2099	2948	4242
BRD9	960	884	1054	1677
BRF1	463	437	584	841
BRF2	243	197	345	482
BRI3	123	97	153	272
BRI3BP	280	275	373	565
BRICD5	113	91	140	218
BRIP1	2193	1905	2843	4383
BRIX1	2461	2473	3764	5233
BRK1	358	285	631	826
BRMS1	770	755	1269	1815
BRMS1L	491	438	733	1017
BROX	952	865	1374	1997
BRPF1	1440	1202	1937	2870
BRPF3	829	693	700	1217
BRSK1	88	63	114	126
BRSK2	308	255	469	635
BRWD1	3533	3279	4475	6340
BRWD3	1838	1718	2113	3334
BSCL2	402	347	650	935
BSDC1	1024	986	1413	2007
BSG	2920	2590	4723	6456
BSN	372	251	258	554
BTAF1	4127	3628	6271	9337
BTBD1	1661	1454	2779	4143
BTBD10	451	460	651	1009
BTBD11	116	116	205	245
BTBD18	78	43	80	128
BTBD2	707	605	854	1377
BTBD3	910	794	1164	1582
BTBD6	684	592	1020	1441
BTBD7	1018	931	1310	1969
BTBD8	169	170	231	327
BTBD9	241	239	297	442
BTD	295	255	461	627
BTF3	4715	4378	8124	11207
BTF3L4	173	157	171	267
BTG1	164	123	325	420
BTG3	513	535	727	1027
BTN2A1	469	432	629	839
BTN2A2	237	212	338	457
BTN3A1	76	67	72	111
BTN3A2	54	44	57	64
BTNL9	61	71	56	85
BTRC	575	473	825	1250
BUB1	4363	3837	6632	9703
BUB1B	2468	2235	3689	5204
BUB3	3859	3608	6038	8542
BUD13	495	466	785	1102
BUD23	1233	1190	1707	2505
BUD31	678	675	1009	1488
BVES	86	83	123	198
BX255925.3	51	61	64	109
BYSL	816	770	1282	1711
BZW1	2348	2299	3315	4779
BZW2	2001	1896	3007	4269
C10orf88	249	217	350	514
C11orf1	124	98	217	262
C11orf24	264	203	382	586
C11orf49	222	195	259	466
C11orf54	77	56	105	168
C11orf58	1520	1661	2555	3280
C11orf68	97	69	125	176
C11orf71	58	45	87	140
C11orf74	302	325	512	711
C11orf80	134	147	223	290
C11orf95	177	173	243	322
C11orf98	223	188	298	434
C12orf10	564	468	957	1261
C12orf29	702	595	1170	1547
C12orf4	716	640	990	1469
C12orf43	274	257	321	452
C12orf45	445	404	603	906
C12orf49	207	215	326	418
C12orf57	282	259	516	749
C12orf65	177	163	205	316
C12orf66	161	168	265	378
C12orf73	87	88	134	196
C12orf75	189	165	286	407
C14orf119	397	326	821	1200
C14orf28	44	38	55	74
C14orf93	108	112	173	223
C15orf39	619	469	484	1043
C15orf40	319	292	445	590
C15orf41	90	99	130	203
C15orf61	110	93	174	278
C16orf58	286	260	407	593
C16orf70	372	316	550	846
C16orf72	738	721	1018	1438
C16orf87	197	196	297	359
C16orf91	181	192	252	331
C17orf53	267	189	305	442
C17orf58	97	105	141	226
C17orf75	447	410	666	905
C17orf80	857	750	1201	1835
C18orf21	339	307	582	865
C18orf25	451	470	625	929
C18orf32	47	35	84	127
C18orf54	213	191	235	385
C19orf12	72	66	113	142
C19orf25	176	161	248	334
C19orf44	233	163	263	419
C19orf47	221	141	264	421
C19orf48	820	646	1385	2071
C19orf53	494	475	584	880
C19orf54	85	64	65	119
C19orf57	92	62	144	155
C19orf71	67	59	78	113
C1D	157	126	206	281
C1GALT1	257	243	440	580
C1GALT1C1	712	673	1153	1544
C1QBP	10495	9562	14763	21882
C1orf109	359	324	426	673
C1orf112	1342	1121	2059	3127
C1orf122	135	136	141	254
C1orf131	994	872	1337	1834
C1orf159	74	45	114	181
C1orf167	70	57	77	113
C1orf174	404	344	498	735
C1orf198	354	298	335	528
C1orf21	236	187	300	435
C1orf216	58	59	74	88
C1orf35	727	699	900	1236
C1orf43	1730	1691	2588	3811
C1orf50	89	73	156	232
C1orf52	505	500	646	993
C1orf56	77	52	90	119
C1orf74	79	71	121	178
C20orf194	271	200	282	431
C20orf27	549	509	954	1317
C20orf96	74	67	53	134
C21orf58	153	156	193	264
C21orf91	262	264	523	686
C22orf23	69	56	99	176
C22orf39	73	63	74	124
C2CD2L	159	137	194	344
C2CD3	1218	972	1348	2144
C2CD5	1348	1230	1696	2598
C2orf16	264	247	404	631
C2orf42	191	190	265	376
C2orf49	314	274	465	617
C2orf68	104	100	181	203
C2orf69	335	289	453	668
C2orf74	155	139	237	315
C2orf76	143	130	205	289
C3orf14	372	323	592	843
C3orf33	132	158	177	220
C3orf38	538	573	936	1270
C3orf52	277	283	335	530
C3orf62	104	77	98	172
C3orf67	174	146	257	405
C4orf3	364	398	496	650
C4orf33	212	203	300	425
C4orf46	119	145	154	210
C4orf48	78	67	98	143
C5	69	62	100	131
C5orf15	689	523	1269	1732
C5orf22	606	505	868	1337
C5orf24	464	395	608	969
C5orf30	226	172	244	338
C5orf34	418	334	538	875
C5orf51	600	532	596	959
C5orf63	69	59	88	141
C6orf120	215	209	318	433
C6orf136	106	102	133	182
C6orf163	72	65	51	116
C6orf47	154	159	232	349
C6orf62	1185	1120	1479	2248
C6orf89	419	328	661	885
C7orf25	240	219	349	488
C7orf26	249	264	307	497
C7orf31	91	83	109	167
C7orf50	562	531	742	1065
C8orf33	789	780	1115	1653
C8orf34	88	73	105	159
C8orf37	37	42	46	70
C8orf76	117	119	181	227
C8orf82	100	81	162	251
C8orf88	161	156	254	375
C9orf131	56	48	62	167
C9orf16	148	144	154	215
C9orf40	192	172	233	406
C9orf64	439	412	651	836
C9orf72	255	252	345	540
C9orf78	862	780	1345	1918
C9orf85	137	138	218	303
CA11	58	44	77	111
CA2	3944	3592	6597	9256
CA5B	65	52	65	125
CA8	230	201	311	436
CAAP1	512	508	743	1029
CAB39	819	723	1280	1687
CAB39L	50	49	62	85
CABIN1	3102	2649	3155	5149
CABLES1	322	302	417	666
CABLES2	147	104	158	273
CABYR	90	74	117	173
CACHD1	1370	1313	1784	2697
CACNA1B	64	61	54	99
CACNA1D	94	87	104	181
CACNA1H	288	253	309	530
CACNA2D1	687	618	991	1329
CACNA2D2	148	116	133	256
CACNA2D3	271	199	283	437
CACNB2	159	176	191	255
CACNB3	57	62	70	108
CACNB4	90	74	90	164
CACTIN	384	404	652	881
CACUL1	535	477	798	1221
CACYBP	2465	2385	3636	5334
CAD	4836	4210	4265	7866
CADM1	711	592	1172	1639
CADM4	97	84	121	154
CADPS2	634	590	865	1305
CALCOCO1	354	312	406	574
CALCOCO2	877	778	1327	1944
CALD1	679	762	913	1124
CALM1	2001	2118	2729	3796
CALM2	3043	2784	4638	6663
CALM3	1352	1329	2081	2832
CALML4	163	121	159	224
CALR	8535	8504	14011	18088
CALU	1908	1926	2796	3891
CAMK1	700	660	1023	1635
CAMK2D	518	428	726	1071
CAMK2G	381	313	613	871
CAMK4	129	123	194	234
CAMKK1	307	239	311	463
CAMKK2	493	393	566	826
CAMKMT	173	143	233	315
CAMKV	159	134	171	229
CAMLG	653	639	962	1327
CAMSAP1	1402	1237	1780	2681
CAMSAP2	2487	2239	3200	4653
CAMSAP3	189	162	166	313
CAMTA1	331	372	433	691
CAMTA2	301	234	257	467
CAND1	9396	8448	13658	19644
CAND2	756	628	841	1254
CANT1	423	386	560	772
CANX	19840	20025	27306	37953
CAP1	1945	1763	3326	4501
CAP2	142	149	256	331
CAPG	57	54	112	141
CAPN1	451	370	607	966
CAPN10	313	276	457	581
CAPN15	944	754	1004	1554
CAPN2	2866	2823	4301	5983
CAPN7	1951	1828	2685	3928
CAPNS1	836	683	1574	2014
CAPRIN1	7525	6465	11678	16669
CAPRIN2	464	390	638	926
CAPS2	50	42	57	88
CAPZA1	2032	1785	3256	4611
CAPZA2	1542	1460	2166	3041
CAPZB	1064	969	1418	1843
CARD10	171	144	172	269
CARD19	111	108	152	261
CARD8	293	281	335	525
CARF	85	54	85	122
CARHSP1	296	260	532	711
CARM1	924	756	1198	1827
CARMIL1	574	519	848	1202
CARMIL2	41	48	75	89
CARNMT1	797	742	1068	1549
CARS	1225	1058	1741	2316
CARS2	671	562	972	1459
CASC3	953	827	1101	1755
CASC4	578	466	941	1306
CASD1	367	344	560	815
CASK	1143	1012	1490	2345
CASKIN1	58	46	58	93
CASKIN2	168	126	172	276
CASP2	777	694	732	1314
CASP3	384	342	607	825
CASP6	224	222	338	505
CASP7	374	308	551	700
CASP8	171	169	266	342
CASP8AP2	3029	2817	3654	5447
CASP9	144	95	188	245
CAST	1809	1814	2642	3851
CASTOR2	110	86	107	171
CASZ1	89	69	94	166
CAT	576	520	1073	1431
CATSPERE	81	83	92	145
CAV2	46	35	58	101
CAVIN1	64	55	71	87
CAVIN4	83	70	86	109
CBFA2T2	150	150	179	285
CBFB	503	557	684	983
CBL	714	597	708	1198
CBLB	199	204	234	402
CBLL1	289	256	499	657
CBR1	1203	1162	1661	2423
CBR3	57	73	56	104
CBR4	422	433	548	850
CBS	113	93	204	286
CBSL	31	26	62	87
CBWD1	243	261	427	567
CBWD2	352	382	531	740
CBWD5	56	41	71	97
CBWD6	53	59	88	166
CBX1	675	660	966	1164
CBX2	442	470	567	799
CBX3	2453	2504	3247	4567
CBX4	285	252	433	683
CBX5	1114	1086	1253	1744
CBX6	656	640	863	1155
CBX8	178	179	276	320
CBY1	302	295	423	525
CC2D1A	517	450	517	963
CC2D1B	710	671	932	1300
CC2D2A	446	424	613	916
CC2D2B	116	87	92	190
CCAR1	4894	4575	6659	8955
CCAR2	1577	1425	2306	3182
CCDC102A	112	135	130	225
CCDC106	117	130	168	249
CCDC107	152	145	259	339
CCDC112	368	311	502	680
CCDC113	93	87	119	180
CCDC115	105	100	188	195
CCDC117	779	834	926	1320
CCDC12	535	538	700	987
CCDC120	49	52	42	68
CCDC121	40	42	63	99
CCDC122	102	100	165	205
CCDC124	667	709	902	1190
CCDC125	403	371	522	813
CCDC126	88	76	114	166
CCDC127	224	188	265	377
CCDC130	199	209	310	476
CCDC134	308	253	315	551
CCDC136	291	263	294	450
CCDC137	450	456	527	714
CCDC138	1867	1745	2467	3640
CCDC14	2245	2094	3414	4753
CCDC142	329	282	372	593
CCDC146	76	56	82	145
CCDC15	395	357	479	715
CCDC150	1234	1133	1524	2219
CCDC157	84	83	123	206
CCDC167	359	367	399	670
CCDC168	59	54	119	151
CCDC171	187	166	243	331
CCDC174	462	392	540	733
CCDC18	1939	1890	2506	3395
CCDC180	346	269	309	547
CCDC181	418	394	601	711
CCDC183	50	47	86	124
CCDC186	575	590	815	1039
CCDC189	187	166	284	378
CCDC191	97	87	90	135
CCDC22	418	359	514	812
CCDC25	263	261	410	566
CCDC28A	297	315	437	644
CCDC28B	222	197	314	438
CCDC32	113	114	157	223
CCDC34	588	531	725	818
CCDC39	97	86	159	214
CCDC40	117	107	127	189
CCDC43	836	781	1038	1444
CCDC47	2748	2729	3501	5112
CCDC50	423	402	545	766
CCDC51	642	652	898	1292
CCDC57	620	578	685	1071
CCDC58	467	522	862	1267
CCDC59	820	762	1433	2069
CCDC6	620	536	643	1100
CCDC61	36	45	72	89
CCDC65	73	53	87	138
CCDC66	1836	1626	2175	3124
CCDC69	42	52	59	100
CCDC7	57	47	72	139
CCDC71	562	522	765	1042
CCDC71L	83	78	96	126
CCDC74A	66	69	112	166
CCDC77	523	509	750	991
CCDC78	75	92	134	175
CCDC8	380	398	558	741
CCDC80	48	33	80	91
CCDC82	418	421	503	680
CCDC84	240	232	335	455
CCDC85B	245	273	236	330
CCDC85C	230	247	215	387
CCDC86	1079	1025	1188	1823
CCDC88A	3360	3082	3874	5615
CCDC88C	375	348	348	616
CCDC9	131	138	139	188
CCDC90B	400	398	698	1005
CCDC91	509	476	673	850
CCDC92	142	104	108	172
CCDC93	941	893	996	1541
CCDC97	190	152	176	300
CCHCR1	597	596	869	1242
CCM2	291	240	367	546
CCN1	58	47	102	185
CCNA2	3392	3225	5274	7593
CCNB1	6342	6087	9928	14105
CCNB1IP1	818	622	1249	1852
CCNB2	1383	1207	2154	3197
CCNB3	66	39	69	129
CCNC	1474	1401	2392	3284
CCND1	155	189	248	323
CCND2	103	118	131	192
CCND3	218	213	407	553
CCNDBP1	492	465	811	1081
CCNE1	495	423	790	998
CCNE2	702	600	1177	1632
CCNF	1262	1166	1614	2441
CCNG1	4014	3650	5701	8099
CCNG2	333	325	357	551
CCNH	1276	1192	1737	2469
CCNI	2936	2535	2905	5008
CCNJ	434	358	665	952
CCNK	499	386	399	870
CCNL1	1346	1159	2504	3455
CCNL2	1702	1624	2357	3292
CCNQ	517	444	850	1289
CCNT1	986	882	1769	2483
CCNT2	987	853	1505	2222
CCNY	379	389	660	994
CCNYL1	137	148	150	262
CCP110	1611	1487	1737	2719
CCPG1	668	582	993	1372
CCS	207	205	319	450
CCSAP	362	337	426	634
CCSER1	309	284	441	678
CCSER2	871	793	1141	1721
CCT2	13923	13064	22851	31829
CCT3	19413	17836	32307	46061
CCT4	15414	14346	23958	33725
CCT5	11822	10999	20110	28687
CCT6A	9598	8868	15099	20334
CCT7	14532	14406	22412	31019
CCT8	10377	10018	15237	21371
CCZ1	65	54	182	211
CCZ1B	54	42	123	160
CD101	111	105	104	191
CD109	543	445	474	848
CD151	589	422	1069	1415
CD164	968	877	1590	2207
CD276	287	255	284	513
CD2AP	1396	1360	1892	2432
CD2BP2	1495	1626	2223	3022
CD320	893	777	1118	1701
CD3EAP	852	822	1261	1685
CD46	1454	1320	1948	2799
CD47	882	812	1321	1885
CD55	813	698	990	1625
CD58	126	72	176	304
CD63	1391	1432	2137	2822
CD81	1215	1082	1656	2380
CD83	50	47	90	87
CD9	215	227	378	544
CD99	651	635	838	1100
CD99L2	346	308	455	663
CDADC1	192	198	298	460
CDAN1	336	294	432	641
CDC123	2984	2537	5061	7354
CDC14A	128	79	148	254
CDC14B	432	367	543	819
CDC16	1090	1044	1288	2085
CDC20	3116	2803	4101	6179
CDC23	1723	1615	2462	3482
CDC25A	2057	1958	3265	4486
CDC25B	464	388	400	793
CDC25C	550	444	681	1089
CDC27	1992	1728	3421	4844
CDC34	561	523	917	1344
CDC37	3155	3214	5463	7183
CDC37L1	162	162	201	298
CDC40	1173	1071	1483	2298
CDC42	1515	1486	2232	3195
CDC42BPA	4475	4252	5485	8379
CDC42BPB	2063	1848	2030	3519
CDC42EP1	352	279	427	570
CDC42EP2	93	74	118	175
CDC42EP3	73	46	99	150
CDC42EP4	114	108	156	232
CDC42SE1	307	250	372	501
CDC42SE2	93	78	108	167
CDC45	2152	2014	3238	4720
CDC5L	4349	4188	7008	9579
CDC6	2353	2110	3919	5453
CDC7	2470	2240	3758	5256
CDC73	1359	1343	1646	2364
CDCA2	1638	1634	2355	3433
CDCA3	637	557	939	1376
CDCA4	508	505	791	1067
CDCA5	508	527	819	1020
CDCA7	1557	1585	2194	2762
CDCA7L	1046	1050	1296	1910
CDCA8	600	539	860	1366
CDH1	30	28	47	67
CDH2	826	719	1211	1766
CDH23	70	71	123	191
CDH24	61	50	94	147
CDH26	40	33	39	57
CDHR5	121	94	66	163
CDIP1	142	138	181	269
CDIPT	332	283	642	940
CDK1	2678	2271	4476	6197
CDK10	430	376	517	780
CDK11A	153	136	203	294
CDK11B	388	338	544	672
CDK12	3179	2631	4004	6024
CDK13	2222	1960	2704	4165
CDK14	277	260	318	519
CDK16	3165	2480	4875	7243
CDK17	482	461	696	1064
CDK18	63	44	39	125
CDK19	129	120	208	266
CDK2	955	954	1823	2361
CDK20	98	86	151	196
CDK2AP1	355	348	454	662
CDK2AP2	78	81	109	151
CDK3	47	43	70	95
CDK4	2867	2677	4728	6560
CDK5	423	429	648	989
CDK5R1	36	26	75	115
CDK5RAP1	987	901	1416	2111
CDK5RAP2	3008	2752	3426	5207
CDK5RAP3	1172	1157	1730	2327
CDK6	230	236	365	550
CDK7	375	353	612	867
CDK8	422	371	621	884
CDK9	406	359	517	729
CDKAL1	1124	1096	1486	2277
CDKL1	107	89	127	214
CDKL2	59	59	71	128
CDKL3	45	45	69	93
CDKL5	127	125	193	305
CDKN1A	66	78	97	163
CDKN1B	265	259	434	548
CDKN2A	554	580	659	916
CDKN2AIP	416	322	762	1027
CDKN2AIPNL	170	145	222	256
CDKN2C	414	404	596	868
CDKN3	536	469	913	1275
CDON	715	594	812	1320
CDR1	333	224	148	348
CDR2	488	439	624	867
CDR2L	151	170	186	267
CDRT4	46	49	71	111
CDS1	268	218	403	510
CDS2	612	507	994	1456
CDT1	920	787	1066	1735
CDV3	1299	1295	2070	2727
CDX2	156	120	192	276
CDYL	912	848	1424	2168
CEBPG	412	364	630	894
CEBPZ	4775	4471	6854	9515
CEBPZOS	185	208	257	416
CECR2	591	566	601	982
CELF1	1641	1458	2066	3269
CELF2	128	122	137	224
CELSR1	760	611	659	1272
CELSR2	676	496	498	1096
CELSR3	895	704	907	1598
CEMIP	95	72	77	136
CEMIP2	631	532	1004	1423
CENPA	114	137	226	314
CENPB	1135	1181	1593	2158
CENPC	1121	947	1654	2306
CENPE	6107	6013	8770	9463
CENPF	19793	19237	27916	35709
CENPH	827	844	1221	1738
CENPI	1421	1313	1970	2799
CENPJ	1312	1238	1790	2540
CENPK	601	571	852	1247
CENPL	339	301	557	836
CENPM	413	394	517	697
CENPN	1030	978	1500	2130
CENPO	485	434	602	942
CENPP	294	281	338	580
CENPQ	351	365	598	763
CENPT	655	604	1044	1414
CENPU	1640	1675	2643	3867
CENPV	899	849	1443	2119
CENPW	771	788	1135	1462
CENPX	236	233	349	516
CEP104	855	844	1099	1632
CEP112	535	503	537	841
CEP120	756	683	1064	1550
CEP126	93	85	99	170
CEP128	1029	1040	1437	1952
CEP131	584	529	615	945
CEP135	1455	1414	1751	2548
CEP152	1658	1570	2016	2922
CEP162	706	650	827	1137
CEP164	1023	982	1158	1893
CEP170	1459	1383	1873	2808
CEP170B	699	605	814	1252
CEP192	2678	2395	3562	5292
CEP250	2000	1862	2081	3147
CEP290	2713	2776	3865	4306
CEP295	3412	3010	5032	7005
CEP350	5868	5293	7553	11002
CEP41	202	158	250	431
CEP44	473	489	567	857
CEP55	1217	1086	1838	2665
CEP57	1289	1171	1914	2671
CEP57L1	299	241	441	619
CEP63	302	258	489	585
CEP68	457	363	589	851
CEP70	526	496	768	1087
CEP72	507	434	525	829
CEP76	388	376	522	761
CEP78	1833	1709	2573	3687
CEP83	1123	1038	1229	1914
CEP85	1267	1115	1860	2623
CEP85L	638	586	932	1391
CEP89	210	182	314	410
CEP95	1525	1360	1682	2484
CEP97	1100	993	1449	2100
CEPT1	706	564	1228	1671
CERCAM	558	525	691	1017
CERK	778	686	1214	1780
CERS1	104	109	136	243
CERS2	1529	1237	2282	3338
CERS4	84	81	149	220
CERS5	415	317	436	732
CERS6	594	537	774	1208
CERT1	680	650	653	1044
CES2	455	415	602	910
CES3	162	159	236	316
CETN2	711	705	969	1297
CETN3	442	413	567	865
CFAP126	130	114	92	203
CFAP157	43	35	59	98
CFAP20	561	443	973	1402
CFAP298	284	273	470	665
CFAP36	844	722	1372	1790
CFAP410	135	114	150	203
CFAP43	55	38	66	85
CFAP44	922	886	1025	1524
CFAP69	184	169	235	326
CFAP70	103	121	149	206
CFAP97	735	626	1240	1689
CFDP1	1035	1054	1526	2042
CFL1	5151	5173	7496	10418
CFL2	594	602	832	1206
CFLAR	279	241	268	410
CGGBP1	739	656	1151	1617
CGN	387	317	449	642
CGNL1	68	44	66	107
CGRRF1	193	184	356	496
CHAC2	410	410	530	812
CHAF1A	2573	2558	3312	4405
CHAF1B	1278	1123	1832	2489
CHAMP1	423	394	386	707
CHCHD1	381	352	498	697
CHCHD10	116	106	132	242
CHCHD2	1651	1409	2805	3830
CHCHD3	868	836	1168	1785
CHCHD4	315	273	450	619
CHCHD5	95	70	129	157
CHCHD6	287	265	371	574
CHCHD7	510	530	765	1102
CHD1	5563	5386	7958	10999
CHD1L	3595	3292	4624	6719
CHD2	2451	2290	2959	4386
CHD3	2588	2433	3262	4705
CHD4	1822	1782	2433	3225
CHD6	2605	2409	3245	5000
CHD7	3451	2999	3611	5660
CHD8	5965	5248	6892	10764
CHD9	2768	2405	3453	5135
CHDH	279	256	441	649
CHEK1	1343	1202	1867	2782
CHEK2	779	734	1352	1811
CHERP	634	437	386	924
CHFR	269	212	271	424
CHIC1	83	75	83	113
CHIC2	156	166	212	384
CHID1	741	708	1054	1563
CHKA	381	371	538	889
CHKB	333	318	413	629
CHM	531	495	749	1162
CHML	1476	1408	2174	3025
CHMP1A	471	467	679	839
CHMP1B	266	290	396	525
CHMP2A	503	504	693	942
CHMP2B	948	955	1630	2194
CHMP4A	82	73	94	130
CHMP4B	540	522	532	906
CHMP4C	41	39	55	84
CHMP5	999	1089	1383	1942
CHMP6	123	112	213	265
CHMP7	506	448	692	870
CHN1	408	404	566	869
CHORDC1	1110	1112	1492	2026
CHP1	202	187	313	420
CHPF	296	276	364	572
CHPF2	457	362	647	964
CHPT1	1016	861	1382	2002
CHRAC1	108	114	159	190
CHRNA3	94	76	95	162
CHRNA5	907	801	1301	1929
CHRNG	74	69	54	124
CHST10	365	331	558	854
CHST11	73	73	143	172
CHST12	182	173	217	333
CHST14	98	75	99	153
CHST15	137	120	179	261
CHST2	62	57	82	116
CHST3	48	46	61	97
CHSY1	1030	1007	1314	2026
CHSY3	170	127	206	270
CHTF18	1087	963	1510	2126
CHTF8	215	165	355	494
CHTOP	1199	1234	1800	2360
CHUK	2172	1986	2941	4244
CIAO1	1226	1201	1753	2625
CIAO2A	566	610	861	1186
CIAO2B	508	436	887	1195
CIAO3	257	234	433	572
CIAPIN1	862	924	1287	1823
CIB1	489	383	693	1019
CIB2	81	73	116	190
CIC	687	576	568	1049
CIDEB	266	265	385	567
CILP2	72	63	71	114
CINP	532	504	719	1148
CIP2A	3603	3325	4992	7334
CIPC	232	215	367	493
CIR1	403	402	565	779
CIRBP	1293	1233	2240	3139
CISD1	416	398	632	869
CISD2	336	303	485	675
CISD3	57	37	106	144
CIT	1653	1487	1556	2569
CITED1	81	80	125	174
CITED2	121	127	198	329
CIZ1	1367	1132	1538	2481
CKAP2	4114	3839	5744	7860
CKAP2L	913	788	1158	1754
CKAP4	924	804	1318	1784
CKAP5	11524	10737	15337	22408
CKB	5660	4871	10106	14536
CKLF	171	139	318	392
CKMT1A	54	55	56	111
CKMT1B	66	65	85	147
CKMT2	98	80	51	115
CKS2	1126	884	1948	2897
CLASP1	1658	1466	1940	2927
CLASP2	3571	3154	5048	7573
CLASRP	520	458	715	1021
CLBA1	77	68	128	167
CLCC1	1492	1411	1966	2817
CLCN2	104	108	115	193
CLCN3	1249	1176	1969	2850
CLCN5	357	302	537	801
CLCN6	296	266	284	464
CLCN7	632	463	744	1278
CLDN12	206	159	312	427
CLDN15	66	64	99	123
CLDND1	763	671	1229	1792
CLEC16A	531	491	519	991
CLEC2D	62	34	61	91
CLGN	592	636	892	1202
CLHC1	112	104	118	225
CLIC1	1743	1630	2716	3883
CLIC4	505	480	656	947
CLINT1	2056	1827	3387	4605
CLIP1	1529	1397	1833	2552
CLIP2	74	54	85	109
CLIP4	428	383	517	743
CLK1	1416	1456	1969	2883
CLK2	1118	1008	1361	2005
CLK3	644	581	910	1277
CLK4	575	566	755	1025
CLMN	170	170	206	290
CLN5	275	274	376	573
CLN6	440	337	861	1196
CLN8	35	30	61	89
CLNS1A	2456	2430	3200	4537
CLOCK	499	414	626	1018
CLP1	440	404	703	1009
CLPB	1823	1653	2493	3694
CLPP	610	582	1058	1508
CLPTM1	1082	912	1449	2218
CLPTM1L	2109	2036	3367	4612
CLPX	1011	954	1339	1970
CLSPN	3722	3510	4513	6078
CLSTN1	1675	1503	1596	2816
CLSTN3	206	155	228	345
CLTA	1781	1640	2527	3774
CLTB	601	619	928	1317
CLTC	18641	16812	23746	35903
CLTCL1	914	785	1016	1680
CLU	145	126	232	285
CLUAP1	324	354	477	790
CLUH	2171	1883	2375	4076
CLYBL	91	81	80	136
CMAS	1183	1224	1588	2129
CMBL	177	161	173	252
CMC1	222	215	404	566
CMC2	201	257	348	543
CMC4	170	188	255	396
CMIP	202	184	157	350
CMPK1	801	727	1085	1495
CMSS1	1579	1392	2213	3317
