	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b
TIMP3	404	442	147	95
TINF2	159	158	101	57
TIPARP	578	651	411	283
TIPIN	1427	1425	796	465
TIPRL	1645	1943	724	505
TIRAP	20	13	20	8
TJAP1	336	432	189	110
TJP1	2467	2960	1307	881
TK1	1012	1383	573	372
TK2	36	58	30	16
TKFC	255	325	108	77
TKT	8465	10378	3574	2260
TLCD1	101	111	67	37
TLCD3A	190	300	140	77
TLCD4	68	76	15	20
TLCD5	99	90	33	22
TLE1	519	646	262	150
TLE3	1315	1776	758	420
TLE4	561	754	315	184
TLE5	1267	1571	600	371
TLK1	233	256	93	73
TLK2	176	238	89	57
TLL1	3	2	0	1
TLN1	4574	5883	2591	1652
TLN2	145	147	63	34
TLNRD1	29	38	19	6
TM2D1	355	384	186	116
TM2D2	225	371	169	93
TM2D3	480	608	302	150
TM6SF1	10	16	6	3
TM7SF2	140	173	72	34
TM7SF3	577	668	249	167
TM9SF2	3084	3862	1454	865
TM9SF3	2696	3141	1440	829
TM9SF4	717	894	359	237
TMA16	448	549	226	176
TMA7	154	187	186	77
TMBIM4	157	238	74	58
TMBIM6	9631	12288	5466	3744
TMC6	56	37	17	6
TMC7	59	51	23	22
TMCC1	55	63	30	11
TMCC2	5	7	2	2
TMCO1	2145	2239	1322	832
TMCO3	245	299	100	58
TMCO4	106	139	77	43
TMCO6	104	119	69	41
TMED1	164	237	112	75
TMED10	1134	1368	543	305
TMED2	2849	3743	1633	1142
TMED3	493	653	222	118
TMED4	1315	1619	667	391
TMED5	703	807	377	211
TMED7	159	230	100	71
TMED8	234	261	112	64
TMED9	1859	2598	1104	588
TMEM101	502	624	266	160
TMEM102	59	81	38	21
TMEM104	260	369	164	102
TMEM106B	629	615	283	172
TMEM106C	592	686	346	187
TMEM108	63	75	35	25
TMEM109	826	1289	511	295
TMEM11	305	344	166	134
TMEM115	365	528	199	118
TMEM116	32	30	29	15
TMEM117	102	120	49	34
TMEM120A	182	209	75	44
TMEM120B	319	361	133	87
TMEM123	1461	1435	588	377
TMEM126A	330	327	125	108
TMEM126B	526	659	250	148
TMEM127	122	229	68	44
TMEM128	114	110	68	38
TMEM129	129	196	94	59
TMEM131	588	645	298	196
TMEM131L	655	730	387	238
TMEM132A	182	257	99	39
TMEM134	30	51	15	8
TMEM135	387	409	180	126
TMEM138	137	164	92	46
TMEM140	3	3	3	3
TMEM141	321	328	186	83
TMEM143	29	48	26	17
TMEM144	88	73	41	20
TMEM147	2913	3627	1434	973
TMEM14A	207	290	110	48
TMEM14B	293	387	153	94
TMEM14C	824	1179	482	299
TMEM150A	13	20	14	5
TMEM160	257	325	182	101
TMEM161A	662	1011	318	196
TMEM161B	364	424	194	135
TMEM164	271	337	167	94
TMEM165	742	898	307	201
TMEM167A	126	166	56	43
TMEM167B	126	144	87	53
TMEM168	265	318	155	64
TMEM170A	61	71	25	18
TMEM170B	42	45	14	18
TMEM175	114	140	56	27
TMEM177	298	302	201	111
TMEM179B	491	605	227	130
TMEM18	217	299	143	84
TMEM181	401	529	195	118
TMEM182	30	25	13	12
TMEM183A	22	14	11	3
TMEM184B	268	327	122	70
TMEM184C	253	297	129	86
TMEM185A	123	159	79	49
TMEM185B	471	738	279	179
TMEM186	88	109	38	36
TMEM19	385	501	212	107
TMEM192	276	294	151	82
TMEM198	34	66	16	12
TMEM199	263	383	154	97
TMEM201	764	1062	432	225
TMEM203	150	201	93	48
TMEM205	982	1139	473	265
TMEM208	273	477	227	137
TMEM209	1830	1829	894	597
TMEM214	726	914	344	230
TMEM216	85	95	42	26
TMEM218	31	48	32	16
TMEM219	137	209	68	47
TMEM222	453	553	286	168
TMEM223	164	180	94	37
TMEM230	304	384	172	99
TMEM231	53	49	33	10
TMEM234	50	83	33	27
TMEM237	429	486	251	147
TMEM241	59	83	41	29
TMEM242	346	373	214	137
TMEM243	104	84	36	29
TMEM245	481	657	267	165
TMEM246	185	197	92	52
TMEM248	456	495	271	126
TMEM25	105	120	52	31
TMEM250	56	77	55	18
TMEM251	99	151	83	48
TMEM254	156	205	79	61
TMEM256	303	352	124	74
TMEM258	801	855	405	249
TMEM259	770	933	420	223
TMEM260	106	126	53	30
TMEM263	295	423	169	95
TMEM266	21	12	4	4
TMEM267	53	76	36	35
TMEM268	49	72	37	12
TMEM30A	1583	1689	768	456
TMEM33	1921	2093	854	544
TMEM38B	748	939	326	224
TMEM39A	245	311	134	89
TMEM39B	216	300	136	73
TMEM41A	140	202	103	55
TMEM41B	490	630	275	149
TMEM42	27	25	18	9
TMEM43	685	880	394	230
TMEM44	43	53	7	9
TMEM45A	100	125	35	30
TMEM47	0	0	1	0
TMEM50A	1677	1998	904	596
TMEM50B	168	239	78	54
TMEM51	60	102	38	27
TMEM54	105	124	34	21
TMEM59	2241	2710	1304	725
TMEM60	89	99	61	39
TMEM62	137	139	61	32
TMEM63A	176	190	100	63
TMEM63B	313	349	161	85
TMEM64	132	178	77	35
TMEM65	401	436	179	119
TMEM67	232	235	98	58
TMEM68	149	149	71	44
TMEM69	660	694	348	210
TMEM70	1126	1352	661	387
TMEM80	57	57	32	20
TMEM81	0	0	0	0
TMEM87A	443	536	240	177
TMEM87B	165	202	78	46
TMEM8A	163	218	63	36
TMEM8B	83	77	36	24
TMEM9	647	858	417	206
TMEM94	281	296	147	73
TMEM97	504	595	253	150
TMEM98	170	207	69	46
TMEM9B	181	179	100	50
TMF1	894	1032	417	294
TMLHE	473	542	239	168
TMOD2	125	147	45	26
TMOD3	1424	1496	655	368
TMPO	6358	7291	3356	2373
TMPPE	76	110	39	29
TMPRSS9	0	0	2	0
TMSB10	1823	2173	1155	702
TMTC1	175	180	76	37
TMTC2	125	155	81	25
TMTC3	1476	1705	671	437
TMTC4	111	132	47	29
TMUB1	367	334	134	106
TMUB2	207	248	156	77
TMX1	1167	1365	572	363
TMX2	266	410	131	84
TMX2-CTNND1	14	22	29	9
TMX3	496	665	300	160
TMX4	266	414	174	118
TNFAIP1	172	211	94	64
TNFAIP3	58	65	22	32
TNFAIP8	172	194	78	64
TNFRSF10B	728	1031	501	283
TNFRSF10D	230	284	126	76
TNFRSF11A	142	195	70	43
TNFRSF19	113	148	39	47
TNFRSF1A	393	463	258	143
TNFRSF21	158	238	131	60
TNIK	573	736	361	219
TNIP1	411	602	298	165
TNIP2	140	177	69	40
TNK2	86	86	54	29
TNKS	758	917	443	274
TNKS1BP1	308	420	213	142
TNKS2	1738	1819	724	468
TNNI3	23	25	18	11
TNNT1	67	77	34	20
TNPO1	2963	3228	1717	1101
TNPO2	1621	2228	1152	692
TNPO3	1835	2091	962	575
TNRC18	502	714	393	198
TNRC6A	615	681	244	153
TNRC6B	735	924	508	324
TNRC6C	255	324	123	85
TNS2	109	80	56	29
TNS3	79	109	46	20
TOB1	779	1042	430	298
TOB2	270	474	180	105
TOE1	531	662	355	179
TOGARAM1	157	179	79	55
TOLLIP	287	388	142	102
TOM1	342	411	193	126
TOM1L1	790	915	355	248
TOM1L2	276	305	144	93
TOMM20	617	774	430	244
TOMM22	959	1365	690	315
TOMM34	1364	1573	643	406
TOMM40	840	1136	399	244
TOMM40L	162	227	95	59
TOMM5	669	833	494	263
TOMM6	1637	1714	919	516
TOMM7	936	1260	625	374
TOMM70	2139	2276	1113	763
TONSL	423	613	284	179
TOP1	4898	6137	2898	2055
TOP1MT	321	401	163	96
TOP2A	8055	10858	4577	3171
TOP2B	3519	3880	1632	1091
TOP3A	415	545	241	159
TOP3B	277	394	193	116
TOPBP1	1738	1861	749	554
TOPORS	532	617	396	316
TOR1A	700	891	468	266
TOR1AIP1	793	799	450	249
TOR1AIP2	757	847	339	201
TOR1B	231	315	129	84
TOR2A	104	120	57	48
TOR3A	300	374	205	112
TOX4	699	827	436	257
TP53	1445	1812	749	505
TP53BP1	1924	2319	1058	668
TP53BP2	1142	1317	621	385
TP53I11	127	140	70	29
TP53I13	164	247	96	35
TP53I3	193	177	108	51
TP53INP1	147	193	63	61
TP53RK	334	426	189	107
TP73	304	328	132	75
TPBG	413	560	226	162
TPCN1	186	205	125	55
TPCN2	44	68	32	17
TPD52	175	186	62	37
TPD52L1	436	424	143	119
TPD52L2	1097	1381	587	363
TPGS1	138	250	128	66
TPGS2	683	805	305	196
TPI1	4374	5939	2564	1722
TPM1	616	797	290	223
TPM2	12	11	7	7
TPM3	1195	1546	603	382
TPM4	821	1079	562	306
TPMT	299	300	125	83
TPP1	353	489	201	93
TPP2	2034	2367	983	654
TPR	4982	5573	2681	1818
TPRA1	231	345	136	82
TPRG1L	251	390	112	78
TPRKB	883	905	453	307
TPRN	198	344	125	76
TPST1	82	95	44	28
TPST2	133	174	45	33
TPT1	2709	3506	1255	779
TPX2	3187	3365	1669	1217
TRA2A	1875	2478	1146	858
TRA2B	4280	4733	2123	1432
TRABD	660	847	294	186
TRADD	58	93	42	20
TRAF2	438	617	244	149
TRAF3	201	205	87	53
TRAF3IP1	327	465	168	130
TRAF3IP2	168	207	89	60
TRAF4	286	368	197	76
TRAF5	204	246	125	80
TRAF6	179	218	142	77
TRAF7	284	374	153	65
TRAFD1	1097	1433	723	465
TRAIP	208	294	138	65
TRAK1	126	165	81	52
TRAK2	114	97	45	47
TRAM1	1422	1636	609	402
TRAM1L1	14	18	10	12
TRAM2	187	224	112	62
TRAP1	4530	5225	2180	1414
TRAPPC1	950	1200	548	356
TRAPPC10	384	482	201	128
TRAPPC11	655	721	340	198
TRAPPC12	383	502	209	128
TRAPPC13	463	499	232	178
TRAPPC2	69	45	41	25
TRAPPC2L	566	655	311	191
TRAPPC3	999	1351	547	384
TRAPPC4	596	762	371	237
TRAPPC5	867	904	369	227
TRAPPC6A	58	90	47	29
TRAPPC6B	154	177	74	54
TRAPPC8	843	812	456	301
TRAPPC9	349	420	214	127
TRDMT1	210	187	108	59
TREX1	1	2	0	0
TREX2	1	1	0	0
TRIAP1	425	537	344	198
TRIB1	521	641	314	184
TRIB3	225	244	150	78
TRIM11	366	495	219	133
TRIM13	463	599	334	182
TRIM14	196	252	109	49
TRIM16	5	8	5	2
TRIM16L	1	6	0	2
TRIM2	397	427	216	151
TRIM21	113	168	72	56
TRIM23	475	561	282	155
TRIM24	1349	1550	770	459
TRIM25	1370	1798	769	498
TRIM26	475	600	303	196
TRIM27	1052	1414	695	408
TRIM28	10391	14602	6236	3897
TRIM3	67	87	38	12
TRIM32	280	372	185	124
TRIM33	1275	1424	703	454
TRIM35	229	349	153	74
TRIM36	177	163	94	56
TRIM37	565	565	229	168
TRIM38	169	172	99	59
TRIM39	23	16	7	4
TRIM4	397	519	231	142
TRIM41	149	238	120	70
TRIM44	466	695	295	190
TRIM45	73	85	31	12
TRIM47	48	46	34	15
TRIM5	134	127	79	59
TRIM52	54	73	31	22
TRIM59	85	83	55	33
TRIM62	57	67	31	22
TRIM65	419	499	253	168
TRIM66	22	19	16	4
TRIM68	87	118	53	34
TRIM71	11	16	8	8
TRIM8	279	383	128	95
TRIM9	295	309	139	96
TRIO	765	841	379	205
TRIOBP	304	394	157	110
TRIP10	349	425	170	97
TRIP11	791	911	393	301
TRIP12	4561	5073	2722	1742
TRIP13	2207	2485	1109	662
TRIP4	479	523	277	179
TRIP6	1864	2469	1121	628
TRIR	1142	1534	650	399
TRIT1	390	420	206	153
TRMO	196	214	121	71
TRMT1	765	1166	500	347
TRMT10A	241	302	111	82
TRMT10B	62	74	39	14
TRMT10C	1708	1883	1021	747
TRMT11	556	484	229	175
TRMT112	699	1138	529	301
TRMT12	170	158	102	46
TRMT13	506	589	269	213
TRMT1L	878	949	517	345
TRMT2A	870	1171	472	292
TRMT2B	181	202	132	92
TRMT44	160	221	104	54
TRMT5	657	644	377	253
TRMT6	820	969	415	302
TRMT61A	512	732	307	183
TRMT61B	220	251	112	71
TRMU	667	915	379	213
TRNAU1AP	331	380	178	120
TRNT1	293	311	136	80
TRO	411	485	286	209
TROAP	825	954	524	310
TRPC1	109	127	46	43
TRPC3	55	54	35	11
TRPC4AP	1344	1688	775	506
TRPM4	51	53	23	16
TRPM6	20	13	11	5
TRPM7	357	327	193	105
TRPS1	351	383	208	127
TRPT1	142	160	62	39
TRPV1	15	16	11	2
TRRAP	3524	3979	1945	1168
TRUB1	1062	1254	627	394
TRUB2	1001	1098	533	326
TSC1	330	325	181	118
TSC2	878	1189	460	331
TSC22D1	482	551	294	186
TSC22D2	343	440	165	109
TSC22D3	658	788	407	243
TSC22D4	148	199	81	49
TSEN15	129	174	98	48
TSEN2	294	374	169	110
TSEN34	752	856	400	229
TSEN54	293	360	177	89
TSFM	1166	1490	735	395
TSG101	1443	1607	737	484
TSGA10	16	22	5	7
TSHZ1	118	131	57	31
TSHZ2	8	13	4	4
TSHZ3	181	213	65	37
TSKU	44	57	29	18
TSN	1272	1558	654	473
TSNARE1	58	75	46	25
TSNAX	685	853	347	234
TSNAXIP1	9	7	5	3
TSPAN12	225	314	138	92
TSPAN13	531	713	226	137
TSPAN14	245	301	141	89
TSPAN15	139	131	61	29
TSPAN17	66	67	22	17
TSPAN3	2610	3229	1464	791
TSPAN31	331	447	200	119
TSPAN33	168	226	69	36
TSPAN4	104	125	47	25
TSPAN5	87	96	22	17
TSPAN6	778	1010	436	302
TSPAN9	288	372	167	83
TSPO	297	364	158	98
TSPYL1	3795	5050	2487	1656
TSPYL2	464	591	283	216
TSPYL4	501	641	230	158
TSR1	3405	3927	1876	1180
TSR2	726	987	406	230
TSR3	421	591	182	112
TSSC4	228	325	134	91
TSSK2	0	0	0	1
TSSK3	3	0	1	2
TSSK4	0	0	0	0
TST	316	475	223	122
TSTA3	457	558	173	132
TSTD2	230	252	135	66
TTBK2	92	112	52	19
TTC1	1390	1697	781	559
TTC12	146	191	93	63
TTC13	456	609	249	156
TTC14	453	505	287	189
TTC17	416	541	210	119
TTC19	399	529	287	145
TTC21B	728	701	276	194
TTC23	57	59	41	14
TTC26	401	522	259	140
TTC27	727	826	356	207
TTC28	567	620	312	192
TTC3	446	459	210	138
TTC30A	141	210	86	64
TTC30B	120	175	93	55
TTC31	94	148	61	44
TTC32	188	216	106	72
TTC33	341	346	138	112
TTC37	2666	2772	1113	693
TTC38	426	602	230	156
TTC39A	324	418	167	105
TTC39B	102	128	51	31
TTC39C	219	295	109	71
TTC4	429	652	274	201
TTC5	315	349	217	128
TTC7A	63	101	37	16
TTC7B	373	447	136	69
TTC8	492	510	248	163
TTC9C	190	239	92	57
TTF1	544	635	349	244
TTF2	1632	1943	1000	645
TTI1	782	869	426	277
TTI2	393	547	249	139
TTK	2483	2713	1605	1091
TTL	224	245	100	55
TTLL1	50	39	12	14
TTLL11	12	39	37	14
TTLL12	1612	2616	954	618
TTLL3	12	10	8	3
TTLL4	803	1002	463	267
TTLL5	159	183	86	55
TTLL7	238	220	92	74
TTN	67	86	39	37
TTPAL	208	219	90	56
TTYH2	41	56	21	13
TTYH3	427	556	188	88
TUB	181	213	83	38
TUBA1A	555	734	303	205
TUBA1B	6362	7884	3253	2233
TUBA1C	3011	3662	1827	1041
TUBA8	104	86	32	25
TUBB	19432	24406	10228	6183
TUBB1	0	3	1	1
TUBB2A	328	428	178	111
TUBB2B	507	570	207	150
TUBB4B	8606	13873	5791	3735
TUBB6	1132	1598	700	426
TUBD1	284	348	154	105
TUBE1	250	215	85	63
TUBG1	698	855	383	232
TUBGCP2	1254	1488	547	352
TUBGCP3	534	675	215	144
TUBGCP4	958	1041	456	321
TUBGCP5	426	414	227	183
TUBGCP6	428	513	303	138
TUFM	4902	6079	2262	1386
TUFT1	277	291	135	87
TULP3	313	397	191	115
TULP4	156	180	101	47
TUSC1	78	83	50	31
TUSC2	99	164	79	36
TUSC3	1035	1250	482	312
TUT1	167	187	100	58
TUT4	1085	1240	492	359
TUT7	525	535	313	218
TVP23B	53	37	34	9
TWF1	451	433	154	86
TWF2	336	465	200	93
TWISTNB	550	640	293	173
TWNK	508	595	370	245
TWSG1	542	594	245	150
TXLNA	2153	2934	1277	886
TXLNG	1776	1906	881	611
TXN	3422	4698	2178	1427
TXN2	611	827	360	191
TXNDC11	72	77	40	28
TXNDC12	790	1096	430	287
TXNDC15	447	526	264	136
TXNDC16	453	425	162	112
TXNDC17	1261	1680	725	454
TXNDC5	3256	3864	1264	701
TXNDC9	399	428	199	140
TXNIP	112	132	63	51
TXNL1	1600	1798	756	566
TXNL4A	1034	1471	731	351
TXNL4B	230	270	115	93
TXNRD1	1855	2222	1519	974
TXNRD2	652	877	345	223
TXNRD3	133	157	83	41
TYK2	420	492	239	117
TYMP	28	30	25	8
TYMS	3892	4992	1937	1226
TYRO3	136	187	62	41
TYSND1	707	959	478	228
TYW1	120	148	60	40
TYW1B	5	6	4	3
TYW3	366	418	193	113
TYW5	113	109	56	40
U2AF1L4	47	74	32	31
U2AF2	5263	7012	3027	1908
U2SURP	2989	3384	1681	1258
UACA	820	878	352	311
UAP1	1516	1645	710	463
UAP1L1	93	135	63	42
UBA1	17758	21593	10239	6436
UBA2	9358	10574	4184	2647
UBA3	1269	1266	671	425
UBA5	609	727	353	230
UBA52	6737	8482	2711	1651
UBA6	1992	2180	996	695
UBAC1	375	478	196	108
UBAC2	386	453	214	111
UBALD1	233	277	134	77
UBALD2	386	505	204	145
UBAP1	373	443	192	134
UBAP2	843	1041	473	284
UBAP2L	5731	7738	3501	2273
UBASH3B	87	140	34	34
UBB	3449	4132	1945	1193
UBC	5602	6983	4020	2228
UBE2A	1391	1577	739	514
UBE2B	945	1100	455	355
UBE2C	3584	4663	1990	1110
UBE2D1	492	510	246	157
UBE2D2	1464	1431	618	423
UBE2D3	491	722	276	186
UBE2D4	44	45	12	23
UBE2E1	3213	3666	1696	1122
UBE2E2	386	437	184	93
UBE2E3	289	356	101	70
UBE2F	37	52	38	14
UBE2G1	810	1032	464	387
UBE2G2	1035	1332	588	447
UBE2H	371	452	211	123
UBE2I	1804	2059	805	603
UBE2J1	675	837	338	215
UBE2J2	852	996	473	297
UBE2K	1508	1532	704	504
UBE2L3	574	862	470	229
UBE2M	1136	1274	543	340
UBE2N	1605	1824	969	498
UBE2O	1081	1594	650	394
UBE2Q1	730	864	367	229
UBE2Q2	102	145	56	36
UBE2R2	651	780	325	194
UBE2S	462	672	273	145
UBE2T	1421	1798	892	558
UBE2V2	1206	1231	643	402
UBE2Z	851	1090	506	328
UBE3A	802	904	410	287
UBE3B	245	317	153	79
UBE3C	1513	1650	751	481
UBE3D	240	282	121	64
UBE4A	1349	1429	683	472
UBE4B	1231	1475	548	392
UBFD1	614	829	346	268
UBIAD1	315	421	150	114
UBL3	177	185	64	44
UBL4A	458	630	293	166
UBL5	2262	3100	1335	828
UBL7	1241	1582	681	406
UBLCP1	1050	1214	599	398
UBN1	286	315	122	93
UBN2	270	312	153	120
UBOX5	214	265	135	105
UBP1	260	331	124	85
UBQLN1	3570	3910	1708	1128
UBQLN2	1310	1448	717	434
UBQLN4	238	292	109	70
UBR1	1056	1169	685	443
UBR2	1560	1834	860	589
UBR3	1025	1123	573	372
UBR4	5088	6447	3440	1952
UBR5	2158	2351	1125	733
UBR7	1261	1476	601	400
UBTD1	68	77	24	21
UBTD2	152	210	101	51
UBTF	1736	2359	1010	659
UBXN1	1059	1414	515	292
UBXN11	103	168	95	57
UBXN2A	230	254	111	81
UBXN2B	195	211	83	56
UBXN4	1418	1496	655	511
UBXN6	291	361	138	100
UBXN7	967	1036	497	327
UBXN8	399	530	193	101
UCHL1	8544	11077	4753	3023
UCHL3	674	721	354	239
UCHL5	1961	2216	905	687
UCK1	388	527	228	133
UCK2	1485	1925	704	459
UCKL1	350	503	180	112
UCP2	161	155	219	133
UEVLD	232	260	146	99
UFC1	883	1078	429	284
UFD1	1612	1983	785	502
UFL1	725	771	407	265
UFM1	407	514	258	187
UFSP1	79	96	64	35
UFSP2	394	395	146	140
UGCG	402	556	248	190
UGDH	562	764	396	265
UGGT1	1325	1355	645	397
UGGT2	617	581	303	184
UGP2	1112	1199	545	336
UGT8	540	651	273	169
UHMK1	471	510	163	123
UHRF1	1598	2396	1071	710
UHRF1BP1	498	526	237	136
UHRF1BP1L	675	650	320	242
UHRF2	267	345	154	74
UIMC1	439	527	218	140
ULBP3	186	262	146	78
ULK1	270	385	114	72
ULK2	10	11	6	2
ULK3	264	371	146	75
ULK4	27	26	13	10
UMAD1	108	136	53	52
UMPS	1191	1578	709	480
UNC119	252	323	105	60
UNC119B	519	567	278	184
UNC13B	284	333	145	81
UNC45A	1109	1524	618	368
UNC50	441	591	294	160
UNC5B	225	337	127	52
UNC5C	209	233	113	68
UNC93B1	87	117	43	31
UNCX	4	12	4	5
UNG	1700	2104	960	608
UNK	233	296	127	93
UNKL	152	247	108	61
UPF1	2129	2959	1443	876
UPF2	805	920	427	343
UPF3A	117	118	66	59
UPF3B	1040	1130	481	355
UPK3BL2	4	8	4	1
UPP1	142	146	78	38
UPRT	207	247	118	53
UQCC1	487	569	312	197
UQCC2	1045	1256	545	340
UQCC3	111	264	107	54
UQCR10	2055	1745	884	581
UQCRB	1821	1922	707	494
UQCRC1	3203	4131	1695	1011
UQCRC2	4217	4516	2060	1385
UQCRFS1	2955	4001	1519	1006
UQCRH	819	1126	394	281
UQCRQ	3200	3802	1893	1309
URB1	1007	1214	595	335
URB2	1427	1853	727	474
URGCP	413	645	257	172
URI1	1644	1942	678	499
URM1	453	581	279	205
UROD	1937	2497	1179	715
UROS	169	223	101	61
USB1	167	202	101	58
USE1	218	305	154	93
USF1	382	494	291	162
USF2	566	851	423	264
USF3	66	60	27	21
USO1	1816	1796	912	611
USP1	2413	2584	900	669
USP10	951	1052	420	282
USP11	4377	5644	2711	1532
USP12	96	89	28	12
USP13	754	916	352	269
USP14	3833	4311	2108	1550
USP15	1239	1292	611	396
USP16	925	968	409	278
USP18	94	170	61	38
USP19	1165	1425	674	402
USP2	77	104	31	33
USP20	306	359	189	102
USP21	70	104	34	28
USP22	2685	3265	1520	964
USP24	1699	1981	863	589
USP25	291	310	94	75
USP27X	57	66	19	22
USP28	498	652	242	152
USP3	569	650	293	192
USP30	399	424	211	124
USP31	69	84	30	23
USP32	297	367	190	99
USP33	2197	2399	1046	764
USP34	1000	1005	517	362
USP35	31	27	31	8
USP36	498	664	275	151
USP37	684	754	318	194
USP38	554	600	285	177
USP39	1338	1519	598	417
USP4	250	283	144	106
USP40	214	201	68	45
USP42	304	426	165	116
USP43	35	36	11	8
USP44	76	88	30	23
USP45	177	191	93	44
USP46	211	245	87	42
USP47	1085	1229	488	321
USP48	1876	2222	987	677
USP49	28	45	18	19
USP5	2659	3718	1409	890
USP51	34	33	17	18
USP53	229	291	121	99
USP54	364	436	239	154
USP6NL	176	216	78	41
USP7	1206	1391	669	444
USP8	849	824	382	280
USP9X	6350	6842	3238	2227
USPL1	350	417	240	188
UST	50	60	37	15
UTP11	2172	2375	1231	897
UTP14A	870	1168	572	430
UTP14C	64	80	44	39
UTP15	783	908	446	294
UTP18	2129	2500	1276	810
UTP20	2111	2587	1259	820
UTP23	266	273	153	131
UTP25	535	622	317	209
UTP3	958	1230	580	424
UTP4	1811	1998	935	613
UTP6	1371	1573	711	501
UTRN	1580	2170	1049	609
UVRAG	156	197	104	70
UVSSA	73	110	48	30
UXS1	341	387	184	107
UXT	1334	1793	737	486
VAC14	464	567	245	144
VAMP3	586	657	309	252
VAMP4	106	120	72	43
VAMP7	684	814	324	226
VAMP8	267	350	134	89
VANGL1	367	493	214	118
VANGL2	175	188	41	30
VAPA	1618	1940	759	544
VAPB	1121	1353	585	428
VARS	3715	5018	2023	1323
VARS2	425	498	295	121
VASH1	20	28	11	3
VASH2	28	37	23	8
VASP	136	173	94	46
VAT1	1211	1321	587	302
VAV1	66	52	28	22
VAV2	275	350	111	80
VAV3	102	93	37	36
VBP1	2854	3226	1378	886
VCAN	1893	2257	1031	554
VCL	3228	3937	2151	1301
VCP	9659	12968	6430	3845
VCPIP1	494	602	326	183
VCPKMT	41	43	22	21
VDAC1	1765	2006	832	531
VDAC2	543	642	223	144
VDAC3	3439	4174	1529	1049
VEGFA	126	133	70	49
VEGFB	37	46	11	14
VEZF1	400	444	203	143
VEZT	773	723	454	310
VGLL4	271	363	152	90
VHL	598	734	349	218
VILL	1	1	1	0
VIM	19111	26946	7960	5016
VIPAS39	212	238	93	49
VIPR1	47	56	22	13
VIRMA	1562	1716	868	530
VKORC1L1	102	172	70	36
VLDLR	167	182	65	39
VMA21	712	845	356	202
VMP1	1299	1508	599	380
VPS11	320	358	158	111
VPS13A	1100	1126	633	399
VPS13B	403	467	244	141
VPS13C	1314	1362	776	458
VPS13D	798	830	441	240
VPS16	657	750	429	233
VPS18	549	803	404	234
VPS25	719	947	469	311
VPS26A	1708	2262	898	623
VPS26B	327	399	117	88
VPS26C	377	404	152	123
VPS28	421	587	228	134
VPS29	1708	2018	973	599
VPS33A	190	250	103	57
VPS35	2607	3094	1297	811
VPS35L	542	593	253	226
VPS36	420	509	228	143
VPS37A	357	362	132	129
VPS37B	347	374	172	128
VPS37C	107	150	63	46
VPS39	614	708	293	208
VPS41	527	592	260	170
VPS45	1189	1282	680	457
VPS4A	37	68	33	16
VPS4B	660	908	408	264
VPS50	857	864	376	250
VPS51	555	809	333	191
VPS52	1015	1185	615	404
VPS53	1365	1567	724	491
VPS54	135	157	62	36
VPS72	951	1266	533	395
VPS8	279	275	121	95
VPS9D1	226	288	187	82
VRK1	2208	2641	1328	963
VRK2	357	364	147	103
VRK3	262	306	124	81
VSIG10	61	55	23	9
VTA1	1574	1542	877	571
VTI1A	201	254	117	85
VTI1B	139	196	45	48
VWA8	569	649	325	196
VWDE	39	46	16	14
WAC	1363	1430	507	375
WAPL	1818	2250	1036	694
WARS	3106	3314	1276	912
WARS2	396	476	232	157
WASF1	698	722	253	179
WASF2	537	688	272	185
WASF3	185	216	100	47
WASHC2A	128	208	94	58
WASHC2C	127	142	66	45
WASHC3	203	194	108	52
WASHC4	1203	1273	652	426
WASHC5	812	801	318	205
WASL	851	972	377	275
WBP1	17	26	16	8
WBP11	1091	1296	698	446
WBP1L	109	148	57	31
WBP2	1024	1352	599	394
WBP4	411	442	201	153
WDCP	468	470	263	192
WDFY1	359	466	144	118
WDFY2	144	177	91	57
WDFY3	699	698	440	271
WDHD1	777	912	368	285
WDPCP	54	73	36	28
WDR1	3249	3988	1449	925
WDR11	1672	1937	874	525
WDR12	988	1134	568	379
WDR13	325	333	186	108
WDR17	119	136	61	32
WDR18	1730	2362	911	561
WDR19	376	435	247	143
WDR20	218	238	127	74
WDR24	164	226	86	40
WDR25	122	135	65	68
WDR26	1357	1613	657	451
WDR27	25	28	17	15
WDR3	2968	3528	1519	1064
WDR33	1159	1493	725	476
WDR34	758	1077	527	288
WDR35	914	1160	496	377
WDR36	2471	2713	1430	1051
WDR37	260	284	108	86
WDR4	388	410	216	135
WDR41	1009	1106	453	272
WDR43	2616	3142	1496	1066
WDR44	836	927	523	342
WDR45	312	412	201	103
WDR45B	408	463	165	109
WDR46	1428	1944	825	571
WDR47	381	445	156	109
WDR48	948	1097	537	343
WDR5	1058	1370	541	314
WDR53	92	139	63	31
WDR54	342	389	200	125
WDR55	285	363	176	109
WDR59	345	444	185	124
WDR5B	55	71	29	25
WDR6	1805	2498	1269	794
WDR60	267	421	190	106
WDR61	936	1125	375	263
WDR62	897	1199	482	335
WDR63	157	188	84	65
WDR66	4	10	3	2
WDR7	417	479	202	151
WDR70	845	919	448	302
WDR73	252	318	194	108
WDR74	530	743	354	229
WDR75	1869	2044	974	678
WDR76	861	938	382	285
WDR77	2417	3394	1260	873
WDR78	69	56	23	18
WDR81	411	504	261	147
WDR82	897	975	425	271
WDR83	163	217	107	52
WDR83OS	909	1230	599	335
WDR89	175	205	97	68
