	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b
PLAAT3	314	258	209	217
PLAC1	246	216	181	203
PLAG1	57	82	38	49
PLAGL1	6	9	3	3
PLAGL2	142	161	98	100
PLAT	403	484	401	376
PLAUR	128	165	103	83
PLBD2	629	772	591	568
PLCB1	193	193	157	155
PLCB3	288	344	279	236
PLCB4	177	200	156	129
PLCD1	20	28	21	22
PLCD3	130	163	122	115
PLCD4	3	1	5	2
PLCE1	180	170	147	155
PLCG1	1623	1860	1378	1392
PLCG2	163	180	156	143
PLCH1	215	209	153	239
PLCL1	36	35	30	43
PLCL2	351	400	262	298
PLCXD1	250	302	204	207
PLCXD2	13	20	13	14
PLD1	223	287	204	216
PLD2	130	155	110	84
PLD3	2596	3004	2221	2236
PLD6	169	202	158	146
PLEC	298	456	421	331
PLEKHA1	304	311	225	211
PLEKHA2	147	168	133	130
PLEKHA3	80	125	89	84
PLEKHA5	449	542	375	379
PLEKHA7	230	316	206	196
PLEKHA8	54	59	58	48
PLEKHB2	756	974	611	634
PLEKHF2	126	140	106	112
PLEKHG1	233	241	183	177
PLEKHG2	531	606	477	482
PLEKHG3	276	335	243	216
PLEKHG4	145	179	125	110
PLEKHG5	57	77	67	47
PLEKHH1	110	171	128	119
PLEKHH2	135	145	98	95
PLEKHH3	95	139	67	80
PLEKHJ1	376	439	369	309
PLEKHM1	68	66	53	49
PLEKHM2	431	555	446	359
PLEKHM3	168	183	155	146
PLEKHO1	126	155	103	111
PLGRKT	208	247	165	182
PLIN2	1	2	0	3
PLIN3	567	648	419	414
PLK1	3067	3895	2754	2732
PLK2	172	184	169	212
PLK4	248	205	181	185
PLOD1	1286	1545	1106	1081
PLOD2	925	947	821	807
PLOD3	591	765	542	459
PLPBP	539	677	419	458
PLPP1	164	168	154	141
PLPP3	84	110	61	65
PLPP5	82	117	90	83
PLPP6	157	169	100	94
PLPPR2	53	84	53	68
PLRG1	1994	2271	1522	1695
PLS1	1002	989	782	891
PLS3	9245	9650	7502	7940
PLSCR1	579	665	402	423
PLTP	13	10	8	5
PLXDC2	57	84	76	80
PLXNA1	521	614	619	522
PLXNA2	83	92	98	84
PLXNA3	276	344	337	243
PLXNB1	82	110	125	89
PLXNB2	1174	1613	1474	1252
PLXNC1	13	17	15	20
PLXND1	174	232	206	232
PM20D2	1489	1695	1122	1253
PMAIP1	1526	1455	1201	1467
PMCH	1	0	0	0
PMF1	106	113	60	66
PMFBP1	5	1	6	1
PML	524	726	431	432
PMM1	268	380	264	218
PMM2	156	181	158	139
PMP22	139	226	133	151
PMPCA	2541	3236	2217	2237
PMPCB	4076	4313	3477	3438
PMS1	581	557	419	487
PMS2	221	210	180	171
PMVK	416	498	346	333
PNISR	1197	1359	1017	1220
PNKD	537	708	509	414
PNKP	182	203	124	141
PNMA1	767	1073	556	544
PNMA2	664	810	510	499
PNMA8A	3	3	2	1
PNN	1955	2528	1571	1816
PNO1	549	652	487	506
PNP	2054	2268	1506	1580
PNPLA2	1202	1483	964	897
PNPLA3	100	107	95	89
PNPLA4	0	1	0	0
PNPLA6	256	360	248	241
PNPLA8	374	431	322	368
PNPO	704	835	551	568
PNPT1	1125	1392	982	989
PNRC1	499	722	456	556
PNRC2	29	37	33	34
POC1A	315	393	242	224
POC1B	299	294	226	212
POC5	339	401	261	302
PODXL	524	646	452	493
PODXL2	939	1205	857	925
POFUT1	484	578	454	443
POFUT2	193	296	159	165
POGK	441	566	405	364
POGLUT1	139	176	146	142
POGLUT2	247	337	215	247
POGLUT3	655	887	678	710
POGZ	1439	1549	1130	1149
POLA1	1900	2427	1861	1850
POLA2	64	70	48	41
POLB	413	495	259	343
POLD1	942	1258	737	703
POLD2	1700	2265	1243	1397
POLD3	509	538	417	428
POLDIP2	1327	1551	1094	1074
POLDIP3	1323	1679	966	1083
POLE	2621	3364	2582	2357
POLE2	594	585	436	418
POLE3	494	653	479	376
POLE4	255	410	244	212
POLG	472	618	382	361
POLG2	126	173	94	109
POLH	323	427	308	319
POLI	165	114	115	99
POLK	473	455	266	312
POLL	233	268	182	189
POLM	142	187	114	130
POLN	11	8	8	9
POLQ	551	671	501	467
POLR1A	1336	1843	1265	1220
POLR1B	1146	1427	903	910
POLR1C	1190	1489	967	909
POLR1D	811	878	589	628
POLR1E	661	805	525	573
POLR2A	4852	6799	4499	4467
POLR2B	4868	5358	4045	4196
POLR2C	1301	1586	1078	1041
POLR2D	578	584	449	520
POLR2E	2146	2398	1621	1578
POLR2F	855	1244	669	714
POLR2G	1509	1697	1164	1135
POLR2H	1021	1391	896	942
POLR2I	1363	1452	1048	1086
POLR2J	70	91	40	51
POLR2K	604	626	486	489
POLR2L	1534	2198	1080	1055
POLR3A	1598	2023	1296	1354
POLR3B	929	1194	809	821
POLR3C	999	1260	766	875
POLR3D	469	603	403	360
POLR3E	477	563	367	347
POLR3F	633	779	428	517
POLR3G	151	114	94	97
POLR3GL	85	98	94	61
POLR3H	495	626	403	394
POLR3K	876	1248	625	727
POLRMT	307	393	255	217
POM121	169	254	160	188
POM121C	98	143	102	86
POMGNT1	335	381	302	280
POMGNT2	144	228	141	164
POMK	635	712	624	599
POMP	4467	4713	3537	3483
POMT1	608	822	577	488
POMT2	95	201	127	114
PON2	556	616	558	508
POP1	589	818	549	536
POP4	2332	2721	1751	1980
POP5	524	656	403	412
POP7	781	985	589	596
POPDC3	27	42	19	33
POR	716	939	676	658
PORCN	39	61	44	34
POT1	429	365	294	292
POU2F1	510	581	327	320
POU3F2	277	389	153	194
POU3F3	53	67	70	60
POU4F1	37	68	52	34
PP2D1	1	0	0	1
PPA1	4651	5111	4024	4324
PPA2	1093	1284	904	826
PPAN	75	95	49	62
PPARA	34	21	18	13
PPARD	58	82	72	55
PPARG	237	256	146	150
PPARGC1B	192	277	221	151
PPAT	1064	1240	854	926
PPCDC	212	264	159	177
PPCS	368	426	265	300
PPDPF	747	937	482	594
PPFIA1	777	878	595	580
PPFIA2	39	39	26	32
PPFIA3	83	96	58	73
PPFIA4	5	4	9	4
PPFIBP1	505	588	441	486
PPFIBP2	17	21	13	9
PPHLN1	1892	1950	1374	1575
PPIA	1351	2051	1231	1288
PPIB	4093	5780	3589	3631
PPIC	765	1062	666	657
PPID	1174	1273	793	826
PPIE	1415	1580	1118	1083
PPIF	2938	3949	2344	2350
PPIG	1080	1355	919	1110
PPIH	811	1054	749	740
PPIL1	1073	1234	744	1015
PPIL2	751	896	611	562
PPIL3	258	305	208	220
PPIL4	1416	1759	1073	1202
PPIP5K1	49	40	38	35
PPIP5K2	775	863	717	684
PPM1A	392	445	270	318
PPM1B	67	83	78	48
PPM1D	619	841	591	610
PPM1E	535	631	435	467
PPM1F	707	839	527	481
PPM1G	3070	3727	2574	2323
PPM1H	142	179	151	116
PPM1K	183	288	171	171
PPM1L	261	290	207	223
PPM1M	33	42	33	26
PPME1	991	1285	776	769
PPOX	204	240	148	141
PPP1CA	2366	3099	1993	1960
PPP1CB	2158	2716	1823	1958
PPP1CC	4338	5060	3554	3721
PPP1R10	1237	1858	972	1101
PPP1R11	180	235	140	152
PPP1R12A	2124	2268	1635	1803
PPP1R12B	53	41	48	43
PPP1R12C	123	125	102	95
PPP1R13B	343	420	330	373
PPP1R14B	75	122	83	98
PPP1R14C	230	334	223	206
PPP1R15A	74	86	53	74
PPP1R15B	660	806	577	595
PPP1R16A	57	55	34	26
PPP1R18	64	131	65	66
PPP1R2	254	342	172	234
PPP1R21	174	176	140	149
PPP1R26	123	193	117	89
PPP1R35	317	546	245	288
PPP1R37	99	140	80	89
PPP1R3B	87	106	83	74
PPP1R3F	51	70	45	37
PPP1R7	1640	1852	1248	1277
PPP1R8	932	1006	656	749
PPP1R9A	192	222	166	164
PPP1R9B	338	476	330	272
PPP2CA	5905	6318	4474	4778
PPP2CB	789	827	654	622
PPP2R1A	5731	7345	4676	4619
PPP2R1B	1220	1396	1046	1007
PPP2R2A	2561	2922	2055	2298
PPP2R2D	254	275	207	213
PPP2R3A	206	198	179	177
PPP2R3B	193	249	179	168
PPP2R3C	271	290	193	209
PPP2R5A	227	236	205	175
PPP2R5B	37	40	29	36
PPP2R5C	1094	1090	799	875
PPP2R5D	1319	1648	1037	1024
PPP2R5E	546	568	429	469
PPP3CA	807	909	639	669
PPP3CB	873	1119	823	729
PPP3CC	206	210	188	140
PPP3R1	247	361	237	228
PPP4C	2248	2524	1839	1728
PPP4R1	786	966	655	627
PPP4R2	447	503	381	406
PPP4R3A	1532	1749	1329	1288
PPP4R3B	456	519	362	318
PPP4R4	114	100	99	92
PPP5C	2164	2554	1717	1728
PPP6C	1585	1679	1283	1293
PPP6R1	1042	1392	892	849
PPP6R2	272	345	257	232
PPP6R3	1668	1986	1478	1482
PPRC1	1079	1428	1021	956
PPT1	1746	2256	1598	1551
PPT2	84	84	50	57
PPTC7	343	310	240	246
PPWD1	681	794	495	626
PQBP1	1153	1604	893	902
PRADC1	39	37	40	33
PRAG1	93	95	51	76
PRAME	392	503	356	343
PRC1	2637	3120	2302	2378
PRCC	1087	1566	964	994
PRCP	1053	1204	1001	953
PRDM10	198	204	143	127
PRDM11	35	65	59	66
PRDM15	165	206	115	122
PRDM16	142	160	115	130
PRDM2	496	656	469	465
PRDM4	362	395	309	304
PRDM5	54	60	40	38
PRDM6	147	198	108	122
PRDX1	13695	19853	11084	12518
PRDX2	5650	7415	4096	4752
PRDX3	6667	6888	5198	5309
PRDX4	3696	4199	3458	3357
PRDX5	1018	1233	1024	846
PRDX6	3381	4596	2926	2997
PREB	519	681	421	358
PRELID1	537	664	507	491
PRELID2	95	92	81	81
PRELID3B	1515	1778	1187	1212
PREP	1743	1936	1334	1364
PREPL	1468	1585	1160	1168
PREX1	121	122	122	123
PREX2	127	102	86	93
PRG4	0	0	0	0
PRICKLE1	305	359	253	237
PRICKLE3	135	165	107	105
PRIM1	1101	1037	868	886
PRIM2	730	687	521	559
PRIMPOL	229	222	180	169
PRKAA1	1088	1342	885	953
PRKAA2	656	796	506	501
PRKAB1	497	570	418	417
PRKAB2	120	135	98	115
PRKACA	1478	1819	1081	1015
PRKACB	267	301	231	231
PRKAG1	1129	1498	948	1070
PRKAG2	113	158	124	117
PRKAR1A	3514	4387	2880	2928
PRKAR1B	481	626	369	373
PRKAR2A	712	828	619	615
PRKAR2B	767	779	608	601
PRKCA	620	649	537	515
PRKCD	521	579	402	420
PRKCE	56	80	67	67
PRKCH	208	242	168	166
PRKCI	513	588	429	419
PRKCQ	176	185	152	161
PRKCSH	6817	9265	5973	6098
PRKCZ	262	314	207	233
PRKD1	282	337	305	273
PRKD2	333	398	279	276
PRKD3	511	571	373	423
PRKDC	23973	26905	22535	21678
PRKG1	333	397	311	308
PRKRA	535	551	397	441
PRKRIP1	270	342	196	214
PRKX	0	1	0	0
PRMT1	3681	4857	3070	3082
PRMT2	255	343	215	205
PRMT3	764	784	542	661
PRMT5	2912	3760	2336	2463
PRMT6	288	421	238	221
PRMT7	567	751	446	482
PRMT9	366	396	291	325
PRNP	682	954	593	699
PROCR	415	460	311	336
PROS1	190	164	141	157
PROSER1	802	880	654	644
PROSER2	215	309	188	190
PROSER3	486	676	393	413
PRPF18	327	337	268	282
PRPF19	4166	4991	3342	3390
PRPF3	822	1160	649	667
PRPF31	1037	1361	924	957
PRPF38A	1033	1317	814	855
PRPF38B	1041	1341	776	875
PRPF39	458	508	376	399
PRPF4	938	1108	774	753
PRPF40A	4024	4407	3309	3565
PRPF40B	80	64	63	81
PRPF4B	1728	1990	1363	1587
PRPF6	2452	3280	2100	2105
PRPF8	20696	25643	17947	18204
PRPS1	2255	2530	1657	1720
PRPS2	1008	1121	752	749
PRPSAP1	400	497	360	407
PRPSAP2	719	899	607	635
PRR11	693	806	632	705
PRR12	399	515	365	308
PRR13	157	182	97	124
PRR14	163	215	122	113
PRR14L	1603	1846	1245	1328
PRR22	7	8	15	7
PRR3	367	447	245	322
PRR5	38	56	18	22
PRRC1	1422	1527	1117	1097
PRRC2A	4355	5844	3857	3929
PRRC2B	2580	3427	2678	2424
PRRC2C	8206	9271	7309	7758
PRRG1	30	43	29	26
PRSS12	106	160	122	122
PRSS23	313	450	351	340
PRSS53	2	1	1	2
PRTFDC1	4	3	0	2
PRTG	101	133	119	89
PRUNE1	323	358	271	267
PRUNE2	143	124	98	101
PRX	18	18	19	8
PRXL2A	270	309	230	230
PRXL2C	225	217	153	152
PSAP	8276	9936	7794	7305
PSAT1	1643	1642	1194	1246
PSD3	222	194	194	195
PSEN1	401	537	385	327
PSEN2	232	322	257	210
PSENEN	727	957	518	569
PSIP1	2348	2702	1975	2122
PSKH1	35	38	41	25
PSMA1	1844	2635	1782	1720
PSMA3	4585	5350	3485	3859
PSMA4	5917	6633	4468	4759
PSMA5	3455	4263	2718	2976
PSMA6	1834	2057	1423	1649
PSMA7	4329	5374	3610	3607
PSMB1	7874	9086	6490	6394
PSMB10	96	116	53	82
PSMB2	5920	6606	4610	4853
PSMB3	2707	3470	2306	2155
PSMB4	6341	8148	5479	5198
PSMB5	3345	4149	2601	2751
PSMB6	3966	4764	3100	3046
PSMB7	4102	4545	3198	3160
PSMC1	2	5	3	5
PSMC2	4035	4695	3181	3303
PSMC3	2501	3621	2138	2185
PSMC3IP	102	158	95	90
PSMC4	5950	7627	4880	4932
PSMC5	3809	4853	3190	3203
PSMC6	907	1036	719	735
PSMD1	6530	8289	5472	5968
PSMD10	966	1257	769	823
PSMD11	3379	4173	2722	2747
PSMD12	4142	4911	3486	3658
PSMD13	2229	2686	1731	1842
PSMD14	2912	3399	2445	2742
PSMD2	3514	4263	2940	2787
PSMD3	2850	3770	2424	2332
PSMD4	2166	2933	1787	1828
PSMD6	3413	3766	2509	2789
PSMD7	1764	2157	1735	1652
PSMD8	7952	9850	6477	6616
PSMD9	447	603	356	333
PSME1	907	1221	790	766
PSME2	279	396	281	277
PSME3	1963	2415	1683	1840
PSME4	1714	1819	1411	1443
PSMF1	2401	2934	1874	1952
PSMG1	1971	1999	1426	1601
PSMG2	1051	1101	842	888
PSMG3	150	216	174	122
PSMG4	356	357	227	252
PSPC1	995	1232	731	801
PSPH	219	233	175	178
PSRC1	323	440	232	276
PSTK	142	162	130	127
PSTPIP2	346	429	313	345
PTAR1	247	334	185	175
PTBP1	7969	9998	6229	6670
PTBP2	887	805	611	693
PTBP3	1070	1040	789	810
PTCD2	164	171	140	143
PTCD3	1482	1637	1167	1138
PTCH1	178	201	172	155
PTDSS1	1133	1510	984	973
PTDSS2	440	562	419	375
PTEN	91	94	60	90
PTER	540	510	457	445
PTGES2	405	549	345	295
PTGES3	1820	2406	1272	1438
PTGFR	10	7	1	4
PTGFRN	970	1324	1056	997
PTK2	756	812	629	630
PTK7	938	1161	1015	867
PTMA	1035	1711	675	759
PTMS	500	1033	433	448
PTOV1	1849	2299	1388	1375
PTP4A1	202	243	185	177
PTP4A2	187	221	164	172
PTPA	1472	1612	1133	1119
PTPDC1	73	63	73	60
PTPMT1	357	408	261	284
PTPN1	1147	1433	998	1091
PTPN11	648	830	603	586
PTPN12	362	395	262	307
PTPN13	1493	1741	1343	1285
PTPN14	676	735	541	528
PTPN18	77	83	63	52
PTPN2	210	224	151	141
PTPN21	43	56	27	35
PTPN23	513	753	453	451
PTPN3	304	297	200	206
PTPN4	73	66	70	65
PTPN9	467	603	420	402
PTPRA	415	476	376	395
PTPRD	241	256	248	179
PTPRF	1462	1659	1343	1318
PTPRG	958	1149	966	915
PTPRJ	156	190	178	145
PTPRK	821	937	830	807
PTPRM	128	139	126	152
PTPRS	659	826	693	645
PTPRU	290	284	320	299
PTRH1	76	83	31	53
PTRH2	551	715	509	527
PTRHD1	372	510	316	334
PTS	587	649	507	466
PTTG1	2433	2539	1755	1874
PTTG1IP	653	939	525	569
PUDP	13	12	3	9
PUF60	2752	3426	2162	2381
PUM1	2488	2947	2177	2060
PUM2	928	1037	693	725
PUM3	1176	1331	939	1031
PURA	432	565	342	326
PURB	368	577	352	317
PUS1	592	872	543	486
PUS10	62	57	30	58
PUS3	211	274	165	196
PUS7	1435	1460	1137	1154
PUS7L	685	811	586	618
PUSL1	550	742	421	490
PVR	406	521	417	391
PWP1	2474	2698	2028	2130
PWP2	156	197	105	111
PWWP2A	307	383	288	255
PWWP2B	33	47	34	26
PWWP3A	216	209	172	182
PWWP3B	4	1	1	2
PXDN	622	653	587	588
PXK	297	357	246	226
PXMP2	267	361	282	227
PXN	496	564	369	396
PXYLP1	71	87	50	69
PYCR1	304	382	289	250
PYCR2	738	925	646	600
PYCR3	282	310	224	211
PYGB	785	1046	659	674
PYGL	3090	3422	2560	2534
PYGO1	177	174	131	132
PYGO2	254	326	209	204
PYM1	255	374	209	226
PYROXD1	203	164	154	194
PYURF	418	490	289	362
QARS	2368	3040	2039	2121
QDPR	335	417	253	268
QKI	1532	1998	1419	1439
QPCT	783	851	615	643
QPCTL	187	206	166	140
QPRT	637	672	451	429
QRFPR	84	96	73	68
QRICH1	1757	2002	1309	1452
QRICH2	6	13	11	18
QRSL1	536	569	390	380
QSER1	1097	1294	823	938
QSOX1	706	844	555	518
QSOX2	670	830	666	643
QTRT1	506	773	504	487
QTRT2	542	691	444	454
R3HCC1	300	437	278	257
R3HCC1L	337	415	265	268
R3HDM1	259	246	203	229
R3HDM2	193	207	184	184
R3HDM4	133	195	110	125
RAB10	946	1346	785	897
RAB11A	2427	3061	2168	2047
RAB11B	1007	1162	822	790
RAB11FIP1	878	1038	788	723
RAB11FIP2	249	270	193	210
RAB11FIP3	105	148	104	94
RAB11FIP4	99	115	88	77
RAB11FIP5	234	315	187	201
RAB12	415	494	356	362
RAB14	984	1202	850	820
RAB15	28	35	19	13
RAB18	1148	1480	1057	1008
RAB1A	1344	1502	1066	1123
RAB1B	945	1111	803	720
RAB21	1316	1473	1097	1102
RAB22A	177	220	191	218
RAB23	269	330	243	219
RAB24	303	383	253	253
RAB26	27	14	21	14
RAB27A	100	148	110	107
RAB28	121	135	104	80
RAB29	194	187	113	120
RAB2A	1323	1345	910	1011
RAB2B	175	192	130	150
RAB31	246	315	273	232
RAB32	164	155	132	137
RAB33B	122	134	99	118
RAB34	728	791	583	618
RAB35	757	849	580	541
RAB36	209	239	194	214
RAB39A	129	145	96	79
RAB39B	59	62	42	57
RAB3D	192	193	171	151
RAB3GAP1	1152	1363	973	1030
RAB3GAP2	1086	1275	919	881
RAB3IP	345	362	253	274
RAB40B	34	54	36	32
RAB40C	95	111	61	75
RAB4A	424	506	381	361
RAB5A	528	616	418	520
RAB5B	943	1059	654	759
RAB5C	1011	1210	736	778
RAB5IF	195	339	123	188
RAB6A	671	643	492	524
RAB7A	3021	3578	2464	2396
RAB8A	1207	1382	953	892
RAB8B	218	268	204	151
RAB9A	467	468	424	429
RAB9B	41	49	22	31
RABAC1	1065	1548	826	889
RABEP1	1104	1129	805	913
RABEP2	98	174	82	69
RABEPK	453	582	374	374
RABGAP1	881	1046	830	809
RABGAP1L	324	358	333	273
RABGEF1	233	284	170	178
RABGGTA	361	523	361	321
RABGGTB	1305	1565	1205	1207
RABIF	209	230	150	174
RABL3	286	312	203	203
RABL6	1064	1211	876	868
RAC1	388	585	290	322
RAC3	888	1145	602	602
RACGAP1	2558	3356	2256	2327
RACK1	34232	43826	28206	29539
RAD1	442	449	346	422
RAD17	176	179	119	124
RAD18	1150	1215	883	983
RAD21	2631	3240	2480	2407
RAD23A	2182	2796	1685	1678
RAD23B	2935	3233	2178	2264
RAD50	243	269	232	231
RAD51	489	559	391	441
RAD51AP1	1083	1154	759	835
RAD51B	99	85	81	84
RAD51C	1507	1655	1238	1322
RAD51D	55	88	46	42
RAD52	84	77	56	69
RAD54B	216	242	134	178
RAD54L	415	512	310	325
RAD54L2	391	498	315	307
RAD9A	85	106	62	76
RADIL	87	103	76	70
RADX	1455	1746	1128	1220
RAE1	2909	3558	2258	2477
RAF1	791	972	705	657
RAI1	440	517	411	336
RAI14	1894	2065	1525	1562
RALA	375	540	318	333
RALB	266	369	194	192
RALBP1	277	315	219	225
RALGAPA1	146	158	127	164
RALGAPA2	307	365	308	324
RALGAPB	1034	1144	863	878
RALGPS1	38	46	25	31
RALGPS2	285	325	195	223
RALY	1119	1315	870	900
RAMP1	282	289	175	190
RAN	5678	8048	5141	4656
RANBP1	2561	3074	1986	2120
RANBP10	221	271	162	184
RANBP17	241	310	235	250
RANBP2	2818	3539	2611	2656
RANBP3	1439	1796	1099	1205
RANBP6	636	700	503	505
RANBP9	1461	1545	1049	1223
RANGAP1	4200	5899	3831	3605
RANGRF	213	265	168	197
RAP1A	901	887	669	744
RAP1B	237	221	167	204
RAP1GAP	124	154	114	91
RAP1GAP2	285	377	212	204
RAP1GDS1	641	698	540	523
RAP2A	69	83	47	46
RAP2B	140	188	134	132
RAP2C	447	455	333	350
RAPGEF1	409	460	341	301
RAPGEF2	495	533	438	459
RAPGEF4	197	207	149	162
RAPGEF5	186	215	168	160
RAPGEF6	14	13	8	14
RAPH1	395	420	305	359
RARA	124	150	83	81
RARB	128	142	99	98
RARG	54	64	44	48
RARS	4918	5644	4020	4352
RARS2	519	551	438	435
RASA1	599	623	503	487
RASA2	164	138	110	137
RASA3	106	111	74	63
RASAL2	274	292	198	228
RASEF	430	492	369	382
RASGEF1A	14	14	15	21
RASGEF1B	158	176	189	184
RASGRF2	150	166	138	118
RASGRP1	68	70	59	49
RASL11A	278	395	278	264
RASSF1	158	208	120	120
RASSF2	112	104	67	77
RASSF3	343	391	272	340
RASSF5	106	115	70	81
RASSF7	92	148	72	53
RASSF8	204	270	184	176
RAVER1	1785	2353	1452	1390
RAVER2	607	649	485	544
RB1	2887	3134	2418	2621
RB1CC1	740	741	568	577
RBAK	217	263	175	186
RBBP4	2569	3095	2159	2253
RBBP5	691	768	493	545
RBBP6	1097	1272	1036	1161
RBBP7	10209	11486	8428	8649
RBBP8	542	602	408	426
RBBP9	494	537	379	411
RBCK1	140	194	146	112
RBFA	227	261	180	197
RBFOX2	786	998	628	622
RBIS	919	1030	672	845
RBKS	15	11	12	7
RBL1	952	975	842	887
RBL2	552	548	409	445
RBM10	1529	1931	1111	1212
RBM11	87	100	64	76
RBM12	2390	3104	2338	2410
RBM12B	585	760	407	491
RBM14	1630	2439	1324	1428
RBM14-RBM4	33	69	46	32
RBM15	841	1066	829	818
RBM15B	294	351	254	228
RBM17	907	1144	810	745
RBM18	229	269	174	157
RBM19	705	936	577	579
RBM20	289	346	284	253
RBM22	1083	1509	958	1011
RBM23	1051	1351	913	858
RBM25	2125	2859	1962	2030
RBM26	1072	1334	942	1023
RBM27	139	167	135	119
RBM28	1578	2185	1342	1360
RBM3	4717	5990	3905	4185
RBM33	580	676	552	537
RBM34	966	1065	804	866
RBM38	297	451	259	251
RBM39	2422	3210	1952	2110
RBM4	360	440	267	358
RBM41	354	391	265	244
RBM42	5214	6934	4375	4376
RBM45	361	393	246	253
RBM48	169	177	146	154
RBM4B	161	206	105	130
RBM5	946	1181	921	866
RBM6	477	485	419	441
RBM7	113	102	80	69
RBM8A	606	814	598	534
RBMS1	290	375	198	234
RBMX	722	1035	611	687
RBMX2	228	293	176	191
RBMXL1	149	216	134	137
RBP1	35	42	23	22
RBPJ	824	912	602	661
RBSN	207	256	198	202
RBX1	1945	2534	1576	1698
RC3H1	290	262	210	249
RC3H2	348	413	280	295
RCAN1	133	181	112	95
RCAN3	282	337	222	204
RCBTB1	265	269	198	186
RCBTB2	98	115	72	88
RCC1	1593	2404	1428	1379
RCC1L	644	818	497	494
RCC2	2894	4144	2201	2385
RCCD1	121	184	121	120
RCE1	158	250	146	136
RCHY1	477	468	338	356
RCL1	587	670	548	518
RCN1	45	75	46	37
RCN2	1658	1826	1607	1508
RCOR1	592	710	470	531
RCOR3	168	253	154	211
RDH10	224	326	205	157
RDH11	552	775	475	558
RDH13	174	193	112	135
RDH14	158	181	121	130
RDH5	3	3	1	2
RDM1	141	89	95	83
RDX	1759	1951	1532	1506
REC8	1	0	2	0
RECK	71	83	76	55
RECQL	2067	2438	1625	1855
RECQL4	457	477	374	324
RECQL5	288	375	242	241
REEP1	117	90	64	75
REEP2	758	815	642	578
REEP3	500	577	396	376
REEP4	472	691	484	441
REEP5	2476	2997	2029	2025
REL	163	195	143	142
RELA	715	905	566	556
RELCH	581	672	521	466
RELL1	201	263	206	220
RELL2	7	5	7	2
RELT	89	163	91	77
REPIN1	465	612	331	384
REPS1	1380	1428	1055	1069
RER1	1338	1546	1162	1091
RERE	1195	1563	920	1012
RESF1	296	323	260	284
REST	978	1217	797	850
RETREG1	175	187	161	156
RETREG2	225	332	173	173
RETREG3	412	464	335	297
RETSAT	316	360	293	292
REV1	235	276	159	172
REV3L	401	465	364	361
REX1BD	289	379	219	246
REXO1	165	243	158	121
REXO2	902	1081	732	785
REXO4	527	776	420	409
REXO5	298	323	241	279
RFC1	1466	1510	1196	1184
RFC2	1572	1702	1180	1204
RFC3	4091	5050	3611	3882
RFC4	1207	1437	923	1035
RFC5	1978	2202	1567	1870
RFESD	51	48	41	39
RFK	248	300	241	256
RFLNB	197	232	110	143
RFNG	178	222	152	163
RFT1	400	522	365	375
RFTN1	306	368	232	258
RFWD3	1344	1654	1142	1166
RFX1	393	511	247	251
RFX2	24	35	32	25
RFX3	86	92	64	63
RFX5	344	422	292	302
RFX7	311	348	252	256
RFXANK	255	292	233	208
RFXAP	440	437	322	316
RGL1	56	50	33	37
RGL2	91	116	72	76
RGL4	2	0	5	2
RGMA	39	37	30	35
RGMB	78	114	80	86
RGP1	245	301	153	159
RGPD8	5	9	5	4
RGS10	548	583	393	448
RGS12	142	109	113	82
RGS14	38	57	24	43
RGS16	190	214	156	156
RGS17	5	6	0	3
RGS19	136	210	100	116
RGS2	99	93	90	89
RHBDD1	130	172	132	121
RHBDD2	444	598	378	410
RHBDD3	151	202	138	144
RHBDF1	86	75	75	46
RHBDF2	131	174	103	119
RHBDL1	0	3	0	3
RHEB	383	378	332	293
RHNO1	230	258	128	178
RHOA	3786	5281	3146	3270
RHOB	269	304	213	220
RHOBTB1	147	179	105	127
RHOBTB2	60	86	51	46
RHOBTB3	1296	1304	1045	1084
RHOC	408	533	351	328
RHOF	13	23	14	17
RHOG	323	370	259	219
RHOQ	18	20	16	13
RHOT1	432	465	337	360
RHOT2	668	948	661	578
RHOU	111	147	83	86
RHPN1	51	75	50	49
RHPN2	754	937	717	621
RIBC2	34	41	17	28
RIC1	326	355	322	259
RIC8A	467	624	384	385
RIC8B	240	279	218	240
RICTOR	719	803	542	534
RIDA	326	351	235	264
RIF1	3447	3819	2754	3073
RILPL1	199	210	184	140
RILPL2	80	125	73	81
RIMKLA	71	102	59	61
RIMKLB	168	232	154	151
RIMS1	9	1	1	5
RIMS2	75	72	60	75
RIMS3	19	19	14	21
RIMS4	170	223	168	150
RIN2	5	4	2	1
RIN3	73	90	68	49
RING1	435	644	435	414
RINT1	1607	1720	1151	1225
RIOK1	1305	1431	1007	1022
RIOK2	1026	1171	850	890
RIOK3	483	630	475	498
RIOX2	576	649	425	465
RIPK1	236	297	209	195
RIPK2	248	251	196	183
RIPK4	216	273	174	185
RIPOR1	562	592	461	419
RIT1	150	207	136	147
RITA1	116	109	72	88
RLF	727	884	557	633
RLIM	1521	1738	1185	1291
RMC1	528	586	387	405
RMDN1	663	697	527	526
RMDN2	31	36	27	34
RMDN3	443	618	423	453
RMI1	257	273	208	233
RMND1	429	394	288	272
RMND5A	836	926	689	665
RMND5B	319	425	312	300
RNASEH2A	2400	3047	1875	2120
RNASEH2B	889	1061	836	803
RNASEH2C	437	708	383	363
RNASEK	1946	2284	1642	1601
RNASEL	118	123	77	79
RNASET2	180	226	112	151
RND2	355	403	284	320
RND3	346	400	299	308
