	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
ARHGAP39	173	203	74	121	198	165	200	396
ARHGAP42	76	76	35	76	165	118	213	323
ARHGAP44	92	80	35	68	171	155	209	324
ARHGAP45	41	45	20	40	73	50	110	140
ARHGAP5	527	565	207	388	4091	3654	5627	8414
ARHGDIA	3195	3782	1464	2588	1160	1083	977	1894
ARHGDIG	52	65	28	60	86	92	110	142
ARHGEF1	664	813	325	580	447	384	595	934
ARHGEF10	251	330	144	266	539	483	613	895
ARHGEF10L	56	85	30	37	91	63	112	196
ARHGEF11	324	375	184	309	1155	966	1335	2197
ARHGEF12	832	910	396	667	4432	3726	5908	8760
ARHGEF16	118	162	59	108	61	41	102	162
ARHGEF17	165	197	122	239	117	104	103	200
ARHGEF2	963	1205	421	692	500	471	564	814
ARHGEF25	23	42	13	20	239	201	246	448
ARHGEF26	369	479	166	308	733	659	762	1219
ARHGEF28	137	124	69	114	60	41	89	152
ARHGEF3	210	224	104	192	206	153	237	412
ARHGEF39	261	366	112	216	254	218	308	459
ARHGEF4	65	52	46	71	303	249	418	615
ARHGEF40	145	181	70	123	132	137	164	256
ARHGEF6	258	247	99	190	207	200	350	457
ARHGEF7	575	704	274	501	587	549	666	1035
ARHGEF9	31	22	20	19	311	252	419	572
ARID1A	1819	2520	944	1631	1418	1096	1069	2025
ARID1B	702	795	349	622	1589	1367	1678	2813
ARID2	1253	1486	596	1052	1828	1583	2367	3691
ARID3A	153	195	74	124	95	80	87	153
ARID3B	103	120	28	61	134	97	156	230
ARID4A	230	263	122	200	577	551	628	894
ARID4B	797	941	329	607	2614	2438	3414	4646
ARID5A	87	105	29	64	72	85	110	164
ARID5B	645	793	247	514	348	258	386	607
ARIH1	914	1192	422	795	1554	1479	1899	2718
ARIH2	644	644	274	520	2438	2227	3622	5094
ARL1	1280	1336	505	1013	643	593	1115	1493
ARL10	37	50	18	19	172	180	115	224
ARL13B	268	282	105	193	541	492	744	1020
ARL14EP	336	375	164	312	458	407	599	835
ARL15	220	181	77	163	187	157	226	361
ARL16	255	360	99	230	287	240	489	617
ARL2	391	417	162	256	163	146	315	432
ARL2BP	508	563	211	463	532	457	847	1172
ARL3	931	1058	404	782	225	199	410	498
ARL4A	32	28	13	28	109	80	146	176
ARL4C	110	155	46	90	85	83	113	191
ARL4D	102	110	30	64	67	50	78	113
ARL5A	23	40	10	34	549	486	727	1036
ARL5B	578	703	274	513	406	361	574	817
ARL6	160	210	64	164	234	236	332	538
ARL6IP1	379	542	182	328	432	382	709	1013
ARL6IP4	1027	1448	496	836	1814	1763	2363	3318
ARL6IP5	844	790	321	627	954	924	1402	1870
ARL6IP6	289	303	144	214	355	251	472	700
ARL8A	374	452	180	308	199	207	258	415
ARL8B	483	655	239	409	558	469	719	1108
ARMC1	568	618	259	476	609	615	1041	1367
ARMC10	79	102	36	58	311	261	368	567
ARMC2	60	66	20	38	64	57	89	149
ARMC4	243	238	122	189	239	221	249	394
ARMC5	161	255	78	182	219	244	347	489
ARMC6	972	1247	437	768	1199	986	1745	2665
ARMC7	181	252	91	151	46	35	55	87
ARMC8	419	461	172	351	981	954	1518	2206
ARMC9	480	593	198	379	542	506	673	986
ARMCX3	312	397	138	255	370	381	509	708
ARMCX4	21	40	12	31	138	99	71	158
ARMCX5	212	196	103	188	645	570	1016	1379
ARMCX6	17	44	7	19	61	75	72	98
ARMH3	730	762	335	620	563	507	652	999
ARMH4	146	152	76	107	132	92	145	252
ARMT1	1774	1879	747	1531	1310	1149	1910	2587
ARNT	577	707	257	508	712	665	945	1511
ARNT2	83	117	36	69	347	286	345	571
ARNTL	65	71	28	36	116	108	204	248
ARNTL2	97	104	48	79	847	721	1165	1677
ARPC1A	172	209	66	158	188	164	379	555
ARPC1B	104	126	55	67	62	56	107	139
ARPC2	4339	4983	1784	3420	2151	1846	3455	4910
ARPC3	2363	2638	922	2006	1354	1320	2061	2804
ARPC4-TTLL3	105	131	56	94	79	73	116	139
ARPC5	767	1017	392	639	706	780	1106	1495
ARPC5L	536	676	236	411	233	254	382	483
ARPP19	644	720	288	516	532	497	695	1001
ARRB1	143	139	60	114	137	116	173	264
ARRB2	830	991	409	656	430	368	678	856
ARRDC1	380	452	168	291	275	213	485	618
ARRDC2	84	80	36	49	43	35	47	81
ARRDC3	78	88	59	80	145	126	225	324
ARRDC4	308	331	164	288	215	214	263	366
ARSA	169	197	105	161	101	82	119	218
ARSB	125	169	75	129	242	217	350	495
ARSG	44	40	24	44	91	51	87	147
ARSK	223	236	104	198	205	166	260	391
ARV1	625	738	267	550	686	612	1025	1366
ARVCF	78	105	33	56	186	155	230	322
AS3MT	234	240	99	208	259	272	422	604
ASAH1	946	1046	415	791	453	464	718	976
ASAP1	526	593	238	431	752	633	672	1233
ASAP2	311	401	138	270	392	333	421	691
ASAP3	143	156	58	96	205	185	235	345
ASB1	151	210	61	111	192	222	278	371
ASB13	141	182	84	125	237	201	294	428
ASB14	0	0	0	1	81	70	83	124
ASB16	23	19	6	15	36	30	56	104
ASB3	633	735	314	506	893	796	1204	1709
ASB6	898	1113	387	712	509	426	718	1018
ASB7	93	127	49	58	267	250	412	581
ASB8	425	491	192	337	290	274	330	490
ASCC1	877	1035	359	727	494	441	650	922
ASCC2	1029	1312	507	902	1010	908	1357	2103
ASCC3	2425	2806	1298	2483	5959	5396	8472	12329
ASDURF	98	68	42	73	240	221	291	437
ASF1A	804	1004	372	700	639	618	1096	1493
ASF1B	1067	1416	540	851	650	537	1091	1465
ASH1L	1065	1244	553	983	5129	4547	5299	8695
ASH2L	892	1017	454	892	527	501	720	924
ASIC1	176	179	97	166	155	135	131	258
ASL	104	123	59	84	181	132	280	406
ASMTL	249	242	93	173	256	239	319	467
ASNS	2675	2483	1151	2021	2747	2555	4367	6138
ASNSD1	374	410	191	315	2237	2137	3407	4978
ASPH	862	1000	438	772	1791	1647	2336	3356
ASPHD2	51	59	15	28	72	51	91	132
ASPM	2591	2692	1275	2262	13233	12162	19331	26689
ASPN	1	0	0	0	115	83	96	152
ASPSCR1	235	351	121	189	400	353	576	789
ASRGL1	361	481	142	263	373	346	505	680
ASS1	467	482	222	429	395	358	597	858
ASTE1	205	264	87	184	396	292	512	838
ASTN2	22	21	8	20	54	57	62	107
ASXL1	674	891	358	641	2625	2220	2824	4553
ASXL2	325	376	102	251	1093	924	987	1830
ASXL3	79	64	31	74	85	83	98	157
ATAD1	1027	1261	530	1010	972	898	1334	1780
ATAD2	2852	2951	1176	2359	3572	3490	5176	7192
ATAD2B	279	317	136	221	1290	1088	1638	2467
ATAD3A	790	1064	366	722	879	785	1311	1697
ATAD3B	526	703	222	376	885	884	1318	1839
ATAD5	723	702	322	551	2481	2358	2715	4164
ATAT1	210	261	98	141	96	86	104	184
ATE1	522	602	260	450	848	763	969	1536
ATF1	425	579	204	385	379	380	702	962
ATF2	296	322	108	203	816	766	1291	1720
ATF3	146	175	70	125	55	62	126	186
ATF4	312	313	116	238	7364	7194	12071	16524
ATF5	24	33	15	34	49	37	57	115
ATF6	1369	1502	648	1156	1247	1144	2079	2974
ATF6B	967	1226	424	786	425	345	599	920
ATF7IP	2456	2878	1041	2211	1358	1270	1442	2260
ATF7IP2	24	26	5	10	121	104	158	260
ATG10	42	48	21	41	79	59	96	177
ATG101	307	375	129	249	303	337	429	626
ATG12	182	243	105	178	132	103	229	289
ATG13	401	459	175	299	587	498	847	1221
ATG14	84	99	38	90	305	325	427	687
ATG16L1	475	587	228	375	945	819	1134	1827
ATG16L2	20	19	9	19	117	93	145	226
ATG2A	380	533	222	374	759	699	798	1355
ATG2B	1149	1221	543	918	1924	1683	2444	3761
ATG3	694	753	298	577	1431	1367	2419	3339
ATG4A	188	201	65	152	356	295	563	822
ATG4B	1010	1296	519	927	706	639	1035	1529
ATG4C	373	359	124	317	761	780	1268	1774
ATG4D	207	264	109	129	358	306	519	758
ATG5	548	537	237	407	661	593	918	1376
ATG7	597	642	258	450	1001	924	1404	1937
ATG9A	1076	1158	498	853	570	458	812	1235
ATIC	6842	7908	3043	5448	2188	2045	1861	3561
ATL1	161	180	56	124	102	94	150	198
ATL2	1059	1286	520	963	1828	1816	2448	3574
ATL3	113	131	58	90	545	452	692	1004
ATM	1032	1003	556	890	4686	4274	5823	8758
ATMIN	81	87	31	53	1114	954	1695	2451
ATN1	832	1038	376	687	406	315	204	606
ATOX1	888	991	380	723	159	162	320	460
ATP10D	80	87	44	46	254	247	422	604
ATP11A	270	325	155	252	490	449	404	734
ATP11B	588	640	279	505	1113	1078	1639	2456
ATP11C	1167	1284	601	1082	2264	2062	3257	4807
ATP13A1	809	1351	472	876	1045	893	1171	1978
ATP13A2	617	683	280	465	855	741	1035	1666
ATP13A3	1205	1413	685	1172	2598	2431	3684	5487
ATP1A1	13384	17177	7442	12163	11333	10488	14285	21816
ATP1B1	911	965	476	897	360	354	489	690
ATP1B3	1847	2160	803	1660	1402	1297	2166	3097
ATP23	170	157	72	145	106	92	172	247
ATP2A1	27	30	17	23	92	59	92	138
ATP2A2	7619	9723	4158	6688	5659	5174	4936	9190
ATP2B1	1801	2314	991	1709	2538	2456	3525	5052
ATP2B4	156	197	100	151	1023	924	986	1742
ATP2C1	1081	1364	588	1009	1941	1898	2465	3637
ATP5F1A	9416	12047	4865	8043	11573	10642	18236	26035
ATP5F1B	24655	29659	11951	20880	16140	14248	26886	37575
ATP5F1C	6027	6661	2563	5025	3056	2787	5304	7499
ATP5F1D	918	1341	456	764	237	191	286	437
ATP5F1E	2082	2352	859	1505	882	700	1602	2327
ATP5IF1	2167	2768	864	1707	1582	1595	2216	2959
ATP5MC1	1368	1662	600	1094	996	779	1556	2290
ATP5MC2	3756	5071	1628	3021	1452	1130	2516	3380
ATP5MC3	5265	5909	2151	4142	3772	3319	6401	8659
ATP5MD	1605	1847	647	1314	569	630	1132	1670
ATP5ME	2040	2271	772	1474	1878	2053	2655	3836
ATP5MF	2375	2499	953	1952	833	623	1715	2427
ATP5MG	382	519	261	328	791	771	1339	1809
ATP5MPL	2502	3173	1084	2231	770	772	1186	1654
ATP5PB	2987	3314	1282	2420	3575	3181	5907	8423
ATP5PD	1127	1564	553	1018	1830	1811	2733	4024
ATP5PF	2379	2740	946	1923	903	690	1671	2469
ATP5PO	1806	2083	857	1478	1889	1681	3761	5045
ATP6AP1	2907	3457	1435	2537	1134	1030	1961	2590
ATP6AP2	2305	2454	1074	1930	971	783	1757	2528
ATP6V0A1	1061	1343	551	910	1455	1245	1414	2418
ATP6V0A2	811	936	386	690	1140	1014	1650	2468
ATP6V0B	1954	2763	969	1658	1101	795	2028	2880
ATP6V0C	1348	1819	510	1010	163	137	203	311
ATP6V0D1	1461	1869	639	1134	974	866	1592	2310
ATP6V0E1	382	535	208	358	324	267	467	672
ATP6V0E2	482	628	201	347	295	281	410	562
ATP6V1A	2486	3255	1203	2326	3467	3198	5354	7718
ATP6V1B1	59	52	15	26	30	31	61	99
ATP6V1B2	1593	1899	679	1242	1018	946	1439	2105
ATP6V1C1	901	1006	388	735	1195	1075	1615	2439
ATP6V1D	1021	1172	351	761	848	838	1199	1751
ATP6V1E1	1496	1727	622	1298	1032	923	1648	2284
ATP6V1F	1553	1737	622	1206	676	609	1081	1520
ATP6V1G1	1381	1542	564	1100	974	951	1391	1995
ATP6V1H	1256	1408	557	979	1096	1046	1514	2191
ATP7A	483	490	249	464	563	537	681	1043
ATP7B	433	638	244	429	766	679	954	1528
ATP8A1	254	251	170	237	568	523	758	1198
ATP8B1	25	33	3	20	162	115	102	185
ATP8B2	153	163	78	109	2169	1812	3078	4429
ATP9A	472	526	230	424	618	547	770	1253
ATP9B	219	226	107	184	426	393	510	773
ATPAF1	1622	1868	669	1223	1162	1162	1535	2206
ATPAF2	127	176	48	113	429	334	630	880
ATPSCKMT	215	269	93	217	260	215	319	431
ATR	1119	1229	539	999	3686	3326	5548	7643
ATRAID	538	694	312	575	759	677	1361	1943
ATRIP	275	346	139	206	830	703	1177	1890
ATRN	747	896	491	733	1174	1006	1312	2048
ATRNL1	107	119	69	109	446	443	553	845
ATRX	1174	1425	631	1243	5095	4884	5991	7960
ATXN1	97	113	71	117	176	137	218	348
ATXN10	3723	4510	1796	3406	3020	2591	3332	5551
ATXN1L	69	100	36	50	323	313	472	794
ATXN2	2234	2575	874	1772	961	783	846	1599
ATXN2L	2194	2918	1050	1923	1495	1084	952	2162
ATXN3	489	503	166	397	293	274	455	592
ATXN7	10	3	4	2	41	43	63	94
ATXN7L1	90	103	47	85	160	111	197	298
ATXN7L2	69	112	48	89	192	157	299	422
ATXN7L3	104	108	47	82	492	432	656	932
ATXN7L3B	490	694	235	438	332	269	429	613
AUH	186	218	89	130	273	268	327	489
AUNIP	474	490	194	356	576	445	965	1479
AUP1	669	777	339	560	1709	1456	2965	4142
AURKA	1684	1981	679	1448	1387	1217	2282	3232
AURKAIP1	2560	3538	1089	1969	1234	1270	1739	2438
AURKB	1497	1946	730	1269	1463	1430	2296	3301
AUTS2	363	420	144	278	404	339	316	662
AVEN	134	160	43	94	290	285	355	552
AVIL	2	1	0	3	97	68	113	169
AVL9	294	360	143	222	823	734	1147	1634
AVPI1	152	157	42	120	34	30	62	110
AXIN1	304	442	130	244	779	789	1029	1381
AXIN2	104	147	44	90	146	139	125	227
AZI2	131	126	54	92	987	901	1479	2134
AZIN1	758	816	336	599	2502	2269	3608	5246
AZIN2	13	16	6	14	67	69	90	120
B2M	4655	5303	2067	3721	1209	1170	1922	2695
B3GALNT2	180	202	70	137	1203	1143	1609	2379
B3GALT1	8	9	9	7	40	27	70	125
B3GALT2	1	1	0	1	121	128	122	218
B3GALT6	267	377	117	221	105	97	133	200
B3GAT2	66	74	33	42	82	86	113	151
B3GAT3	180	269	109	181	305	296	438	607
B3GLCT	294	263	173	296	416	335	596	909
B3GNT10	94	109	35	69	194	177	248	379
B3GNT2	123	130	55	117	230	203	396	621
B3GNT5	159	145	68	129	114	119	176	218
B4GALNT1	20	27	11	13	57	52	78	128
B4GALNT3	216	263	107	181	422	307	626	861
B4GALNT4	34	51	30	33	208	195	250	369
B4GALT1	335	418	198	315	157	135	147	211
B4GALT2	110	128	50	62	519	438	937	1183
B4GALT3	175	202	101	146	661	596	1065	1490
B4GALT4	171	167	72	147	265	259	382	563
B4GALT5	464	602	252	389	461	396	560	708
B4GALT6	70	104	24	63	118	97	151	197
B4GALT7	123	159	45	108	215	180	376	581
B4GAT1	1018	1462	536	937	661	607	940	1378
B9D1	243	278	108	201	444	368	619	916
BABAM1	708	890	301	585	990	842	1586	2230
BABAM2	438	501	208	370	688	630	989	1496
BACE1	112	152	57	110	257	201	311	492
BACE2	318	352	156	275	215	226	317	457
BACH1	491	552	252	441	1487	1341	2090	2982
BACH2	106	122	56	88	79	52	65	121
BAD	275	394	128	205	256	219	413	608
BAG1	214	305	93	191	868	934	1113	1578
BAG2	945	1407	417	846	450	468	554	801
BAG3	1144	1532	430	878	266	222	310	518
BAG4	470	518	176	368	479	410	833	1166
BAG5	699	812	331	559	907	923	1191	1676
BAG6	5727	7869	2646	4896	2894	2309	2836	5388
BAHCC1	190	210	107	190	494	345	254	614
BAHD1	680	926	258	538	255	221	262	388
BAIAP2	226	311	107	206	239	191	323	501
BAIAP2L1	838	916	412	753	553	501	764	1116
BAIAP3	10	19	11	15	57	56	92	150
BAK1	132	160	36	115	121	112	211	286
BAMBI	321	362	236	338	146	119	301	471
BANF1	631	894	250	386	248	293	388	414
BANP	176	243	56	138	255	254	356	559
BAP1	381	476	188	280	2384	2211	3382	4776
BARD1	666	775	290	523	1197	1078	1746	2564
BAX	731	994	396	624	527	570	908	1214
BAZ1A	2248	2455	1023	1875	5214	4887	6874	9282
BAZ1B	2695	3402	1285	2414	6220	5857	7161	10308
BAZ2A	1888	2156	851	1555	1963	1481	1442	2719
BAZ2B	242	241	120	227	916	799	1183	1726
BBIP1	126	161	51	145	130	134	196	352
BBOF1	6	13	7	15	78	53	92	131
BBS10	539	543	189	390	381	302	617	893
BBS12	67	88	30	48	157	117	183	309
BBS2	590	720	287	514	838	801	1160	1702
BBS4	342	381	152	341	493	402	799	1127
BBS7	766	863	392	659	1001	916	1524	2065
BBS9	121	117	57	94	420	409	553	825
BBX	903	1067	387	801	2190	1948	3152	4466
BCAP29	616	790	306	582	718	694	1024	1578
BCAP31	4122	5112	2053	3570	2719	2655	4201	5507
BCAR1	386	556	197	317	436	326	496	845
BCAR3	68	82	49	50	104	86	135	254
BCAS2	1228	1484	616	1080	1324	1356	2004	2795
BCAS3	562	639	254	497	806	660	1148	1600
BCAS4	182	204	78	150	51	45	82	109
BCAT1	1808	1851	752	1364	904	859	1435	1931
BCAT2	758	962	355	643	580	517	873	1166
BCCIP	2893	3477	1341	2442	2378	2556	3661	4666
BCDIN3D	180	213	60	113	128	113	217	278
BCHE	240	225	137	246	78	89	135	191
BCKDHA	58	83	34	61	31	42	61	83
BCKDHB	466	519	188	362	434	373	603	843
BCKDK	902	987	333	638	657	494	912	1359
BCL10	468	614	186	443	229	232	316	516
BCL11A	276	396	98	179	211	193	145	277
BCL2L1	60	95	28	60	145	135	171	250
BCL2L11	72	96	42	90	158	124	203	300
BCL2L12	342	459	122	268	329	368	538	706
BCL2L13	466	581	189	397	971	827	1253	1909
BCL2L2	11	10	2	5	59	30	62	110
BCL6B	10	4	1	8	139	101	169	235
BCL7A	379	546	180	310	210	233	359	462
BCL7B	202	233	94	155	224	180	350	481
BCL7C	264	343	139	205	652	640	975	1236
BCL9	236	247	115	192	453	355	348	629
BCLAF1	1243	1513	590	1225	3852	3600	6352	7977
BCLAF3	63	88	42	71	220	180	227	331
BCOR	3406	3915	1738	3265	5384	4443	4989	9216
BCORL1	702	951	290	554	498	342	256	727
BCR	460	620	251	414	1797	1671	2125	3334
BCS1L	848	1045	387	630	1053	932	1438	2073
BDH1	0	2	0	1	111	98	125	195
BDH2	186	171	84	136	210	220	332	528
BDP1	596	718	309	508	5527	5342	7005	9195
BECN1	372	425	177	260	1162	1110	1703	2498
BEND3	184	254	65	115	309	260	294	511
BEND4	166	188	89	140	153	134	197	277
BEND7	102	116	29	73	203	165	179	275
BET1	380	411	160	313	233	236	334	445
BET1L	126	122	63	87	82	102	86	174
BEX1	686	1023	323	592	78	72	92	114
BEX2	461	695	241	399	753	711	1247	1642
BEX3	1412	2432	814	1382	3721	3836	4552	6484
BEX4	492	678	230	394	552	631	1060	1370
BFAR	466	585	196	385	656	577	1107	1571
BFSP1	65	67	26	41	105	106	181	240
BHLHE40	324	374	127	258	78	83	99	149
BICC1	293	285	145	219	231	196	419	585
BICD1	204	231	80	154	206	166	142	306
BICD2	560	737	250	424	1020	944	1279	1855
BICRA	110	167	68	97	97	61	33	140
BICRAL	70	65	26	55	165	153	152	294
BID	867	1076	321	655	350	304	492	716
BIN1	36	51	14	29	172	171	262	336
BIN3	163	223	53	133	168	166	238	406
BIRC2	292	337	111	257	827	792	1244	1782
BIRC5	1302	1607	571	973	1648	1664	2205	3079
BIRC6	3224	3653	1735	3006	12103	10722	16841	24740
BIVM	12	11	6	14	69	80	73	125
BLCAP	229	271	77	174	100	77	117	174
BLM	696	828	333	673	3589	3181	4715	7210
BLMH	1602	2149	713	1378	913	952	1289	1779
BLOC1S1	179	177	79	132	170	158	294	392
BLOC1S2	382	417	180	330	314	277	428	654
BLOC1S4	272	318	105	196	147	125	224	278
BLOC1S5	110	136	50	69	86	78	131	165
BLOC1S6	212	227	90	181	266	259	374	508
BLVRA	1416	1573	662	1113	542	554	743	1038
BLVRB	937	1082	444	732	229	206	354	513
BLZF1	539	653	198	522	666	652	1018	1385
BMP1	146	150	68	112	132	88	178	231
BMP2K	291	329	120	221	652	526	973	1383
BMP4	69	66	24	59	51	55	65	95
BMP6	81	98	33	72	89	71	101	164
BMP7	387	488	165	325	391	333	597	878
BMPR1A	104	114	51	104	195	168	302	439
BMPR1B	110	98	46	82	114	93	140	201
BMPR2	532	560	250	474	700	627	873	1338
BMS1	1740	2213	853	1562	4580	4565	6243	8232
BMT2	243	232	93	193	190	174	244	360
BNC1	3	2	1	4	38	31	47	72
BNC2	76	108	30	73	81	79	98	154
BNIP1	336	360	155	274	268	224	394	629
BNIP2	844	1057	398	773	914	866	1238	1770
BNIP3	178	233	106	152	299	295	389	601
BNIP3L	685	814	289	518	228	246	334	457
BOC	35	50	17	45	137	127	157	267
BOD1	247	317	103	204	640	545	1031	1461
BOD1L1	1264	1496	628	1196	3569	3340	4687	5991
BOLA1	64	70	25	25	92	88	139	167
BOLA3	297	529	176	373	477	443	689	1008
BOP1	1716	2462	805	1483	2215	2165	3558	4758
BORA	334	342	116	259	549	465	784	1204
BORCS5	164	171	63	110	78	42	79	111
BORCS6	86	91	16	37	104	75	86	152
BPGM	165	199	90	140	330	271	461	581
BPHL	287	361	147	255	286	251	390	595
BPNT1	889	980	326	652	967	1045	1542	2237
BPTF	2021	2235	954	1762	7165	6502	6768	11505
BRAF	331	431	133	264	362	361	464	752
BRAP	638	828	292	495	644	608	916	1302
BRAT1	721	964	338	586	869	744	1106	1607
BRCA1	1160	1245	465	881	3663	3200	4377	6773
BRCA2	1224	1232	552	1041	4471	4119	6216	8394
BRCC3	484	554	198	367	645	665	912	1227
BRD1	576	843	297	457	981	834	999	1561
BRD2	5992	7182	2619	4580	7225	6310	10466	15852
BRD3	788	1042	385	564	429	392	430	636
BRD3OS	18	16	4	10	61	75	79	114
BRD4	1616	1967	710	1438	1057	791	594	1362
BRD7	156	164	74	144	1476	1445	2112	2901
BRD8	1161	1570	604	1077	2190	2099	2948	4242
BRD9	341	370	178	291	960	884	1054	1677
BRF1	378	520	166	336	463	437	584	841
BRF2	326	457	140	302	243	197	345	482
BRI3	217	298	125	169	123	97	153	272
BRI3BP	562	813	276	431	280	275	373	565
BRICD5	2	1	2	0	113	91	140	218
BRIP1	1112	1247	470	868	2193	1905	2843	4383
BRIX1	2722	3166	1193	2280	2461	2473	3764	5233
BRK1	919	992	339	731	358	285	631	826
BRMS1	261	420	109	210	770	755	1269	1815
BRMS1L	365	478	189	343	491	438	733	1017
BROX	760	776	304	609	952	865	1374	1997
BRPF1	388	523	204	289	1440	1202	1937	2870
BRPF3	285	407	160	262	829	693	700	1217
BRSK1	27	39	17	17	88	63	114	126
BRSK2	158	230	95	171	308	255	469	635
BRWD1	595	683	262	502	3533	3279	4475	6340
BRWD3	545	582	254	455	1838	1718	2113	3334
BSCL2	269	310	124	225	402	347	650	935
BSDC1	475	508	208	360	1024	986	1413	2007
BSG	6690	9414	3200	5974	2920	2590	4723	6456
BSN	62	86	75	67	372	251	258	554
BTAF1	1508	1747	684	1221	4127	3628	6271	9337
BTBD1	898	917	393	678	1661	1454	2779	4143
BTBD10	186	178	89	157	451	460	651	1009
BTBD11	79	122	45	81	116	116	205	245
BTBD18	0	1	0	0	78	43	80	128
BTBD2	512	577	269	445	707	605	854	1377
BTBD3	571	789	264	479	910	794	1164	1582
BTBD6	162	160	70	114	684	592	1020	1441
BTBD7	256	311	122	185	1018	931	1310	1969
BTBD8	217	218	99	190	169	170	231	327
BTBD9	313	352	130	225	241	239	297	442
BTD	163	182	91	173	295	255	461	627
BTF3	3488	4437	1538	3265	4715	4378	8124	11207
BTF3L4	56	43	19	58	173	157	171	267
BTG1	557	650	246	446	164	123	325	420
BTG3	876	1018	402	769	513	535	727	1027
BTN2A1	185	234	91	171	469	432	629	839
BTN2A2	119	119	49	100	237	212	338	457
BTN3A1	19	28	6	14	76	67	72	111
BTN3A2	36	43	15	22	54	44	57	64
BTNL9	21	25	18	33	61	71	56	85
BTRC	509	541	241	443	575	473	825	1250
BUB1	2729	3063	1273	2409	4363	3837	6632	9703
BUB1B	2504	2768	1111	2096	2468	2235	3689	5204
BUB3	4245	5177	2001	3621	3859	3608	6038	8542
BUD13	248	299	129	213	495	466	785	1102
BUD23	1640	1964	690	1257	1233	1190	1707	2505
BUD31	817	1023	350	680	678	675	1009	1488
BVES	191	231	91	171	86	83	123	198
BX255925.3	3	1	6	6	51	61	64	109
BYSL	1569	1829	663	1256	816	770	1282	1711
BZW1	1662	1833	693	1475	2348	2299	3315	4779
BZW2	1330	1557	607	1089	2001	1896	3007	4269
C10orf88	276	325	134	219	249	217	350	514
C11orf1	108	118	43	74	124	98	217	262
C11orf24	120	176	48	105	264	203	382	586
C11orf49	431	448	190	278	222	195	259	466
C11orf54	84	112	44	73	77	56	105	168
C11orf58	1582	1531	730	1438	1520	1661	2555	3280
C11orf68	119	158	59	95	97	69	125	176
C11orf71	26	50	16	21	58	45	87	140
C11orf74	179	209	77	164	302	325	512	711
C11orf80	47	47	15	22	134	147	223	290
C11orf95	44	67	18	41	177	173	243	322
C11orf98	107	115	32	90	223	188	298	434
C12orf10	846	1006	310	677	564	468	957	1261
C12orf29	885	970	388	725	702	595	1170	1547
C12orf4	847	931	383	759	716	640	990	1469
C12orf43	230	359	123	208	274	257	321	452
C12orf45	542	559	209	478	445	404	603	906
C12orf49	83	97	48	75	207	215	326	418
C12orf57	830	1138	402	674	282	259	516	749
C12orf65	173	195	51	118	177	163	205	316
C12orf66	106	168	65	110	161	168	265	378
C12orf73	139	167	58	131	87	88	134	196
C12orf75	203	232	102	200	189	165	286	407
C14orf119	411	543	195	319	397	326	821	1200
C14orf28	4	3	0	0	44	38	55	74
C14orf93	24	44	15	37	108	112	173	223
C15orf39	678	940	357	579	619	469	484	1043
C15orf40	168	188	81	148	319	292	445	590
C15orf41	236	299	93	209	90	99	130	203
C15orf61	253	321	111	204	110	93	174	278
C16orf58	229	278	102	201	286	260	407	593
C16orf70	266	301	115	203	372	316	550	846
C16orf72	423	488	179	319	738	721	1018	1438
C16orf87	373	357	117	298	197	196	297	359
C16orf91	67	121	41	78	181	192	252	331
C17orf53	279	287	116	209	267	189	305	442
C17orf58	240	288	99	198	97	105	141	226
C17orf75	306	326	123	215	447	410	666	905
C17orf80	554	578	195	346	857	750	1201	1835
C18orf21	384	440	179	296	339	307	582	865
C18orf25	393	449	182	314	451	470	625	929
C18orf32	118	134	43	108	47	35	84	127
C18orf54	59	53	19	49	213	191	235	385
C19orf12	198	311	110	173	72	66	113	142
C19orf25	79	140	39	73	176	161	248	334
C19orf44	163	156	50	89	233	163	263	419
C19orf47	493	609	227	399	221	141	264	421
C19orf48	35	25	11	19	820	646	1385	2071
C19orf53	1300	1532	541	999	494	475	584	880
C19orf54	473	620	211	413	85	64	65	119
C19orf57	59	76	30	58	92	62	144	155
C19orf71	0	0	1	0	67	59	78	113
C1D	93	106	35	68	157	126	206	281
C1GALT1	115	117	51	102	257	243	440	580
C1GALT1C1	735	853	339	710	712	673	1153	1544
C1QBP	13763	17104	6428	11280	10495	9562	14763	21882
C1orf109	321	383	125	252	359	324	426	673
C1orf112	957	1178	409	809	1342	1121	2059	3127
C1orf122	256	449	139	268	135	136	141	254
C1orf131	541	644	243	467	994	872	1337	1834
C1orf159	88	106	42	79	74	45	114	181
C1orf167	3	6	2	2	70	57	77	113
C1orf174	379	451	170	287	404	344	498	735
C1orf198	378	526	164	285	354	298	335	528
C1orf21	41	52	18	36	236	187	300	435
C1orf216	40	70	16	46	58	59	74	88
C1orf35	268	421	134	240	727	699	900	1236
C1orf43	935	1062	465	737	1730	1691	2588	3811
C1orf50	109	113	50	87	89	73	156	232
C1orf52	411	577	171	352	505	500	646	993
C1orf56	81	119	36	76	77	52	90	119
C1orf74	53	43	19	29	79	71	121	178
C20orf194	123	120	71	109	271	200	282	431
C20orf27	810	1074	379	673	549	509	954	1317
C20orf96	150	190	72	125	74	67	53	134
C21orf58	8	13	13	20	153	156	193	264
